snapshot_date,warehouse_code,sku,units_on_hand,units_in_transit
2025-01-13,WH-02,MP-1063,108,13
2025-01-13,WH-03,MP-1063,193,32
2025-01-13,WH-01,MP-1064,203,21
2025-01-13,WH-02,MP-1064,75,5
2025-01-13,WH-03,MP-1064,278,86
2025-01-13,WH-01,MP-1065,207,111
2025-01-13,WH-02,MP-1065,92,8
2025-01-13,WH-03,MP-1065,252,13
2025-01-13,WH-01,MP-1066,317,21
2025-01-13,WH-02,MP-1066,110,14
2025-01-13,WH-03,MP-1066,106,26
2025-01-13,WH-01,MP-1067,158,22
2025-01-13,WH-02,MP-1067,98,22
2025-01-13,WH-03,MP-1067,170,29
2025-01-13,WH-01,MP-1068,143,10
2025-01-13,WH-02,MP-1068,35,4
2025-01-13,WH-03,MP-1068,111,20
2025-01-13,WH-01,MP-1069,131,26
2025-01-13,WH-02,MP-1069,33,11
2025-01-13,WH-03,MP-1069,60,5
2025-01-13,WH-01,MP-1070,162,43
2025-01-13,WH-02,MP-1070,64,18
2025-01-13,WH-03,MP-1070,80,38
2025-01-13,WH-01,MP-1071,102,14
2025-01-13,WH-02,MP-1071,43,14
2025-01-13,WH-03,MP-1071,70,14
2025-01-13,WH-01,MP-1072,192,72
2025-01-13,WH-02,MP-1072,65,33
2025-01-13,WH-03,MP-1072,185,26
2025-01-13,WH-01,MP-1073,269,19
2025-01-13,WH-02,MP-1073,64,23
2025-01-13,WH-03,MP-1073,102,32
2025-01-13,WH-01,MP-1074,234,37
2025-01-13,WH-02,MP-1074,87,1
2025-01-13,WH-03,MP-1074,164,47
2025-01-13,WH-01,MP-1075,466,52
2025-01-13,WH-02,MP-1075,117,38
2025-01-13,WH-03,MP-1075,331,93
2025-01-13,WH-01,MP-1076,624,73
2025-01-13,WH-02,MP-1076,112,50
2025-01-13,WH-03,MP-1076,183,68
2025-01-13,WH-01,MP-1077,569,36
2025-01-13,WH-02,MP-1077,190,40
2025-01-13,WH-03,MP-1077,292,44
2025-01-13,WH-01,MP-1078,289,103
2025-01-13,WH-02,MP-1078,84,4
2025-01-13,WH-03,MP-1078,229,15
2025-01-13,WH-01,MP-1079,576,7
2025-01-13,WH-02,MP-1079,124,64
2025-01-13,WH-03,MP-1079,276,42
2025-01-13,WH-01,MP-1080,426,217
2025-01-13,WH-02,MP-1080,178,83
2025-01-13,WH-03,MP-1080,328,7
2025-01-13,WH-01,MP-1081,622,191
2025-01-13,WH-02,MP-1081,185,57
2025-01-13,WH-03,MP-1081,250,45
2025-01-13,WH-01,MP-1082,112,38
2025-01-13,WH-02,MP-1082,66,26
2025-01-13,WH-03,MP-1082,93,24
2025-01-13,WH-01,MP-1083,150,44
2025-01-13,WH-02,MP-1083,55,11
2025-01-13,WH-03,MP-1083,78,5
2025-01-13,WH-01,MP-1084,27,52
2025-01-13,WH-02,MP-1084,228,21
2025-01-13,WH-03,MP-1084,16,14
2025-01-13,WH-01,MP-1085,44,83
2025-01-13,WH-02,MP-1085,228,26
2025-01-13,WH-03,MP-1085,28,6
2025-01-13,WH-01,MP-1086,13,4
2025-01-13,WH-02,MP-1086,228,10
2025-01-13,WH-03,MP-1086,7,6
2025-01-13,WH-01,MP-1087,11,5
2025-01-13,WH-02,MP-1087,228,3
2025-01-13,WH-03,MP-1087,7,5
2025-01-13,WH-01,MP-1088,75,37
2025-01-13,WH-02,MP-1088,56,17
2025-01-13,WH-03,MP-1088,54,2
2025-01-13,WH-01,MP-1089,165,16
2025-01-13,WH-02,MP-1089,51,10
2025-01-13,WH-03,MP-1089,57,22
2025-01-13,WH-01,MP-1090,256,44
2025-01-13,WH-02,MP-1090,65,7
2025-01-13,WH-03,MP-1090,67,10
2025-01-13,WH-01,MP-1091,122,2
2025-01-13,WH-02,MP-1091,25,0
2025-01-13,WH-03,MP-1091,54,6
2025-01-13,WH-01,MP-1092,111,18
2025-01-13,WH-02,MP-1092,45,0
2025-01-13,WH-03,MP-1092,36,8
2025-01-13,WH-01,MP-1093,88,9
2025-01-13,WH-02,MP-1093,37,10
2025-01-13,WH-03,MP-1093,49,2
2025-01-13,WH-01,MP-1094,205,64
2025-01-13,WH-02,MP-1094,60,15
2025-01-13,WH-03,MP-1094,79,24
2025-01-13,WH-01,MP-1095,103,8
2025-01-13,WH-02,MP-1095,42,3
2025-01-13,WH-03,MP-1095,44,5
2025-01-13,WH-01,MP-1096,135,54
2025-01-13,WH-02,MP-1096,45,7
2025-01-13,WH-03,MP-1096,108,2
2025-01-13,WH-01,MP-1097,145,32
2025-01-13,WH-02,MP-1097,119,19
2025-01-13,WH-03,MP-1097,101,16
2025-01-13,WH-01,MP-1098,531,178
2025-01-13,WH-02,MP-1098,132,16
2025-01-13,WH-03,MP-1098,343,10
2025-01-13,WH-01,MP-1099,421,43
2025-01-13,WH-02,MP-1099,197,60
2025-01-13,WH-03,MP-1099,181,62
2025-01-13,WH-01,MP-1100,197,65
2025-01-13,WH-02,MP-1100,86,28
2025-01-13,WH-03,MP-1100,118,10
2025-01-13,WH-01,MP-1101,592,122
2025-01-13,WH-02,MP-1101,198,14
2025-01-13,WH-03,MP-1101,333,22
2025-01-13,WH-01,MP-1102,432,73
2025-01-13,WH-02,MP-1102,154,18
2025-01-13,WH-03,MP-1102,163,58
2025-01-13,WH-01,MP-1103,541,223
2025-01-13,WH-02,MP-1103,170,47
2025-01-13,WH-03,MP-1103,302,42
2025-01-13,WH-01,MP-1104,107,35
2025-01-13,WH-02,MP-1104,42,12
2025-01-13,WH-03,MP-1104,69,12
2025-01-13,WH-01,MP-1105,196,53
2025-01-13,WH-02,MP-1105,121,29
2025-01-13,WH-03,MP-1105,143,41
2025-01-13,WH-01,MP-1106,277,10
2025-01-13,WH-02,MP-1106,78,14
2025-01-13,WH-03,MP-1106,98,23
2025-01-13,WH-01,MP-1107,128,62
2025-01-13,WH-02,MP-1107,58,9
2025-01-13,WH-03,MP-1107,80,25
2025-01-13,WH-01,MP-1108,260,81
2025-01-13,WH-02,MP-1108,154,27
2025-01-13,WH-03,MP-1108,128,32
2025-01-13,WH-01,MP-1109,259,77
2025-01-13,WH-02,MP-1109,150,42
2025-01-13,WH-03,MP-1109,148,47
2025-01-13,WH-01,MP-1110,270,77
2025-01-13,WH-02,MP-1110,170,3
2025-01-13,WH-03,MP-1110,193,1
2025-01-13,WH-01,MP-1111,220,26
2025-01-13,WH-02,MP-1111,98,34
2025-01-13,WH-03,MP-1111,152,8
2025-01-13,WH-01,MP-1112,175,53
2025-01-13,WH-02,MP-1112,110,29
2025-01-13,WH-03,MP-1112,109,19
2025-01-13,WH-01,MP-1113,105,47
2025-01-13,WH-02,MP-1113,73,3
2025-01-13,WH-03,MP-1113,100,16
2025-01-13,WH-01,MP-1114,443,0
2025-01-13,WH-02,MP-1114,309,85
2025-01-13,WH-03,MP-1114,402,56
2025-01-13,WH-01,MP-1115,491,103
2025-01-13,WH-02,MP-1115,112,44
2025-01-13,WH-03,MP-1115,217,30
2025-01-13,WH-01,MP-1116,1091,7
2025-01-13,WH-02,MP-1116,233,55
2025-01-13,WH-03,MP-1116,460,164
2025-01-13,WH-01,MP-1117,337,60
2025-01-13,WH-02,MP-1117,211,39
2025-01-13,WH-03,MP-1117,297,28
2025-01-13,WH-01,MP-1118,190,50
2025-01-13,WH-02,MP-1118,60,1
2025-01-13,WH-03,MP-1118,126,17
2025-01-13,WH-01,MP-1119,116,35
2025-01-13,WH-02,MP-1119,58,15
2025-01-13,WH-03,MP-1119,68,31
2025-01-13,WH-01,MP-1120,135,16
2025-01-13,WH-02,MP-1120,50,7
2025-01-13,WH-03,MP-1120,56,18
2025-01-13,WH-01,MP-1121,250,46
2025-01-13,WH-02,MP-1121,99,38
2025-01-13,WH-03,MP-1121,115,23
2025-01-13,WH-01,MP-1122,203,63
2025-01-13,WH-02,MP-1122,88,2
2025-01-13,WH-03,MP-1122,101,22
2025-01-13,WH-01,MP-1123,82,4
2025-01-13,WH-02,MP-1123,31,13
2025-01-13,WH-03,MP-1123,66,19
2025-01-13,WH-01,MP-1124,142,28
2025-01-13,WH-02,MP-1124,82,13
2025-01-13,WH-03,MP-1124,70,12
2025-01-13,WH-01,MP-1125,443,142
2025-01-13,WH-02,MP-1125,134,54
2025-01-13,WH-03,MP-1125,152,31
2025-01-13,WH-01,MP-1126,72,2
2025-01-13,WH-02,MP-1126,31,10
2025-01-13,WH-03,MP-1126,48,11
2025-01-13,WH-01,MP-1127,214,0
2025-01-13,WH-02,MP-1127,73,17
2025-01-13,WH-03,MP-1127,69,5
2025-01-13,WH-01,MP-1128,280,103
2025-01-13,WH-02,MP-1128,88,8
2025-01-13,WH-03,MP-1128,158,36
2025-01-13,WH-01,MP-1129,553,131
2025-01-13,WH-02,MP-1129,129,12
2025-01-13,WH-03,MP-1129,262,4
2025-01-13,WH-01,MP-1130,167,1
2025-01-13,WH-02,MP-1130,84,32
2025-01-13,WH-03,MP-1130,113,3
2025-01-13,WH-01,MP-1131,254,27
2025-01-13,WH-02,MP-1131,111,3
2025-01-13,WH-03,MP-1131,147,36
2025-01-16,WH-01,MP-1001,645,149
2025-01-16,WH-02,MP-1001,242,72
2025-01-16,WH-03,MP-1001,1020,343
2025-01-16,WH-01,MP-1002,707,122
2025-01-16,WH-02,MP-1002,161,52
2025-01-16,WH-03,MP-1002,1240,355
2025-01-16,WH-01,MP-1003,255,49
2025-01-16,WH-02,MP-1003,132,8
2025-01-16,WH-03,MP-1003,541,102
2025-01-16,WH-01,MP-1004,364,107
2025-01-16,WH-02,MP-1004,127,35
2025-01-16,WH-03,MP-1004,359,130
2025-01-16,WH-01,MP-1005,350,90
2025-01-16,WH-02,MP-1005,91,2
2025-01-16,WH-03,MP-1005,201,22
2025-01-16,WH-01,MP-1006,878,237
2025-01-16,WH-02,MP-1006,286,62
2025-01-16,WH-03,MP-1006,389,125
2025-01-16,WH-01,MP-1007,442,107
2025-01-16,WH-02,MP-1007,93,5
2025-01-16,WH-03,MP-1007,140,36
2025-01-16,WH-01,MP-1008,1262,254
2025-01-16,WH-02,MP-1008,627,130
2025-01-16,WH-03,MP-1008,1156,226
2025-01-16,WH-01,MP-1009,411,183
2025-01-16,WH-02,MP-1009,147,2
2025-01-16,WH-03,MP-1009,231,62
2025-01-16,WH-01,MP-1010,433,41
2025-01-16,WH-02,MP-1010,168,51
2025-01-16,WH-03,MP-1010,288,98
2025-01-16,WH-01,MP-1011,735,84
2025-01-16,WH-02,MP-1011,188,52
2025-01-16,WH-03,MP-1011,304,106
2025-01-16,WH-01,MP-1012,1227,101
2025-01-16,WH-02,MP-1012,380,146
2025-01-16,WH-03,MP-1012,1552,164
2025-01-16,WH-01,MP-1013,493,69
2025-01-16,WH-02,MP-1013,137,52
2025-01-16,WH-03,MP-1013,289,39
2025-01-16,WH-01,MP-1014,845,172
2025-01-16,WH-02,MP-1014,358,102
2025-01-16,WH-03,MP-1014,484,187
2025-01-16,WH-01,MP-1015,724,82
2025-01-16,WH-02,MP-1015,174,16
2025-01-16,WH-03,MP-1015,352,166
2025-01-16,WH-01,MP-1016,1128,90
2025-01-16,WH-02,MP-1016,482,10
2025-01-16,WH-03,MP-1016,506,10
2025-01-16,WH-01,MP-1017,837,302
2025-01-16,WH-02,MP-1017,344,20
2025-01-16,WH-03,MP-1017,466,33
2025-01-16,WH-01,MP-1018,1168,123
2025-01-16,WH-02,MP-1018,471,134
2025-01-16,WH-03,MP-1018,554,30
2025-01-16,WH-01,MP-1019,369,108
2025-01-16,WH-02,MP-1019,189,55
2025-01-16,WH-03,MP-1019,173,91
2025-01-16,WH-01,MP-1020,1038,38
2025-01-16,WH-02,MP-1020,592,149
2025-01-16,WH-03,MP-1020,966,211
2025-01-16,WH-01,MP-1021,348,56
2025-01-16,WH-02,MP-1021,86,8
2025-01-16,WH-03,MP-1021,144,50
2025-01-16,WH-01,MP-1022,295,1
2025-01-16,WH-02,MP-1022,107,13
2025-01-16,WH-03,MP-1022,347,39
2025-01-16,WH-01,MP-1023,93,143
2025-01-16,WH-02,MP-1023,228,23
2025-01-16,WH-03,MP-1023,56,35
2025-01-16,WH-01,MP-1024,41,21
2025-01-16,WH-02,MP-1024,228,24
2025-01-16,WH-03,MP-1024,25,15
2025-01-16,WH-01,MP-1025,85,29
2025-01-16,WH-02,MP-1025,228,12
2025-01-16,WH-03,MP-1025,48,23
2025-01-16,WH-01,MP-1026,44,61
2025-01-16,WH-02,MP-1026,228,29
2025-01-16,WH-03,MP-1026,27,2
2025-01-16,WH-01,MP-1027,224,12
2025-01-16,WH-02,MP-1027,141,29
2025-01-16,WH-03,MP-1027,157,52
2025-01-16,WH-01,MP-1028,335,16
2025-01-16,WH-02,MP-1028,123,0
2025-01-16,WH-03,MP-1028,148,34
2025-01-16,WH-01,MP-1029,404,68
2025-01-16,WH-02,MP-1029,173,69
2025-01-16,WH-03,MP-1029,230,38
2025-01-16,WH-01,MP-1030,337,139
2025-01-16,WH-02,MP-1030,166,55
2025-01-16,WH-03,MP-1030,142,55
2025-01-16,WH-01,MP-1031,355,130
2025-01-16,WH-02,MP-1031,166,24
2025-01-16,WH-03,MP-1031,216,50
2025-01-16,WH-01,MP-1032,705,18
2025-01-16,WH-02,MP-1032,213,32
2025-01-16,WH-03,MP-1032,332,35
2025-01-16,WH-01,MP-1033,340,120
2025-01-16,WH-02,MP-1033,98,47
2025-01-16,WH-03,MP-1033,208,57
2025-01-16,WH-01,MP-1034,921,79
2025-01-16,WH-02,MP-1034,293,32
2025-01-16,WH-03,MP-1034,428,90
2025-01-16,WH-01,MP-1035,609,258
2025-01-16,WH-02,MP-1035,184,93
2025-01-16,WH-03,MP-1035,359,79
2025-01-16,WH-01,MP-1036,1152,85
2025-01-16,WH-02,MP-1036,459,90
2025-01-16,WH-03,MP-1036,575,69
2025-01-16,WH-01,MP-1037,1905,7
2025-01-16,WH-02,MP-1037,678,74
2025-01-16,WH-03,MP-1037,654,128
2025-01-16,WH-01,MP-1038,1288,286
2025-01-16,WH-02,MP-1038,504,143
2025-01-16,WH-03,MP-1038,905,270
2025-01-16,WH-01,MP-1039,449,56
2025-01-16,WH-02,MP-1039,151,40
2025-01-16,WH-03,MP-1039,164,32
2025-01-16,WH-01,MP-1040,652,277
2025-01-16,WH-02,MP-1040,269,31
2025-01-16,WH-03,MP-1040,377,80
2025-01-16,WH-01,MP-1041,188,104
2025-01-16,WH-02,MP-1041,99,9
2025-01-16,WH-03,MP-1041,115,67
2025-01-16,WH-01,MP-1042,540,50
2025-01-16,WH-02,MP-1042,186,40
2025-01-16,WH-03,MP-1042,258,24
2025-01-16,WH-01,MP-1043,862,124
2025-01-16,WH-02,MP-1043,395,33
2025-01-16,WH-03,MP-1043,477,148
2025-01-16,WH-01,MP-1044,356,60
2025-01-16,WH-02,MP-1044,295,60
2025-01-16,WH-03,MP-1044,251,23
2025-01-16,WH-01,MP-1045,543,84
2025-01-16,WH-02,MP-1045,184,34
2025-01-16,WH-03,MP-1045,153,13
2025-01-16,WH-01,MP-1046,772,132
2025-01-16,WH-02,MP-1046,304,2
2025-01-16,WH-03,MP-1046,262,104
2025-01-16,WH-01,MP-1047,1941,89
2025-01-16,WH-02,MP-1047,602,97
2025-01-16,WH-03,MP-1047,941,171
2025-01-16,WH-01,MP-1048,647,10
2025-01-16,WH-02,MP-1048,218,94
2025-01-16,WH-03,MP-1048,308,95
2025-01-16,WH-01,MP-1049,235,74
2025-01-16,WH-02,MP-1049,114,7
2025-01-16,WH-03,MP-1049,155,65
2025-01-16,WH-01,MP-1050,364,81
2025-01-16,WH-02,MP-1050,134,6
2025-01-16,WH-03,MP-1050,179,29
2025-01-16,WH-01,MP-1051,781,128
2025-01-16,WH-02,MP-1051,271,107
2025-01-16,WH-03,MP-1051,704,218
2025-01-16,WH-01,MP-1052,415,230
2025-01-16,WH-02,MP-1052,261,22
2025-01-16,WH-03,MP-1052,259,95
2025-01-16,WH-01,MP-1053,227,45
2025-01-16,WH-02,MP-1053,112,4
2025-01-16,WH-03,MP-1053,201,39
2025-01-16,WH-01,MP-1054,202,55
2025-01-16,WH-02,MP-1054,108,14
2025-01-16,WH-03,MP-1054,102,21
2025-01-16,WH-01,MP-1055,481,85
2025-01-16,WH-02,MP-1055,142,50
2025-01-16,WH-03,MP-1055,184,64
2025-01-16,WH-01,MP-1056,899,65
2025-01-16,WH-02,MP-1056,312,79
2025-01-16,WH-03,MP-1056,485,100
2025-01-16,WH-01,MP-1057,378,157
2025-01-16,WH-02,MP-1057,104,28
2025-01-16,WH-03,MP-1057,173,25
2025-01-16,WH-01,MP-1058,289,70
2025-01-16,WH-02,MP-1058,73,1
2025-01-16,WH-03,MP-1058,133,31
2025-01-16,WH-01,MP-1059,443,106
2025-01-16,WH-02,MP-1059,130,43
2025-01-16,WH-03,MP-1059,237,36
2025-01-16,WH-01,MP-1060,81,31
2025-01-16,WH-02,MP-1060,28,5
2025-01-16,WH-03,MP-1060,94,24
2025-01-16,WH-01,MP-1061,162,42
2025-01-16,WH-02,MP-1061,43,17
2025-01-16,WH-03,MP-1061,171,53
2025-01-16,WH-01,MP-1062,163,10
2025-01-16,WH-02,MP-1062,67,15
2025-01-16,WH-03,MP-1062,107,13
2025-01-16,WH-01,MP-1063,201,99
2025-01-16,WH-02,MP-1063,90,2
2025-01-16,WH-03,MP-1063,283,65
2025-01-16,WH-01,MP-1064,206,107
2025-01-16,WH-02,MP-1064,96,39
2025-01-16,WH-03,MP-1064,180,14
2025-01-16,WH-01,MP-1065,231,110
2025-01-16,WH-02,MP-1065,84,24
2025-01-16,WH-03,MP-1065,165,77
2025-01-16,WH-01,MP-1066,230,55
2025-01-16,WH-02,MP-1066,88,28
2025-01-16,WH-03,MP-1066,165,29
2025-01-16,WH-01,MP-1067,193,38
2025-01-16,WH-02,MP-1067,75,4
2025-01-16,WH-03,MP-1067,105,14
2025-01-16,WH-01,MP-1068,102,40
2025-01-16,WH-02,MP-1068,40,8
2025-01-16,WH-03,MP-1068,88,6
2025-01-16,WH-01,MP-1069,149,5
2025-01-16,WH-02,MP-1069,48,4
2025-01-16,WH-03,MP-1069,113,11
2025-01-16,WH-01,MP-1070,132,50
2025-01-16,WH-02,MP-1070,43,14
2025-01-16,WH-03,MP-1070,109,25
2025-01-16,WH-01,MP-1071,85,39
2025-01-16,WH-02,MP-1071,47,18
2025-01-16,WH-03,MP-1071,81,24
2025-01-16,WH-01,MP-1072,190,45
2025-01-16,WH-02,MP-1072,69,15
2025-01-16,WH-03,MP-1072,132,29
2025-01-16,WH-01,MP-1073,233,55
2025-01-16,WH-02,MP-1073,67,5
2025-01-16,WH-03,MP-1073,101,5
2025-01-16,WH-01,MP-1074,209,8
2025-01-16,WH-02,MP-1074,71,25
2025-01-16,WH-03,MP-1074,152,15
2025-01-16,WH-01,MP-1075,281,95
2025-01-16,WH-02,MP-1075,115,46
2025-01-16,WH-03,MP-1075,267,21
2025-01-16,WH-01,MP-1076,551,62
2025-01-16,WH-02,MP-1076,162,16
2025-01-16,WH-03,MP-1076,236,48
2025-01-16,WH-01,MP-1077,559,15
2025-01-16,WH-02,MP-1077,221,36
2025-01-16,WH-03,MP-1077,337,16
2025-01-16,WH-01,MP-1078,256,37
2025-01-16,WH-02,MP-1078,155,40
2025-01-16,WH-03,MP-1078,187,51
2025-01-16,WH-01,MP-1079,582,166
2025-01-16,WH-02,MP-1079,193,44
2025-01-16,WH-03,MP-1079,252,33
2025-01-16,WH-01,MP-1080,596,234
2025-01-16,WH-02,MP-1080,232,57
2025-01-16,WH-03,MP-1080,294,118
2025-01-16,WH-01,MP-1081,651,52
2025-01-16,WH-02,MP-1081,192,5
2025-01-16,WH-03,MP-1081,390,53
2025-01-16,WH-01,MP-1082,113,54
2025-01-16,WH-02,MP-1082,49,22
2025-01-16,WH-03,MP-1082,110,18
2025-01-16,WH-01,MP-1083,179,37
2025-01-16,WH-02,MP-1083,41,11
2025-01-16,WH-03,MP-1083,110,20
2025-01-16,WH-01,MP-1084,27,61
2025-01-16,WH-02,MP-1084,228,8
2025-01-16,WH-03,MP-1084,16,17
2025-01-16,WH-01,MP-1085,44,17
2025-01-16,WH-02,MP-1085,228,2
2025-01-16,WH-03,MP-1085,28,47
2025-01-16,WH-01,MP-1086,13,14
2025-01-16,WH-02,MP-1086,228,9
2025-01-16,WH-03,MP-1086,7,9
2025-01-16,WH-01,MP-1087,11,18
2025-01-16,WH-02,MP-1087,228,7
2025-01-16,WH-03,MP-1087,7,11
2025-01-16,WH-01,MP-1088,115,42
2025-01-16,WH-02,MP-1088,51,0
2025-01-16,WH-03,MP-1088,39,16
2025-01-16,WH-01,MP-1089,130,40
2025-01-16,WH-02,MP-1089,67,7
2025-01-16,WH-03,MP-1089,58,19
2025-01-16,WH-01,MP-1090,150,25
2025-01-16,WH-02,MP-1090,82,8
2025-01-16,WH-03,MP-1090,93,34
2025-01-16,WH-01,MP-1091,82,37
2025-01-16,WH-02,MP-1091,36,10
2025-01-16,WH-03,MP-1091,41,5
2025-01-16,WH-01,MP-1092,74,25
2025-01-16,WH-02,MP-1092,24,8
2025-01-16,WH-03,MP-1092,55,13
2025-01-16,WH-01,MP-1093,62,30
2025-01-16,WH-02,MP-1093,37,2
2025-01-16,WH-03,MP-1093,24,5
2025-01-16,WH-01,MP-1094,180,25
2025-01-16,WH-02,MP-1094,56,8
2025-01-16,WH-03,MP-1094,62,24
2025-01-16,WH-01,MP-1095,64,21
2025-01-16,WH-02,MP-1095,31,13
2025-01-16,WH-03,MP-1095,33,2
2025-01-16,WH-01,MP-1096,216,12
2025-01-16,WH-02,MP-1096,55,16
2025-01-16,WH-03,MP-1096,103,19
2025-01-16,WH-01,MP-1097,195,66
2025-01-16,WH-02,MP-1097,75,19
2025-01-16,WH-03,MP-1097,123,10
2025-01-16,WH-01,MP-1098,393,115
2025-01-16,WH-02,MP-1098,188,13
2025-01-16,WH-03,MP-1098,258,10
2025-01-16,WH-01,MP-1099,382,154
2025-01-16,WH-02,MP-1099,139,54
2025-01-16,WH-03,MP-1099,319,27
2025-01-16,WH-01,MP-1100,166,81
2025-01-16,WH-02,MP-1100,124,0
2025-01-16,WH-03,MP-1100,128,24
2025-01-16,WH-01,MP-1101,457,44
2025-01-16,WH-02,MP-1101,184,36
2025-01-16,WH-03,MP-1101,338,90
2025-01-16,WH-01,MP-1102,434,58
2025-01-16,WH-02,MP-1102,88,21
2025-01-16,WH-03,MP-1102,243,51
2025-01-16,WH-01,MP-1103,739,8
2025-01-16,WH-02,MP-1103,212,14
2025-01-16,WH-03,MP-1103,342,35
2025-01-16,WH-01,MP-1104,62,14
2025-01-16,WH-02,MP-1104,34,4
2025-01-16,WH-03,MP-1104,66,12
2025-01-16,WH-01,MP-1105,179,91
2025-01-16,WH-02,MP-1105,90,0
2025-01-16,WH-03,MP-1105,169,18
2025-01-16,WH-01,MP-1106,240,74
2025-01-16,WH-02,MP-1106,111,43
2025-01-16,WH-03,MP-1106,88,11
2025-01-16,WH-01,MP-1107,248,55
2025-01-16,WH-02,MP-1107,72,22
2025-01-16,WH-03,MP-1107,85,26
2025-01-16,WH-01,MP-1108,375,107
2025-01-16,WH-02,MP-1108,103,36
2025-01-16,WH-03,MP-1108,152,45
2025-01-16,WH-01,MP-1109,323,156
2025-01-16,WH-02,MP-1109,136,49
2025-01-16,WH-03,MP-1109,177,44
2025-01-16,WH-01,MP-1110,352,131
2025-01-16,WH-02,MP-1110,105,37
2025-01-16,WH-03,MP-1110,182,40
2025-01-16,WH-01,MP-1111,317,62
2025-01-16,WH-02,MP-1111,103,17
2025-01-16,WH-03,MP-1111,126,17
2025-01-16,WH-01,MP-1112,203,51
2025-01-16,WH-02,MP-1112,75,33
2025-01-16,WH-03,MP-1112,103,7
2025-01-16,WH-01,MP-1113,195,6
2025-01-16,WH-02,MP-1113,46,12
2025-01-16,WH-03,MP-1113,66,15
2025-01-16,WH-01,MP-1114,409,23
2025-01-16,WH-02,MP-1114,269,34
2025-01-16,WH-03,MP-1114,213,96
2025-01-16,WH-01,MP-1115,588,6
2025-01-16,WH-02,MP-1115,191,19
2025-01-16,WH-03,MP-1115,254,3
2025-01-16,WH-01,MP-1116,865,5
2025-01-16,WH-02,MP-1116,395,100
2025-01-16,WH-03,MP-1116,427,35
2025-01-16,WH-01,MP-1117,656,34
2025-01-16,WH-02,MP-1117,160,18
2025-01-16,WH-03,MP-1117,259,21
2025-01-16,WH-01,MP-1118,206,12
2025-01-16,WH-02,MP-1118,56,7
2025-01-16,WH-03,MP-1118,117,10
2025-01-16,WH-01,MP-1119,135,6
2025-01-16,WH-02,MP-1119,42,13
2025-01-16,WH-03,MP-1119,82,22
2025-01-16,WH-01,MP-1120,88,2
2025-01-16,WH-02,MP-1120,47,0
2025-01-16,WH-03,MP-1120,75,17
2025-01-16,WH-01,MP-1121,171,101
2025-01-16,WH-02,MP-1121,88,22
2025-01-16,WH-03,MP-1121,131,45
2025-01-16,WH-01,MP-1122,184,71
2025-01-16,WH-02,MP-1122,69,2
2025-01-16,WH-03,MP-1122,130,24
2025-01-16,WH-01,MP-1123,84,42
2025-01-16,WH-02,MP-1123,32,14
2025-01-16,WH-03,MP-1123,67,15
2025-01-16,WH-01,MP-1124,147,23
2025-01-16,WH-02,MP-1124,44,19
2025-01-16,WH-03,MP-1124,58,17
2025-01-16,WH-01,MP-1125,239,53
2025-01-16,WH-02,MP-1125,107,33
2025-01-16,WH-03,MP-1125,137,12
2025-01-16,WH-01,MP-1126,127,12
2025-01-16,WH-02,MP-1126,32,6
2025-01-16,WH-03,MP-1126,45,0
2025-01-16,WH-01,MP-1127,235,53
2025-01-16,WH-02,MP-1127,51,8
2025-01-16,WH-03,MP-1127,96,6
2025-01-16,WH-01,MP-1128,348,40
2025-01-16,WH-02,MP-1128,78,10
2025-01-16,WH-03,MP-1128,126,1
2025-01-16,WH-01,MP-1129,409,60
2025-01-16,WH-02,MP-1129,202,31
2025-01-16,WH-03,MP-1129,219,58
2025-01-16,WH-01,MP-1130,192,84
2025-01-16,WH-02,MP-1130,60,2
2025-01-16,WH-03,MP-1130,88,10
2025-01-16,WH-01,MP-1131,232,50
2025-01-16,WH-02,MP-1131,100,30
2025-01-16,WH-03,MP-1131,78,6
2025-01-20,WH-01,MP-1001,554,25
2025-01-20,WH-02,MP-1001,224,28
2025-01-20,WH-03,MP-1001,895,259
2025-01-20,WH-01,MP-1002,815,166
2025-01-20,WH-02,MP-1002,198,83
2025-01-20,WH-03,MP-1002,1182,121
2025-01-20,WH-01,MP-1003,274,85
2025-01-20,WH-02,MP-1003,93,2
2025-01-20,WH-03,MP-1003,452,10
2025-01-20,WH-01,MP-1004,407,143
2025-01-20,WH-02,MP-1004,91,7
2025-01-20,WH-03,MP-1004,634,164
2025-01-20,WH-01,MP-1005,309,98
2025-01-20,WH-02,MP-1005,86,12
2025-01-20,WH-03,MP-1005,210,19
2025-01-20,WH-01,MP-1006,955,289
2025-01-20,WH-02,MP-1006,226,90
2025-01-20,WH-03,MP-1006,383,43
2025-01-20,WH-01,MP-1007,219,31
2025-01-20,WH-02,MP-1007,93,19
2025-01-20,WH-03,MP-1007,260,59
2025-01-20,WH-01,MP-1008,1577,148
2025-01-20,WH-02,MP-1008,324,16
2025-01-20,WH-03,MP-1008,730,309
2025-01-20,WH-01,MP-1009,633,165
2025-01-20,WH-02,MP-1009,163,62
2025-01-20,WH-03,MP-1009,379,103
2025-01-20,WH-01,MP-1010,508,74
2025-01-20,WH-02,MP-1010,130,23
2025-01-20,WH-03,MP-1010,335,93
2025-01-20,WH-01,MP-1011,553,93
2025-01-20,WH-02,MP-1011,194,5
2025-01-20,WH-03,MP-1011,380,141
2025-01-20,WH-01,MP-1012,1498,213
2025-01-20,WH-02,MP-1012,780,87
