order_id,freight_cost,handling_cost,rebate_amount
SO-717183,96.32,10.6,0
SO-717184,103.24,8.75,0
SO-717185,113.25,14.3,0
SO-717186,142.09,12.45,115.53
SO-717187,119.33,14.3,0
SO-717188,313.37,16.15,0
SO-717189,59.54,12.45,0
SO-717190,59.56,8.75,0
SO-717191,358.74,14.3,518.58
SO-717192,35.04,8.75,0
SO-717193,57.17,10.6,0
SO-717194,47.49,10.6,0
SO-717195,178.45,14.3,0
SO-717196,129.24,10.6,120.32
SO-717197,41.41,6.9,0
SO-717198,72.24,8.75,0
SO-717199,100.43,12.45,0
SO-717200,112.07,14.3,0
SO-717201,408.6,14.3,400.1
SO-717202,288.94,16.15,94.56
SO-717203,43.61,8.75,0
SO-717204,176.56,18,185.46
SO-717205,116.72,14.3,91.66
SO-717206,134.25,14.3,0
SO-717207,86.26,10.6,80.67
SO-717208,57.37,8.75,0
SO-717209,198.81,16.15,203.24
SO-717210,256.2,14.3,142.09
SO-717211,117.07,8.75,0
SO-717212,158.53,12.45,0
SO-717213,100.48,10.6,0
SO-717214,65,14.3,0
SO-717215,207.23,14.3,74.48
SO-717216,150.78,12.45,209.22
SO-717217,49,10.6,0
SO-717218,396.33,16.15,513.71
SO-717219,282.48,14.3,220.48
SO-717220,155.51,12.45,148.08
SO-717221,125.38,14.3,0
SO-717222,343.96,18,120.73
SO-717223,149.34,14.3,73.63
SO-717224,301.09,16.15,143.44
SO-717225,91.43,14.3,0
SO-717226,70.7,14.3,0
SO-717227,183.46,12.45,0
SO-717228,106.43,12.45,0
SO-717229,76.28,8.75,0
SO-717230,86.12,10.6,0
SO-717231,35.39,8.75,0
SO-717232,145.94,10.6,138.46
SO-717233,261.22,14.3,253.65
SO-717234,153.65,10.6,97.15
SO-717235,154.14,14.3,135.75
SO-717236,460.42,16.15,363.09
SO-717237,81.95,12.45,161.85
SO-717238,123.46,16.15,193.13
SO-717239,85.24,12.45,0
SO-717240,157,12.45,0
SO-717241,97.6,12.45,0
SO-717242,57.73,10.6,0
SO-717243,329.43,10.6,134.03
SO-717244,26.98,8.75,0
SO-717245,19.87,6.9,0
SO-717246,46.37,8.75,0
SO-717247,53.48,10.6,0
SO-717248,52.05,10.6,0
SO-717249,213.79,18,217.83
SO-717250,103.4,14.3,0
SO-717251,119.27,18,0
SO-717252,203.7,12.45,0
SO-717253,353.81,16.15,103.78
SO-717254,97.21,14.3,135.37
SO-717255,81.17,12.45,0
SO-717256,99.11,14.3,0
SO-717257,73.07,12.45,0
SO-717258,155.53,16.15,222.74
SO-717259,119.7,10.6,0
SO-717260,141.22,14.3,0
SO-717261,73.72,12.45,0
SO-717262,174.19,12.45,0
SO-717263,98.86,12.45,0
SO-717264,183.76,14.3,184.81
SO-717265,135.65,12.45,0
SO-717266,299.83,12.45,0
SO-717267,39.97,14.3,0
SO-717268,47.29,8.75,0
SO-717269,59.82,10.6,0
SO-717270,108.02,12.45,0
SO-717271,117.1,12.45,149.26
SO-717272,179.5,16.15,72.44
SO-717273,122.41,12.45,0
SO-717274,35.56,8.75,0
SO-717275,177.41,18,133.7
SO-717276,90.95,18,0
SO-717277,108.77,8.75,0
SO-717278,92.19,14.3,0
SO-717279,83.61,10.6,38.53
SO-717280,224.21,10.6,0
SO-717281,94.15,10.6,123.54
SO-717282,359.73,14.3,396.43
SO-717283,86.28,14.3,0
SO-717284,87.46,14.3,0
SO-717285,65.8,10.6,0
SO-717286,71.8,10.6,41.85
SO-717287,226,16.15,71.91
SO-717288,72.33,8.75,0
SO-717289,119.62,10.6,110.77
SO-717290,107.07,12.45,0
SO-717291,101.31,12.45,0
SO-717292,87.11,14.3,0
SO-717293,77.69,12.45,0
SO-717294,252.15,14.3,280.43
SO-717295,86.27,10.6,0
SO-717296,166.62,12.45,196.54
SO-717297,61.09,12.45,0
SO-717298,51.99,8.75,0
SO-717299,161.81,18,93.53
SO-717300,78.81,12.45,0
SO-717301,65.09,14.3,0
SO-717302,146.32,14.3,290.51
SO-717303,99.66,12.45,0
SO-717304,142.27,14.3,74.6
SO-717305,27.12,6.9,0
SO-717306,95.58,14.3,0
SO-717307,52.8,12.45,0
SO-717308,188.81,14.3,184.01
SO-717309,97.71,12.45,155.93
SO-717310,408.22,16.15,265.9
SO-717311,540.55,16.15,376.57
SO-717312,69.46,8.75,0
SO-717313,70.01,14.3,0
SO-717314,204.68,14.3,74.67
SO-717315,67.4,10.6,59.97
SO-717316,81.16,14.3,0
SO-717317,110.9,16.15,68.88
SO-717318,89.77,10.6,0
SO-717319,74.16,10.6,0
SO-717320,188.5,14.3,99.28
SO-717321,102.99,10.6,0
SO-717322,48.08,10.6,0
SO-717323,387.03,18,332.87
SO-717324,47.2,10.6,0
SO-717325,52.04,10.6,0
SO-717326,108.48,14.3,0
SO-717327,69.37,8.75,0
SO-717328,150.58,12.45,0
SO-717329,74.83,8.75,0
SO-717330,77.86,10.6,0
SO-717331,105.8,10.6,0
SO-717332,54.99,10.6,0
SO-717333,66.26,14.3,44.21
SO-717334,93.71,14.3,0
SO-717335,52.36,8.75,0
SO-717336,57.38,8.75,0
SO-717337,316.82,18,474.83
SO-717338,126.76,12.45,0
SO-717339,115.46,14.3,0
SO-717340,143.3,14.3,0
SO-717341,72.16,8.75,0
SO-717342,120.64,16.15,0
SO-717343,66.73,12.45,0
SO-717344,203.31,14.3,129.24
SO-717345,286.59,16.15,379.94
SO-717346,128.21,14.3,155.03
SO-717347,96.7,8.75,0
SO-717348,97.99,16.15,97.36
SO-717349,330.12,12.45,140.76
SO-717350,76.95,8.75,0
SO-717351,95.35,16.15,64.6
SO-717352,99.19,18,93.87
SO-717353,213.85,12.45,0
SO-717354,122.88,12.45,0
SO-717355,73.9,12.45,0
SO-717356,130.7,8.75,0
SO-717357,47.98,10.6,0
SO-717358,31.1,10.6,0
SO-717359,29.87,10.6,0
SO-717360,143.46,18,76.56
SO-717361,107.96,14.3,0
SO-717362,123.69,10.6,88.91
SO-717363,119.15,12.45,0
SO-717364,82.99,10.6,0
SO-717365,47.46,6.9,0
SO-717366,79.54,12.45,0
SO-717367,153.05,14.3,0
SO-717368,350.59,12.45,432.95
SO-717369,132.48,10.6,0
SO-717370,74.4,12.45,0
SO-717371,107.64,16.15,90.34
SO-717372,76.76,12.45,49.13
SO-717373,138.27,12.45,0
SO-717374,187.97,12.45,84.64
SO-717375,213.17,10.6,118.97
SO-717376,60.25,14.3,0
SO-717377,366.71,10.6,218.88
SO-717378,102,16.15,0
SO-717379,61.42,14.3,0
SO-717380,242.1,18,0
SO-717381,41.03,8.75,0
SO-717382,158.46,10.6,0
SO-717383,325.52,14.3,0
SO-717384,124.94,12.45,0
SO-717385,105.04,14.3,0
SO-717386,67.05,10.6,126.34
SO-717387,123.72,12.45,120.25
SO-717388,60.07,14.3,0
SO-717389,124.3,10.6,0
SO-717390,37.29,8.75,0
SO-717391,314.18,14.3,336.49
SO-717392,73.23,8.75,0
SO-717393,41.28,8.75,0
SO-717394,134.03,14.3,0
SO-717395,503.2,14.3,282.35
SO-717396,209.52,16.15,188.15
SO-717397,152.37,16.15,141.76
SO-717398,65.86,10.6,0
SO-717399,240.65,16.15,148.27
SO-717400,68.86,10.6,0
SO-717401,111.81,14.3,0
SO-717402,326.74,18,111.92
SO-717403,231.73,16.15,339.04
SO-717404,153.15,10.6,83.11
SO-717405,43.17,6.9,0
SO-717406,137.61,10.6,0
SO-717407,85.2,10.6,0
SO-717408,50.32,12.45,0
SO-717409,166.1,10.6,254.82
SO-717410,226.43,10.6,86.03
SO-717411,112.98,14.3,0
SO-717412,48.37,12.45,0
SO-717413,246.33,16.15,361.34
SO-717414,220.69,10.6,173.86
SO-717415,47.74,10.6,0
SO-717416,50.85,10.6,0
SO-717417,94.13,12.45,0
SO-717418,314.31,16.15,311.09
SO-717419,44.31,8.75,0
SO-717420,204.36,14.3,245.42
SO-717421,270.91,16.15,0
SO-717422,102.12,14.3,87.53
SO-717423,107.43,14.3,187.47
SO-717424,115.11,12.45,0
SO-717425,174.7,16.15,251.8
SO-717426,42.95,10.6,0
SO-717427,221.15,12.45,140.03
SO-717428,303.12,14.3,157.91
SO-717429,69.8,6.9,0
SO-717430,142.71,10.6,132.4
SO-717431,80.49,10.6,0
SO-717432,41.37,6.9,0
SO-717433,46.01,8.75,0
SO-717434,43.28,12.45,0
SO-717435,189.2,16.15,0
SO-717436,46.58,8.75,0
SO-717437,67.9,8.75,0
SO-717438,140,12.45,0
SO-717439,37.58,6.9,0
SO-717440,363.52,12.45,172.55
SO-717441,165.15,18,177.5
SO-717442,182.62,14.3,0
SO-717443,315.44,14.3,172.02
SO-717444,148.08,10.6,73.41
SO-717445,56.98,10.6,0
SO-717446,73.18,12.45,0
SO-717447,38.12,10.6,0
SO-717448,229.68,12.45,157.84
SO-717449,117.54,10.6,27.22
SO-717450,78.5,6.9,0
SO-717451,85.56,8.75,0
SO-717452,50.26,10.6,0
SO-717453,35.31,8.75,0
SO-717454,54.99,10.6,0
SO-717455,115.07,10.6,30.17
SO-717456,170.76,18,0
SO-717457,196.36,10.6,43.36
SO-717458,83.46,8.75,0
SO-717459,212.3,14.3,0
SO-717460,65.75,8.75,0
SO-717461,145.22,10.6,117.36
SO-717462,62.8,10.6,0
SO-717463,66.39,8.75,0
SO-717464,97.64,18,74.05
SO-717465,88.93,14.3,0
SO-717466,73.75,8.75,0
SO-717467,39.16,6.9,0
SO-717468,94.61,14.3,0
SO-717469,156.73,12.45,148.78
SO-717470,154.03,10.6,0
SO-717471,222.64,14.3,349.03
SO-717472,50.62,8.75,0
SO-717473,99.11,12.45,0
SO-717474,255.2,12.45,218.94
SO-717475,152.27,14.3,126.22
SO-717476,131.06,10.6,87.17
SO-717477,159.22,14.3,0
SO-717478,264.37,14.3,160.82
SO-717479,46.88,8.75,0
SO-717480,145.36,14.3,134.07
SO-717481,79.26,10.6,0
SO-717482,99.21,10.6,54.24
SO-717483,145.27,10.6,0
SO-717484,103.91,16.15,0
SO-717485,572.98,18,136.39
SO-717486,163.87,12.45,109.33
SO-717487,132.62,14.3,0
SO-717488,305.23,18,234.59
SO-717489,88.99,10.6,41.75
SO-717490,208.52,10.6,235.46
SO-717491,434.81,16.15,279.54
SO-717492,182.68,14.3,176.14
SO-717493,214.65,16.15,129.72
SO-717494,197.69,14.3,184.84
SO-717495,215.75,16.15,260.6
SO-717496,45.97,6.9,0
SO-717497,73.06,10.6,90.33
SO-717498,19.61,8.75,0
SO-717499,94.71,10.6,0
SO-717500,94.53,12.45,0
SO-717501,197,14.3,0
SO-717502,104.74,12.45,0
SO-717503,67.78,8.75,0
SO-717504,87.52,10.6,65.29
SO-717505,145.78,10.6,116.93
SO-717506,29.95,12.45,0
SO-717507,186.18,14.3,0
SO-717508,103.77,12.45,0
SO-717509,46.84,8.75,0
SO-717510,121.21,10.6,0
SO-717511,101.31,8.75,0
SO-717512,102.47,16.15,0
SO-717513,44.09,10.6,0
SO-717514,75.03,12.45,0
SO-717515,97.1,10.6,59.84
SO-717516,123.14,10.6,0
SO-717517,183.03,18,204.85
SO-717518,47.15,10.6,0
SO-717519,110.91,10.6,0
SO-717520,71.38,10.6,0
SO-717521,337.51,16.15,134.37
SO-717522,81.98,12.45,0
SO-717523,119.23,10.6,0
SO-717524,51.91,14.3,63.69
SO-717525,81.65,12.45,49.62
SO-717526,43.65,8.75,0
SO-717527,161.09,12.45,103.6
SO-717528,135.46,10.6,0
SO-717529,31.93,8.75,0
SO-717530,114.85,10.6,0
SO-717531,65.79,10.6,0
SO-717532,138.63,16.15,62.27
SO-717533,280.1,18,0
SO-717534,154.96,12.45,91.38
SO-717535,156.77,12.45,0
SO-717536,398.22,18,140.97
SO-717537,63.39,6.9,0
SO-717538,178.87,14.3,302.09
SO-717539,301.47,12.45,247.68
SO-717540,152.91,16.15,0
SO-717541,58.86,10.6,28.27
SO-717542,53.64,8.75,0
SO-717543,297.69,8.75,0
SO-717544,69.43,10.6,0
SO-717545,75.47,8.75,0
SO-717546,49.73,8.75,0
SO-717547,184.3,12.45,184.3
SO-717548,108.15,10.6,0
SO-717549,44.56,12.45,102.7
SO-717550,183.72,14.3,0
SO-717551,15.23,6.9,0
SO-717552,133.28,14.3,0
SO-717553,95.49,8.75,0
SO-717554,114.91,10.6,126.51
SO-717555,64.49,8.75,0
SO-717556,135.03,14.3,0
SO-717557,113.42,16.15,0
SO-717558,285.36,10.6,219.55
SO-717559,255.67,16.15,253.72
SO-717560,50.52,8.75,0
SO-717561,44.18,12.45,0
SO-717562,188.13,14.3,150.58
SO-717563,30.82,8.75,0
SO-717564,83.31,14.3,42.73
SO-717565,47.37,14.3,0
SO-717566,209.77,16.15,107.38
SO-717567,132.69,10.6,0
SO-717568,123.55,16.15,0
SO-717569,312.31,14.3,191.48
SO-717570,236.98,16.15,129.85
SO-717571,143.89,14.3,0
SO-717572,149.2,16.15,85.65
SO-717573,188.89,10.6,0
SO-717574,41.69,8.75,0
SO-717575,100.79,16.15,0
SO-717576,197.72,16.15,116.94
SO-717577,69.19,8.75,0
SO-717578,67.45,14.3,0
SO-717579,246.13,14.3,0
SO-717580,44.9,10.6,0
SO-717581,64.52,10.6,27.51
SO-717582,92.03,12.45,0
SO-717583,99.24,14.3,0
SO-717584,94.12,8.75,0
SO-717585,198.08,16.15,156.29
SO-717586,101.73,12.45,0
SO-717587,108.04,10.6,38.21
SO-717588,135.66,14.3,0
SO-717589,191.76,10.6,182.34
SO-717590,58.3,12.45,0
SO-717591,90.23,10.6,29.87
SO-717592,108.19,10.6,0
SO-717593,183.72,16.15,91.6
SO-717594,250.92,16.15,0
SO-717595,86.24,12.45,132.79
SO-717596,115.6,8.75,0
SO-717597,164.8,12.45,56.71
SO-717598,41.99,8.75,0
SO-717599,83.05,8.75,0
SO-717600,198.97,10.6,66.43
SO-717601,43.49,8.75,0
SO-717602,54.11,14.3,0
SO-717603,114.29,12.45,52.77
SO-717604,107.17,14.3,136.37
SO-717605,62.08,8.75,0
SO-717606,220.13,16.15,170.02
SO-717607,152.21,14.3,0
SO-717608,128.83,12.45,101.97
SO-717609,71.71,14.3,0
SO-717610,208.36,18,82.81
SO-717611,99.61,10.6,0
SO-717612,58.65,12.45,0
SO-717613,142.16,12.45,0
SO-717614,32.56,10.6,0
SO-717615,86.9,8.75,0
SO-717616,203.72,14.3,0
SO-717617,73.49,10.6,0
SO-717618,71.64,10.6,22.88
SO-717619,298.95,16.15,202.16
SO-717620,388.16,16.15,112.59
SO-717621,113.04,12.45,0
SO-717622,88.81,8.75,0
SO-717623,179.9,14.3,0
SO-717624,89.22,8.75,0
SO-717625,43.08,6.9,0
SO-717626,138,14.3,101.89
SO-717627,82.12,8.75,0
SO-717628,138.51,10.6,54.49
SO-717629,48.6,18,0
SO-717630,64.54,12.45,0
SO-717631,51.31,14.3,0
SO-717632,104.44,16.15,0
SO-717633,56.11,10.6,0
SO-717634,67.56,8.75,0
SO-717635,65.74,10.6,0
SO-717636,57.56,10.6,0
SO-717637,154.34,12.45,124.36
SO-717638,137.12,12.45,126.32
SO-717639,34.57,8.75,0
SO-717640,331.42,12.45,251.54
SO-717641,118.02,10.6,0
SO-717642,54.13,10.6,0
SO-717643,36.42,12.45,0
SO-717644,67.48,12.45,0
SO-717645,55.4,12.45,0
SO-717646,52.85,6.9,0
SO-717647,27.77,8.75,0
SO-717648,119.17,10.6,89.91
SO-717649,208.76,14.3,0
SO-717650,385.84,16.15,334.55
SO-717651,132.68,10.6,0
SO-717652,116.25,16.15,109.33
SO-717653,125.98,10.6,142.43
SO-717654,50.39,10.6,69
SO-717655,207.36,10.6,0
SO-717656,104.85,10.6,55.83
SO-717657,485.82,12.45,426.52
SO-717658,183.74,10.6,209.1
SO-717659,120.48,14.3,0
SO-717660,177.62,14.3,153.49
SO-717661,68.38,12.45,0
SO-717662,201.39,16.15,216
SO-717663,73.99,10.6,0
SO-717664,177.8,18,0
SO-717665,71.09,10.6,0
SO-717666,70.9,8.75,0
SO-717667,82.35,12.45,0
SO-717668,22.16,6.9,0
SO-717669,61.17,10.6,0
SO-717670,136.91,14.3,258.76
SO-717671,105.65,14.3,0
SO-717672,79.31,10.6,0
SO-717673,99.09,10.6,0
SO-717674,67.4,12.45,0
SO-717675,138.72,16.15,99.01
SO-717676,83.89,18,50.76
SO-717677,87.36,10.6,0
SO-717678,82.68,12.45,91.31
SO-717679,186.7,12.45,70.67
SO-717680,268.45,14.3,298.01
SO-717681,40.71,8.75,0
SO-717682,236.75,18,87.5
SO-717683,69.16,10.6,0
SO-717684,123.05,10.6,0
SO-717685,32.86,8.75,0
SO-717686,255.76,16.15,0
SO-717687,28.49,6.9,0
SO-717688,107.27,12.45,0
SO-717689,100.98,10.6,0
SO-717690,101.18,12.45,0
SO-717691,76.8,14.3,0
SO-717692,36.08,12.45,0
SO-717693,162.73,14.3,177.84
SO-717694,77.61,14.3,0
SO-717695,40.98,8.75,0
SO-717696,47.44,8.75,0
SO-717697,139.96,12.45,0
SO-717698,107.92,14.3,0
SO-717699,75.02,12.45,0
SO-717700,91.09,6.9,0
SO-717701,92.18,12.45,0
SO-717702,36.7,10.6,0
SO-717703,55.95,14.3,0
SO-717704,186.22,16.15,223.22
SO-717705,32.86,8.75,0
SO-717706,37.86,10.6,0
SO-717707,165.1,10.6,185.87
SO-717708,256.85,18,198.38
SO-717709,51.14,8.75,0
SO-717710,95.4,14.3,163.76
SO-717711,103.27,10.6,0
SO-717712,112.77,12.45,0
SO-717713,173.11,8.75,0
SO-717714,79.8,14.3,0
SO-717715,64.44,16.15,0
SO-717716,71.22,12.45,0
SO-717717,104.29,10.6,183.06
SO-717718,277.49,16.15,160.17
SO-717719,111.68,18,82.42
SO-717720,79.13,14.3,0
SO-717721,93.61,10.6,0
SO-717722,217.84,16.15,180.93
SO-717723,103.82,12.45,0
SO-717724,160.77,16.15,153.35
SO-717725,97.32,18,59.35
SO-717726,48.85,8.75,0
SO-717727,103.16,10.6,0
SO-717728,48.56,8.75,0
SO-717729,156.93,14.3,0
SO-717730,218.64,12.45,0
SO-717731,331.23,14.3,239.24
SO-717732,35.87,12.45,0
SO-717733,90.13,18,0
SO-717734,89.64,10.6,38.59
SO-717735,180.28,10.6,166.8
SO-717736,68.81,14.3,209
SO-717737,104.44,12.45,0
SO-717738,64.14,8.75,0
SO-717739,129.7,12.45,99.76
SO-717740,71.77,12.45,0
SO-717741,131.21,14.3,0
SO-717742,132.92,12.45,79.99
SO-717743,122.8,10.6,0
SO-717744,49.52,14.3,0
SO-717745,83.85,10.6,86.2
SO-717746,149.76,18,58.95
SO-717747,44.9,8.75,0
SO-717748,59.63,14.3,0
SO-717749,66.93,10.6,0
SO-717750,125.3,14.3,0
SO-717751,76.7,10.6,96.89
SO-717752,47.06,12.45,0
SO-717753,149.24,12.45,135.57
SO-717754,46.81,10.6,0
SO-717755,59.73,10.6,0
SO-717756,74.47,12.45,0
SO-717757,43.66,6.9,0
SO-717758,205.83,16.15,96.5
SO-717759,51.17,8.75,0
SO-717760,128.93,12.45,70.54
SO-717761,109.93,16.15,0
SO-717762,108.68,14.3,106.49
SO-717763,143.92,12.45,248.94
SO-717764,227.87,10.6,124.51
SO-717765,118.26,10.6,0
SO-717766,133.4,10.6,0
SO-717767,81.53,8.75,0
SO-717768,288,16.15,344.3
SO-717769,55.01,10.6,0
SO-717770,361.42,12.45,212.87
SO-717771,49.79,10.6,0
SO-717772,51.98,10.6,0
SO-717773,239.55,12.45,0
SO-717774,125.77,12.45,147.2
SO-717775,132.09,14.3,0
SO-717776,101.68,12.45,0
SO-717777,98.3,10.6,0
SO-717778,55.48,12.45,0
SO-717779,166.17,16.15,160.71
SO-717780,137.86,14.3,0
SO-717781,287.6,16.15,274.2
SO-717782,191.27,10.6,0
SO-717783,151.15,12.45,100.77
SO-717784,214.8,18,0
SO-717785,61.49,12.45,0
SO-717786,51.54,10.6,0
SO-717787,228.44,16.15,151.3
SO-717788,104.86,10.6,0
SO-717789,157.66,10.6,102.14
SO-717790,162.17,14.3,0
SO-717791,83.58,14.3,0
SO-717792,395.77,16.15,304.03
SO-717793,126.44,12.45,0
SO-717794,82.84,12.45,0
SO-717795,176.17,10.6,137.08
SO-717796,105.73,10.6,33.37
SO-717797,138.45,10.6,0
SO-717798,80.15,8.75,0
SO-717799,55.5,14.3,56.31
SO-717800,147.09,10.6,42.77
SO-717801,94.91,8.75,0
SO-717802,447.04,12.45,219.2
SO-717803,240.23,12.45,169.36
SO-717804,184.95,10.6,104.1
SO-717805,105.25,18,0
SO-717806,35.62,10.6,0
SO-717807,63.58,14.3,107.06
SO-717808,168.77,12.45,0
SO-717809,169.7,12.45,0
SO-717810,92.47,8.75,0
SO-717811,123.61,10.6,0
SO-717812,255.12,12.45,108.56
SO-717813,268.9,16.15,300.68
SO-717814,215.41,14.3,0
SO-717815,232.59,12.45,0
SO-717816,291.75,16.15,295.48
SO-717817,78.2,10.6,0
SO-717818,287.33,12.45,164.17
SO-717819,107.89,16.15,106.89
SO-717820,189.92,16.15,201.06
SO-717821,65.76,10.6,0
SO-717822,95.42,12.45,0
SO-717823,73.68,10.6,39.41
SO-717824,101.82,14.3,0
SO-717825,188.2,16.15,0
SO-717826,102.67,14.3,0
SO-717827,157.15,18,143.93
SO-717828,38.87,8.75,0
SO-717829,94.19,12.45,0
SO-717830,109.78,12.45,0
SO-717831,82.22,8.75,0
SO-717832,47.49,12.45,0
SO-717833,73.03,12.45,56.66
SO-717834,197.33,12.45,149.21
SO-717835,195.58,10.6,190.23
SO-717836,72.31,10.6,0
SO-717837,116.9,10.6,66.1
SO-717838,66.1,12.45,0
SO-717839,62.71,12.45,0
SO-717840,222.6,12.45,178.41
SO-717841,130.29,10.6,0
SO-717842,192.31,16.15,221.01
SO-717843,228.08,18,232.25
SO-717844,109.91,8.75,0
SO-717845,107.64,12.45,40.06
SO-717846,202.55,10.6,53.79
SO-717847,86.29,10.6,0
SO-717848,53.24,8.75,0
SO-717849,174.42,10.6,104.35
SO-717850,101.13,18,0
SO-717851,73.66,8.75,0
SO-717852,407.49,16.15,359.17
SO-717853,47.9,12.45,0
SO-717854,91.39,8.75,0
SO-717855,86.97,12.45,0
SO-717856,445.11,12.45,231.91
SO-717857,51.29,10.6,0
SO-717858,61.49,10.6,0
SO-717859,78.81,8.75,0
SO-717860,66.94,12.45,0
SO-717861,65.54,10.6,0
SO-717862,174.24,12.45,0
SO-717863,127.54,12.45,0
SO-717864,61.6,12.45,0
SO-717865,72.59,12.45,0
SO-717866,75.11,10.6,43.18
SO-717867,187.04,10.6,0
SO-717868,41.95,12.45,0
SO-717869,61.87,8.75,0
SO-717870,157.98,12.45,50.27
SO-717871,156.99,18,0
SO-717872,111.37,14.3,66.43
SO-717873,227.62,12.45,119.69
SO-717874,177.11,14.3,0
SO-717875,320.4,12.45,163.04
SO-717876,256.09,16.15,111.35
SO-717877,216.41,18,138.52
SO-717878,184.88,16.15,148.14
SO-717879,86.19,14.3,0
SO-717880,28.9,10.6,0
SO-717881,87.63,8.75,0
SO-717882,174.47,16.15,207.31
SO-717883,56.08,10.6,32.26
SO-717884,212.91,14.3,409.38
SO-717885,179.83,18,0
SO-717886,358.8,18,0
SO-717887,26.04,8.75,0
SO-717888,194.67,18,288.78
SO-717889,130.52,14.3,0
SO-717890,64.08,6.9,0
SO-717891,109.85,12.45,0
SO-717892,160.88,10.6,134.04
SO-717893,202.92,16.15,93.91
SO-717894,167.17,12.45,0
SO-717895,259.75,18,146.11
SO-717896,59.31,8.75,0
SO-717897,83.97,10.6,0
SO-717898,176.53,12.45,186.46
SO-717899,225.77,14.3,136.68
SO-717900,53.08,10.6,0
SO-717901,91.67,10.6,0
SO-717902,124.53,12.45,0
SO-717903,169.18,14.3,138.77
SO-717904,88.5,10.6,164.13
SO-717905,118.51,12.45,0
SO-717906,57.73,10.6,80.59
SO-717907,224.46,14.3,0
SO-717908,51.37,8.75,0
SO-717909,321.26,14.3,208.11
SO-717910,104.62,10.6,57.99
SO-717911,291.55,14.3,225.62
SO-717912,316.02,16.15,0
SO-717913,120.6,12.45,92.7
SO-717914,86.81,12.45,0
SO-717915,51.05,12.45,0
SO-717916,71.58,12.45,103.81
SO-717917,180.57,12.45,0
SO-717918,79.35,14.3,56.83
SO-717919,80.49,10.6,0
SO-717920,224.59,12.45,125.29
SO-717921,320.01,14.3,320.76
SO-717922,103.45,14.3,0
SO-717923,48.02,8.75,0
SO-717924,105.25,10.6,55.28
SO-717925,160.22,12.45,0
SO-717926,205.86,18,218.99
SO-717927,264.55,14.3,233.38
SO-717928,81.16,12.45,62.12
SO-717929,75.81,12.45,0
SO-717930,140.05,12.45,0
SO-717931,127.67,10.6,0
SO-717932,88.06,12.45,0
SO-717933,99.89,8.75,0
SO-717934,104.08,12.45,0
SO-717935,169.51,12.45,116.35
SO-717936,143.87,18,0
SO-717937,160.05,16.15,203.98
SO-717938,136.25,12.45,0
SO-717939,163.75,12.45,0
SO-717940,220.9,16.15,0
SO-717941,138.5,18,0
SO-717942,82.73,10.6,0
SO-717943,152.7,12.45,0
SO-717944,129.66,18,0
SO-717945,105.5,12.45,0
SO-717946,148.14,12.45,117.05
SO-717947,94.75,16.15,0
SO-717948,113.83,8.75,0
SO-717949,217.2,16.15,139.55
SO-717950,127.88,10.6,157.58
SO-717951,84.55,10.6,0
SO-717952,87.15,10.6,0
SO-717953,98.44,14.3,0
SO-717954,100.42,12.45,0
SO-717955,63.1,14.3,0
SO-717956,95.37,10.6,0
SO-717957,123.96,12.45,0
SO-717958,312.41,16.15,290.05
SO-717959,101.54,12.45,0
SO-717960,99.09,14.3,0
SO-717961,146.33,12.45,0
SO-717962,107.86,10.6,0
SO-717963,49.58,8.75,0
SO-717964,74.43,10.6,0
SO-717965,270.57,16.15,225.99
SO-717966,124.26,12.45,0
SO-717967,89.16,10.6,0
SO-717968,205.33,14.3,100.55
SO-717969,161.16,16.15,321.28
SO-717970,65.9,10.6,0
SO-717971,22.34,8.75,0
SO-717972,411.48,16.15,377.18
SO-717973,82.92,10.6,0
SO-717974,180.54,14.3,0
SO-717975,45.85,8.75,0
SO-717976,82.47,10.6,0
SO-717977,134.24,10.6,135.68
SO-717978,125.31,16.15,151.19
SO-717979,40.45,8.75,0
SO-717980,96.94,12.45,0
SO-717981,68.91,12.45,58.56
SO-717982,46.45,10.6,0
SO-717983,185.69,16.15,307.66
SO-717984,73.24,10.6,0
SO-717985,69.9,10.6,0
SO-717986,51.68,8.75,0
SO-717987,65.11,10.6,0
SO-717988,96.85,12.45,0
SO-717989,85.2,12.45,0
SO-717990,54.45,12.45,0
SO-717991,59.65,10.6,0
SO-717992,115.84,14.3,0
SO-717993,121.62,14.3,0
SO-717994,53.43,8.75,0
SO-717995,134.97,10.6,65.98
SO-717996,299.41,14.3,149.89
SO-717997,313.12,14.3,227.18
SO-717998,75.06,10.6,0
SO-717999,227.35,12.45,191.26
SO-718000,55.37,8.75,0
SO-718001,495.92,14.3,283.17
SO-718002,30.48,14.3,0
SO-718003,93.99,12.45,0
SO-718004,124.95,10.6,63.71
SO-718005,101.21,12.45,87.69
SO-718006,45.26,12.45,0
SO-718007,53.07,8.75,0
SO-718008,104.83,10.6,114.08
SO-718009,237.63,14.3,429.05
SO-718010,181.11,14.3,0
SO-718011,122.37,10.6,277.66
SO-718012,20.07,6.9,0
SO-718013,79.22,10.6,0
SO-718014,95.61,12.45,0
SO-718015,91.73,12.45,0
SO-718016,34.1,8.75,0
SO-718017,62.48,8.75,0
SO-718018,115.84,10.6,186.47
SO-718019,236.94,14.3,130.4
SO-718020,88.94,12.45,215
SO-718021,150.07,18,145.77
SO-718022,122.88,14.3,0
SO-718023,150.21,16.15,121.13
SO-718024,55.38,8.75,0
