customer_id,customer_name,channel,region,city,credit_terms_days,rep_id,rebate_pct,onboarded_date
CUS-5271,Marlowe Mini Mart 66,General Trade,Central,Northvale,45,REP-101,0,2018-03-04
CUS-5272,Lakeside Roadside Store 47,General Trade,Coastal,Highfield,30,REP-105,0,2023-12-22
CUS-5273,Ridgeway Market Stall 39,General Trade,East,Portmere,60,REP-104,0,2018-06-03
CUS-5274,Highfield Village Grocer 15,General Trade,Central,Fairmount,45,REP-106,0,2020-11-08
CUS-5275,Northvale Village Grocer 71,General Trade,East,Ridgeway,30,REP-109,0,2024-04-22
CUS-5276,Lakeside Daily Needs 44,General Trade,North,Ashford,14,REP-102,0,2022-11-01
CUS-5277,Ashford Quick Stop 62,General Trade,Central,Fairmount,30,REP-106,0,2024-03-06
CUS-5278,Kestrel Bay Market Stall 22,General Trade,East,Ashford,30,REP-109,0,2018-12-14
CUS-5279,Kestrel Bay Family Store 29,General Trade,Coastal,Fairmount,45,REP-110,0,2022-06-11
CUS-5280,Kestrel Bay Village Grocer 36,General Trade,North,Ridgeway,30,REP-107,0,2018-07-09
CUS-5281,Ridgeway Family Store 97,General Trade,South,Marlowe,30,REP-103,0,2023-05-04
CUS-5282,Northvale Family Store 85,General Trade,North,Kestrel Bay,30,REP-112,0,2020-01-26
CUS-5283,Stonebridge Village Grocer 28,General Trade,South,Lakeside,14,REP-103,0,2019-01-01
CUS-5284,Fairmount Family Store 32,General Trade,South,Ashford,45,REP-108,0,2020-10-01
CUS-5285,Portmere Market Stall 20,General Trade,South,Lakeside,45,REP-103,0,2017-09-17
CUS-5286,Marlowe Market Stall 30,General Trade,East,Kestrel Bay,45,REP-109,0,2021-10-06
CUS-5287,Lakeside Market Stall 31,General Trade,Coastal,Stonebridge,45,REP-105,0,2017-11-19
CUS-5288,Portmere Quick Stop 96,General Trade,East,Marlowe,30,REP-109,0,2018-06-21
CUS-5289,Stonebridge Quick Stop 83,General Trade,East,Ashford,30,REP-109,0,2019-01-05
CUS-5290,Marlowe Mini Mart 32,General Trade,South,Marlowe,30,REP-103,0,2019-06-10
CUS-5291,Highfield Market Stall 64,General Trade,Coastal,Marlowe,45,REP-110,0,2020-02-01
CUS-5292,Fairmount Quick Stop 71,General Trade,North,Marlowe,30,REP-112,0,2023-04-12
CUS-5293,Stonebridge Village Grocer 4,General Trade,Central,Ridgeway,60,REP-101,0,2018-10-01
CUS-5294,Kestrel Bay Corner Shop 98,General Trade,East,Marlowe,14,REP-109,0,2024-05-07
CUS-5295,Northvale Family Store 55,GENERAL TRADE,South,Marlowe,30,REP-108,0,2019-03-21
CUS-5296,Ashford Family Store 33,General Trade,East,Portmere,45,REP-104,0,2019-06-29
CUS-5297,Ridgeway Family Store 43,General Trade,Coastal,Highfield,60,REP-110,0,2021-01-05
CUS-5298,Fairmount Corner Shop 4,General Trade,Central,Stonebridge,30,REP-106,0,2023-02-18
CUS-5299,Marlowe Village Grocer 9,General Trade,North,Lakeside,30,REP-107,0,2021-07-08
CUS-5300,Lakeside Quick Stop 27,General Trade,South,Ashford,30,REP-103,0,2019-09-15
CUS-5301,  Lakeside Mini Mart 43,General Trade,Coastal,Northvale,45,REP-110,0,2020-08-11
CUS-5302,  Marlowe Family Store 44,General Trade,Coastal,Ridgeway,30,REP-110,0,2022-10-23
CUS-5303,Ashford Mini Mart 85,General Trade,East,Kestrel Bay,45,REP-109,0,2019-08-11
CUS-5304,Portmere Village Grocer 62 ,General Trade,East,Ridgeway,30,REP-109,0,2023-02-10
CUS-5305,Northvale Village Grocer 89,General Trade,South,Highfield,30,REP-108,0,2019-12-31
CUS-5306,Ridgeway Mini Mart 25,General Trade,North,Fairmount,30,REP-112,0,2022-11-02
CUS-5307,  Highfield Market Stall 41,General Trade,South,Stonebridge,14,REP-108,0,2022-08-10
CUS-5308,Lakeside Mini Mart 39,GENERAL TRADE,Central,Portmere,30,REP-111,0,2023-07-31
CUS-5309,Stonebridge Daily Needs 34,GENERAL TRADE,Central,Kestrel Bay,14,REP-106,0,2020-03-25
CUS-5310,Marlowe Market Stall 26,General Trade,East,Highfield,60,REP-104,0,2017-08-23
CUS-5311,Portmere Roadside Store 88,General Trade,Coastal,Stonebridge,60,REP-110,0,2021-06-30
CUS-5312,Ashford Roadside Store 20,General Trade,Coastal,Northvale,30,REP-110,0,2018-03-29
CUS-5313,Ashford Mini Mart 25 ,General Trade,Central,Northvale,30,REP-101,0,2021-05-16
CUS-5314,Stonebridge Village Grocer 39,General Trade,East,Stonebridge,30,REP-109,0,2018-05-25
CUS-5315,Lakeside Corner Shop 72 ,GENERAL TRADE,South,Fairmount,30,REP-103,0,2020-11-24
CUS-5316,Marlowe Roadside Store 76,General Trade,East,Portmere,30,REP-109,0,2023-05-05
CUS-5317,Ridgeway Quick Stop 82,General Trade,East,Stonebridge,30,REP-109,0,2017-12-08
CUS-5318,Stonebridge Quick Stop 84,GENERAL TRADE,Coastal,Northvale,30,REP-105,0,2022-01-01
CUS-5319,  Highfield Daily Needs 9,General Trade,South,Portmere,14,REP-103,0,2024-05-03
CUS-5320,Ridgeway Mini Mart 81,General Trade,Coastal,Northvale,30,REP-105,0,2022-03-06
CUS-5321,Ashford Mini Mart 75,General Trade,South,Ridgeway,30,REP-103,0,2022-10-27
CUS-5322,  Ashford Village Grocer 21,General Trade,South,Highfield,45,REP-103,0,2022-04-02
CUS-5323,Kestrel Bay Roadside Store 43,GENERAL TRADE,East,Fairmount,30,REP-104,0,2017-08-24
CUS-5324,Marlowe Market Stall 8,General Trade,North,Ridgeway,14,REP-102,0,2023-04-04
CUS-5325,  Kestrel Bay Village Grocer 86,General Trade,North,Lakeside,30,REP-112,0,2018-01-24
CUS-5326,Ridgeway Daily Needs 80,GENERAL TRADE,Coastal,Ridgeway,30,REP-105,0,2020-05-09
CUS-5327,Marlowe Quick Stop 58,General Trade,Central,Lakeside,60,REP-106,0,2021-03-12
CUS-5328,Lakeside Quick Stop 60,General Trade,North,Highfield,30,REP-112,0,2021-03-26
CUS-5329,Ridgeway Corner Shop 72,General Trade,Coastal,Highfield,60,REP-110,0,2021-09-17
CUS-5330,  Marlowe Family Store 85,General Trade,Coastal,Highfield,14,REP-110,0,2021-12-28
CUS-5331,Lakeside Mini Mart 43,General Trade,North,Fairmount,60,REP-102,0,2019-11-11
CUS-5332,Kestrel Bay Mini Mart 84,General Trade,North,Kestrel Bay,14,REP-102,0,2021-12-19
CUS-5333,Highfield Mini Mart 66,General Trade,North,Marlowe,30,REP-107,0,2021-08-08
CUS-5334,Stonebridge Corner Shop 21,General Trade,Coastal,Highfield,45,REP-110,0,2020-10-14
CUS-5335,Highfield Family Store 86,General Trade,Central,Highfield,30,REP-106,0,2018-09-24
CUS-5336,Northvale Mini Mart 43,General Trade,North,Ridgeway,30,REP-112,0,2020-05-25
CUS-5337,Highfield Mini Mart 71,General Trade,East,Lakeside,30,REP-104,0,2018-10-22
CUS-5338,Fairmount Village Grocer 68,General Trade,East,Marlowe,45,REP-109,0,2019-08-14
CUS-5339,  Stonebridge Corner Shop 3,General Trade,East,Kestrel Bay,30,REP-104,0,2018-07-01
CUS-5340,  Stonebridge Quick Stop 24,General Trade,Central,Northvale,30,REP-101,0,2018-02-13
CUS-5341,Portmere Corner Shop 29,GENERAL TRADE,Central,Lakeside,30,REP-101,0,2022-05-24
CUS-5342,  Ashford Family Store 71,General Trade,South,Ashford,60,REP-108,0,2017-10-25
CUS-5343,Lakeside Roadside Store 63,General Trade,Central,Ridgeway,60,REP-111,0,2017-11-08
CUS-5344,Lakeside Quick Stop 5,General Trade,Coastal,Stonebridge,60,REP-105,0,2019-09-24
CUS-5345,Ashford Roadside Store 21,General Trade,Central,Ashford,30,REP-111,0,2020-11-21
CUS-5346,Highfield Quick Stop 94,General Trade,Central,Northvale,30,REP-101,0,2024-01-31
CUS-5347,Fairmount Corner Shop 29,General Trade,East,Lakeside,30,REP-104,0,2017-12-18
CUS-5348,  Lakeside Village Grocer 38,General Trade,South,Marlowe,30,REP-108,0,2019-09-08
CUS-5349,Northvale Market Stall 9,General Trade,Coastal,Highfield,30,REP-110,0,2019-10-10
CUS-5350,Marlowe Daily Needs 33,General Trade,North,Ashford,14,REP-102,0,2019-10-25
CUS-5351,Highfield Mini Mart 12,General Trade,East,Lakeside,30,REP-104,0,2020-08-30
CUS-5352,Portmere Family Store 94,General Trade,Central,Kestrel Bay,14,REP-111,0,2021-07-14
CUS-5353,Stonebridge Market Stall 47,General Trade,North,Kestrel Bay,30,REP-112,0,2021-01-23
CUS-5354,Fairmount Mini Mart 87,General Trade,South,Ashford,30,REP-103,0,2018-09-02
CUS-5355,Lakeside Roadside Store 5,General Trade,Coastal,Ridgeway,30,REP-110,0,2023-12-14
CUS-5356,Highfield Quick Stop 15,General Trade,Coastal,Stonebridge,45,REP-105,0,2024-07-03
CUS-5357,Lakeside Market Stall 41,General Trade,South,Stonebridge,30,REP-108,0,2023-07-06
CUS-5358,Portmere Corner Shop 6,General Trade,North,Highfield,30,REP-102,0,2018-04-27
CUS-5359,Lakeside Family Store 4,General Trade,South,Stonebridge,30,REP-108,0,2022-03-26
CUS-5360,Ashford Quick Stop 19,GENERAL TRADE,North,Marlowe,45,REP-112,0,2020-01-25
CUS-5361,Fairmount Corner Shop 69,General Trade,East,Portmere,60,REP-109,0,2023-10-01
CUS-5362,  Fairmount Corner Shop 67,General Trade,Central,Highfield,30,REP-111,0,2018-04-20
CUS-5363,Ridgeway Corner Shop 26,General Trade,Coastal,Stonebridge,30,REP-105,0,2019-11-14
CUS-5364,Stonebridge Roadside Store 28 ,General Trade,South,Marlowe,45,REP-108,0,2021-08-05
CUS-5365,Fairmount Corner Shop 27 ,General Trade,Central,Highfield,30,REP-106,0,2021-12-17
CUS-5366,Ridgeway Roadside Store 18,General Trade,North,Portmere,30,REP-102,0,2019-07-19
CUS-5367,Kestrel Bay Village Grocer 2,General Trade,North,Highfield,30,REP-107,0,2022-11-09
CUS-5368,Ashford Mini Mart 33,General Trade,North,Kestrel Bay,14,REP-112,0,2024-06-25
CUS-5369,Kestrel Bay Roadside Store 6,General Trade,Coastal,Marlowe,60,REP-105,0,2019-11-22
CUS-5370,Highfield Mini Mart 30,General Trade,East,Lakeside,14,REP-104,0,2021-04-21
CUS-5371,Stonebridge Village Grocer 81 ,General Trade,North,Highfield,45,REP-107,0,2019-12-13
CUS-5372,Lakeside Daily Needs 12,General Trade,South,Stonebridge,30,REP-108,0,2020-08-11
CUS-5373,Highfield Market Stall 82,General Trade,Central,Marlowe,30,REP-111,0,2022-07-18
CUS-5374,Lakeside Roadside Store 35,General Trade,South,Fairmount,45,REP-108,0,2024-06-16
CUS-5375,  Marlowe Roadside Store 35,General Trade,South,Marlowe,30,REP-103,0,2023-04-30
CUS-5376,Northvale Market Stall 47,General Trade,East,Stonebridge,30,REP-104,0,2017-08-31
CUS-5377,Lakeside Roadside Store 32,General Trade,Central,Ashford,30,REP-101,0,2018-12-26
CUS-5378,Ashford Village Grocer 70,General Trade,Coastal,Fairmount,60,REP-110,0,2021-10-16
CUS-5379,Highfield Roadside Store 85 ,General Trade,South,Highfield,30,REP-103,0,2018-08-02
CUS-5380,Fairmount Corner Shop 48,General Trade,South,Stonebridge,60,REP-108,0,2017-11-14
CUS-5381,Ashford Daily Needs 31,General Trade,South,Portmere,45,REP-103,0,2017-10-14
CUS-5382,Marlowe Village Grocer 28,General Trade,North,Lakeside,30,REP-102,0,2019-05-24
CUS-5383,Stonebridge Village Grocer 73,General Trade,South,Kestrel Bay,30,REP-103,0,2021-09-23
CUS-5384,Ashford Village Grocer 82,General Trade,South,Kestrel Bay,30,REP-103,0,2022-02-21
CUS-5385,Highfield Roadside Store 73,General Trade,North,Lakeside,30,REP-102,0,2020-12-31
CUS-5386,Ridgeway Village Grocer 25,General Trade,South,Portmere,60,REP-103,0,2020-02-01
CUS-5387,Lakeside Family Store 39,General Trade,Coastal,Highfield,45,REP-105,0,2022-06-06
CUS-5388,Kestrel Bay Mini Mart 26,General Trade,Central,Fairmount,60,REP-101,0,2024-02-04
CUS-5389,Marlowe Quick Stop 69,General Trade,Coastal,Stonebridge,30,REP-105,0,2023-11-13
CUS-5390,Stonebridge Corner Shop 40,General Trade,Central,Stonebridge,30,REP-111,0,2017-12-14
CUS-5391,Stonebridge Quick Stop 47,General Trade,North,Kestrel Bay,14,REP-112,0,2021-06-30
CUS-5392,Marlowe Quick Stop 48,General Trade,East,Highfield,30,REP-109,0,2018-09-07
CUS-5393,Stonebridge Market Stall 23,General Trade,Central,Ridgeway,45,REP-101,0,2023-01-25
CUS-5394,Marlowe Roadside Store 41,General Trade,East,Fairmount,14,REP-104,0,2023-03-22
CUS-5395,Marlowe Quick Stop 73,General Trade,North,Kestrel Bay,30,REP-107,0,2019-09-13
CUS-5396,Northvale Lodge 20,HoReCa,South,Fairmount,30,REP-108,0,2018-06-25
CUS-5397,Lakeside Hotel 26,HoReCa,Coastal,Ridgeway,30,REP-105,0,2019-05-08
CUS-5398,Marlowe Lodge 2,horeca,Central,Stonebridge,30,REP-111,0,2024-03-15
CUS-5399,Ridgeway Grill House 10,HoReCa,North,Ridgeway,30,REP-107,0,2020-06-21
CUS-5400,Lakeside Hotel 36,HoReCa,South,Lakeside,30,REP-108,0,2022-11-07
CUS-5401,Fairmount Cafe 35,HORECA,Coastal,Lakeside,60,REP-105,0,2019-04-15
CUS-5402,Fairmount Canteen 1,HoReCa,North,Ridgeway,30,REP-107,0,2021-05-30
CUS-5403,Fairmount Grill House 23,HoReCa,Central,Marlowe,30,REP-106,0,2018-05-08
CUS-5404,Northvale Lodge 8,HoReCa,North,Highfield,30,REP-112,0,2018-03-17
CUS-5405,Kestrel Bay Grill House 31,HoReCa,Central,Stonebridge,60,REP-106,0,2018-12-01
CUS-5406,Northvale Hotel 24,HoReCa,Central,Ridgeway,60,REP-101,0,2020-08-15
CUS-5407,Fairmount Bistro 22,horeca,South,Highfield,30,REP-103,0,2019-07-30
CUS-5408,Northvale Canteen 36,HoReCa,North,Fairmount,30,REP-107,0,2024-04-22
CUS-5409,Ashford Takeaway 16,HoReCa,Central,Marlowe,60,REP-106,0,2020-01-08
CUS-5410,Marlowe Takeaway 21,HoReCa,North,Marlowe,30,REP-112,0,2019-12-13
CUS-5411,Northvale Takeaway 16,HoReCa,Central,Ridgeway,30,REP-106,0,2023-01-16
CUS-5412,Highfield Lodge 1,horeca,Central,Portmere,14,REP-106,0,2024-02-14
CUS-5413,Kestrel Bay Grill House 13,HoReCa,East,Portmere,30,REP-109,0,2018-09-29
CUS-5414,Fairmount Canteen 39,HoReCa,Central,Fairmount,30,REP-101,0,2022-05-30
CUS-5415,Kestrel Bay Hotel 13,HoReCa,Coastal,Portmere,45,REP-105,0,2021-03-26
CUS-5416,Stonebridge Bistro 36,HoReCa,North,Ridgeway,30,REP-107,0,2021-09-17
CUS-5417,Ridgeway Bistro 11,HoReCa,Coastal,Ridgeway,45,REP-105,0,2023-11-08
CUS-5418,Highfield Lodge 17,HORECA,Central,Ridgeway,30,REP-106,0,2018-05-28
CUS-5419,Stonebridge Grill House 26,HoReCa,East,Portmere,45,REP-104,0,2018-04-25
CUS-5420,Highfield Canteen 13,HoReCa,Coastal,Stonebridge,30,REP-110,0,2020-10-24
CUS-5421,Ridgeway Lodge 37,HoReCa,North,Lakeside,14,REP-107,0,2019-01-22
CUS-5422,Northvale Grill House 8,HoReCa,Coastal,Ridgeway,30,REP-110,0,2017-11-30
CUS-5423,Stonebridge Cafe 16,HoReCa,North,Ridgeway,14,REP-102,0,2018-09-16
CUS-5424,Kestrel Bay Canteen 7,HoReCa,South,Stonebridge,30,REP-108,0,2019-09-19
CUS-5425,Fairmount Hotel 36,HoReCa,Central,Marlowe,14,REP-111,0,2022-04-28
CUS-5426,Northvale Lodge 34,HoReCa,Coastal,Lakeside,30,REP-110,0,2018-09-02
CUS-5427,Fairmount Hotel 27,HoReCa,Central,Ashford,45,REP-106,0,2020-08-31
CUS-5428,Stonebridge Lodge 39,HORECA,South,Stonebridge,30,REP-108,0,2023-04-27
CUS-5429,Marlowe Grill House 21,horeca,Central,Ridgeway,30,REP-101,0,2024-05-14
CUS-5430,Portmere Lodge 32,HoReCa,North,Lakeside,30,REP-107,0,2018-11-20
CUS-5431,Highfield Grill House 16,HoReCa,North,Fairmount,45,REP-112,0,2020-11-30
CUS-5432,Ridgeway Lodge 18,HoReCa,South,Ridgeway,30,REP-103,0,2022-05-16
CUS-5433,Highfield Bistro 14,HoReCa,South,Northvale,30,REP-108,0,2022-08-19
CUS-5434,Fairmount Cafe 32,HoReCa,South,Stonebridge,30,REP-103,0,2017-07-21
CUS-5435,Lakeside Hotel 29,HoReCa,Coastal,Ridgeway,45,REP-105,0,2022-02-05
CUS-5436,Ashford Cafe 40,HoReCa,East,Kestrel Bay,30,REP-109,0,2020-11-16
CUS-5437,  Fairmount Canteen 4,HoReCa,North,Northvale,14,REP-102,0,2017-09-22
CUS-5438,Marlowe Lodge 1,HoReCa,Central,Ridgeway,30,REP-106,0,2023-02-09
CUS-5439,Kestrel Bay Canteen 22,HoReCa,Central,Highfield,45,REP-101,0,2020-04-15
CUS-5440,Lakeside Grill House 36,HORECA,North,Ridgeway,60,REP-102,0,2019-05-02
CUS-5441,Kestrel Bay Grill House 30,HoReCa,Coastal,Ashford,30,REP-110,0,2018-03-12
CUS-5442,Marlowe Bistro 39,HoReCa,Central,Stonebridge,30,REP-101,0,2024-06-17
CUS-5443,Lakeside Bistro 40,HoReCa,South,Highfield,30,REP-103,0,2020-07-19
CUS-5444,Ridgeway Hotel 40,HoReCa,Coastal,Northvale,30,REP-105,0,2018-11-17
CUS-5445,Marlowe Takeaway 40,HoReCa,Central,Northvale,60,REP-106,0,2023-11-25
CUS-5446,Stonebridge Cafe 40,HoReCa,North,Marlowe,60,REP-102,0,2023-07-14
CUS-5447,Stonebridge Grill House 7,HoReCa,Coastal,Fairmount,60,REP-105,0,2017-09-13
CUS-5448,Stonebridge Takeaway 12,HoReCa,South,Northvale,30,REP-103,0,2022-02-26
CUS-5449,Ridgeway Cafe 15,HORECA,North,Portmere,30,REP-107,0,2022-04-26
CUS-5450,Kestrel Bay Grill House 31,HoReCa,East,Marlowe,45,REP-104,0,2022-01-18
CUS-5451,Fairmount Hotel 6,HoReCa,South,Marlowe,30,REP-103,0,2019-12-19
CUS-5452,Kestrel Bay Grill House 37 ,HoReCa,North,Portmere,45,REP-102,0,2024-02-06
CUS-5453,Ridgeway Lodge 36,HoReCa,South,Fairmount,14,REP-103,0,2020-04-17
CUS-5454,Ridgeway Cafe 20,HoReCa,Coastal,Portmere,14,REP-105,0,2021-08-07
CUS-5455,Portmere Hotel 3,HoReCa,Central,Fairmount,45,REP-106,0,2020-11-30
CUS-5456,Ridgeway Lodge 21,HoReCa,Coastal,Fairmount,30,REP-105,0,2019-03-05
CUS-5457,Stonebridge Lodge 37,HoReCa,North,Ridgeway,30,REP-102,0,2022-09-13
CUS-5458,Highfield Lodge 7,HoReCa,South,Highfield,30,REP-103,0,2018-02-11
CUS-5459,Lakeside Takeaway 16,HoReCa,Coastal,Lakeside,30,REP-105,0,2023-01-22
CUS-5460,Stonebridge Cafe 12,HoReCa,Central,Northvale,30,REP-111,0,2019-08-13
CUS-5461,  Portmere Lodge 21,HoReCa,Coastal,Highfield,14,REP-110,0,2020-04-10
CUS-5462,Northvale Hotel 26,HoReCa,East,Fairmount,60,REP-104,0,2020-04-03
CUS-5463,Highfield Takeaway 30,HoReCa,Coastal,Stonebridge,60,REP-110,0,2019-12-03
CUS-5464,Lakeside Takeaway 3,HoReCa,East,Portmere,45,REP-109,0,2021-03-01
CUS-5465,Lakeside Cafe 21,HoReCa,Coastal,Ridgeway,14,REP-110,0,2024-06-22
CUS-5466,Highfield Lodge 5,HoReCa,South,Ridgeway,14,REP-108,0,2021-07-10
CUS-5467,Stonebridge Grill House 37,HoReCa,North,Fairmount,45,REP-107,0,2024-07-14
CUS-5468,Northvale Cafe 28,HoReCa,Coastal,Northvale,45,REP-110,0,2024-06-06
CUS-5469,Kestrel Bay Lodge 37,HoReCa,North,Portmere,30,REP-112,0,2018-11-27
CUS-5470,Ridgeway Lodge 34,HoReCa,Coastal,Ridgeway,14,REP-105,0,2019-09-19
CUS-5471,Stonebridge Canteen 28,HoReCa,South,Ridgeway,30,REP-108,0,2020-09-05
CUS-5472,Stonebridge Lodge 28 ,HoReCa,South,Kestrel Bay,30,REP-103,0,2020-12-24
CUS-5473,Portmere Grill House 11,HORECA,South,Kestrel Bay,30,REP-103,0,2019-08-06
CUS-5474,Northvale Hotel 33,HoReCa,East,Ashford,45,REP-109,0,2022-03-30
CUS-5475,Stonebridge Canteen 5,horeca,North,Lakeside,30,REP-107,0,2020-11-04
CUS-5476,Kestrel Bay Takeaway 16,horeca,Coastal,Fairmount,30,REP-105,0,2024-02-27
CUS-5477,Lakeside Canteen 20,HoReCa,North,Lakeside,30,REP-107,0,2019-04-10
CUS-5478,Highfield Hotel 10,HoReCa,Central,Fairmount,30,REP-111,0,2017-11-20
CUS-5479,Fairmount Cafe 33 ,HoReCa,East,Fairmount,60,REP-104,0,2017-12-24
CUS-5480,Ridgeway Grill House 1 ,HoReCa,Coastal,Ashford,30,REP-110,0,2017-09-02
CUS-5481,Portmere Cafe 2,HoReCa,South,Lakeside,60,REP-108,0,2024-06-09
CUS-5482,Ridgeway Bistro 22,HoReCa,South,Northvale,60,REP-103,0,2023-08-22
CUS-5483,Kestrel Bay Bistro 24,HoReCa,Central,Stonebridge,45,REP-101,0,2024-07-27
CUS-5484,Fairmount Grill House 22,HoReCa,South,Fairmount,60,REP-108,0,2023-11-22
CUS-5485,Marlowe Hotel 38,horeca,East,Fairmount,60,REP-104,0,2021-12-12
