session_id,clinic_code,practitioner_id,session_date,start_time,end_time,slot_minutes,slots_offered,sessional_cost_zar
SE-401066,LUM-CLR,PR-3019,2024-10-18,08:00,17:00,20,27,4416
SE-401067,LUM-CLR,PR-3020,2024-10-18,08:00,17:00,30,18,3302
SE-401068,LUM-CLR,PR-3021,2024-10-18,08:00,17:00,20,27,4210
SE-401069,LUM-CLR,PR-3022,2024-10-18,08:00,17:00,20,27,4199
SE-401070,LUM-CLR,PR-3023,2024-10-18,08:00,17:00,20,27,3940
SE-401071,LUM-CLR,PR-3024,2024-10-18,08:00,17:00,20,27,4215
SE-401072,LUM-GQE,PR-3025,2024-10-18,08:00,17:00,20,27,3480
SE-401073,LUM-GQE,PR-3026,2024-10-18,08:00,17:00,20,27,4421
SE-401074,LUM-GQE,PR-3027,2024-10-18,08:00,17:00,30,18,5152
SE-401075,LUM-GQE,PR-3028,2024-10-18,08:00,17:00,20,27,4210
SE-401076,LUM-BFN,PR-3029,2024-10-18,08:00,17:00,30,18,4817
SE-401077,LUM-BFN,PR-3030,18/10/2024,08:00,17:00,30,18,2885
SE-401078,LUM-BFN,PR-3031,2024-10-18,08:00,17:00,30,18,3256
SE-401079,LUM-BFN,PR-3032,2024-10-18,08:00,17:00,30,18,2779
SE-401080,LUM-SAN,PR-3003,2024-10-19,08:00,13:00,20,15,2043.89
SE-401081,LUM-SAN,PR-3005,2024-10-19,08:00,13:00,20,15,2352.22
SE-401082,LUM-PTA,PR-3008,2024-10-19,08:00,13:00,20,15,2112.78
SE-401083,LUM-UMH,PR-3014,2024-10-19,08:00,13:00,20,15,2008.89
SE-401084,LUM-CLR,PR-3019,19/10/2024,08:00,13:00,20,15,2453.33
SE-401085,LUM-GQE,PR-3028,19/10/2024,08:00,13:00,20,15,2338.89
SE-401086,LUM-BFN,PR-3031,2024-10-19,08:00,13:00,30,10,1808.89
SE-401087,LUM-SAN,PR-3001,2024-10-21,08:00,17:00,20,27,4207
SE-401088,LUM-SAN,PR-3002,2024-10-21,08:00,17:00,30,18,5987
SE-401089,LUM-SAN,PR-3003,21/10/2024,08:00,17:00,20,27,3679
SE-401090,LUM-SAN,PR-3004,21/10/2024,08:00,17:00,20,27,4117
SE-401091,LUM-SAN,PR-3005,2024-10-21,08:00,17:00,20,27,4234
SE-401092,LUM-SAN,PR-3006,2024-10-21,08:00,17:00,30,18,3134
SE-401093,LUM-SAN,PR-3007,2024-10-21,08:00,17:00,45,12,6711
SE-401094,LUM-PTA,PR-3008,2024-10-21,08:00,17:00,20,27,3803
SE-401095,LUM-PTA,PR-3009,2024-10-21,08:00,17:00,25,21,8221
SE-401096,LUM-PTA,PR-3010,2024-10-21,08:00,17:00,30,18,5602
SE-401097,LUM-PTA,PR-3011,21/10/2024,08:00,17:00,20,27,4519
SE-401098,LUM-PTA,PR-3012,2024-10-21,08:00,17:00,20,27,4073
SE-401099,LUM-PTA,PR-3013,21/10/2024,08:00,17:00,30,18,5678
SE-401100,LUM-UMH,PR-3014,2024-10-21,08:00,17:00,20,27,3616
SE-401101,LUM-UMH,PR-3015,2024-10-21,08:00,17:00,30,18,4817
SE-401102,LUM-UMH,PR-3016,2024-10-21,08:00,17:00,30,18,3166
SE-401103,LUM-UMH,PR-3017,21/10/2024,08:00,17:00,25,21,7465
SE-401104,LUM-UMH,PR-3018,2024-10-21,08:00,17:00,20,27,3765
SE-401105,LUM-CLR,PR-3020,2024-10-21,08:00,17:00,30,18,3302
SE-401106,LUM-CLR,PR-3021,2024-10-21,08:00,17:00,20,27,4210
SE-401107,LUM-CLR,PR-3022,2024-10-21,08:00,17:00,20,27,4199
SE-401108,LUM-CLR,PR-3024,2024-10-21,08:00,17:00,20,27,4215
SE-401109,LUM-GQE,PR-3026,21/10/2024,08:00,17:00,20,27,4421
SE-401110,LUM-GQE,PR-3027,2024-10-21,08:00,17:00,30,18,5152
SE-401111,LUM-GQE,PR-3028,2024-10-21,08:00,17:00,20,27,4210
SE-401112,LUM-BFN,PR-3029,2024-10-21,08:00,17:00,30,18,4817
SE-401113,LUM-BFN,PR-3030,2024-10-21,08:00,17:00,30,18,2885
SE-401114,LUM-BFN,PR-3031,2024-10-21,08:00,17:00,30,18,3256
SE-401115,LUM-BFN,PR-3032,2024-10-21,08:00,17:00,30,18,2779
SE-401116,LUM-SAN,PR-3001,2024-10-22,08:00,17:00,20,27,4207
SE-401117,LUM-SAN,PR-3002,22/10/2024,08:00,17:00,30,18,5987
SE-401118,LUM-SAN,PR-3003,22/10/2024,08:00,17:00,20,27,3679
SE-401119,LUM-SAN,PR-3005,2024-10-22,08:00,17:00,20,27,4234
SE-401120,LUM-SAN,PR-3006,2024-10-22,08:00,17:00,30,18,3134
SE-401121,LUM-SAN,PR-3007,22/10/2024,08:00,17:00,45,12,6711
SE-401122,LUM-PTA,PR-3008,22/10/2024,08:00,17:00,20,27,3803
SE-401123,LUM-PTA,PR-3009,2024-10-22,08:00,17:00,25,21,8221
SE-401124,LUM-PTA,PR-3010,2024-10-22,08:00,17:00,30,18,5602
SE-401125,LUM-PTA,PR-3011,2024-10-22,08:00,17:00,20,27,4519
SE-401126,LUM-PTA,PR-3012,2024-10-22,08:00,17:00,20,27,4073
SE-401127,LUM-PTA,PR-3013,2024-10-22,08:00,17:00,30,18,5678
SE-401128,LUM-UMH,PR-3014,2024-10-22,08:00,17:00,20,27,3616
SE-401129,LUM-UMH,PR-3015,2024-10-22,08:00,17:00,30,18,4817
SE-401130,LUM-UMH,PR-3016,2024-10-22,08:00,17:00,30,18,3166
SE-401131,LUM-UMH,PR-3017,2024-10-22,08:00,17:00,25,21,7465
SE-401132,LUM-UMH,PR-3018,2024-10-22,08:00,17:00,20,27,3765
SE-401133,LUM-CLR,PR-3020,22/10/2024,08:00,17:00,30,18,3302
SE-401134,LUM-CLR,PR-3021,22/10/2024,08:00,17:00,20,27,4210
SE-401135,LUM-CLR,PR-3022,22/10/2024,08:00,17:00,20,27,4199
SE-401136,LUM-CLR,PR-3023,2024-10-22,08:00,17:00,20,27,3940
SE-401137,LUM-CLR,PR-3024,22/10/2024,08:00,17:00,20,27,4215
SE-401138,LUM-GQE,PR-3025,22/10/2024,08:00,17:00,20,27,3480
SE-401139,LUM-GQE,PR-3026,2024-10-22,08:00,17:00,20,27,4421
SE-401140,LUM-GQE,PR-3027,22/10/2024,08:00,17:00,30,18,5152
SE-401141,LUM-GQE,PR-3028,2024-10-22,08:00,17:00,20,27,4210
SE-401142,LUM-BFN,PR-3029,22/10/2024,08:00,17:00,30,18,4817
SE-401143,LUM-BFN,PR-3030,2024-10-22,08:00,17:00,30,18,2885
SE-401144,LUM-BFN,PR-3031,2024-10-22,08:00,17:00,30,18,3256
SE-401145,LUM-BFN,PR-3032,22/10/2024,08:00,17:00,30,18,2779
SE-401146,LUM-SAN,PR-3001,2024-10-23,08:00,17:00,20,27,4207
SE-401147,LUM-SAN,PR-3002,2024-10-23,08:00,17:00,30,18,5987
SE-401148,LUM-SAN,PR-3003,2024-10-23,08:00,17:00,20,27,3679
SE-401149,LUM-SAN,PR-3004,2024-10-23,08:00,17:00,20,27,4117
SE-401150,LUM-SAN,PR-3005,2024-10-23,08:00,17:00,20,27,4234
SE-401151,LUM-SAN,PR-3006,2024-10-23,08:00,17:00,30,18,3134
SE-401152,LUM-SAN,PR-3007,2024-10-23,08:00,17:00,45,12,6711
SE-401153,LUM-PTA,PR-3008,23/10/2024,08:00,17:00,20,27,3803
SE-401154,LUM-PTA,PR-3009,2024-10-23,08:00,17:00,25,21,8221
SE-401155,LUM-PTA,PR-3010,2024-10-23,08:00,17:00,30,18,5602
SE-401156,LUM-PTA,PR-3011,23/10/2024,08:00,17:00,20,27,4519
SE-401157,LUM-PTA,PR-3012,2024-10-23,08:00,17:00,20,27,4073
SE-401158,LUM-PTA,PR-3013,2024-10-23,08:00,17:00,30,18,5678
SE-401159,LUM-UMH,PR-3014,2024-10-23,08:00,17:00,20,27,3616
SE-401160,LUM-UMH,PR-3015,2024-10-23,08:00,17:00,30,18,4817
SE-401161,LUM-UMH,PR-3016,2024-10-23,08:00,17:00,30,18,3166
SE-401162,LUM-UMH,PR-3018,2024-10-23,08:00,17:00,20,27,3765
SE-401163,LUM-CLR,PR-3019,2024-10-23,08:00,17:00,20,27,4416
SE-401164,LUM-CLR,PR-3020,2024-10-23,08:00,17:00,30,18,3302
SE-401165,LUM-CLR,PR-3021,23/10/2024,08:00,17:00,20,27,4210
SE-401166,LUM-CLR,PR-3022,2024-10-23,08:00,17:00,20,27,4199
SE-401167,LUM-CLR,PR-3023,2024-10-23,08:00,17:00,20,27,3940
SE-401168,LUM-CLR,PR-3024,2024-10-23,08:00,17:00,20,27,4215
SE-401169,LUM-GQE,PR-3025,2024-10-23,08:00,17:00,20,27,3480
SE-401170,LUM-GQE,PR-3026,2024-10-23,08:00,17:00,20,27,4421
SE-401171,LUM-GQE,PR-3027,2024-10-23,08:00,17:00,30,18,5152
SE-401172,LUM-GQE,PR-3028,2024-10-23,08:00,17:00,20,27,4210
SE-401173,LUM-BFN,PR-3029,2024-10-23,08:00,17:00,30,18,4817
SE-401174,LUM-BFN,PR-3030,23/10/2024,08:00,17:00,30,18,2885
SE-401175,LUM-BFN,PR-3031,2024-10-23,08:00,17:00,30,18,3256
SE-401176,LUM-SAN,PR-3001,2024-10-24,08:00,17:00,20,27,4207
SE-401177,LUM-SAN,PR-3002,24/10/2024,08:00,17:00,30,18,5987
SE-401178,LUM-SAN,PR-3004,2024-10-24,08:00,17:00,20,27,4117
SE-401179,LUM-SAN,PR-3005,2024-10-24,08:00,17:00,20,27,4234
SE-401180,LUM-SAN,PR-3006,2024-10-24,08:00,17:00,30,18,3134
SE-401181,LUM-SAN,PR-3007,2024-10-24,08:00,17:00,45,12,6711
SE-401182,LUM-PTA,PR-3009,2024-10-24,08:00,17:00,25,21,8221
SE-401183,LUM-PTA,PR-3010,2024-10-24,08:00,17:00,30,18,5602
SE-401184,LUM-PTA,PR-3011,24/10/2024,08:00,17:00,20,27,4519
SE-401185,LUM-PTA,PR-3012,24/10/2024,08:00,17:00,20,27,4073
SE-401186,LUM-PTA,PR-3013,24/10/2024,08:00,17:00,30,18,5678
SE-401187,LUM-UMH,PR-3014,2024-10-24,08:00,17:00,20,27,3616
SE-401188,LUM-UMH,PR-3015,2024-10-24,08:00,17:00,30,18,4817
SE-401189,LUM-UMH,PR-3017,2024-10-24,08:00,17:00,25,21,7465
SE-401190,LUM-UMH,PR-3018,24/10/2024,08:00,17:00,20,27,3765
SE-401191,LUM-CLR,PR-3019,24/10/2024,08:00,17:00,20,27,4416
SE-401192,LUM-CLR,PR-3020,24/10/2024,08:00,17:00,30,18,3302
SE-401193,LUM-CLR,PR-3021,24/10/2024,08:00,17:00,20,27,4210
SE-401194,LUM-CLR,PR-3022,2024-10-24,08:00,17:00,20,27,4199
SE-401195,LUM-CLR,PR-3023,2024-10-24,08:00,17:00,20,27,3940
SE-401196,LUM-CLR,PR-3024,2024-10-24,08:00,17:00,20,27,4215
SE-401197,LUM-GQE,PR-3025,24/10/2024,08:00,17:00,20,27,3480
SE-401198,LUM-GQE,PR-3026,2024-10-24,08:00,17:00,20,27,4421
SE-401199,LUM-GQE,PR-3028,2024-10-24,08:00,17:00,20,27,4210
SE-401200,LUM-BFN,PR-3029,2024-10-24,08:00,17:00,30,18,4817
SE-401201,LUM-BFN,PR-3030,2024-10-24,08:00,17:00,30,18,2885
SE-401202,LUM-BFN,PR-3031,2024-10-24,08:00,17:00,30,18,3256
SE-401203,LUM-BFN,PR-3032,24/10/2024,08:00,17:00,30,18,2779
SE-401204,LUM-SAN,PR-3001,2024-10-25,08:00,17:00,20,27,4207
SE-401205,LUM-SAN,PR-3002,2024-10-25,08:00,17:00,30,18,5987
SE-401206,LUM-SAN,PR-3003,2024-10-25,08:00,17:00,20,27,3679
SE-401207,LUM-SAN,PR-3004,25/10/2024,08:00,17:00,20,27,4117
SE-401208,LUM-SAN,PR-3005,2024-10-25,08:00,17:00,20,27,4234
SE-401209,LUM-SAN,PR-3006,2024-10-25,08:00,17:00,30,18,3134
SE-401210,LUM-SAN,PR-3007,2024-10-25,08:00,17:00,45,12,6711
SE-401211,LUM-PTA,PR-3008,2024-10-25,08:00,17:00,20,27,3803
SE-401212,LUM-PTA,PR-3009,2024-10-25,08:00,17:00,25,21,8221
SE-401213,LUM-PTA,PR-3010,2024-10-25,08:00,17:00,30,18,5602
SE-401214,LUM-PTA,PR-3011,25/10/2024,08:00,17:00,20,27,4519
SE-401215,LUM-PTA,PR-3012,2024-10-25,08:00,17:00,20,27,4073
SE-401216,LUM-UMH,PR-3014,2024-10-25,08:00,17:00,20,27,3616
SE-401217,LUM-UMH,PR-3015,25/10/2024,08:00,17:00,30,18,4817
SE-401218,LUM-UMH,PR-3016,2024-10-25,08:00,17:00,30,18,3166
SE-401219,LUM-UMH,PR-3017,2024-10-25,08:00,17:00,25,21,7465
SE-401220,LUM-UMH,PR-3018,2024-10-25,08:00,17:00,20,27,3765
SE-401221,LUM-CLR,PR-3020,2024-10-25,08:00,17:00,30,18,3302
SE-401222,LUM-CLR,PR-3021,2024-10-25,08:00,17:00,20,27,4210
SE-401223,LUM-CLR,PR-3022,25/10/2024,08:00,17:00,20,27,4199
SE-401224,LUM-CLR,PR-3023,25/10/2024,08:00,17:00,20,27,3940
SE-401225,LUM-CLR,PR-3024,2024-10-25,08:00,17:00,20,27,4215
SE-401226,LUM-GQE,PR-3025,2024-10-25,08:00,17:00,20,27,3480
SE-401227,LUM-GQE,PR-3026,25/10/2024,08:00,17:00,20,27,4421
SE-401228,LUM-GQE,PR-3027,2024-10-25,08:00,17:00,30,18,5152
SE-401229,LUM-GQE,PR-3028,2024-10-25,08:00,17:00,20,27,4210
SE-401230,LUM-BFN,PR-3029,2024-10-25,08:00,17:00,30,18,4817
SE-401231,LUM-BFN,PR-3030,25/10/2024,08:00,17:00,30,18,2885
SE-401232,LUM-BFN,PR-3031,2024-10-25,08:00,17:00,30,18,3256
SE-401233,LUM-SAN,PR-3001,2024-10-26,08:00,13:00,20,15,2337.22
SE-401234,LUM-SAN,PR-3004,26/10/2024,08:00,13:00,20,15,2287.22
SE-401235,LUM-PTA,PR-3009,2024-10-26,08:00,13:00,25,12,4567.22
SE-401236,LUM-PTA,PR-3013,2024-10-26,08:00,13:00,30,10,3154.44
SE-401237,LUM-CLR,PR-3020,26/10/2024,08:00,13:00,30,10,1834.44
SE-401238,LUM-CLR,PR-3021,2024-10-26,08:00,13:00,20,15,2338.89
SE-401239,LUM-GQE,PR-3027,2024-10-26,08:00,13:00,30,10,2862.22
SE-401240,LUM-BFN,PR-3029,2024-10-26,08:00,13:00,30,10,2676.11
SE-401241,LUM-SAN,PR-3001,2024-10-28,08:00,17:00,20,27,4207
SE-401242,LUM-SAN,PR-3002,28/10/2024,08:00,17:00,30,18,5987
SE-401243,LUM-SAN,PR-3003,2024-10-28,08:00,17:00,20,27,3679
SE-401244,LUM-SAN,PR-3005,2024-10-28,08:00,17:00,20,27,4234
SE-401245,LUM-SAN,PR-3006,2024-10-28,08:00,17:00,30,18,3134
SE-401246,LUM-SAN,PR-3007,2024-10-28,08:00,17:00,45,12,6711
SE-401247,LUM-PTA,PR-3008,2024-10-28,08:00,17:00,20,27,3803
SE-401248,LUM-PTA,PR-3009,2024-10-28,08:00,17:00,25,21,8221
SE-401249,LUM-PTA,PR-3010,28/10/2024,08:00,17:00,30,18,5602
SE-401250,LUM-PTA,PR-3011,2024-10-28,08:00,17:00,20,27,4519
SE-401251,LUM-PTA,PR-3012,2024-10-28,08:00,17:00,20,27,4073
SE-401252,LUM-PTA,PR-3013,28/10/2024,08:00,17:00,30,18,5678
SE-401253,LUM-UMH,PR-3014,2024-10-28,08:00,17:00,20,27,3616
SE-401254,LUM-UMH,PR-3015,2024-10-28,08:00,17:00,30,18,4817
SE-401255,LUM-UMH,PR-3016,2024-10-28,08:00,17:00,30,18,3166
SE-401256,LUM-UMH,PR-3017,2024-10-28,08:00,17:00,25,21,7465
SE-401257,LUM-UMH,PR-3018,28/10/2024,08:00,17:00,20,27,3765
SE-401258,LUM-CLR,PR-3019,2024-10-28,08:00,17:00,20,27,4416
SE-401259,LUM-CLR,PR-3020,28/10/2024,08:00,17:00,30,18,3302
SE-401260,LUM-CLR,PR-3021,2024-10-28,08:00,17:00,20,27,4210
SE-401261,LUM-CLR,PR-3022,2024-10-28,08:00,17:00,20,27,4199
SE-401262,LUM-CLR,PR-3023,2024-10-28,08:00,17:00,20,27,3940
SE-401263,LUM-CLR,PR-3024,2024-10-28,08:00,17:00,20,27,4215
SE-401264,LUM-GQE,PR-3025,2024-10-28,08:00,17:00,20,27,3480
SE-401265,LUM-GQE,PR-3026,2024-10-28,08:00,17:00,20,27,4421
SE-401266,LUM-GQE,PR-3027,28/10/2024,08:00,17:00,30,18,5152
SE-401267,LUM-BFN,PR-3029,2024-10-28,08:00,17:00,30,18,4817
SE-401268,LUM-BFN,PR-3030,2024-10-28,08:00,17:00,30,18,2885
SE-401269,LUM-BFN,PR-3031,2024-10-28,08:00,17:00,30,18,3256
SE-401270,LUM-BFN,PR-3032,2024-10-28,08:00,17:00,30,18,2779
SE-401271,LUM-SAN,PR-3002,2024-10-29,08:00,17:00,30,18,5987
SE-401272,LUM-SAN,PR-3003,2024-10-29,08:00,17:00,20,27,3679
SE-401273,LUM-SAN,PR-3005,2024-10-29,08:00,17:00,20,27,4234
SE-401274,LUM-SAN,PR-3007,2024-10-29,08:00,17:00,45,12,6711
SE-401275,LUM-PTA,PR-3008,2024-10-29,08:00,17:00,20,27,3803
SE-401276,LUM-PTA,PR-3009,29/10/2024,08:00,17:00,25,21,8221
SE-401277,LUM-PTA,PR-3010,29/10/2024,08:00,17:00,30,18,5602
SE-401278,LUM-PTA,PR-3012,29/10/2024,08:00,17:00,20,27,4073
SE-401279,LUM-PTA,PR-3013,29/10/2024,08:00,17:00,30,18,5678
SE-401280,LUM-UMH,PR-3014,2024-10-29,08:00,17:00,20,27,3616
SE-401281,LUM-UMH,PR-3015,29/10/2024,08:00,17:00,30,18,4817
SE-401282,LUM-UMH,PR-3016,2024-10-29,08:00,17:00,30,18,3166
SE-401283,LUM-UMH,PR-3017,2024-10-29,08:00,17:00,25,21,7465
SE-401284,LUM-UMH,PR-3018,2024-10-29,08:00,17:00,20,27,3765
SE-401285,LUM-CLR,PR-3019,29/10/2024,08:00,17:00,20,27,4416
SE-401286,LUM-CLR,PR-3021,29/10/2024,08:00,17:00,20,27,4210
SE-401287,LUM-CLR,PR-3023,29/10/2024,08:00,17:00,20,27,3940
SE-401288,LUM-CLR,PR-3024,2024-10-29,08:00,17:00,20,27,4215
SE-401289,LUM-GQE,PR-3025,2024-10-29,08:00,17:00,20,27,3480
SE-401290,LUM-GQE,PR-3026,2024-10-29,08:00,17:00,20,27,4421
SE-401291,LUM-GQE,PR-3027,2024-10-29,08:00,17:00,30,18,5152
SE-401292,LUM-GQE,PR-3028,2024-10-29,08:00,17:00,20,27,4210
SE-401293,LUM-BFN,PR-3029,29/10/2024,08:00,17:00,30,18,4817
SE-401294,LUM-BFN,PR-3030,2024-10-29,08:00,17:00,30,18,2885
SE-401295,LUM-BFN,PR-3031,2024-10-29,08:00,17:00,30,18,3256
SE-401296,LUM-BFN,PR-3032,2024-10-29,08:00,17:00,30,18,2779
SE-401297,LUM-SAN,PR-3001,2024-10-30,08:00,17:00,20,27,4207
SE-401298,LUM-SAN,PR-3002,2024-10-30,08:00,17:00,30,18,5987
SE-401299,LUM-SAN,PR-3003,2024-10-30,08:00,17:00,20,27,3679
SE-401300,LUM-SAN,PR-3004,2024-10-30,08:00,17:00,20,27,4117
SE-401301,LUM-SAN,PR-3005,2024-10-30,08:00,17:00,20,27,4234
SE-401302,LUM-SAN,PR-3007,2024-10-30,08:00,17:00,45,12,6711
SE-401303,LUM-PTA,PR-3008,2024-10-30,08:00,17:00,20,27,3803
SE-401304,LUM-PTA,PR-3009,2024-10-30,08:00,17:00,25,21,8221
SE-401305,LUM-PTA,PR-3010,2024-10-30,08:00,17:00,30,18,5602
SE-401306,LUM-PTA,PR-3011,2024-10-30,08:00,17:00,20,27,4519
SE-401307,LUM-PTA,PR-3013,2024-10-30,08:00,17:00,30,18,5678
SE-401308,LUM-UMH,PR-3014,30/10/2024,08:00,17:00,20,27,3616
SE-401309,LUM-UMH,PR-3015,2024-10-30,08:00,17:00,30,18,4817
SE-401310,LUM-UMH,PR-3016,30/10/2024,08:00,17:00,30,18,3166
SE-401311,LUM-UMH,PR-3017,2024-10-30,08:00,17:00,25,21,7465
SE-401312,LUM-UMH,PR-3018,2024-10-30,08:00,17:00,20,27,3765
SE-401313,LUM-CLR,PR-3020,2024-10-30,08:00,17:00,30,18,3302
SE-401314,LUM-CLR,PR-3021,30/10/2024,08:00,17:00,20,27,4210
SE-401315,LUM-CLR,PR-3022,2024-10-30,08:00,17:00,20,27,4199
SE-401316,LUM-CLR,PR-3023,2024-10-30,08:00,17:00,20,27,3940
SE-401317,LUM-CLR,PR-3024,2024-10-30,08:00,17:00,20,27,4215
SE-401318,LUM-GQE,PR-3025,30/10/2024,08:00,17:00,20,27,3480
SE-401319,LUM-GQE,PR-3026,30/10/2024,08:00,17:00,20,27,4421
SE-401320,LUM-GQE,PR-3027,30/10/2024,08:00,17:00,30,18,5152
SE-401321,LUM-GQE,PR-3028,2024-10-30,08:00,17:00,20,27,4210
SE-401322,LUM-BFN,PR-3029,2024-10-30,08:00,17:00,30,18,4817
SE-401323,LUM-BFN,PR-3030,2024-10-30,08:00,17:00,30,18,2885
SE-401324,LUM-BFN,PR-3031,2024-10-30,08:00,17:00,30,18,3256
SE-401325,LUM-BFN,PR-3032,2024-10-30,08:00,17:00,30,18,2779
SE-401326,LUM-SAN,PR-3001,2024-10-31,08:00,17:00,20,27,4207
SE-401327,LUM-SAN,PR-3002,31/10/2024,08:00,17:00,30,18,5987
SE-401328,LUM-SAN,PR-3003,2024-10-31,08:00,17:00,20,27,3679
SE-401329,LUM-SAN,PR-3004,2024-10-31,08:00,17:00,20,27,4117
SE-401330,LUM-SAN,PR-3005,2024-10-31,08:00,17:00,20,27,4234
SE-401331,LUM-SAN,PR-3006,2024-10-31,08:00,17:00,30,18,3134
SE-401332,LUM-SAN,PR-3007,2024-10-31,08:00,17:00,45,12,6711
SE-401333,LUM-PTA,PR-3008,2024-10-31,08:00,17:00,20,27,3803
SE-401334,LUM-PTA,PR-3010,2024-10-31,08:00,17:00,30,18,5602
SE-401335,LUM-PTA,PR-3011,2024-10-31,08:00,17:00,20,27,4519
SE-401336,LUM-PTA,PR-3012,2024-10-31,08:00,17:00,20,27,4073
SE-401337,LUM-PTA,PR-3013,2024-10-31,08:00,17:00,30,18,5678
SE-401338,LUM-UMH,PR-3015,2024-10-31,08:00,17:00,30,18,4817
SE-401339,LUM-UMH,PR-3016,2024-10-31,08:00,17:00,30,18,3166
SE-401340,LUM-UMH,PR-3017,31/10/2024,08:00,17:00,25,21,7465
SE-401341,LUM-UMH,PR-3018,2024-10-31,08:00,17:00,20,27,3765
SE-401342,LUM-CLR,PR-3019,2024-10-31,08:00,17:00,20,27,4416
SE-401343,LUM-CLR,PR-3020,31/10/2024,08:00,17:00,30,18,3302
SE-401344,LUM-CLR,PR-3021,2024-10-31,08:00,17:00,20,27,4210
SE-401345,LUM-CLR,PR-3022,31/10/2024,08:00,17:00,20,27,4199
SE-401346,LUM-CLR,PR-3023,31/10/2024,08:00,17:00,20,27,3940
SE-401347,LUM-CLR,PR-3024,2024-10-31,08:00,17:00,20,27,4215
SE-401348,LUM-GQE,PR-3025,31/10/2024,08:00,17:00,20,27,3480
SE-401349,LUM-GQE,PR-3026,31/10/2024,08:00,17:00,20,27,4421
SE-401350,LUM-GQE,PR-3027,2024-10-31,08:00,17:00,30,18,5152
SE-401351,LUM-GQE,PR-3028,2024-10-31,08:00,17:00,20,27,4210
SE-401352,LUM-BFN,PR-3029,2024-10-31,08:00,17:00,30,18,4817
SE-401353,LUM-BFN,PR-3030,2024-10-31,08:00,17:00,30,18,2885
SE-401354,LUM-BFN,PR-3031,2024-10-31,08:00,17:00,30,18,3256
SE-401355,LUM-BFN,PR-3032,2024-10-31,08:00,17:00,30,18,2779
SE-401356,LUM-SAN,PR-3001,01/11/2024,08:00,17:00,20,27,4207
SE-401357,LUM-SAN,PR-3004,2024-11-01,08:00,17:00,20,27,4117
SE-401358,LUM-SAN,PR-3005,2024-11-01,08:00,17:00,20,27,4234
SE-401359,LUM-SAN,PR-3006,2024-11-01,08:00,17:00,30,18,3134
SE-401360,LUM-SAN,PR-3007,2024-11-01,08:00,17:00,45,12,6711
SE-401361,LUM-PTA,PR-3008,2024-11-01,08:00,17:00,20,27,3803
SE-401362,LUM-PTA,PR-3010,01/11/2024,08:00,17:00,30,18,5602
SE-401363,LUM-PTA,PR-3011,2024-11-01,08:00,17:00,20,27,4519
SE-401364,LUM-PTA,PR-3012,2024-11-01,08:00,17:00,20,27,4073
SE-401365,LUM-PTA,PR-3013,2024-11-01,08:00,17:00,30,18,5678
SE-401366,LUM-UMH,PR-3014,01/11/2024,08:00,17:00,20,27,3616
SE-401367,LUM-UMH,PR-3015,2024-11-01,08:00,17:00,30,18,4817
SE-401368,LUM-UMH,PR-3016,2024-11-01,08:00,17:00,30,18,3166
SE-401369,LUM-UMH,PR-3017,01/11/2024,08:00,17:00,25,21,7465
SE-401370,LUM-UMH,PR-3018,2024-11-01,08:00,17:00,20,27,3765
SE-401371,LUM-CLR,PR-3019,2024-11-01,08:00,17:00,20,27,4416
SE-401372,LUM-CLR,PR-3020,01/11/2024,08:00,17:00,30,18,3302
SE-401373,LUM-CLR,PR-3021,2024-11-01,08:00,17:00,20,27,4210
SE-401374,LUM-CLR,PR-3022,2024-11-01,08:00,17:00,20,27,4199
SE-401375,LUM-CLR,PR-3024,2024-11-01,08:00,17:00,20,27,4215
SE-401376,LUM-GQE,PR-3026,2024-11-01,08:00,17:00,20,27,4421
SE-401377,LUM-GQE,PR-3027,2024-11-01,08:00,17:00,30,18,5152
SE-401378,LUM-GQE,PR-3028,2024-11-01,08:00,17:00,20,27,4210
SE-401379,LUM-BFN,PR-3030,2024-11-01,08:00,17:00,30,18,2885
SE-401380,LUM-BFN,PR-3031,2024-11-01,08:00,17:00,30,18,3256
SE-401381,LUM-BFN,PR-3032,2024-11-01,08:00,17:00,30,18,2779
SE-401382,LUM-SAN,PR-3001,2024-11-02,08:00,13:00,20,15,2337.22
SE-401383,LUM-SAN,PR-3004,2024-11-02,08:00,13:00,20,15,2287.22
SE-401384,LUM-SAN,PR-3005,2024-11-02,08:00,13:00,20,15,2352.22
SE-401385,LUM-SAN,PR-3006,2024-11-02,08:00,13:00,30,10,1741.11
SE-401386,LUM-PTA,PR-3008,2024-11-02,08:00,13:00,20,15,2112.78
SE-401387,LUM-PTA,PR-3013,02/11/2024,08:00,13:00,30,10,3154.44
SE-401388,LUM-UMH,PR-3015,2024-11-02,08:00,13:00,30,10,2676.11
SE-401389,LUM-CLR,PR-3024,2024-11-02,08:00,13:00,20,15,2341.67
SE-401390,LUM-GQE,PR-3026,02/11/2024,08:00,13:00,20,15,2456.11
SE-401391,LUM-GQE,PR-3027,02/11/2024,08:00,13:00,30,10,2862.22
SE-401392,LUM-GQE,PR-3028,2024-11-02,08:00,13:00,20,15,2338.89
SE-401393,LUM-BFN,PR-3032,2024-11-02,08:00,13:00,30,10,1543.89
SE-401394,LUM-SAN,PR-3001,2024-11-04,08:00,17:00,20,27,4207
SE-401395,LUM-SAN,PR-3002,2024-11-04,08:00,17:00,30,18,5987
