payment_id,loan_id,instalment_no,due_date,paid_date,amount_due_zar,amount_paid_zar,payment_method,status,failure_reason
RP-924532,LN-503145,5,12/05/2025,2025-05-18,10222.92,2360.68,Debit order,Partial,
RP-924533,LN-503146,5,2025-05-21,2025-05-21,5642.01,5642.01,Debit order,Paid,
RP-924534,LN-503147,5,2025-05-07,2025-05-08,10222.92,10222.92,EFT,Paid,
RP-924535,LN-503148,5,2025-05-25,2025-06-03,2348.96,2348.96,EFT,Paid,
RP-924536,LN-503149,5,2025-05-20,,1915.34,0,Cash,Failed,No authority
RP-924537,LN-503150,5,2025-05-03,2025-05-12,4078.96,4078.96,Debit order,PAID,
RP-924538,LN-503151,5,2025-05-04,2025-05-06,5511.58,5511.58,Debit order,Paid,
RP-924539,LN-503152,5,2025-05-07,2025-05-10,1343.33,1343.33,Debit order,paid,
RP-924540,LN-503153,5,19/05/2025,2025-05-25,3514.06,3514.06,Debit order,Paid,
RP-924541,LN-503154,5,2025-05-16,,2233.83,0,Debit order,Failed,Debit order disputed
RP-924542,LN-503155,5,14/05/2025,2025-05-20,3480.78,3480.78,Debit order,Paid,
RP-924543,LN-503156,5,2025-05-02,2025-05-05,1963.94,1963.94,Debit order,Paid,
RP-924544,LN-503157,5,2025-05-01,2025-05-03,4051.73,"4,051.73",Debit order,Paid,
RP-924545,LN-503158,5,15/05/2025,2025-05-24,6870.5,6870.5,EFT,paid,
RP-924546,LN-503159,5,2025-05-19,2025-05-25,3088.45,3088.45,Debit order,Paid,
RP-924547,LN-503160,5,2025-05-11,2025-05-19,3317.72,"3,317.72",EFT,Paid,
RP-924548,LN-503161,5,05/05/2025,2025-05-05,2355.9,2355.9,Debit order,Paid,
RP-924549,LN-503162,5,2025-05-25,2025-06-01,4837.94,4837.94,Debit order,Paid,
RP-924550,LN-503163,5,2025-05-05,,3792.7,0,Debit order,Failed,Insufficient funds
RP-924551,LN-503164,5,2025-05-06,2025-05-09,5313.5,5313.5,Cash,Paid,
RP-924552,LN-503165,5,28/05/2025,2025-06-02,1840.33,1840.33,Debit order,Paid,
RP-924553,LN-503166,5,2025-05-03,2025-05-05,846.66,235.13,Debit order,Partial,
RP-924554,LN-503167,5,16/05/2025,2025-05-17,3829.1,3829.1,Debit order,Paid,
RP-924555,LN-503168,5,2025-05-07,2025-05-16,1015.87,1015.87,Debit order,Paid,
RP-924556,LN-503169,5,15/05/2025,2025-05-21,5464.27,5464.27,Debit order,PAID,
RP-924557,LN-503170,5,2025-05-22,2025-05-24,4837.94,4837.94,EFT,Paid,
RP-924558,LN-503171,5,2025-05-20,2025-05-29,1818.18,1818.18,EFT,Paid,
RP-924559,LN-503172,5,2025-05-06,2025-05-10,1558.62,1558.62,EFT,Paid,
RP-924560,LN-503173,5,2025-05-16,2025-05-21,4180.7,8361.4,Debit order,Paid,
RP-924561,LN-503174,5,2025-05-09,2025-05-12,753.71,753.71,Debit order,Paid,
RP-924562,LN-503175,5,16/05/2025,2025-05-16,10278.54,"10,278.54",Debit order,PAID,
RP-924563,LN-503176,5,2025-05-28,2025-05-29,1068.86,1068.86,Debit order,PAID,
RP-924564,LN-503177,5,2025-05-25,2025-05-29,5561.35,5561.35,Debit order,Paid,
RP-924565,LN-503178,5,2025-05-23,2025-05-26,3110.41,3110.41,Debit order,PAID,
RP-924566,LN-503179,5,2025-05-16,,3788.26,0,EFT,Failed,Payment stopped
RP-924567,LN-503180,5,2025-05-27,2025-06-04,3317.72,3317.72,Debit order,Paid,
RP-924568,LN-503181,5,2025-05-02,2025-05-08,3628.45,3628.45,Debit order,Paid,
RP-924569,LN-503182,5,2025-05-04,2025-05-08,4017.85,4017.85,Cash,Paid,
RP-924570,LN-503183,5,2025-05-05,2025-05-09,3317.72,3317.72,Debit order,PAID,
RP-924571,LN-503184,5,09/05/2025,2025-05-11,2281.14,2281.14,Debit order,Paid,
RP-924572,LN-503185,5,2025-05-04,2025-05-04,2435.37,2435.37,Debit order,Paid,
RP-924573,LN-503186,5,2025-05-18,2025-05-24,1851.88,1851.88,Debit order,Paid,
RP-924574,LN-503187,5,2025-05-26,2025-05-30,5642.01,5642.01,Debit order,Paid,
RP-924575,LN-503188,5,2025-05-10,,2160.38,0,Debit order,Failed,Payment stopped
RP-924576,LN-503189,5,2025-05-12,2025-05-17,10250.72,4910.52,Debit order,Partial,
RP-924577,LN-503190,5,2025-05-17,2025-05-18,2967.71,2967.71,Debit order,Paid,
RP-924578,LN-503191,5,2025-05-09,2025-05-13,2564.74,2564.74,Debit order,Paid,
RP-924579,LN-503192,5,2025-05-20,2025-05-22,2757.32,2757.32,Debit order,Paid,
RP-924580,LN-503193,5,21/05/2025,2025-05-27,851.32,851.32,Debit order,Paid,
RP-924581,LN-503194,5,2025-05-23,2025-05-24,5319.28,5319.28,Debit order,Paid,
RP-924582,LN-503195,5,2025-05-14,2025-05-15,2297.16,2297.16,Debit order,PAID,
RP-924583,LN-503196,5,17/05/2025,2025-05-26,1637.3,1637.3,Debit order,Paid,
RP-924584,LN-503197,5,2025-05-16,2025-05-20,4471.08,4471.08,Debit order,Paid,
RP-924585,LN-503198,5,2025-05-03,,3165.69,0,Debit order,Failed,Insufficient funds
RP-924586,LN-503199,5,03/05/2025,2025-05-03,814.28,814.28,EFT,Paid,
RP-924587,LN-503201,5,2025-05-24,2025-05-27,5288.07,5288.07,Debit order,Paid,
RP-924588,LN-503202,5,14/05/2025,2025-05-17,5162.72,5162.72,Debit order,Paid,
RP-924589,LN-503203,5,19/05/2025,2025-05-27,1188.77,1188.77,Debit order,Paid,
RP-924590,LN-503204,5,18/05/2025,2025-05-21,1645.97,1645.97,Debit order,Paid,
RP-924591,LN-503206,5,2025-05-28,2025-06-05,2122.05,2122.05,Debit order,Paid,
RP-924592,LN-503207,5,28/05/2025,2025-05-28,1838.86,1838.86,Debit order,Paid,
RP-924593,LN-503208,5,2025-05-26,2025-06-03,3386.83,3386.83,Debit order,Paid,
RP-924594,LN-503209,5,24/05/2025,2025-06-02,5615.05,5615.05,Debit order,Paid,
RP-924595,LN-503210,5,11/05/2025,2025-05-19,4492.52,4492.52,Debit order,Paid,
RP-924596,LN-503211,5,2025-05-12,2025-05-16,1949.43,1949.43,Debit order,Paid,
RP-924597,LN-503212,5,2025-05-15,2025-05-20,1865.95,"1,865.95",Debit order,Paid,
RP-924598,LN-503213,5,2025-05-22,2025-05-29,3845.37,3845.37,Debit order,Paid,
RP-924599,LN-503214,5,26/05/2025,2025-05-27,3897.27,3897.27,Debit order,Paid,
RP-924600,LN-503215,5,2025-05-12,2025-05-13,6566.01,6566.01,Debit order,Paid,
RP-924601,LN-503216,5,2025-05-14,,2530.64,0,Debit order,Failed,Account closed
RP-924602,LN-503217,5,2025-05-10,2025-05-16,617.78,617.78,Debit order,Paid,
RP-924603,LN-503218,5,03/05/2025,2025-05-05,2778.7,2778.7,EFT,Paid,
RP-924604,LN-503219,5,18/05/2025,2025-05-20,5588.16,5588.16,Debit order,Paid,
RP-924605,LN-503220,5,2025-05-21,2025-05-27,2242.78,2242.78,Debit order,Paid,
RP-924606,LN-503221,5,2025-05-25,2025-06-01,1342.61,"1,342.61",Debit order,Paid,
RP-924607,LN-503222,5,2025-05-20,2025-05-25,1445.16,1445.16,Debit order,Paid,
RP-924608,LN-503223,5,2025-05-12,2025-05-13,1390.15,1390.15,Debit order,Paid,
RP-924609,LN-503224,5,2025-05-08,2025-05-16,2557.56,2557.56,Debit order,Paid,
RP-924610,LN-503225,5,2025-05-10,,2242.78,0,Debit order,Failed,No authority
RP-924611,LN-503226,5,2025-05-05,2025-05-05,4033.14,4033.14,EFT,Paid,
RP-924612,LN-503227,5,20/05/2025,2025-05-29,1788.36,1788.36,Debit order,Paid,
RP-924613,LN-503228,5,2025-05-02,2025-05-04,956.19,956.19,Debit order,Paid,
RP-924614,LN-503229,5,2025-05-18,2025-05-25,1212.67,1212.67,Debit order,Paid,
RP-924615,LN-503230,5,2025-05-05,,2403,0,Debit order,Failed,Debit order disputed
RP-924616,LN-503231,5,2025-05-02,2025-05-03,2540.32,2540.32,Debit order,Paid,
RP-924617,LN-503232,5,15/05/2025,2025-05-22,943.81,943.81,EFT,Paid,
RP-924618,LN-503233,5,2025-05-23,,1835.09,0,Debit order,Failed,Insufficient funds
RP-924619,LN-503234,5,2025-05-19,2025-05-23,4321.5,4321.5,Debit order,Paid,
RP-924620,LN-503235,5,24/05/2025,2025-05-24,2458.55,2458.55,Debit order,Paid,
RP-924621,LN-503236,5,15/05/2025,2025-05-23,4078.96,8157.92,Debit order,Paid,
RP-924622,LN-503237,5,2025-05-26,2025-06-04,5615.05,5615.05,Cash,Paid,
RP-924623,LN-503238,5,2025-05-07,2025-05-07,3933.61,"3,933.61",Debit order,Paid,
RP-924624,LN-503240,5,2025-05-28,2025-05-29,3622.68,3622.68,Debit order,paid,
RP-924625,LN-503241,5,2025-05-20,2025-05-28,2170.17,2170.17,Debit order,Paid,
RP-924626,LN-503242,5,2025-05-03,2025-05-06,2902.85,11611.4,Debit order,Paid,
RP-924627,LN-503243,5,11/05/2025,2025-05-18,2702.13,2702.13,Debit order,Paid,
RP-924628,LN-503244,5,24/05/2025,,2595.4,0,EFT,Failed,Debit order disputed
RP-924629,LN-503245,5,2025-05-13,2025-05-16,1252.45,1252.45,EFT,Paid,
RP-924630,LN-503246,5,2025-05-12,2025-05-15,5642.01,5642.01,Debit order,Paid,
RP-924631,LN-503247,5,2025-05-09,2025-05-14,10278.54,10278.54,EFT,Paid,
RP-924632,LN-503248,5,2025-05-11,2025-05-11,3220.97,3220.97,Debit order,Paid,
RP-924633,LN-503249,5,2025-05-25,2025-06-03,3289.82,3289.82,Debit order,Paid,
RP-924634,LN-503250,5,2025-05-06,2025-05-10,6074.91,6074.91,Debit order,Paid,
RP-924635,LN-503251,5,2025-05-04,2025-05-07,3520.93,"3,520.93",Debit order,Paid,
RP-924636,LN-503252,5,2025-05-13,,3317.72,0,Debit order,Failed,Account closed
RP-924637,LN-503253,5,2025-05-04,2025-05-06,2833.98,2833.98,Debit order,Paid,
RP-924638,LN-503254,5,2025-05-13,2025-05-17,5564.79,5564.79,Debit order,PAID,
RP-924639,LN-503255,5,12/05/2025,2025-05-19,3825.67,3825.67,Debit order,Paid,
RP-924640,LN-503256,5,2025-05-21,2025-05-23,1555.2,1555.2,Debit order,Paid,
RP-924641,LN-503257,5,10/05/2025,2025-05-17,5588.16,5588.16,Debit order,Paid,
RP-924642,LN-503258,5,24/05/2025,2025-05-28,5588.16,5588.16,Debit order,Paid,
RP-924643,LN-503259,5,2025-05-01,2025-05-01,5642.01,5642.01,Debit order,Paid,
RP-924644,LN-503261,5,2025-05-26,2025-05-27,2889.27,2889.27,Debit order,Paid,
RP-924645,LN-503262,5,2025-05-04,2025-05-13,3552.68,3552.68,Debit order,Paid,
RP-924646,LN-503263,5,2025-05-13,2025-05-15,3317.72,3317.72,EFT,Paid,
RP-924647,LN-503264,5,2025-05-03,2025-05-05,3019.12,3019.12,Debit order,Paid,
RP-924648,LN-503266,5,2025-05-19,2025-05-19,1120.16,1120.16,Debit order,Paid,
RP-924649,LN-503267,5,2025-05-24,2025-05-31,2270.41,2270.41,Debit order,Paid,
RP-924650,LN-503268,5,2025-05-16,2025-05-20,1437.88,"1,437.88",Cash,Paid,
RP-924651,LN-503269,5,28/05/2025,2025-06-01,1235.27,1235.27,Debit order,Paid,
RP-924652,LN-503270,5,2025-05-07,2025-05-13,4449.69,4449.69,Debit order,Paid,
RP-924653,LN-503271,5,2025-05-13,2025-05-13,5615.05,"5,615.05",Debit order,Paid,
RP-924654,LN-503272,5,2025-05-05,2025-05-14,4434.64,4434.64,EFT,PAID,
RP-924655,LN-503273,5,2025-05-21,,2709.23,0,Debit order,FAILED,No authority
RP-924656,LN-503274,5,2025-05-08,2025-05-11,3345.76,3345.76,Debit order,Paid,
RP-924657,LN-503275,5,2025-05-26,2025-06-04,3317.72,3317.72,Debit order,Paid,
RP-924658,LN-503276,5,22/05/2025,2025-05-25,2068.17,"2,068.17",Debit order,Paid,
RP-924659,LN-503277,5,2025-05-28,2025-06-03,2435.46,2435.46,Debit order,Paid,
RP-924660,LN-503278,5,2025-05-23,,1683.74,0,Debit order,Failed,Insufficient funds
RP-924661,LN-503279,5,2025-05-27,2025-05-28,2999.84,2999.84,EFT,Paid,
RP-924662,LN-503280,5,2025-05-24,2025-05-30,1949.43,"1,949.43",EFT,Paid,
RP-924663,LN-503282,5,20/05/2025,2025-05-23,2060.01,2060.01,Debit order,Paid,
RP-924664,LN-503283,5,2025-05-08,2025-05-16,3402.96,3402.96,Debit order,Paid,
RP-924665,LN-503284,5,2025-05-03,2025-05-07,3220.97,3220.97,Debit order,Paid,
RP-924666,LN-503285,5,2025-05-06,2025-05-08,4581.11,4581.11,Debit order,Paid,
RP-924667,LN-503287,5,2025-05-03,2025-05-04,1235.27,"1,235.27",Debit order,Paid,
RP-924668,LN-503288,5,2025-05-25,2025-06-01,4106.31,8212.62,Debit order,Paid,
RP-924669,LN-503289,5,2025-05-28,2025-05-28,10278.54,10278.54,Debit order,Paid,
RP-924670,LN-503290,5,2025-05-09,2025-05-10,942.96,942.96,Debit order,Paid,
RP-924671,LN-503291,5,05/05/2025,2025-05-14,3345.76,"3,345.76",Debit order,paid,
RP-924672,LN-503292,5,2025-05-18,,9445.87,0,Debit order,Failed,No authority
RP-924673,LN-503293,5,2025-05-25,2025-05-29,1940.31,1940.31,Debit order,PAID,
RP-924674,LN-503294,5,17/05/2025,2025-05-23,2765.56,2765.56,EFT,PAID,
RP-924675,LN-503295,5,2025-05-13,2025-05-20,1473.98,1473.98,Debit order,Paid,
RP-924676,LN-503296,5,2025-05-10,2025-05-10,3497.55,3497.55,Cash,Paid,
RP-924677,LN-503297,5,06/05/2025,2025-05-13,3700.84,3700.84,Debit order,Paid,
RP-924678,LN-503298,5,2025-05-25,2025-05-26,3345.76,3345.76,Cash,Paid,
RP-924679,LN-503299,5,07/05/2025,2025-05-11,1867.67,1867.67,Cash,Paid,
RP-924680,LN-503300,5,2025-05-22,2025-05-24,2381.07,2381.07,Debit order,Paid,
RP-924681,LN-503301,5,2025-05-25,,1608.07,0,Debit order,Failed,Account closed
RP-924682,LN-503302,5,2025-05-18,2025-05-25,2519.22,2519.22,Debit order,Paid,
RP-924683,LN-503303,5,2025-05-01,2025-05-10,4024.6,4024.6,EFT,Paid,
RP-924684,LN-503304,5,2025-05-05,2025-05-12,2846.46,2846.46,Debit order,Paid,
RP-924685,LN-503305,5,2025-05-05,2025-05-14,2545.5,2545.5,Debit order,Paid,
RP-924686,LN-503306,5,2025-05-28,,2804.17,0,Debit order,Failed,Payment stopped
RP-924687,LN-503307,5,2025-05-28,2025-06-02,2044.87,2044.87,Debit order,Paid,
RP-924688,LN-503308,5,2025-05-24,2025-05-26,1441.32,1441.32,Debit order,Paid,
RP-924689,LN-503309,5,07/05/2025,,5642.01,0,Debit order,Failed,Debit order disputed
RP-924690,LN-503310,5,2025-05-16,2025-05-22,2599.52,2599.52,Debit order,PAID,
RP-924691,LN-503311,5,2025-05-20,2025-05-20,2226.79,2226.79,Debit order,Paid,
RP-924692,LN-503312,5,2025-05-26,2025-06-01,6870.5,6870.5,Debit order,Paid,
RP-924693,LN-503313,5,17/05/2025,2025-05-25,3302.84,6605.68,Debit order,Paid,
RP-924694,LN-503314,5,26/05/2025,2025-05-30,2569.82,2569.82,Debit order,Paid,
RP-924695,LN-503315,5,2025-05-04,,1385.78,0,Cash,Failed,Account closed
RP-924696,LN-503316,5,25/05/2025,2025-05-31,2569.82,2569.82,Debit order,Paid,
RP-924697,LN-503317,5,2025-05-21,2025-05-21,5561.35,5561.35,Debit order,PAID,
RP-924698,LN-503318,5,2025-05-12,2025-05-14,10250.72,"10,250.72",Debit order,Paid,
RP-924699,LN-503319,5,15/05/2025,2025-05-18,2137.21,2137.21,Debit order,Paid,
RP-924700,LN-503320,5,2025-05-21,,1385.78,0,Debit order,Failed,Debit order disputed
RP-924701,LN-503321,5,2025-05-12,2025-05-16,2142.03,2142.03,Debit order,Paid,
RP-924702,LN-503322,5,2025-05-24,2025-06-02,2793.63,11174.52,Debit order,Paid,
RP-924703,LN-503323,5,07/05/2025,2025-05-16,3370.74,"3,370.74",Debit order,Paid,
RP-924704,LN-503324,5,25/05/2025,2025-05-27,1830.28,1830.28,Debit order,PAID,
RP-924705,LN-503325,5,06/05/2025,2025-05-06,5162.72,1917.27,Debit order,Partial,
RP-924706,LN-503326,5,2025-05-27,,2540.32,0,Debit order,Failed,Insufficient funds
RP-924707,LN-503327,5,04/05/2025,2025-05-09,3663.25,3663.25,Debit order,Paid,
RP-924708,LN-503328,5,2025-05-23,2025-06-01,1128.94,1128.94,Debit order,Paid,
RP-924709,LN-503329,5,2025-05-25,,2014.12,0,Debit order,Failed,Payment stopped
RP-924710,LN-503330,5,2025-05-09,2025-05-13,897,897,Debit order,PAID,
RP-924711,LN-503331,5,2025-05-08,2025-05-13,722.72,722.72,Debit order,Paid,
RP-924712,LN-503332,5,2025-05-19,2025-05-23,1114.68,1114.68,EFT,Paid,
RP-924713,LN-503333,5,01/05/2025,,1775.26,0,Debit order,Failed,Account closed
RP-924714,LN-503334,5,2025-05-19,2025-05-19,1835.27,1835.27,Debit order,Paid,
RP-924715,LN-503335,5,16/05/2025,2025-05-18,2778.7,5557.4,Debit order,Paid,
RP-924716,LN-503336,5,2025-05-15,2025-05-19,1468.58,1468.58,Debit order,Paid,
RP-924717,LN-503337,5,18/05/2025,2025-05-27,1219.83,"1,219.83",Debit order,Paid,
RP-924718,LN-503338,5,2025-05-21,2025-05-25,1988.86,3977.72,Debit order,Paid,
RP-924719,LN-503339,5,2025-05-23,2025-05-30,1639.11,1639.11,Debit order,Paid,
RP-924720,LN-503340,5,2025-05-09,,4130.15,0,Debit order,Failed,Payment stopped
RP-924721,LN-503342,5,2025-05-26,2025-05-29,2808.91,11235.64,Debit order,Paid,
RP-924722,LN-503343,5,2025-05-15,2025-05-18,3165.69,3165.69,Debit order,Paid,
RP-924723,LN-503344,5,2025-05-08,2025-05-08,5363.75,2773.02,Debit order,Partial,
RP-924724,LN-503345,5,09/05/2025,2025-05-15,624.73,624.73,Debit order,Paid,
RP-924725,LN-503346,5,2025-05-27,2025-05-27,1940.31,1940.31,Debit order,Paid,
RP-924726,LN-503347,5,2025-05-24,2025-05-26,2336.42,2336.42,Debit order,PAID,
RP-924727,LN-503348,5,2025-05-11,2025-05-14,2291.89,1046.37,Debit order,Partial,
RP-924728,LN-503349,5,2025-05-23,2025-06-01,4069.59,"4,069.59",Debit order,Paid,
RP-924729,LN-503350,5,2025-05-12,2025-05-17,1069.72,2139.44,Debit order,Paid,
RP-924730,LN-503351,5,2025-05-23,2025-06-01,4737.91,4737.91,Debit order,Paid,
RP-924731,LN-503352,5,2025-05-02,,1290.85,0,Cash,FAILED,Account closed
RP-924732,LN-503353,5,2025-05-08,2025-05-08,4581.11,4581.11,Cash,Paid,
RP-924733,LN-503354,5,28/05/2025,2025-06-02,3087.93,"3,087.93",Debit order,Paid,
RP-924734,LN-503355,5,2025-05-25,2025-05-26,2124.22,8496.88,Debit order,Paid,
RP-924735,LN-503356,5,2025-05-26,2025-05-26,2803.24,"2,803.24",Debit order,Paid,
RP-924736,LN-503357,5,2025-05-06,2025-05-08,2347.44,2347.44,Debit order,Paid,
RP-924737,LN-503358,5,2025-05-02,2025-05-06,2600.81,2600.81,Debit order,Paid,
RP-924738,LN-503359,5,2025-05-26,,3262.06,0,Debit order,Failed,Payment stopped
RP-924739,LN-503360,5,2025-05-20,2025-05-21,3226.98,1352.4,Debit order,Partial,
RP-924740,LN-503361,5,2025-05-15,2025-05-22,5615.05,5615.05,Debit order,Paid,
RP-924741,LN-503362,5,2025-05-05,2025-05-10,3027.51,3027.51,EFT,Paid,
RP-924742,LN-503363,5,16/05/2025,2025-05-21,2642.96,2642.96,Debit order,Paid,
RP-924743,LN-503364,5,2025-05-02,2025-05-03,8110.35,8110.35,EFT,Paid,
RP-924744,LN-503365,5,2025-05-06,2025-05-11,3289.82,3289.82,Debit order,Paid,
RP-924745,LN-503366,5,2025-05-14,2025-05-17,3917.06,3917.06,Debit order,PAID,
RP-924746,LN-503367,5,2025-05-19,2025-05-22,891.99,891.99,Debit order,Paid,
RP-924747,LN-503368,5,2025-05-23,2025-05-30,2159.35,2159.35,Debit order,paid,
RP-924748,LN-503369,5,2025-05-06,2025-05-11,1931.59,1931.59,Debit order,Paid,
RP-924749,LN-503370,5,2025-05-11,2025-05-13,3533.89,3533.89,Debit order,Paid,
RP-924750,LN-503371,5,2025-05-18,,1591.5,0,Debit order,Failed,Debit order disputed
RP-924751,LN-503372,5,2025-05-13,2025-05-21,5163.17,"5,163.17",Debit order,Paid,
RP-924752,LN-503373,5,17/05/2025,2025-05-25,5588.16,5588.16,Debit order,Paid,
RP-924753,LN-503374,5,17/05/2025,2025-05-17,2848.61,2848.61,Debit order,PAID,
RP-924754,LN-503375,5,2025-05-08,2025-05-17,1278,1278,EFT,Paid,
RP-924755,LN-503376,5,2025-05-18,2025-05-24,1708.42,3416.84,Debit order,Paid,
RP-924756,LN-503377,5,21/05/2025,,1679.35,0,Debit order,Failed,No authority
RP-924757,LN-503378,5,2025-05-11,2025-05-12,9143.51,9143.51,Debit order,Paid,
RP-924758,LN-503379,5,2025-05-08,2025-05-11,4014.04,4014.04,Debit order,Paid,
RP-924759,LN-503380,5,2025-05-04,2025-05-10,2553.66,2553.66,Debit order,Paid,
RP-924760,LN-503381,5,2025-05-22,2025-05-25,2778.7,11114.8,Debit order,Paid,
RP-924761,LN-503382,5,2025-05-19,2025-05-28,4024.6,4024.6,Debit order,Paid,
RP-924762,LN-503383,5,2025-05-06,2025-05-12,1835.27,1835.27,Debit order,Paid,
RP-924763,LN-503384,5,2025-05-04,2025-05-09,3289.82,3289.82,Debit order,Paid,
RP-924764,LN-503385,5,06/05/2025,2025-05-07,1728.29,1728.29,Debit order,Paid,
RP-924765,LN-503386,5,2025-05-03,2025-05-11,1175.45,1175.45,Debit order,PAID,
RP-924766,LN-503387,5,01/05/2025,2025-05-06,3726.9,3726.9,Debit order,Paid,
RP-924767,LN-503388,5,2025-05-25,2025-05-29,2600.51,2600.51,Debit order,Paid,
RP-924768,LN-503389,5,2025-05-23,2025-05-29,2491.3,2491.3,Debit order,Paid,
RP-924769,LN-503390,5,2025-05-17,2025-05-23,3289.82,"3,289.82",EFT,Paid,
RP-924770,LN-503391,5,01/05/2025,,2213.39,0,EFT,Failed,Debit order disputed
RP-924771,LN-503392,5,2025-05-10,2025-05-18,4195.99,20979.95,Cash,Paid,
RP-924772,LN-503393,5,2025-05-23,2025-06-01,2852.01,2852.01,Debit order,Paid,
RP-924773,LN-503394,5,2025-05-01,2025-05-01,1767.96,1767.96,Debit order,Paid,
RP-924774,LN-503395,5,2025-05-22,2025-05-30,4422.72,8845.44,Debit order,Paid,
RP-924775,LN-503396,5,2025-05-23,2025-05-31,4710.39,4710.39,Debit order,Paid,
RP-924776,LN-503398,5,08/05/2025,2025-05-16,1247.12,1247.12,Debit order,Paid,
RP-924777,LN-503399,5,2025-05-23,2025-05-29,1291.93,2583.86,Debit order,Paid,
RP-924778,LN-503400,5,2025-05-02,2025-05-07,5002.92,5002.92,Debit order,Paid,
RP-924779,LN-503401,5,2025-05-02,2025-05-11,3442.11,3442.11,Cash,Paid,
RP-924780,LN-503402,5,2025-05-10,2025-05-18,1054.73,1054.73,Debit order,Paid,
RP-924781,LN-503403,5,2025-05-23,2025-05-30,8682.17,8682.17,Debit order,Paid,
RP-924782,LN-503404,5,2025-05-24,2025-05-25,6732.45,20197.35,Debit order,Paid,
RP-924783,LN-503405,5,2025-05-03,2025-05-06,886.04,886.04,Debit order,Paid,
RP-924784,LN-503406,5,2025-05-15,2025-05-22,8682.17,"8,682.17",Debit order,Paid,
RP-924785,LN-503407,5,27/05/2025,2025-05-29,3229.74,3229.74,Debit order,Paid,
RP-924786,LN-503408,5,2025-05-24,2025-05-30,2729.5,2729.5,Debit order,PAID,
RP-924787,LN-503409,5,16/05/2025,2025-05-23,3165.69,3165.69,Debit order,Paid,
RP-924788,LN-503410,5,2025-05-05,2025-05-09,2612.84,2612.84,Debit order,paid,
RP-924789,LN-503411,5,2025-05-27,2025-05-28,1559.11,1559.11,Debit order,Paid,
RP-924790,LN-503412,5,2025-05-14,2025-05-16,5464.27,5464.27,EFT,Paid,
RP-924791,LN-503413,5,2025-05-10,,3150.68,0,Debit order,Failed,Insufficient funds
RP-924792,LN-503414,5,26/05/2025,2025-06-03,2190.13,2190.13,Debit order,Paid,
RP-924793,LN-503415,5,2025-05-02,,5063.63,0,Debit order,Failed,Payment stopped
RP-924794,LN-503416,5,2025-05-18,2025-05-23,10195.17,10195.17,Debit order,Paid,
RP-924795,LN-503417,5,2025-05-24,2025-06-01,1995.33,1995.33,Debit order,Paid,
RP-924796,LN-503418,5,2025-05-16,2025-05-20,1267.65,1267.65,Debit order,Paid,
RP-924797,LN-503419,5,2025-05-27,2025-06-05,4625.13,4625.13,Debit order,Paid,
RP-924798,LN-503420,5,2025-05-27,2025-05-29,10195.17,10195.17,Debit order,Paid,
RP-924799,LN-503421,5,17/05/2025,2025-05-24,1847.46,1847.46,Debit order,Paid,
RP-924800,LN-503422,5,2025-05-13,2025-05-20,4051.73,4051.73,Debit order,Paid,
RP-924801,LN-503423,5,28/05/2025,2025-05-30,1623.88,1623.88,Debit order,Paid,
RP-924802,LN-503424,5,16/05/2025,2025-05-22,2625.21,2625.21,Debit order,PAID,
RP-924803,LN-503425,5,2025-05-12,2025-05-12,4051.73,4051.73,Debit order,Paid,
RP-924804,LN-503426,5,2025-05-20,2025-05-28,4361.04,8722.08,Debit order,Paid,
RP-924805,LN-503427,5,2025-05-13,2025-05-22,1993.51,1993.51,Debit order,Paid,
RP-924806,LN-503428,5,07/05/2025,2025-05-08,904.19,210.03,Debit order,Partial,
RP-924807,LN-503429,5,2025-05-04,2025-05-07,2569.82,2569.82,Debit order,Paid,
RP-924808,LN-503430,5,2025-05-28,2025-05-30,2054.59,6163.77,Debit order,Paid,
RP-924809,LN-503431,5,06/05/2025,2025-05-14,5615.05,5615.05,Debit order,PAID,
RP-924810,LN-503432,5,2025-05-13,2025-05-22,1267.65,"1,267.65",Debit order,Paid,
RP-924811,LN-503433,5,2025-05-04,2025-05-07,1445.16,1445.16,Debit order,Paid,
RP-924812,LN-503435,5,19/05/2025,,1406.27,0,Debit order,Failed,Account closed
RP-924813,LN-503436,5,2025-05-12,,4942.11,0,Debit order,FAILED,Payment stopped
RP-924814,LN-503437,5,02/05/2025,,3289.82,0,Debit order,Failed,Debit order disputed
RP-924815,LN-503438,5,15/05/2025,2025-05-15,5534.61,5534.61,EFT,Paid,
RP-924816,LN-503439,5,2025-05-22,,1665.23,0,Debit order,Failed,Payment stopped
RP-924817,LN-503440,5,2025-05-08,,1720.25,0,Debit order,Failed,Debit order disputed
RP-924818,LN-503441,5,03/05/2025,2025-05-07,3245.62,3245.62,Debit order,Paid,
RP-924819,LN-503442,4,24/05/2025,2025-05-27,2499.59,2499.59,Debit order,PAID,
RP-924820,LN-503443,4,2025-05-06,2025-05-15,1317.15,1317.15,Debit order,Paid,
RP-924821,LN-503444,4,2025-05-06,2025-05-13,5615.05,"5,615.05",Debit order,Paid,
RP-924822,LN-503445,4,2025-05-26,2025-05-29,1915.34,1915.34,Debit order,Paid,
RP-924823,LN-503446,4,2025-05-04,2025-05-05,5112.46,5112.46,Debit order,Paid,
RP-924824,LN-503447,4,2025-05-18,2025-05-25,2905.56,2905.56,Debit order,Paid,
