snapshot_date,loan_id,days_past_due,outstanding_balance_zar,arrears_amount_zar,arrears_bucket
2025-08-31,LN-506774,0,33906.75,0,Current
2025-08-31,LN-506775,0,7893.19,0,Current
2025-08-31,LN-506776,0,15330.94,0,Current
2025-08-31,LN-506777,0,41438.36,0,Current
2025-08-31,LN-506778,0,29546.75,0,Current
2025-08-31,LN-506779,0,28506.66,0,Current
2025-08-31,LN-506780,0,"9,993.25",0,Current
2025-08-31,LN-506781,30,37581.47,2519.22,1-30
2025-08-31,LN-506782,0,28849.36,0,Current
2025-08-31,LN-506783,0,13846.97,0,Current
2025-08-31,LN-506784,0,23344.64,0,Current
2025-08-31,LN-506785,0,"41,437.22",0,Current
2025-08-31,LN-506786,0,37745.4,0,Current
2025-08-31,LN-506787,0,"22,215.73",0,Current
2025-08-31,LN-506788,0,47361.56,0,Current
2025-08-31,LN-506789,0,20874.17,0,Current
2025-08-31,LN-506790,30,50287.13,3317.72,1-30
2025-08-31,LN-506791,0,21829.62,0,Current
2025-08-31,LN-506792,0,34052.97,0,Current
2025-08-31,LN-506793,0,26789.66,0,Current
2025-08-31,LN-506794,0,17028.48,0,Current
2025-08-31,LN-506795,0,39925.75,0,Current
2025-08-31,LN-506796,0,33105.74,0,Current
2025-08-31,LN-506797,0,40968.58,0,Current
2025-08-31,LN-506798,60,50108.55,11122.7,31-60
2025-08-31,LN-506799,0,18220.5,0,Current
2025-08-31,LN-506800,0,21158.67,0,Current
2025-08-31,LN-506801,0,15319.6,0,Current
2025-08-31,LN-506802,0,18655.56,0,Current
2025-08-31,LN-506803,0,47505.86,0,Current
2025-08-31,LN-506804,0,23803,0,Current
2025-08-31,LN-506805,0,33495.11,0,Current
2025-08-31,LN-506806,60,51164.67,11230.1,31-60
2025-08-31,LN-506807,0,10366.75,0,Current
2025-08-31,LN-506808,0,"16,555.69",0,Current
2025-08-31,LN-506809,30,50238.91,3345.76,1-30
2025-08-31,LN-506810,0,17764.86,0,Current
2025-08-31,LN-506811,0,18502.83,0,Current
2025-08-31,LN-506812,30,22117.34,1482.1,1-30
2025-08-31,LN-506813,0,33761.61,0,Current
2025-08-31,LN-506814,0,12772.99,0,Current
2025-08-31,LN-506815,0,28554.48,0,Current
2025-08-31,LN-506816,0,47577.5,0,Current
2025-08-31,LN-506817,0,24557.55,0,Current
2025-08-31,LN-506818,0,41437.22,0,Current
2025-08-31,LN-506819,0,"27,680.53",0,Current
2025-08-31,LN-506820,0,41506.79,0,Current
2025-08-31,LN-506821,0,26376.16,0,Current
2025-08-31,LN-506823,0,41506.79,0,Current
2025-08-31,LN-506824,0,"15,780.68",0,Current
2025-08-31,LN-506825,0,27358.86,0,Current
2025-08-31,LN-506826,30,30480.65,3736.27,1-30
2025-08-31,LN-506827,60,41360.4,9052.18,31-60
2025-08-31,LN-506828,0,44052.32,0,Current
2025-08-31,LN-506829,0,20888.23,0,Current
2025-08-31,LN-506830,0,"49,439.57",0,Current
2025-08-31,LN-506831,30,39695.66,2583.95,1-30
2025-08-31,LN-506832,0,23962.99,0,Current
2025-08-31,LN-506833,0,32533.32,0,Current
2025-08-31,LN-506834,0,"13,225.60",0,Current
2025-08-31,LN-506835,0,49363.46,0,Current
2025-08-31,LN-506836,0,17412.24,0,Current
2025-08-31,LN-506837,0,13245.79,0,Current
2025-08-31,LN-506838,0,24457.76,0,Current
2025-08-31,LN-506839,0,21071.58,0,Current
2025-08-31,LN-506840,0,45610.13,0,Current
2025-08-31,LN-506842,0,10356.09,0,Current
2025-08-31,LN-506843,0,23628.87,0,Current
2025-08-31,LN-506844,0,15160.1,0,Current
2025-08-31,LN-506845,30,21636.66,1438.1,1-30
2025-08-31,LN-506846,0,5671.8,0,Current
2025-08-31,LN-506847,0,23625.99,0,Current
2025-08-31,LN-506848,0,22606.72,0,Current
2025-08-31,LN-506849,0,47361.56,0,Current
2025-08-31,LN-506850,0,23214.44,0,Current
2025-08-31,LN-506851,0,18241.13,0,Current
2025-08-31,LN-506852,0,14875.71,0,Current
2025-08-31,LN-506853,0,41506.79,0,Current
2025-08-31,LN-506854,60,9789.2,2250.54,31-60
2025-08-31,LN-506855,30,50866.18,2569.82,1-30
2025-08-31,LN-506856,0,36993.14,0,Current
2025-08-31,LN-506857,0,30310.3,0,Current
2025-08-31,LN-506858,0,"20,823.61",0,Current
2025-08-31,LN-506859,0,11590.66,0,Current
2025-08-31,LN-506860,0,18624.45,0,Current
2025-08-31,LN-506861,0,11809.27,0,Current
2025-08-31,LN-506862,0,28234.64,0,Current
2025-08-31,LN-506863,0,18192.37,0,Current
2025-08-31,LN-506864,0,10875.16,0,Current
2025-08-31,LN-506865,0,26444.78,0,Current
2025-08-31,LN-506866,0,"18,676.28",0,Current
2025-08-31,LN-506867,90,"29,034.04",8999.52,61-90
2025-08-31,LN-506868,0,10799.09,0,Current
2025-08-31,LN-506869,0,16373.76,0,Current
2025-08-31,LN-506870,0,36469.97,0,Current
2025-08-31,LN-506871,0,17203.19,0,Current
2025-08-31,LN-506872,60,30209.47,0,31-60
2025-08-31,LN-506873,0,38121.56,0,Current
2025-08-31,LN-506874,30,23628.87,0,1-30
2025-08-31,LN-506875,0,12064.91,0,Current
2025-08-31,LN-506876,0,30787.34,0,Current
2025-08-31,LN-506877,0,4322.22,0,Current
2025-08-31,LN-506878,30,23707.51,6380.23,1-30
2025-08-31,LN-506879,0,12318.81,0,Current
2025-08-31,LN-506880,0,45469.88,0,Current
2025-08-31,LN-506881,0,41437.22,0,Current
2025-08-31,LN-506882,0,43167.22,0,Current
2025-08-31,LN-506883,0,29513.42,0,Current
2025-08-31,LN-506884,0,32332.17,0,Current
2025-08-31,LN-506885,0,27726.97,0,Current
2025-08-31,LN-506886,0,32159.18,0,Current
2025-08-31,LN-506887,0,27739.62,0,Current
2025-08-31,LN-506888,60,23124.91,3585.24,31-60
2025-08-31,LN-506889,0,"10,332.10",0,Current
2025-08-31,LN-506890,0,10875.15,0,Current
2025-08-31,LN-506891,0,15282.37,0,Current
2025-08-31,LN-506892,0,40754.5,0,Current
2025-08-31,LN-506893,0,37417.09,0,Current
2025-08-31,LN-506894,0,28502.38,0,Current
2025-08-31,LN-506895,0,18593.25,0,Current
2025-08-31,LN-506896,0,9539.3,0,Current
2025-08-31,LN-506897,0,47361.55,0,Current
2025-08-31,LN-506898,0,39636.07,0,Current
2025-08-31,LN-506899,30,26333.15,3236.3,1-30
2025-08-31,LN-506900,0,47053.63,0,Current
2025-08-31,LN-506901,0,41576.15,0,Current
2025-08-31,LN-506902,0,39864.3,0,Current
2025-08-31,LN-506903,0,31036.99,0,Current
2025-08-31,LN-506904,0,18604.47,0,Current
2025-08-31,LN-506905,0,20313.36,0,Current
2025-08-31,LN-506906,0,12109.07,0,Current
2025-08-31,LN-506907,0,9356.02,0,Current
2025-08-31,LN-506908,0,12263.04,0,Current
2025-08-31,LN-506909,0,"18,063.12",0,Current
2025-08-31,LN-506910,0,26619.39,0,Current
2025-08-31,LN-506911,0,31832.02,0,Current
2025-08-31,LN-506912,0,10763.18,0,Current
2025-08-31,LN-506913,0,47648.72,0,Current
2025-08-31,LN-506914,0,31377.39,0,Current
2025-08-31,LN-506915,0,33467.39,0,Current
2025-08-31,LN-506916,0,"41,048.36",0,Current
2025-08-31,LN-506917,0,47505.86,0,Current
2025-08-31,LN-506918,0,45399.32,0,Current
2025-08-31,LN-506919,0,22837.93,0,Current
2025-08-31,LN-506920,0,41437.22,0,Current
2025-08-31,LN-506921,0,49363.46,0,Current
2025-08-31,LN-506922,0,29014.6,0,Current
2025-08-31,LN-506923,0,25615.22,0,Current
2025-08-31,LN-506924,0,49439.57,0,Current
2025-08-31,LN-506925,0,29277.47,0,Current
2025-08-31,LN-506926,0,25701.08,0,Current
2025-08-31,LN-506927,0,"24,935.29",0,Current
2025-08-31,LN-506928,0,21348.45,0,Current
2025-08-31,LN-506929,0,45399.32,0,Current
2025-08-31,LN-506930,0,47433.89,0,Current
2025-08-31,LN-506931,0,25202.17,0,Current
2025-08-31,LN-506932,0,26012.35,0,Current
2025-08-31,LN-506933,0,36363.26,0,Current
2025-08-31,LN-506934,0,28677.79,0,Current
2025-08-31,LN-506935,30,7092.41,422.49,1-30
2025-08-31,LN-506936,0,26335.69,0,Current
2025-08-31,LN-506937,0,23157.99,0,Current
2025-08-31,LN-506938,0,34453.66,0,Current
2025-08-31,LN-506939,0,14210.07,0,Current
2025-08-31,LN-506940,0,8410.34,0,Current
2025-08-31,LN-506941,0,19392.68,0,Current
2025-08-31,LN-506942,0,45610.13,0,Current
2025-08-31,LN-506943,0,41576.15,0,Current
2025-08-31,LN-506944,0,10865.06,0,Current
2025-08-31,LN-506945,60,43266.08,9869.92,31-60
2025-08-31,LN-506946,0,9071.3,0,Current
2025-08-31,LN-506947,0,9553.7,0,Current
2025-08-31,LN-506948,60,43300.76,9521.3,31-60
2025-08-31,LN-506949,0,44714.8,0,Current
2025-08-31,LN-506950,0,16348.65,0,Current
2025-08-31,LN-506951,0,30740.69,0,Current
2025-08-31,LN-506952,0,25028.45,0,Current
2025-08-31,LN-506953,0,47505.87,0,Current
2025-08-31,LN-506954,0,32533.32,0,Current
2025-08-31,LN-506955,0,41782.02,0,Current
2025-08-31,LN-506956,0,"16,082.80",0,Current
2025-08-31,LN-506957,0,17554.3,0,Current
2025-08-31,LN-506958,60,18404.31,2918.14,31-60
2025-08-31,LN-506959,0,"11,038.63",0,Current
2025-08-31,LN-506960,0,23136.89,0,Current
2025-08-31,LN-506961,0,10954.12,0,Current
2025-08-31,LN-506962,0,16580.78,0,Current
2025-08-31,LN-506963,0,47361.56,0,Current
2025-08-31,LN-506964,0,30421.33,0,Current
2025-08-31,LN-506965,0,"14,875.71",0,Current
2025-08-31,LN-506966,0,12438.93,0,Current
2025-08-31,LN-506967,0,7385.17,0,Current
2025-08-31,LN-506968,0,31864.49,0,Current
2025-08-31,LN-506969,0,"24,896.59",0,Current
2025-08-31,LN-506970,0,11590.66,0,Current
2025-08-31,LN-506971,30,25534.02,2213.39,1-30
2025-08-31,LN-506972,0,21789.85,0,Current
2025-08-31,LN-506973,0,37684.64,0,Current
2025-08-31,LN-506974,30,23509.16,0,1-30
2025-08-31,LN-506975,0,10816.97,0,Current
2025-08-31,LN-506976,60,15482.29,2065.24,31-60
2025-08-31,LN-506977,0,10042.36,0,Current
2025-08-31,LN-506978,30,24514.32,2999.84,1-30
2025-08-31,LN-506979,0,"21,520.69",0,Current
2025-08-31,LN-506980,0,"41,645.33",0,Current
2025-08-31,LN-506981,0,"9,519.20",0,Current
2025-08-31,LN-506982,0,45399.32,0,Current
2025-08-31,LN-506983,90,53986.76,16464.39,61-90
2025-08-31,LN-506984,0,"42,640.42",0,Current
2025-08-31,LN-506985,0,17655.75,0,Current
2025-08-31,LN-506986,0,14510.39,0,Current
2025-08-31,LN-506987,0,18271.46,0,Current
2025-08-31,LN-506988,0,26706.8,0,Current
2025-08-31,LN-506989,30,"14,570.79",1049.36,1-30
2025-08-31,LN-506990,30,36150.81,3027.51,1-30
2025-08-31,LN-506991,30,41401.85,3484.34,1-30
2025-08-31,LN-506992,60,19962.14,3177,31-60
2025-08-31,LN-506993,30,46881.94,4078.96,1-30
2025-08-31,LN-506994,0,"47,361.56",0,Current
2025-08-31,LN-506995,0,29016.64,0,Current
2025-08-31,LN-506996,60,45407.78,6973.82,31-60
2025-08-31,LN-506997,0,21283.98,0,Current
2025-08-31,LN-506998,0,18447,0,Current
2025-08-31,LN-506999,30,25232.87,6787.31,1-30
2025-08-31,LN-507000,0,21142.23,0,Current
2025-08-31,LN-507001,30,12098.05,1555.2,1-30
2025-08-31,LN-507002,30,46289.35,5642.01,1-30
2025-08-31,LN-507003,0,6232.65,0,Current
2025-08-31,LN-507004,0,10018.03,0,Current
2025-08-31,LN-507005,0,11610.04,0,Current
2025-08-31,LN-507006,0,41645.33,0,Current
2025-08-31,LN-507007,0,9920.82,0,Current
2025-08-31,LN-507008,0,26051.83,0,Current
2025-08-31,LN-507009,0,37116.59,0,Current
2025-08-31,LN-507010,0,"25,427.78",0,Current
2025-08-31,LN-507011,0,45469.88,0,Current
2025-08-31,LN-507012,0,26091.07,0,Current
2025-08-31,LN-507013,90,29340.8,5401.86,61-90
2025-08-31,LN-507014,0,33947.67,0,Current
2025-08-31,LN-507015,0,47433.89,0,Current
2025-08-31,LN-507016,0,12225.09,0,Current
2025-08-31,LN-507018,0,12772.98,0,Current
2025-08-31,LN-507019,0,25500.54,0,Current
2025-08-31,LN-507020,0,20920.3,0,Current
2025-08-31,LN-507021,0,27562.55,0,Current
2025-08-31,LN-507022,0,23214.44,0,Current
2025-08-31,LN-507023,0,25881.75,0,Current
2025-08-31,LN-507024,0,24121.02,0,Current
2025-08-31,LN-507025,0,16107.22,0,Current
2025-08-31,LN-507026,0,34050.51,0,Current
2025-08-31,LN-507027,0,27358.86,0,Current
2025-08-31,LN-507028,0,22215.73,0,Current
2025-08-31,LN-507029,30,26126.65,1738.95,1-30
2025-08-31,LN-507030,0,20888.23,0,Current
2025-08-31,LN-507031,0,31503.28,0,Current
2025-08-31,LN-507032,0,22702.5,0,Current
2025-08-31,LN-507033,0,23136.89,0,Current
2025-08-31,LN-507034,0,33495.11,0,Current
2025-08-31,LN-507035,0,31638.03,0,Current
2025-08-31,LN-507036,0,17412.24,0,Current
2025-08-31,LN-507037,30,30925.8,3884.39,1-30
2025-08-31,LN-507038,0,35522.85,0,Current
2025-08-31,LN-507039,0,38479.53,0,Current
2025-08-31,LN-507040,0,41576.15,0,Current
2025-08-31,LN-507041,0,29546.75,0,Current
2025-08-31,LN-507042,0,45469.88,0,Current
2025-08-31,LN-507043,0,25388.54,0,Current
2025-08-31,LN-507044,0,47505.86,0,Current
2025-08-31,LN-507045,0,45610.13,0,Current
2025-08-31,LN-507046,0,"15,009.81",0,Current
2025-08-31,LN-507047,30,48930.75,4106.31,1-30
2025-08-31,LN-507048,0,13245.68,0,Current
2025-08-31,LN-507049,60,26646.5,3413.68,31-60
2025-08-31,LN-507050,0,29546.75,0,Current
2025-08-31,LN-507051,0,"13,636.53",0,Current
2025-08-31,LN-507052,0,"47,433.89",0,Current
2025-08-31,LN-507053,30,36184.18,2361.15,1-30
2025-08-31,LN-507054,0,16168.92,0,Current
2025-08-31,LN-507055,0,14057.14,0,Current
2025-08-31,LN-507056,0,41506.79,0,Current
2025-08-31,LN-507057,0,13245.68,0,Current
2025-08-31,LN-507058,0,41645.33,0,Current
2025-08-31,LN-507059,0,17683.2,0,Current
2025-08-31,LN-507060,0,14900.67,0,Current
2025-08-31,LN-507061,0,28187.75,0,Current
2025-08-31,LN-507062,0,14191.47,0,Current
2025-08-31,LN-507063,30,"45,774.15",3897.27,1-30
2025-08-31,LN-507064,0,20823.61,0,Current
2025-08-31,LN-507065,0,20811.17,0,Current
2025-08-31,LN-507066,0,32746.63,0,Current
2025-08-31,LN-507067,0,24830.7,0,Current
2025-08-31,LN-507068,0,13763.23,0,Current
2025-08-31,LN-507069,0,24913.59,0,Current
2025-08-31,LN-507070,0,42585.53,0,Current
2025-08-31,LN-507071,0,6625.66,0,Current
2025-08-31,LN-507072,0,45469.89,0,Current
2025-08-31,LN-507073,0,35996.41,0,Current
2025-08-31,LN-507074,0,21657.74,0,Current
2025-08-31,LN-507075,30,50287.13,3317.72,1-30
2025-08-31,LN-507076,0,47505.86,0,Current
2025-08-31,LN-507077,0,"31,811.12",0,Current
2025-08-31,LN-507078,0,"47,577.50",0,Current
2025-08-31,LN-507079,30,11547.58,3098.59,1-30
2025-08-31,LN-507080,0,47720.28,0,Current
2025-08-31,LN-507081,90,34681.49,7593,61-90
2025-08-31,LN-507082,0,15182.96,0,Current
2025-08-31,LN-507083,0,22115.43,0,Current
2025-08-31,LN-507084,0,41506.79,0,Current
2025-08-31,LN-507085,0,33998.58,0,Current
2025-08-31,LN-507086,0,30313.78,0,Current
2025-08-31,LN-507087,0,33631.38,0,Current
2025-08-31,LN-507088,0,14234.43,0,Current
2025-08-31,LN-507089,0,21309.23,0,Current
2025-08-31,LN-507090,0,40050.96,0,Current
2025-08-31,LN-507091,30,11091.75,775.77,1-30
2025-08-31,LN-507092,0,"38,837.71",0,Current
2025-08-31,LN-507093,0,45284.65,0,Current
2025-08-31,LN-507094,90,23126.03,14217.36,61-90
2025-08-31,LN-507095,0,19657.43,0,Current
2025-08-31,LN-507096,0,21276.17,0,Current
2025-08-31,LN-507097,0,41437.22,0,Current
2025-08-31,LN-507098,30,26801.02,1803.16,1-30
2025-08-31,LN-507099,0,35672.03,0,Current
2025-08-31,LN-507100,60,9003.92,1488.92,31-60
2025-08-31,LN-507101,0,29474.99,0,Current
2025-08-31,LN-507102,0,29546.75,0,Current
2025-08-31,LN-507103,0,40679.07,0,Current
2025-08-31,LN-507104,0,29546.75,0,Current
2025-08-31,LN-507105,0,"26,525.36",0,Current
2025-08-31,LN-507106,0,36240.85,0,Current
2025-08-31,LN-507107,30,"13,428.10",3622.68,1-30
2025-08-31,LN-507108,60,36269.67,7951.86,31-60
2025-08-31,LN-507109,0,45540.14,0,Current
2025-08-31,LN-507110,0,"40,298.46",0,Current
2025-08-31,LN-507111,0,12004.43,0,Current
2025-08-31,LN-507112,0,12281.36,0,Current
2025-08-31,LN-507113,30,18073.49,1245.34,1-30
2025-08-31,LN-507114,0,20347.15,0,Current
2025-08-31,LN-507115,0,41437.22,0,Current
2025-08-31,LN-507116,30,9482.2,874.45,1-30
2025-08-31,LN-507117,0,26706.8,0,Current
2025-08-31,LN-507118,0,41576.15,0,Current
2025-08-31,LN-507119,0,17926.69,0,Current
2025-08-31,LN-507120,90,41358.11,9082.53,61-90
2025-08-31,LN-507121,90,32455.96,9828.78,61-90
2025-08-31,LN-507122,0,45469.89,0,Current
2025-08-31,LN-507123,0,20369.2,0,Current
2025-08-31,LN-507124,30,13244.7,1141.47,1-30
2025-08-31,LN-507125,0,6162.64,0,Current
2025-08-31,LN-507126,0,12459.6,0,Current
2025-08-31,LN-507127,0,45469.88,0,Current
2025-08-31,LN-507128,0,41576.15,0,Current
2025-08-31,LN-507129,0,45610.13,0,Current
2025-08-31,LN-507130,0,12753.51,0,Current
2025-08-31,LN-507131,0,10349.41,0,Current
2025-08-31,LN-507132,0,23193.6,0,Current
2025-08-31,LN-507133,0,45399.32,0,Current
2025-08-31,LN-507134,0,35112.46,0,Current
2025-08-31,LN-507135,0,24934.18,0,Current
2025-08-31,LN-507136,0,35924.66,0,Current
2025-08-31,LN-507137,0,22284.28,0,Current
2025-08-31,LN-507138,0,47361.56,0,Current
2025-08-31,LN-507139,0,17655.75,0,Current
2025-08-31,LN-507140,60,34578.4,5415.46,31-60
2025-08-31,LN-507141,0,29845.53,0,Current
2025-08-31,LN-507142,0,7258.3,0,Current
2025-08-31,LN-507143,0,43889.4,0,Current
2025-08-31,LN-507144,30,"30,941.50",3791.83,1-30
2025-08-31,LN-507145,0,41506.79,0,Current
2025-08-31,LN-507146,30,11581.91,814.28,1-30
2025-08-31,LN-507147,0,30879.92,0,Current
2025-08-31,LN-507148,0,29474.99,0,Current
2025-08-31,LN-507149,0,15097.95,0,Current
2025-08-31,LN-507150,0,18559.44,0,Current
2025-08-31,LN-507151,0,41437.22,0,Current
2025-08-31,LN-507152,0,42108.04,0,Current
2025-08-31,LN-507153,0,34906.94,0,Current
2025-08-31,LN-507154,0,49286.84,0,Current
2025-08-31,LN-507155,0,29484.99,0,Current
2025-08-31,LN-507156,0,16530.41,0,Current
2025-08-31,LN-507157,0,20277.21,0,Current
2025-08-31,LN-507158,0,47505.86,0,Current
2025-08-31,LN-507160,0,23623.61,0,Current
2025-08-31,LN-507161,0,45469.88,0,Current
2025-08-31,LN-507162,0,15845.54,0,Current
2025-08-31,LN-507163,30,35209.18,2928.01,1-30
2025-08-31,LN-507164,30,41437.22,0,1-30
2025-08-31,LN-507165,0,16997.81,0,Current
2025-08-31,LN-507166,0,29474.99,0,Current
2025-08-31,LN-507167,0,30984.99,0,Current
2025-08-31,LN-507168,0,42651.36,0,Current
2025-08-31,LN-507169,0,23648.26,0,Current
2025-08-31,LN-507170,0,44854.79,0,Current
2025-08-31,LN-507171,0,36469.97,0,Current
2025-08-31,LN-507172,0,31863.05,0,Current
2025-08-31,LN-507173,0,32632.02,0,Current
2025-08-31,LN-507174,0,38328.48,0,Current
2025-08-31,LN-507175,0,27611.92,0,Current
2025-08-31,LN-507176,30,38109.95,10103.4,1-30
2025-08-31,LN-507177,30,20423.34,2466.99,1-30
2025-08-31,LN-507178,0,28011.08,0,Current
2025-08-31,LN-507179,0,17256.53,0,Current
2025-08-31,LN-507180,0,14254.55,0,Current
2025-08-31,LN-507181,0,24416.99,0,Current
2025-08-31,LN-507182,60,49551.68,11230.1,31-60
2025-08-31,LN-507183,0,29845.53,0,Current
2025-08-31,LN-507184,30,20594.26,1397.19,1-30
2025-08-31,LN-507185,0,36993.14,0,Current
2025-08-31,LN-507186,0,33145.06,0,Current
2025-08-31,LN-507187,0,28093.58,0,Current
2025-08-31,LN-507188,0,20011.01,0,Current
2025-08-31,LN-507189,0,14210.06,0,Current
2025-08-31,LN-507190,0,30389.4,0,Current
2025-08-31,LN-507191,0,11760.68,0,Current
2025-08-31,LN-507192,0,11485.44,0,Current
2025-08-31,LN-507193,0,"36,776.54",0,Current
2025-08-31,LN-507194,0,34477.44,0,Current
2025-08-31,LN-507195,0,17514.6,0,Current
2025-08-31,LN-507196,0,18928,0,Current
2025-08-31,LN-507197,0,45691.26,0,Current
2025-08-31,LN-507198,0,21424.04,0,Current
2025-08-31,LN-507199,0,20486.74,0,Current
2025-08-31,LN-507200,0,32223.88,0,Current
2025-08-31,LN-507201,0,19893.06,0,Current
2025-08-31,LN-507202,0,22528.08,0,Current
2025-08-31,LN-507203,0,16490.66,0,Current
2025-08-31,LN-507204,0,23447.32,0,Current
2025-08-31,LN-507205,0,41386.98,0,Current
2025-08-31,LN-507206,30,22868.3,2557.56,1-30
2025-08-31,LN-507207,0,38041.66,0,Current
2025-08-31,LN-507208,30,21379.33,1066.49,1-30
2025-08-31,LN-507209,0,17895.76,0,Current
2025-08-31,LN-507210,0,13708.2,0,Current
2025-08-31,LN-507211,60,15091.18,1887.62,31-60
2025-08-31,LN-507212,0,43440.44,0,Current
2025-08-31,LN-507213,0,34018.76,0,Current
2025-08-31,LN-507214,0,27621.44,0,Current
2025-08-31,LN-507215,0,39422.14,0,Current
2025-08-31,LN-507216,0,26611.16,0,Current
2025-08-31,LN-507217,0,26709.36,0,Current
2025-08-31,LN-507218,0,16077.14,0,Current
2025-08-31,LN-507219,0,43097.46,0,Current
2025-08-31,LN-507220,0,12804.1,0,Current
2025-08-31,LN-507221,0,35316.79,0,Current
2025-08-31,LN-507222,0,16529.66,0,Current
2025-08-31,LN-507223,60,39384.06,0,31-60
2025-08-31,LN-507224,0,8227.54,0,Current
2025-08-31,LN-507225,0,31229.66,0,Current
2025-08-31,LN-507226,30,11116.01,755.38,1-30
2025-08-31,LN-507227,0,40876.57,0,Current
2025-08-31,LN-507228,0,32922.2,0,Current
2025-08-31,LN-507229,0,48751.76,0,Current
2025-08-31,LN-507230,60,16199.7,2017.16,31-60
2025-08-31,LN-507231,0,24776.32,0,Current
2025-08-31,LN-507232,30,39801.48,0,1-30
2025-08-31,LN-507233,0,30622.82,0,Current
2025-08-31,LN-507234,0,22406.72,0,Current
2025-08-31,LN-507235,0,50110,0,Current
2025-08-31,LN-507236,0,30946.94,0,Current
2025-08-31,LN-507237,0,50014.26,0,Current
2025-08-31,LN-507238,0,17437.06,0,Current
2025-08-31,LN-507239,0,17949.72,0,Current
2025-08-31,LN-507240,0,20417.42,0,Current
2025-08-31,LN-507241,0,46201.2,0,Current
2025-08-31,LN-507242,0,15527.74,0,Current
2025-08-31,LN-507243,0,29422.48,0,Current
2025-08-31,LN-507244,30,40636.58,2520.29,1-30
2025-08-31,LN-507245,30,15851.49,1049.36,1-30
2025-08-31,LN-507246,0,17850.48,0,Current
2025-08-31,LN-507247,0,41643.04,0,Current
2025-08-31,LN-507248,60,29501.86,10928.56,31-60
2025-08-31,LN-507249,0,15447.14,0,Current
2025-08-31,LN-507250,0,42525.78,0,Current
2025-08-31,LN-507251,0,43975.74,0,Current
2025-08-31,LN-507252,0,18372.96,0,Current
2025-08-31,LN-507254,0,16519.64,0,Current
2025-08-31,LN-507255,0,18391.4,0,Current
2025-08-31,LN-507256,0,"40,888.40",0,Current
2025-08-31,LN-507257,0,48657.88,0,Current
2025-08-31,LN-507258,0,38137.32,0,Current
2025-08-31,LN-507259,0,19271.86,0,Current
2025-08-31,LN-507260,0,15042.7,0,Current
2025-08-31,LN-507261,60,36707.2,5343.9,31-60
2025-08-31,LN-507262,0,41643.04,0,Current
2025-08-31,LN-507263,0,38395.64,0,Current
2025-08-31,LN-507264,0,50310.67,0,Current
2025-08-31,LN-507265,0,22482.82,0,Current
2025-08-31,LN-507266,0,34510.6,0,Current
2025-08-31,LN-507267,0,23195.16,0,Current
2025-08-31,LN-507268,0,26928.84,0,Current
2025-08-31,LN-507269,0,40848.96,0,Current
2025-08-31,LN-507270,0,25412.22,0,Current
2025-08-31,LN-507271,0,50014.26,0,Current
2025-08-31,LN-507272,0,23960.46,0,Current
2025-08-31,LN-507273,0,37886.48,0,Current
2025-08-31,LN-507274,0,19950.54,0,Current
2025-08-31,LN-507275,0,18471.09,0,Current
2025-08-31,LN-507276,0,14450.98,0,Current
2025-08-31,LN-507277,0,38395.64,0,Current
2025-08-31,LN-507278,0,24436.06,0,Current
2025-08-31,LN-507279,0,38884.32,0,Current
2025-08-31,LN-507280,0,24743.42,0,Current
2025-08-31,LN-507281,0,10577.72,0,Current
2025-08-31,LN-507282,0,51249.56,0,Current
2025-08-31,LN-507283,0,26929.08,0,Current
2025-08-31,LN-507284,0,33538.64,0,Current
2025-08-31,LN-507285,0,46016.48,0,Current
2025-08-31,LN-507286,0,12994.08,0,Current
2025-08-31,LN-507287,60,22806.27,2859.14,31-60
2025-08-31,LN-507288,0,17484.78,0,Current
2025-08-31,LN-507289,0,13310.9,0,Current
2025-08-31,LN-507290,0,46016.48,0,Current
2025-08-31,LN-507291,0,44291.24,0,Current
2025-08-31,LN-507292,0,35397.66,0,Current
2025-08-31,LN-507293,60,50762.95,20390.34,31-60
2025-08-31,LN-507294,0,46062.86,0,Current
2025-08-31,LN-507295,0,50014.26,0,Current
2025-08-31,LN-507296,0,28623.7,0,Current
2025-08-31,LN-507297,30,29890.15,1481.94,1-30
2025-08-31,LN-507298,0,32911.96,0,Current
2025-08-31,LN-507299,0,49966.04,0,Current
2025-08-31,LN-507300,0,16012.78,0,Current
2025-08-31,LN-507301,0,50014.26,0,Current
2025-08-31,LN-507302,0,18455.78,0,Current
2025-08-31,LN-507303,0,25738.34,0,Current
2025-08-31,LN-507304,0,"26,637.98",0,Current
2025-08-31,LN-507305,0,32266.17,0,Current
2025-08-31,LN-507306,60,11765.64,2461.46,31-60
2025-08-31,LN-507307,0,33758,0,Current
2025-08-31,LN-507308,0,39463.02,0,Current
2025-08-31,LN-507309,30,28565.54,6244.63,1-30
2025-08-31,LN-507310,0,47426.4,0,Current
2025-08-31,LN-507311,0,20668.8,0,Current
2025-08-31,LN-507312,0,39423.6,0,Current
2025-08-31,LN-507313,0,45273.42,0,Current
2025-08-31,LN-507314,60,23959.3,2308.04,31-60
2025-08-31,LN-507315,0,18437.96,0,Current
2025-08-31,LN-507316,0,25277.14,0,Current
2025-08-31,LN-507317,0,46109.1,0,Current
2025-08-31,LN-507318,0,"49,966.04",0,Current
2025-08-31,LN-507319,0,46016.48,0,Current
2025-08-31,LN-507320,60,25067.8,3078.62,31-60
