loan_id,writeoff_date,outstanding_at_writeoff_zar,recovery_to_date_zar
LN-506135,2026-01-31,21576.21,1526.35
LN-506139,2026-01-31,15460.97,562.38
LN-506150,2026-01-31,21899.96,1882.76
LN-506173,2026-01-31,17898.95,909.41
LN-506185,2026-01-31,24662.93,2570.16
LN-506277,2026-01-31,15316.61,694.23
LN-506411,2026-01-31,24967.93,267.65
LN-506421,2026-01-31,32419.28,2023.72
LN-506655,2026-01-31,34116.31,1577.22
LN-506734,2026-01-31,32770.81,2579.73
LN-506896,2026-01-31,9769.03,408.15
LN-506952,2026-01-31,25502.05,0
LN-506982,2026-01-31,46763.67,2503.03
LN-507076,2026-01-31,46240.23,4003.46
LN-507138,2026-01-31,48725.91,1111.77
LN-507327,2026-01-31,47616.8,5167.88
LN-507391,2026-01-31,41890.3,4965.51
LN-507418,2026-01-31,29249.46,1505.43
LN-507607,2026-01-31,12222.19,999.9
LN-507609,2026-01-31,47837.87,1819.46
LN-507664,2026-01-31,51378.61,2421.59
LN-507668,2026-01-31,23126.22,1738.45
LN-507865,2026-01-31,36242.27,1.96
LN-507910,2026-01-31,43380.71,2127.21
LN-508043,2026-01-31,18860.14,3069.84
LN-508047,2026-01-31,48314.05,2316.27
LN-508067,2026-01-31,24461.59,2460.15
LN-508091,2026-01-31,32493.26,1486.3
LN-508110,2026-01-31,34700.44,1427.52
LN-508172,2026-01-31,19060.06,1881.92
LN-508221,2026-01-31,41663,1785.99
LN-508249,2026-01-31,52006.4,6984.02
LN-508312,2026-01-31,23840.49,1463.71
LN-508734,2026-01-31,19367.08,1691.66
LN-508846,2026-01-31,38230.73,347.46
LN-508947,2026-01-31,38448.07,3611.17
LN-508948,2026-01-31,27775.85,1902.51
LN-508993,2026-01-31,17161.81,1343.79
LN-509054,2026-01-31,27794.86,2192.29
LN-509077,2026-01-31,54542.21,1352.41
LN-509086,2026-01-31,31618.41,2558.07
LN-509096,2026-01-31,18426.11,284.29
LN-509123,2026-01-31,15017.36,1366.39
LN-509178,2026-01-31,56539.35,3175.5
LN-509207,2026-01-31,15062.71,1755.48
LN-509220,2026-01-31,21539.48,866.69
LN-509280,2026-01-31,22586.27,1603.19
LN-509297,2026-01-31,16879.97,112.79
LN-509301,2026-01-31,31791.9,2477.7
LN-509312,2026-01-31,35966.49,1342.55
LN-509356,2026-01-31,14366.7,579.94
LN-509406,2026-01-31,46597.84,6123.88
LN-509410,2026-01-31,40109.95,4015.75
LN-509424,2026-01-31,30670.25,1609.86
LN-509427,2026-01-31,40952.03,5365.21
LN-509430,2026-01-31,33063.6,624.38
LN-509437,2026-01-31,13759.75,800.14
LN-509442,2026-01-31,12638.45,1339.29
LN-509638,2026-01-31,34331.04,2665.48
LN-509668,2026-01-31,42361.8,2832.06
LN-500406,2026-02-28,6202.54,499.97
LN-500517,2026-02-28,11695.97,881.8
LN-500835,2026-02-28,17196.22,0
LN-500874,2026-02-28,27781.93,3855.35
LN-501277,2026-02-28,8417.41,269.65
LN-501436,2026-02-28,7418.51,511.96
LN-501703,2026-02-28,18834.32,554.21
LN-501738,2026-02-28,11165,749.32
LN-501793,2026-02-28,28545.76,3128.63
LN-501797,2026-02-28,6527.17,48.9
LN-502271,2026-02-28,6370.6,0
LN-502758,2026-02-28,12035.67,45.82
LN-502992,2026-02-28,16463.19,1527.03
LN-503295,2026-02-28,13031.63,523.66
LN-503405,2026-02-28,8475.71,1098.82
LN-503628,2026-02-28,14111.59,0
LN-503694,2026-02-28,7698.79,431.2
LN-503802,2026-02-28,18874.52,980.24
LN-503933,2026-02-28,14262.82,1284.83
LN-504109,2026-02-28,17236.99,808.15
LN-504247,2026-02-28,35208.39,5732.01
LN-504361,2026-02-28,27271.05,1079.7
LN-504562,2026-02-28,29631.63,2705.77
LN-504672,2026-02-28,29876.25,0
LN-504695,2026-02-28,24441.13,2155.79
LN-504913,2026-02-28,10959.5,875.7
LN-504977,2026-02-28,14877.44,11.14
LN-505008,2026-02-28,31882.15,1279.67
LN-505052,2026-02-28,27104.07,1948.82
LN-505334,2026-02-28,33995.51,1958.39
LN-505560,2026-02-28,5873.2,581.83
LN-505626,2026-02-28,12857.01,1197.2
LN-505762,2026-02-28,37176.73,1959.47
LN-505773,2026-02-28,11879.74,203.27
LN-505774,2026-02-28,28457.38,2695.79
LN-505780,2026-02-28,9795.97,327.27
LN-506128,2026-02-28,5800.62,774
LN-506133,2026-02-28,22830.5,2774.07
LN-506241,2026-02-28,42080.44,4899.49
LN-506271,2026-02-28,26315.38,1827.48
LN-506321,2026-02-28,30420.46,3578.41
LN-506384,2026-02-28,33515.12,2933.11
LN-506515,2026-02-28,43858.79,2579.29
LN-506568,2026-02-28,14151.47,0
LN-506575,2026-02-28,23816.3,863.17
LN-506608,2026-02-28,46409.35,3943.06
LN-506692,2026-02-28,21562.9,2817.44
LN-506708,2026-02-28,35019.22,308.9
LN-506716,2026-02-28,46772,3605.91
LN-506777,2026-02-28,40062.05,0
LN-506868,2026-02-28,8934.14,1544.85
LN-507211,2026-02-28,13357.19,1140.13
LN-507219,2026-02-28,39001.74,4523.91
LN-507239,2026-02-28,15728.36,1025.81
LN-507266,2026-02-28,31872.73,625.21
LN-507378,2026-02-28,17411.56,2413.51
LN-507443,2026-02-28,17554.8,1453.35
LN-507479,2026-02-28,12847.11,1445.5
LN-507641,2026-02-28,25748.96,1767.95
LN-507659,2026-02-28,16327.37,0
LN-507720,2026-02-28,18441.85,2071.18
LN-507764,2026-02-28,15132.01,500.97
LN-507847,2026-02-28,47327.22,3562.36
LN-507853,2026-02-28,28366.03,1386.54
LN-507861,2026-02-28,46964.35,5913.65
LN-507874,2026-02-28,42973.88,3857.09
LN-507907,2026-02-28,22790.04,1672.5
LN-508114,2026-02-28,26976.34,1457.99
LN-508183,2026-02-28,23622.37,3836.54
LN-508188,2026-02-28,19671.41,168.29
LN-508223,2026-02-28,48404.74,3018.64
LN-508293,2026-02-28,37852.7,4319.34
LN-508308,2026-02-28,48634.57,1325.01
LN-508319,2026-02-28,17413.2,47.78
LN-508368,2026-02-28,22878.07,2446.56
LN-508379,2026-02-28,21844.07,2215.94
LN-508399,2026-02-28,44687.03,0
LN-508485,2026-02-28,33895.59,3593.89
LN-508659,2026-02-28,48402.27,3736.57
LN-508810,2026-02-28,34963.02,3718.21
LN-508875,2026-02-28,45302.41,3150.16
LN-508879,2026-02-28,49919.74,1112.64
LN-509043,2026-02-28,18271.1,1422.26
LN-509155,2026-02-28,36061.43,3669.22
LN-509307,2026-02-28,23295.27,3537.97
LN-509348,2026-02-28,19236.58,2025.38
LN-509451,2026-02-28,45820.26,7493
LN-509478,2026-02-28,12026.5,1270.3
LN-509683,2026-02-28,35060.26,170.33
LN-509946,2026-02-28,36447.68,5676.16
LN-509999,2026-02-28,35111.02,2433.69
LN-510017,2026-02-28,39139.12,3085.93
LN-510050,2026-02-28,23290.7,1780.33
LN-510085,2026-02-28,55064.59,0
LN-510104,2026-02-28,21048.1,1874.28
LN-510112,2026-02-28,8051.07,1023.56
LN-510120,2026-02-28,47357.44,5020.96
LN-510125,2026-02-28,54408.56,1251.6
LN-510186,2026-02-28,32964.23,905.56
LN-510207,2026-02-28,18821.85,2737.51
LN-510230,2026-02-28,22972.18,754.55
LN-510304,2026-02-28,56539.35,3239.16
LN-510335,2026-02-28,43998.79,501.96
LN-510341,2026-02-28,15360.07,839.03
LN-510427,2026-02-28,35351.59,2945.8
LN-510490,2026-02-28,24211.2,1910.59
LN-510543,2026-02-28,8330.15,441.08
LN-510548,2026-02-28,14158.42,957
LN-500188,2026-03-31,3056.2,166.31
LN-500358,2026-03-31,13221.35,425.64
LN-500449,2026-03-31,8436.2,395.85
LN-500696,2026-03-31,6134.71,354.17
LN-501195,2026-03-31,6157.39,387.14
LN-501426,2026-03-31,7186.98,537.89
LN-501430,2026-03-31,22687.44,2030.72
LN-501502,2026-03-31,23897.98,0
LN-501628,2026-03-31,12362.84,0
LN-501666,2026-03-31,25574.91,2953.31
LN-501707,2026-03-31,11766.28,2006.21
LN-501903,2026-03-31,9566.25,357.86
LN-502043,2026-03-31,19757.12,203.23
LN-502710,2026-03-31,9379.65,575.34
LN-502831,2026-03-31,13515.17,1245.96
LN-502870,2026-03-31,8383.34,0
LN-503053,2026-03-31,15472.78,551.47
LN-503097,2026-03-31,10668.74,574.42
LN-503638,2026-03-31,24214.88,3538.33
LN-503707,2026-03-31,13836.91,1053.65
LN-503828,2026-03-31,7683.77,444.15
LN-503951,2026-03-31,7041.01,179.8
LN-504039,2026-03-31,25844.65,2762.48
LN-504074,2026-03-31,37815.48,2846.1
LN-504189,2026-03-31,14517.91,255.45
LN-504230,2026-03-31,5586.12,459.86
LN-504263,2026-03-31,13244.06,2373.15
LN-504348,2026-03-31,12407.25,932.91
LN-504528,2026-03-31,25645.61,1045.97
LN-504594,2026-03-31,22360.84,4215.37
LN-504601,2026-03-31,11004.96,0
LN-504610,2026-03-31,8419.28,406.52
LN-504616,2026-03-31,6811.44,311.32
LN-504794,2026-03-31,8857.2,678.19
LN-504826,2026-03-31,23186.13,0
LN-504952,2026-03-31,30749.05,2472.96
LN-505005,2026-03-31,14556.78,1113.42
LN-505013,2026-03-31,16151.98,1726.63
LN-505042,2026-03-31,12887.58,1058.35
LN-505089,2026-03-31,22538.41,939.33
LN-505623,2026-03-31,36987.99,3915.55
LN-505640,2026-03-31,19231.75,1809.21
LN-505672,2026-03-31,39749.5,1392.78
LN-505786,2026-03-31,26376.83,992.74
LN-505804,2026-03-31,25877.81,3220.38
LN-505953,2026-03-31,10132.19,985.09
LN-505961,2026-03-31,21765.57,0
LN-506248,2026-03-31,8418.48,942.69
LN-506258,2026-03-31,15742.01,557.08
LN-506373,2026-03-31,22505.46,2275.79
LN-506395,2026-03-31,31637.71,714.27
LN-506430,2026-03-31,13008.49,1015.39
LN-506451,2026-03-31,11229.16,679.21
LN-506543,2026-03-31,33759,1309.28
LN-506554,2026-03-31,21460.46,0
LN-506567,2026-03-31,30889.78,3841.67
LN-506618,2026-03-31,6825.19,284.47
LN-506703,2026-03-31,6575.94,504.06
LN-506786,2026-03-31,27492.11,2351.37
LN-506895,2026-03-31,15259.5,795.91
LN-506903,2026-03-31,23167.39,1336.07
LN-506924,2026-03-31,45104.53,3134.84
LN-506949,2026-03-31,39753,3033.07
LN-507002,2026-03-31,31312.55,1066.09
LN-507097,2026-03-31,33643.05,4945.49
LN-507281,2026-03-31,8600.84,645.49
LN-507644,2026-03-31,36504.74,3891.9
LN-507655,2026-03-31,18273.3,598.71
LN-507656,2026-03-31,26997.9,1888.19
LN-507788,2026-03-31,27276.01,1568.21
LN-507803,2026-03-31,21903.59,1423.63
LN-507863,2026-03-31,33653.41,0
LN-507879,2026-03-31,15839.98,1606.44
LN-507986,2026-03-31,12463.53,1399.44
LN-508007,2026-03-31,29751.51,2811.01
LN-508186,2026-03-31,27694.31,638.24
LN-508219,2026-03-31,39168.17,2015.63
LN-508326,2026-03-31,27843,1480.82
LN-508338,2026-03-31,34146.99,0
LN-508395,2026-03-31,38686.41,362.13
LN-508616,2026-03-31,24831.75,1168.61
LN-508669,2026-03-31,19167.13,1532.37
LN-508816,2026-03-31,11801.49,1330.43
LN-508901,2026-03-31,46504.39,2878.06
LN-508903,2026-03-31,13918.15,642.4
LN-508953,2026-03-31,14411.22,1193.44
LN-508995,2026-03-31,41339.84,1956.56
LN-509217,2026-03-31,22032.04,1387.31
LN-509302,2026-03-31,48957.29,961.54
LN-509352,2026-03-31,34020.82,3517.27
LN-509362,2026-03-31,16526.16,333.44
LN-509433,2026-03-31,10163.92,1373.12
LN-509487,2026-03-31,30802.94,2082.65
LN-509528,2026-03-31,35887,4648
LN-509595,2026-03-31,27361.39,1705.16
LN-509685,2026-03-31,47658.34,938.23
LN-509738,2026-03-31,23934.51,0
LN-509933,2026-03-31,32862.11,2411.99
LN-510184,2026-03-31,23295.27,194.27
LN-510260,2026-03-31,53304.31,146.43
LN-510281,2026-03-31,23050.62,2129.77
LN-510303,2026-03-31,48855.01,2246.79
LN-510392,2026-03-31,23029.3,2811.66
LN-510420,2026-03-31,14408.46,1671.92
LN-510444,2026-03-31,53351.06,5055.74
LN-510494,2026-03-31,49910.69,172.8
LN-510517,2026-03-31,23671.08,1157.39
LN-510558,2026-03-31,49891.7,187.62
LN-510623,2026-03-31,53015.52,711.51
LN-510672,2026-03-31,50656.2,1373.16
LN-510676,2026-03-31,24412,1244.48
LN-510741,2026-03-31,19366.15,323.41
LN-510846,2026-03-31,49846.41,5437.01
LN-510871,2026-03-31,30208.01,2035.44
LN-510942,2026-03-31,13419.49,740.06
LN-511007,2026-03-31,38896.91,840.09
LN-511032,2026-03-31,40916.22,1561.22
LN-511170,2026-03-31,35067.53,2391.91
LN-511172,2026-03-31,33957.14,278.34
LN-511194,2026-03-31,11229.35,364.45
LN-511222,2026-03-31,55122.86,2306.98
LN-511276,2026-03-31,11422.2,448.5
LN-511368,2026-03-31,36457.49,2151.52
LN-511424,2026-03-31,32650.17,1867.09
LN-511457,2026-03-31,51053.43,6241.66
LN-500617,2026-04-30,18590.23,0
LN-500783,2026-04-30,8059.42,868.44
LN-500912,2026-04-30,18545.25,473.37
LN-500927,2026-04-30,6492.79,839.08
LN-501317,2026-04-30,10621.34,626.04
LN-501387,2026-04-30,8699.53,0
LN-501638,2026-04-30,9426.6,397.28
LN-501859,2026-04-30,3471.36,0
LN-501940,2026-04-30,13796.62,363.89
LN-502203,2026-04-30,18715.58,1689.78
LN-502218,2026-04-30,7477.26,1080.94
LN-502306,2026-04-30,5904.94,0
LN-503000,2026-04-30,26961.31,1923.43
LN-503282,2026-04-30,16721.55,1351.14
LN-503354,2026-04-30,13957.94,0
LN-503967,2026-04-30,7374.49,879.23
LN-504089,2026-04-30,39333.07,875.28
LN-504161,2026-04-30,6335.15,516.52
LN-504414,2026-04-30,8375.24,0
LN-504638,2026-04-30,25444.61,953.04
LN-504644,2026-04-30,24549.44,1125.58
LN-505477,2026-04-30,6391.39,994.34
LN-505609,2026-04-30,17042.41,261.98
LN-505811,2026-04-30,19371.05,0
LN-505860,2026-04-30,43333.01,6354.5
LN-505922,2026-04-30,16205.68,917.71
LN-505998,2026-04-30,10832.14,0
LN-506138,2026-04-30,30055.47,2634.4
LN-506492,2026-04-30,24849.18,3446.46
LN-506582,2026-04-30,31912.16,3004.12
LN-506679,2026-04-30,21948.38,0
LN-506913,2026-04-30,39533.54,2675.24
LN-506961,2026-04-30,8851.34,482.15
LN-507062,2026-04-30,11936.02,0
LN-507212,2026-04-30,38642.13,4335.22
LN-507336,2026-04-30,29959.18,1762.32
LN-507356,2026-04-30,15395.44,2339.36
LN-507769,2026-04-30,41775.79,0
LN-507785,2026-04-30,42888.38,1188.26
LN-507838,2026-04-30,7220.59,218.02
LN-507868,2026-04-30,7757.84,611.91
LN-507940,2026-04-30,8849.31,540.5
LN-507943,2026-04-30,8796.69,0
LN-507953,2026-04-30,9350.05,730.81
LN-508041,2026-04-30,46614.65,3373.27
LN-508195,2026-04-30,18944.22,2083.38
LN-508300,2026-04-30,14316.38,0
LN-508336,2026-04-30,20309.83,920.72
LN-508361,2026-04-30,40677.82,1017.73
LN-508397,2026-04-30,14667.87,31.61
LN-508483,2026-04-30,16936.16,1805.55
LN-508593,2026-04-30,28278.78,1227.71
LN-508705,2026-04-30,17601.32,1544.33
LN-508722,2026-04-30,38499.79,2029.26
LN-508741,2026-04-30,20578.89,1217.07
LN-508752,2026-04-30,41430.94,4984.03
LN-508754,2026-04-30,13497.05,1740.35
LN-508827,2026-04-30,33829.6,2318.22
LN-508838,2026-04-30,33427.77,4284.15
LN-509067,2026-04-30,8199.46,215.09
LN-509078,2026-04-30,47576.17,2105.72
LN-509267,2026-04-30,16677.76,2948.81
LN-509316,2026-04-30,12432.51,1612.88
LN-509327,2026-04-30,42970.94,429.5
LN-509447,2026-04-30,48798.24,2022.13
LN-509458,2026-04-30,39545.04,3786.43
LN-509515,2026-04-30,39751.84,1694.29
LN-509588,2026-04-30,18593.18,1413.59
LN-509610,2026-04-30,19021.84,778.94
LN-509654,2026-04-30,32657.05,1370.29
LN-509656,2026-04-30,46968.86,3003.47
LN-509787,2026-04-30,22089.26,2756.86
LN-509811,2026-04-30,23600.33,1192.78
LN-509848,2026-04-30,47927.16,4555.64
LN-509922,2026-04-30,50116.11,3122.31
LN-509957,2026-04-30,25041.18,2351.66
LN-510015,2026-04-30,50878.58,5544.91
LN-510097,2026-04-30,33944.69,2025.56
LN-510195,2026-04-30,30061.01,3775.12
LN-510201,2026-04-30,29327.95,0
LN-510274,2026-04-30,47387.35,3512.94
LN-510362,2026-04-30,43705.62,4303.53
LN-510583,2026-04-30,34538.89,1215.44
LN-510586,2026-04-30,37862.8,2765.09
LN-510611,2026-04-30,10876.01,920.86
LN-510639,2026-04-30,43347.22,3130.7
LN-510730,2026-04-30,43256.27,5839.51
LN-510761,2026-04-30,7718.69,737.29
LN-510825,2026-04-30,54576.63,6426.67
LN-510898,2026-04-30,48664.84,2047.62
LN-510997,2026-04-30,17801.94,326.84
LN-511072,2026-04-30,44957.44,4119.16
LN-511100,2026-04-30,34019.09,1518.59
LN-511104,2026-04-30,53958.98,5287.53
LN-511150,2026-04-30,41555.04,2394.56
LN-511286,2026-04-30,24541.57,1052.96
LN-511332,2026-04-30,46796.57,2904.48
LN-511360,2026-04-30,48841.19,6694.23
LN-511415,2026-04-30,13674.88,302.85
LN-511466,2026-04-30,52565.33,2927.19
LN-511477,2026-04-30,10956.55,329.22
LN-511485,2026-04-30,52278.4,5351.72
LN-511580,2026-04-30,31327.13,2765.75
LN-511640,2026-04-30,10395.9,958.74
LN-511670,2026-04-30,53717.84,2364.55
LN-511732,2026-04-30,52823.25,4218.28
LN-511744,2026-04-30,27855.5,4190.85
LN-511780,2026-04-30,11428.27,459.56
LN-511802,2026-04-30,34617.77,1911.17
LN-511864,2026-04-30,44034.45,4664.38
LN-511910,2026-04-30,41488.82,1140.12
LN-511926,2026-04-30,25637.26,2322.42
LN-511932,2026-04-30,43947.49,7290.78
LN-511978,2026-04-30,54636.6,1260.2
LN-511996,2026-04-30,27061.3,395.78
LN-511997,2026-04-30,47526.64,3827.36
LN-512027,2026-04-30,39168.04,4956.17
LN-512058,2026-04-30,22789.17,1674.22
LN-512080,2026-04-30,24041.92,0
LN-512187,2026-04-30,12712.19,2832.26
LN-512196,2026-04-30,30579,2116.75
LN-512210,2026-04-30,47371.35,2261.47
LN-500061,2026-05-31,14663.63,1665.63
LN-500918,2026-05-31,9136.96,230.24
LN-500963,2026-05-31,11432.93,338.67
LN-502092,2026-05-31,5026.11,468.54
LN-502202,2026-05-31,29778.87,3069.68
LN-502312,2026-05-31,18214.59,1524.03
LN-502825,2026-05-31,13852.8,530.02
LN-503038,2026-05-31,11173.14,973.65
LN-503129,2026-05-31,7607.64,553.69
LN-503161,2026-05-31,15567.25,2029.37
LN-503366,2026-05-31,14864.47,1113.65
LN-503772,2026-05-31,4902.24,216.92
LN-503884,2026-05-31,16095.71,0
LN-503965,2026-05-31,26462.38,2254
LN-504056,2026-05-31,25398.04,2650.15
LN-504063,2026-05-31,36912.17,2715.13
LN-504265,2026-05-31,21751.59,2176.82
LN-504492,2026-05-31,22114.86,1831.62
LN-504623,2026-05-31,22287.09,924.98
LN-504659,2026-05-31,30494.55,3691.81
LN-504721,2026-05-31,31543.4,0
LN-504780,2026-05-31,26788.45,2496.92
LN-504919,2026-05-31,38316.95,3083.76
LN-505304,2026-05-31,28038.01,2123.83
LN-505455,2026-05-31,22713.3,1528.14
LN-505746,2026-05-31,37883.77,3735.13
LN-505754,2026-05-31,8274.33,549.9
LN-506017,2026-05-31,34696.67,1384.49
LN-506193,2026-05-31,21916.13,2964.63
LN-506228,2026-05-31,25709.12,2709.3
LN-506387,2026-05-31,19561.18,922.46
LN-506406,2026-05-31,15122.82,210.88
LN-506446,2026-05-31,36819.88,3360.61
LN-506457,2026-05-31,6202.12,648.61
LN-506664,2026-05-31,24452.66,1236.63
LN-506705,2026-05-31,19374.39,829.51
LN-506743,2026-05-31,39025.76,1770.99
LN-506849,2026-05-31,37284.06,2876.86
LN-507130,2026-05-31,10305.83,1212.23
LN-507222,2026-05-31,12471.08,1123.4
LN-507264,2026-05-31,39978.9,3428.93
LN-507286,2026-05-31,10940.79,1475.94
LN-507366,2026-05-31,16823.71,85.46
LN-507419,2026-05-31,22457,2171.57
LN-507421,2026-05-31,11675.55,288.16
LN-507501,2026-05-31,24633.66,2845.45
LN-507572,2026-05-31,36987.99,3146.57
LN-507642,2026-05-31,11044.26,807.13
LN-507805,2026-05-31,15489.25,422.04
LN-507917,2026-05-31,18720.18,470.58
LN-508057,2026-05-31,21356.85,930.92
LN-508065,2026-05-31,45148.92,3661.64
LN-508093,2026-05-31,36968.27,4891.49
LN-508143,2026-05-31,9027.38,984.02
LN-508347,2026-05-31,33902.99,4733.98
LN-508394,2026-05-31,17674.38,1839.19
LN-508576,2026-05-31,44402.24,6376.62
LN-508583,2026-05-31,46006.93,3323.43
LN-508683,2026-05-31,45742.03,6516.89
LN-508757,2026-05-31,17360.73,565.39
LN-508856,2026-05-31,28212.49,1476.73
LN-508946,2026-05-31,27698.72,657.69
LN-509048,2026-05-31,24177.5,3214.53
LN-509126,2026-05-31,17761.05,636.4
LN-509141,2026-05-31,28210.01,3962.66
LN-509216,2026-05-31,46313.83,3320.26
LN-509322,2026-05-31,8972.91,413.97
LN-509360,2026-05-31,25923.56,2766.42
LN-509503,2026-05-31,46217.87,0
LN-509667,2026-05-31,13659.73,0
LN-509836,2026-05-31,5861.36,574.29
LN-509859,2026-05-31,44341.93,1042.51
LN-509862,2026-05-31,43306.63,1867.62
LN-509925,2026-05-31,11019.07,1371.57
LN-509937,2026-05-31,7341.47,35.59
LN-510071,2026-05-31,20339.73,2796.04
LN-510095,2026-05-31,10918.69,289.68
LN-510101,2026-05-31,27319,1572.42
LN-510129,2026-05-31,12447.43,1582.52
LN-510216,2026-05-31,37475.78,75.39
LN-510226,2026-05-31,39254.16,2844.17
LN-510273,2026-05-31,14871.86,1347.04
LN-510498,2026-05-31,11761.12,1513.32
LN-510714,2026-05-31,20645.5,164.33
LN-510776,2026-05-31,29325.84,3192.58
LN-510797,2026-05-31,40800.63,9.64
LN-510820,2026-05-31,26808.96,0
LN-510859,2026-05-31,39434.54,0
LN-510891,2026-05-31,31963.65,2696.58
LN-510916,2026-05-31,43822.5,5879.46
LN-510955,2026-05-31,48103.01,4707.11
LN-511033,2026-05-31,37976.46,7064.81
LN-511148,2026-05-31,29431.29,4566.06
LN-511228,2026-05-31,19784.58,976.2
LN-511384,2026-05-31,26704.23,313.07
LN-511470,2026-05-31,21933.48,4315.15
LN-511578,2026-05-31,45759.34,4946.72
LN-511613,2026-05-31,20903.53,3928.9
LN-511621,2026-05-31,49245.7,3441.92
LN-511653,2026-05-31,23543.24,1799.26
LN-511785,2026-05-31,51338.35,4032.46
LN-511807,2026-05-31,32864.29,4062.94
LN-511885,2026-05-31,17397.9,2527.58
LN-511888,2026-05-31,37291.51,2888.08
LN-511941,2026-05-31,30886.05,0
LN-512069,2026-05-31,26256.93,3509.14
LN-512098,2026-05-31,15061.15,1120.82
LN-512125,2026-05-31,12064.77,2113.87
LN-512155,2026-05-31,8476.72,729.06
LN-512352,2026-05-31,37867.4,1476.24
LN-512390,2026-05-31,26793.68,2435.27
LN-512465,2026-05-31,14687.53,1543.56
LN-512474,2026-05-31,34120.27,0
LN-512481,2026-05-31,48689.19,1361.53
LN-512527,2026-05-31,30342.89,17.03
LN-512582,2026-05-31,56539.35,0
LN-512611,2026-05-31,28638.25,3699.21
LN-512634,2026-05-31,56539.35,3634.97
LN-512645,2026-05-31,37256.11,1889.53
LN-512679,2026-05-31,49761.5,2030.8
LN-512707,2026-05-31,40335.65,6113.9
LN-512759,2026-05-31,43008.92,5519.87
LN-512794,2026-05-31,56539.35,4064.52
LN-512800,2026-05-31,20478.52,1311.64
LN-512850,2026-05-31,55520,4396.36
LN-512852,2026-05-31,14576.32,2279.6
LN-512917,2026-05-31,37190.5,3912.83
LN-512927,2026-05-31,46837.7,3417.64
LN-512990,2026-05-31,37306.75,5079.45
LN-512994,2026-05-31,27015.04,3177.26
LN-512995,2026-05-31,48384.55,4381.36
LN-513143,2026-05-31,19565.12,1611.51
LN-513158,2026-05-31,24483.99,1580.31
LN-513196,2026-05-31,20577.46,348.82
LN-513238,2026-05-31,17684.25,1163.23
LN-500133,2026-06-30,13912.51,3035.42
LN-500717,2026-06-30,10709.2,527.34
LN-500852,2026-06-30,8674.65,454.36
LN-501421,2026-06-30,15293.13,375.1
LN-501827,2026-06-30,16271.43,2305.59
LN-502102,2026-06-30,7900.22,334.6
LN-502629,2026-06-30,17249.29,857.09
LN-502843,2026-06-30,13656.6,870.21
LN-502872,2026-06-30,21081.17,2120.56
LN-503483,2026-06-30,7643.69,678.29
LN-503661,2026-06-30,17718.87,1117.11
LN-503825,2026-06-30,12023.3,1166.56
LN-503838,2026-06-30,7475.81,551.08
LN-504148,2026-06-30,10389.37,856.02
LN-504353,2026-06-30,11418.87,962.32
LN-504466,2026-06-30,10361.32,281.3
LN-504483,2026-06-30,7990.59,357.26
LN-504674,2026-06-30,20819.38,1804.78
LN-504817,2026-06-30,7632.04,386.06
LN-504989,2026-06-30,12404.88,280.14
LN-505031,2026-06-30,27361.45,2410.19
LN-505138,2026-06-30,11603.45,185.14
LN-505157,2026-06-30,22215.04,609.75
LN-505216,2026-06-30,10471.35,126.44
LN-505374,2026-06-30,20679.15,1326.72
LN-505747,2026-06-30,17528.7,1664.63
LN-505808,2026-06-30,7812.75,639.84
LN-506007,2026-06-30,10460.86,0
LN-506275,2026-06-30,19914.35,831.47
LN-506644,2026-06-30,40183.24,5627.23
LN-506817,2026-06-30,16845.8,458.33
LN-507042,2026-06-30,27158.77,859.99
LN-507095,2026-06-30,12594.39,1984.24
LN-507247,2026-06-30,27249.06,2312.11
LN-507306,2026-06-30,4283.1,462.81
LN-507323,2026-06-30,15966.35,775.03
LN-507381,2026-06-30,41745.3,4587.93
LN-507485,2026-06-30,25733.38,2485.49
LN-507494,2026-06-30,7913.67,134.57
LN-507595,2026-06-30,18006.63,1239.01
LN-507665,2026-06-30,31611.87,1329.54
LN-507672,2026-06-30,12547.66,0
LN-507812,2026-06-30,30132.41,902.05
LN-507833,2026-06-30,19448.64,0
LN-507873,2026-06-30,19601.86,1944.26
LN-507909,2026-06-30,17866.46,1078.12
LN-507957,2026-06-30,24932.85,0
LN-508009,2026-06-30,30689.69,563.46
LN-508029,2026-06-30,15789.4,1363.34
LN-508125,2026-06-30,24965.02,1467.17
LN-508213,2026-06-30,34524.49,1158.29
LN-508288,2026-06-30,32173.15,4519.37
LN-508478,2026-06-30,20705.25,357.96
LN-508524,2026-06-30,12417.83,1058.1
LN-508539,2026-06-30,20816.72,1780.95
LN-508715,2026-06-30,30569.56,3698.25
LN-508782,2026-06-30,19844.92,2718.53
LN-508945,2026-06-30,43995.55,4642.44
LN-508954,2026-06-30,5250.87,271.8
LN-509014,2026-06-30,22453.11,1489.67
LN-509113,2026-06-30,41327.87,4917.6
LN-509233,2026-06-30,30871.83,2291.45
LN-509477,2026-06-30,11642.29,727.29
LN-509744,2026-06-30,48351.17,3654.92
LN-509850,2026-06-30,21885.09,925.98
LN-509887,2026-06-30,29567.52,0
LN-509978,2026-06-30,29554.12,4964.77
LN-510006,2026-06-30,42400.4,771.12
LN-510014,2026-06-30,16218.86,1149.23
LN-510037,2026-06-30,42617.15,5930.12
LN-510079,2026-06-30,9180.46,1333.96
LN-510139,2026-06-30,23251.82,726.82
LN-510141,2026-06-30,36043.34,3034.84
