trip_id,trip_date,lane_id,direction,vehicle_id,driver_id,origin_depot_code,planned_depart,actual_depart,planned_arrive,actual_arrive,distance_km,load_kg,load_m3,is_empty
TRP-508728,2025-01-03,LN-114,Return,VEH-2066,DRV-462,KES-DBN,2025-01-03 15:00,2025-01-03 18:52,2025-01-04 11:00,2025-01-04 15:36,1639,28862,103.32,N
TRP-508729,2025-01-02,LN-115,Outbound,VEH-2059,DRV-480,KES-DBN,2025-01-02 11:00,2025-01-02 11:34,2025-01-02 23:00,2025-01-03 00:07,983,27697,84.22,N
TRP-508730,2025-01-02,LN-115,Return,VEH-2064,DRV-462,KES-DBN,2025-01-03 02:00,2025-01-03 02:15,2025-01-03 14:00,2025-01-03 14:31,951,29152,117.18,N
TRP-508731,2025-01-02,LN-116,Outbound,VEH-2082,DRV-459,KES-DBN,2025-01-02 14:00,2025-01-02 14:31,2025-01-02 15:12,2025-01-02 15:38,80,7594,29.69,N
TRP-508732,2025-01-02,LN-116,Return,VEH-2082,DRV-468,KES-DBN,2025-01-02 21:00,2025-01-02 21:00,2025-01-02 22:12,2025-01-02 22:06,79,7550,27.33,N
TRP-508733,2025-01-02,LN-116,Outbound,VEH-2069,DRV-476,KES-DBN,2025-01-02 05:00,2025-01-02 05:31,2025-01-02 06:12,2025-01-02 06:34,77,8439,79.57,N
TRP-508734,2025-01-02,LN-116,Return,VEH-2067,DRV-459,KES-DBN,2025-01-02 17:00,2025-01-02 17:00,2025-01-02 18:12,2025-01-02 18:11,79,21535,63.2,N
TRP-508735,2025-01-02,LN-117,Outbound,VEH-2069,DRV-477,KES-DBN,2025-01-02 13:00,2025-01-02 13:29,2025-01-02 15:24,2025-01-02 15:58,181,17676,70.4,N
TRP-508736,2025-01-02,LN-117,Return,VEH-2070,DRV-455,KES-DBN,02/01/2025 22:00,02/01/2025 22:59,03/01/2025 00:24,03/01/2025 01:31,181,20905,70.72,N
TRP-508737,2025-01-02,LN-118,Outbound,VEH-2062,DRV-478,KES-DBN,02/01/2025 12:00,02/01/2025 13:23,02/01/2025 19:48,02/01/2025 20:59,625,27956,103.85,N
TRP-508738,2025-01-02,LN-118,Return,VEH-2060,DRV-465,KES-DBN,02/01/2025 19:00,02/01/2025 19:00,03/01/2025 02:48,03/01/2025 01:34,624,0,0,Y
TRP-508739,2025-01-02,LN-119,Outbound,VEH-2105,DRV-491,KES-CPT,2025-01-02 14:00,2025-01-02 14:00,2025-01-03 07:00,2025-01-03 04:34,1406,10175,73.6,N
TRP-508740,2025-01-02,LN-119,Return,VEH-2109,DRV-504,KES-CPT,2025-01-03 13:00,2025-01-03 13:00,2025-01-04 06:00,2025-01-04 05:01,1434,7195,70.55,N
TRP-508741,2025-01-02,LN-119,Outbound,VEH-2093,DRV-510,KES-CPT,2025-01-02 07:00,2025-01-02 08:29,2025-01-03 00:00,2025-01-03 00:38,1393,9014,114.18,N
TRP-508742,2025-01-02,LN-119,Return,VEH-2101,DRV-497,KES-CPT,03/01/2025 12:00,03/01/2025 12:40,04/01/2025 05:00,04/01/2025 08:24,1390,13909,111.52,N
TRP-508743,2025-01-02,LN-120,Outbound,VEH-2107,DRV-499,KES-CPT,02/01/2025 14:00,02/01/2025 14:00,02/01/2025 23:00,02/01/2025 23:26,736,14880,69.1,N
TRP-508744,2025-01-02,LN-120,Return,VEH-2108,DRV-497,KES-CPT,02/01/2025 21:00,02/01/2025 21:25,03/01/2025 06:00,03/01/2025 05:30,749,0,0,Y
TRP-508745,2025-01-02,LN-121,Outbound,VEH-2098,DRV-489,KES-CPT,2025-01-02 13:00,2025-01-02 13:05,2025-01-02 18:00,2025-01-02 17:33,430,25581,120,N
TRP-508746,2025-01-02,LN-121,Return,VEH-2091,DRV-491,KES-CPT,2025-01-03 01:00,2025-01-03 01:39,2025-01-03 06:00,2025-01-03 06:41,427,0,0,Y
TRP-508747,2025-01-02,LN-122,Outbound,VEH-2120,DRV-511,KES-CPT,2025-01-02 14:00,2025-01-02 14:48,2025-01-02 15:30,2025-01-02 16:23,109,6845,26.22,N
TRP-508748,2025-01-02,LN-122,Return,VEH-2119,DRV-506,KES-CPT,2025-01-02 15:00,2025-01-02 15:30,2025-01-02 16:30,2025-01-02 16:58,111,0,0,Y
TRP-508749,2025-01-02,LN-123,Outbound,VEH-2118,DRV-493,KES-CPT,2025-01-02 06:00,2025-01-02 07:10,2025-01-02 06:54,2025-01-02 08:01,60,7159,29.78,N
TRP-508750,2025-01-02,LN-123,Return,VEH-2117,DRV-490,KES-CPT,02/01/2025 19:00,02/01/2025 19:27,02/01/2025 19:54,02/01/2025 20:22,61,7250,24.11,N
TRP-508751,2025-01-02,LN-123,Outbound,VEH-2110,DRV-499,KES-CPT,2025-01-02 05:00,2025-01-02 05:40,2025-01-02 05:54,2025-01-02 06:37,59,13860,37.28,N
TRP-508752,2025-01-02,LN-123,Return,VEH-2114,DRV-510,KES-CPT,2025-01-02 18:00,2025-01-02 18:27,2025-01-02 18:54,2025-01-02 19:16,60,0,0,Y
TRP-508753,2025-01-02,LN-124,Outbound,VEH-2095,DRV-504,KES-CPT,2025-01-02 07:00,2025-01-02 07:10,2025-01-02 16:30,2025-01-02 15:54,795,14552,113.16,N
TRP-508754,2025-01-02,LN-124,Return,VEH-2098,DRV-511,KES-CPT,2025-01-03 06:00,2025-01-03 06:02,2025-01-03 15:30,2025-01-03 14:23,800,0,0,Y
TRP-508755,2025-01-02,LN-125,Outbound,VEH-2104,DRV-499,KES-CPT,2025-01-02 12:00,2025-01-02 12:50,2025-01-03 00:00,2025-01-03 00:10,1024,8108,73.6,N
TRP-508756,2025-01-02,LN-125,Return,VEH-2103,DRV-510,KES-CPT,2025-01-03 01:00,2025-01-03 01:34,2025-01-03 13:00,2025-01-03 13:57,1009,0,0,Y
TRP-508757,2025-01-02,LN-126,Outbound,VEH-2040,DRV-411,KES-JHB,02/01/2025 10:00,02/01/2025 10:06,02/01/2025 19:00,02/01/2025 18:30,184,10756,52.92,N
TRP-508758,2025-01-02,LN-126,Outbound,VEH-2049,DRV-434,KES-JHB,02/01/2025 05:00,02/01/2025 05:17,02/01/2025 14:00,02/01/2025 14:08,191,5809,30.45,N
TRP-508759,2025-01-02,LN-126,Outbound,VEH-2041,DRV-417,KES-JHB,2025-01-02 08:00,2025-01-02 09:11,2025-01-02 17:00,2025-01-02 17:14,182,8894,43.16,N
TRP-508760,2025-01-02,LN-126,Outbound,VEH-2039,DRV-410,KES-JHB,2025-01-02 09:00,2025-01-02 09:00,2025-01-02 18:00,2025-01-02 18:32,186,13580,41.11,N
TRP-508761,2025-01-02,LN-126,Outbound,VEH-2036,DRV-433,KES-JHB,2025-01-02 09:00,2025-01-02 10:03,2025-01-02 18:00,2025-01-02 19:56,186,11531,35.14,N
TRP-508762,2025-01-02,LN-127,Outbound,VEH-2037,DRV-411,KES-JHB,2025-01-02 12:00,2025-01-02 12:39,2025-01-02 21:30,2025-01-02 22:10,209,13277,38.24,N
TRP-508763,2025-01-02,LN-127,Outbound,VEH-2038,DRV-412,KES-JHB,2025-01-02 06:00,2025-01-02 06:00,2025-01-02 15:30,2025-01-02 14:47,210,9440,56.69,N
TRP-508764,2025-01-02,LN-128,Outbound,VEH-2080,DRV-468,KES-DBN,2025-01-02 13:00,2025-01-02 13:30,2025-01-02 21:30,2025-01-02 21:51,154,7651,39.19,N
TRP-508765,2025-01-02,LN-128,Outbound,VEH-2079,DRV-464,KES-DBN,2025-01-02 09:00,2025-01-02 09:18,2025-01-02 17:30,2025-01-02 17:05,168,9188,48.07,N
TRP-508766,2025-01-02,LN-128,Outbound,VEH-2075,DRV-480,KES-DBN,2025-01-02 11:00,2025-01-02 11:12,2025-01-02 19:30,2025-01-02 19:56,168,11760,51.93,N
TRP-508767,2025-01-02,LN-129,Outbound,VEH-2122,DRV-498,KES-CPT,02/01/2025 05:00,02/01/2025 05:14,02/01/2025 13:00,02/01/2025 12:32,152,819,4.35,N
TRP-508768,2025-01-02,LN-129,Outbound,VEH-2112,DRV-485,KES-CPT,2025-01-02 06:00,2025-01-02 06:16,2025-01-02 14:00,2025-01-02 14:34,151,12935,35.67,N
TRP-508769,2025-01-02,LN-129,Outbound,VEH-2123,DRV-496,KES-CPT,2025-01-02 05:00,2025-01-02 05:24,2025-01-02 13:00,2025-01-02 13:35,147,690,5.6,N
TRP-508770,2025-01-02,LN-129,Outbound,VEH-2110,DRV-508,KES-CPT,02/01/2025 14:00,02/01/2025 14:27,02/01/2025 22:00,02/01/2025 22:59,155,10723,38.45,N
TRP-508771,2025-01-03,LN-101,Outbound,VEH-2018,DRV-416,KES-JHB,2025-01-03 11:00,2025-01-03 11:57,2025-01-03 18:30,2025-01-03 20:07,537,11801,115.25,N
TRP-508772,2025-01-03,LN-101,Return,VEH-2011,DRV-428,KES-JHB,04/01/2025 01:00,04/01/2025 02:41,04/01/2025 08:30,04/01/2025 10:20,564,0,0,Y
TRP-508773,2025-01-03,LN-101,Outbound,VEH-2023,DRV-441,KES-JHB,03/01/2025 05:00,03/01/2025 07:01,03/01/2025 12:30,03/01/2025 14:53,579,13366,82,N
TRP-508774,2025-01-03,LN-101,Return,VEH-2032,DRV-419,KES-JHB,2025-01-04 01:00,2025-01-04 01:00,2025-01-04 08:30,2025-01-04 08:30,580,19947,63.9,N
TRP-508775,2025-01-03,LN-101,Outbound,VEH-2016,DRV-444,KES-JHB,03/01/2025 10:00,03/01/2025 12:35,03/01/2025 17:30,03/01/2025 20:23,553,18064,87.86,N
TRP-508776,2025-01-03,LN-101,Return,VEH-2006,DRV-428,KES-JHB,04/01/2025 00:00,04/01/2025 02:40,04/01/2025 07:30,04/01/2025 10:45,550,28456,113.94,N
TRP-508777,2025-01-03,LN-102,Outbound,VEH-2031,DRV-420,KES-JHB,2025-01-03 10:00,2025-01-03 12:44,2025-01-04 03:00,2025-01-04 06:26,1429,18421,65.52,N
TRP-508778,2025-01-03,LN-102,Return,VEH-2025,DRV-426,KES-JHB,2025-01-04 13:00,2025-01-04 16:40,2025-01-05 06:00,2025-01-05 09:29,1425,0,0,Y
TRP-508779,2025-01-03,LN-103,Outbound,VEH-2026,DRV-418,KES-JHB,2025-01-03 09:00,2025-01-03 09:00,2025-01-03 22:00,2025-01-03 22:47,1083,20644,80.31,N
TRP-508780,2025-01-03,LN-103,Return,VEH-2029,DRV-448,KES-JHB,2025-01-04 04:00,2025-01-04 06:44,2025-01-04 17:00,2025-01-04 19:20,1041,0,0,Y
TRP-508781,2025-01-03,LN-104,Outbound,VEH-2029,DRV-415,KES-JHB,03/01/2025 07:00,03/01/2025 09:35,03/01/2025 12:00,03/01/2025 14:42,398,18046,58.34,N
TRP-508782,2025-01-03,LN-104,Return,VEH-2025,DRV-451,KES-JHB,2025-01-03 21:00,2025-01-03 23:05,2025-01-04 02:00,2025-01-04 03:52,391,20638,64.39,N
TRP-508783,2025-01-03,LN-104,Outbound,VEH-2019,DRV-414,KES-JHB,2025-01-03 12:00,2025-01-03 15:56,2025-01-03 17:00,2025-01-03 20:56,400,11525,113.26,N
TRP-508784,2025-01-03,LN-104,Return,VEH-2007,DRV-405,KES-JHB,2025-01-03 18:00,2025-01-03 22:16,2025-01-03 23:00,2025-01-04 03:23,411,10008,116.54,N
TRP-508785,2025-01-03,LN-105,Outbound,VEH-2010,DRV-445,KES-JHB,2025-01-03 11:00,2025-01-03 11:54,2025-01-03 15:00,2025-01-03 16:05,334,27560,103.87,N
TRP-508786,2025-01-03,LN-105,Return,VEH-2005,DRV-431,KES-JHB,2025-01-03 19:00,2025-01-03 23:03,2025-01-03 23:00,2025-01-04 03:16,326,28889,106.42,N
TRP-508787,2025-01-03,LN-106,Outbound,VEH-2019,DRV-445,KES-JHB,2025-01-03 10:00,2025-01-03 11:44,2025-01-03 14:30,2025-01-03 16:08,354,25232,90.55,N
TRP-508788,2025-01-03,LN-106,Return,VEH-2007,DRV-447,KES-JHB,2025-01-04 01:00,2025-01-04 01:50,2025-01-04 05:30,2025-01-04 05:54,354,17661,117,N
TRP-508789,2025-01-03,LN-107,Outbound,VEH-2029,DRV-410,KES-JHB,2025-01-03 14:00,2025-01-03 14:57,2025-01-03 15:48,2025-01-03 16:36,122,16794,59.7,N
TRP-508790,2025-01-03,LN-107,Return,VEH-2029,DRV-402,KES-JHB,2025-01-03 13:00,2025-01-03 16:12,2025-01-03 14:48,2025-01-03 18:05,117,0,0,Y
TRP-508791,2025-01-03,LN-108,Outbound,VEH-2025,DRV-442,KES-JHB,2025-01-03 06:00,2025-01-03 06:50,2025-01-03 11:30,2025-01-03 11:52,469,22132,63.62,N
TRP-508792,2025-01-03,LN-108,Return,VEH-2025,DRV-430,KES-JHB,04/01/2025 02:00,04/01/2025 05:26,04/01/2025 07:30,04/01/2025 10:40,486,0,0,Y
TRP-508793,2025-01-03,LN-111,Outbound,VEH-2045,DRV-452,KES-JHB,03/01/2025 13:00,03/01/2025 14:20,03/01/2025 15:12,03/01/2025 16:38,168,7920,35.62,N
TRP-508794,2025-01-03,LN-111,Return,VEH-2043,DRV-405,KES-JHB,03/01/2025 20:00,03/01/2025 20:49,03/01/2025 22:12,03/01/2025 23:16,170,7518,23.6,N
TRP-508795,2025-01-03,LN-112,Outbound,VEH-2032,DRV-441,KES-JHB,2025-01-03 11:00,2025-01-03 16:26,2025-01-03 14:18,2025-01-03 19:55,265,22782,60.22,N
TRP-508796,2025-01-03,LN-112,Return,VEH-2027,DRV-434,KES-JHB,2025-01-03 20:00,2025-01-03 22:03,2025-01-03 23:18,2025-01-04 01:04,275,17344,59.43,N
TRP-508797,2025-01-03,LN-113,Outbound,VEH-2072,DRV-457,KES-DBN,2025-01-03 12:00,2025-01-03 13:41,2025-01-03 19:30,2025-01-03 21:17,581,9840,82,N
TRP-508798,2025-01-03,LN-113,Return,VEH-2072,DRV-453,KES-DBN,2025-01-04 00:00,2025-01-04 02:23,2025-01-04 07:30,2025-01-04 11:22,590,10697,75.75,N
TRP-508799,2025-01-03,LN-113,Outbound,VEH-2071,DRV-460,KES-DBN,2025-01-03 13:00,2025-01-03 15:02,2025-01-03 20:30,2025-01-03 22:15,568,20920,72.35,N
TRP-508800,2025-01-03,LN-113,Return,VEH-2073,DRV-461,KES-DBN,04/01/2025 03:00,04/01/2025 05:40,04/01/2025 10:30,04/01/2025 13:40,549,23760,56.05,N
TRP-508801,2025-01-03,LN-114,Outbound,VEH-2066,DRV-467,KES-DBN,2025-01-03 11:00,2025-01-03 13:34,2025-01-04 07:00,2025-01-04 09:21,1631,10854,107.04,N
TRP-508802,2025-01-04,LN-114,Return,VEH-2066,DRV-469,KES-DBN,2025-01-04 08:00,2025-01-04 08:48,2025-01-05 04:00,2025-01-05 08:07,1701,31331,100.7,N
TRP-508803,2025-01-03,LN-115,Outbound,VEH-2057,DRV-471,KES-DBN,2025-01-03 09:00,2025-01-03 10:28,2025-01-03 21:00,2025-01-03 22:03,978,33354,93.54,N
TRP-508804,2025-01-03,LN-115,Return,VEH-2063,DRV-473,KES-DBN,03/01/2025 23:00,04/01/2025 01:44,04/01/2025 11:00,04/01/2025 15:03,942,0,0,Y
TRP-508805,2025-01-03,LN-116,Outbound,VEH-2067,DRV-474,KES-DBN,2025-01-03 12:00,2025-01-03 15:30,2025-01-03 13:12,2025-01-03 16:51,81,7127,82,N
TRP-508806,2025-01-03,LN-116,Return,VEH-2073,DRV-465,KES-DBN,03/01/2025 20:00,03/01/2025 22:15,03/01/2025 21:12,03/01/2025 23:35,80,16769,77.75,N
TRP-508807,2025-01-03,LN-116,Outbound,VEH-2072,DRV-476,KES-DBN,2025-01-03 14:00,2025-01-03 16:40,2025-01-03 15:12,2025-01-03 17:43,83,7474,77.42,N
TRP-508808,2025-01-03,LN-116,Return,VEH-2067,DRV-463,KES-DBN,2025-01-03 20:00,2025-01-03 22:38,2025-01-03 21:12,2025-01-03 23:48,79,0,0,Y
TRP-508809,2025-01-03,LN-117,Outbound,VEH-2082,DRV-454,KES-DBN,2025-01-03 12:00,2025-01-03 13:26,2025-01-03 14:24,2025-01-03 15:51,174,6880,25.33,N
TRP-508810,2025-01-03,LN-117,Return,VEH-2082,DRV-471,KES-DBN,2025-01-03 21:00,2025-01-03 22:13,2025-01-03 23:24,2025-01-04 00:41,174,0,0,Y
TRP-508811,2025-01-03,LN-118,Outbound,VEH-2055,DRV-482,KES-DBN,2025-01-03 14:00,2025-01-03 16:42,2025-01-03 21:48,2025-01-03 23:53,623,28018,107.86,N
TRP-508812,2025-01-03,LN-118,Return,VEH-2063,DRV-465,KES-DBN,2025-01-03 23:00,2025-01-04 00:10,2025-01-04 06:48,2025-01-04 07:04,614,14114,113.14,N
TRP-508813,2025-01-03,LN-119,Outbound,VEH-2102,DRV-512,KES-CPT,2025-01-03 12:00,2025-01-03 15:10,2025-01-04 05:00,2025-01-04 07:10,1350,8332,77.56,N
TRP-508814,2025-01-03,LN-119,Return,VEH-2105,DRV-506,KES-CPT,2025-01-04 10:00,2025-01-04 10:19,2025-01-05 03:00,2025-01-05 01:05,1461,0,0,Y
TRP-508815,2025-01-03,LN-120,Outbound,VEH-2107,DRV-486,KES-CPT,2025-01-03 07:00,2025-01-03 09:22,2025-01-03 16:00,2025-01-03 17:26,724,20133,66.76,N
TRP-508816,2025-01-03,LN-120,Return,VEH-2108,DRV-506,KES-CPT,04/01/2025 05:00,04/01/2025 08:43,04/01/2025 14:00,04/01/2025 17:39,749,23760,56.37,N
TRP-508817,2025-01-03,LN-121,Outbound,VEH-2103,DRV-506,KES-CPT,2025-01-03 10:00,2025-01-03 12:40,2025-01-03 15:00,2025-01-03 17:23,443,23760,58.4,N
TRP-508818,2025-01-03,LN-121,Return,VEH-2102,DRV-511,KES-CPT,2025-01-03 19:00,2025-01-03 21:15,2025-01-04 00:00,2025-01-04 02:08,438,0,0,Y
TRP-508819,2025-01-03,LN-122,Outbound,VEH-2113,DRV-498,KES-CPT,2025-01-03 07:00,2025-01-03 09:17,2025-01-03 08:30,2025-01-03 10:52,107,9972,40.23,N
TRP-508820,2025-01-03,LN-122,Return,VEH-2112,DRV-486,KES-CPT,03/01/2025 21:00,03/01/2025 22:17,03/01/2025 22:30,03/01/2025 23:44,111,11685,47.87,N
TRP-508821,2025-01-03,LN-123,Outbound,VEH-2105,DRV-505,KES-CPT,2025-01-03 06:00,2025-01-03 10:13,2025-01-03 06:54,2025-01-03 11:07,60,13517,80.63,N
TRP-508822,2025-01-03,LN-123,Return,VEH-2102,DRV-506,KES-CPT,2025-01-03 21:00,2025-01-03 21:57,2025-01-03 21:54,2025-01-03 22:54,59,8760,72.98,N
TRP-508823,2025-01-03,LN-124,Outbound,VEH-2096,DRV-505,KES-CPT,2025-01-03 12:00,2025-01-03 13:13,2025-01-03 21:30,2025-01-03 23:38,806,29733,74.91,N
TRP-508824,2025-01-03,LN-124,Return,VEH-2097,DRV-506,KES-CPT,03/01/2025 21:00,03/01/2025 22:42,04/01/2025 06:30,04/01/2025 08:11,788,0,0,Y
TRP-508825,2025-01-03,LN-126,Outbound,VEH-2051,DRV-405,KES-JHB,2025-01-03 11:00,2025-01-03 12:55,2025-01-03 20:00,2025-01-03 22:17,186,763,4.64,N
TRP-508826,2025-01-03,LN-126,Outbound,VEH-2038,DRV-445,KES-JHB,03/01/2025 11:00,03/01/2025 13:43,03/01/2025 20:00,03/01/2025 21:56,183,13580,35.66,N
TRP-508827,2025-01-03,LN-126,Outbound,VEH-2042,DRV-430,KES-JHB,2025-01-03 10:00,2025-01-03 10:12,2025-01-03 19:00,2025-01-03 18:56,187,3576,28.78,N
TRP-508828,2025-01-03,LN-126,Outbound,VEH-2053,DRV-439,KES-JHB,2025-01-03 09:00,2025-01-03 11:45,2025-01-03 18:00,2025-01-03 20:36,185,1178,7.41,N
TRP-508829,2025-01-03,LN-126,Outbound,VEH-2048,DRV-450,KES-JHB,03/01/2025 14:00,03/01/2025 16:12,03/01/2025 23:00,04/01/2025 01:17,195,4188,37.01,N
TRP-508830,2025-01-03,LN-126,Outbound,VEH-2042,DRV-428,KES-JHB,2025-01-03 12:00,2025-01-03 15:01,2025-01-03 21:00,2025-01-03 23:44,188,5905,36.73,N
TRP-508831,2025-01-03,LN-127,Outbound,VEH-2040,DRV-416,KES-JHB,2025-01-03 09:00,2025-01-03 11:21,2025-01-03 18:30,2025-01-03 19:51,207,9535,39.06,N
TRP-508832,2025-01-03,LN-127,Outbound,VEH-2054,DRV-421,KES-JHB,2025-01-03 10:00,2025-01-03 10:00,2025-01-03 19:30,2025-01-03 20:26,211,818,4.82,N
TRP-508833,2025-01-03,LN-128,Outbound,VEH-2078,DRV-464,KES-DBN,03/01/2025 08:00,03/01/2025 08:31,03/01/2025 16:30,03/01/2025 17:11,161,9464,31.11,N
TRP-508834,2025-01-03,LN-128,Outbound,VEH-2080,DRV-471,KES-DBN,2025-01-03 09:00,2025-01-03 12:39,2025-01-03 17:30,2025-01-03 21:19,166,11764,38.78,N
TRP-508835,2025-01-03,LN-128,Outbound,VEH-2077,DRV-482,KES-DBN,2025-01-03 08:00,2025-01-03 09:25,2025-01-03 16:30,2025-01-03 18:55,161,9047,30.54,N
TRP-508836,2025-01-03,LN-128,Outbound,VEH-2080,DRV-460,KES-DBN,2025-01-03 09:00,2025-01-03 11:38,2025-01-03 17:30,2025-01-03 20:13,167,9552,59.04,N
TRP-508837,2025-01-03,LN-129,Outbound,VEH-2122,DRV-502,KES-CPT,03/01/2025 11:00,03/01/2025 11:22,03/01/2025 19:00,03/01/2025 19:58,150,807,4.65,N
TRP-508838,2025-01-03,LN-129,Outbound,VEH-2110,DRV-486,KES-CPT,03/01/2025 06:00,03/01/2025 08:01,03/01/2025 14:00,03/01/2025 15:57,150,6442,33.33,N
TRP-508839,2025-01-03,LN-129,Outbound,VEH-2121,DRV-505,KES-CPT,2025-01-03 13:00,2025-01-03 13:35,2025-01-03 21:00,2025-01-03 21:35,153,948,4.13,N
TRP-508840,2025-01-03,LN-129,Outbound,VEH-2110,DRV-487,KES-CPT,2025-01-03 07:00,2025-01-03 10:26,2025-01-03 15:00,2025-01-03 18:47,153,5190,34.35,N
TRP-508841,2025-01-04,LN-101,Outbound,VEH-2022,DRV-430,KES-JHB,04/01/2025 11:00,04/01/2025 11:35,04/01/2025 18:30,04/01/2025 19:22,561,8656,80.68,N
TRP-508842,2025-01-04,LN-101,Return,VEH-2030,DRV-426,KES-JHB,2025-01-04 20:00,2025-01-04 20:00,2025-01-05 03:30,2025-01-05 03:59,569,0,0,Y
TRP-508843,2025-01-04,LN-102,Outbound,VEH-2014,DRV-426,KES-JHB,2025-01-04 06:00,2025-01-04 06:34,2025-01-04 23:00,2025-01-04 23:48,1459,16513,116.07,N
TRP-508844,2025-01-04,LN-102,Return,VEH-2002,DRV-424,KES-JHB,05/01/2025 13:00,05/01/2025 13:00,06/01/2025 06:00,06/01/2025 05:22,1409,0,0,Y
TRP-508845,2025-01-04,LN-103,Outbound,VEH-2019,DRV-403,KES-JHB,2025-01-04 10:00,2025-01-04 10:53,2025-01-04 23:00,2025-01-05 00:23,1061,30077,105.55,N
TRP-508846,2025-01-04,LN-103,Return,VEH-2009,DRV-404,KES-JHB,2025-01-05 01:00,2025-01-05 01:09,2025-01-05 14:00,2025-01-05 14:49,1005,15519,106.78,N
TRP-508847,2025-01-04,LN-105,Outbound,VEH-2027,DRV-412,KES-JHB,2025-01-04 09:00,2025-01-04 09:47,2025-01-04 13:00,2025-01-04 13:33,332,23644,60.48,N
TRP-508848,2025-01-04,LN-105,Return,VEH-2022,DRV-401,KES-JHB,04/01/2025 19:00,04/01/2025 19:02,04/01/2025 23:00,04/01/2025 23:02,330,0,0,Y
TRP-508849,2025-01-04,LN-108,Outbound,VEH-2030,DRV-408,KES-JHB,2025-01-04 12:00,2025-01-04 12:23,2025-01-04 17:30,2025-01-04 17:13,466,20303,69.58,N
TRP-508850,2025-01-04,LN-108,Return,VEH-2030,DRV-450,KES-JHB,2025-01-05 01:00,2025-01-05 01:00,2025-01-05 06:30,2025-01-05 06:12,464,0,0,Y
TRP-508851,2025-01-04,LN-110,Outbound,VEH-2029,DRV-427,KES-JHB,2025-01-04 07:00,2025-01-04 07:31,2025-01-04 11:00,2025-01-04 11:43,308,21679,60.15,N
TRP-508852,2025-01-04,LN-110,Return,VEH-2024,DRV-446,KES-JHB,2025-01-04 23:00,2025-01-04 23:10,2025-01-05 03:00,2025-01-05 03:08,314,20892,66.43,N
TRP-508853,2025-01-04,LN-113,Outbound,VEH-2058,DRV-480,KES-DBN,04/01/2025 11:00,04/01/2025 11:00,04/01/2025 18:30,04/01/2025 19:14,582,25370,116.2,N
TRP-508854,2025-01-04,LN-113,Return,VEH-2063,DRV-479,KES-DBN,2025-01-05 02:00,2025-01-05 02:23,2025-01-05 09:30,2025-01-05 11:05,563,26385,89.93,N
TRP-508855,2025-01-04,LN-114,Outbound,VEH-2058,DRV-458,KES-DBN,2025-01-04 13:00,2025-01-04 13:47,2025-01-05 09:00,2025-01-05 10:54,1701,32849,99.37,N
TRP-508856,2025-01-05,LN-114,Return,VEH-2060,DRV-478,KES-DBN,05/01/2025 08:00,05/01/2025 08:09,06/01/2025 04:00,06/01/2025 04:37,1650,0,0,Y
TRP-508857,2025-01-04,LN-115,Outbound,VEH-2067,DRV-476,KES-DBN,2025-01-04 08:00,2025-01-04 08:08,2025-01-04 20:00,2025-01-04 20:26,1016,9310,81.43,N
TRP-508858,2025-01-04,LN-115,Return,VEH-2067,DRV-472,KES-DBN,2025-01-05 03:00,2025-01-05 03:15,2025-01-05 15:00,2025-01-05 13:18,1023,0,0,Y
TRP-508859,2025-01-04,LN-116,Outbound,VEH-2077,DRV-464,KES-DBN,2025-01-04 12:00,2025-01-04 12:00,2025-01-04 13:12,2025-01-04 13:10,81,11888,36.96,N
TRP-508860,2025-01-04,LN-116,Return,VEH-2080,DRV-471,KES-DBN,2025-01-04 20:00,2025-01-04 20:57,2025-01-04 21:12,2025-01-04 22:08,78,8813,51.81,N
TRP-508861,2025-01-04,LN-119,Outbound,VEH-2102,DRV-508,KES-CPT,04/01/2025 06:00,04/01/2025 06:49,04/01/2025 23:00,04/01/2025 23:25,1381,9501,75.93,N
TRP-508862,2025-01-04,LN-119,Return,VEH-2105,DRV-497,KES-CPT,2025-01-05 05:00,2025-01-05 06:26,2025-01-05 22:00,2025-01-06 00:18,1386,17653,49.24,N
TRP-508863,2025-01-04,LN-121,Outbound,VEH-2107,DRV-502,KES-CPT,2025-01-04 05:00,2025-01-04 05:34,2025-01-04 10:00,2025-01-04 10:27,422,12599,74.61,N
TRP-508864,2025-01-04,LN-121,Return,VEH-2107,DRV-512,KES-CPT,2025-01-04 21:00,2025-01-04 21:42,2025-01-05 02:00,2025-01-05 02:59,432,19133,74.76,N
TRP-508865,2025-01-04,LN-122,Outbound,VEH-2116,DRV-492,KES-CPT,2025-01-04 12:00,2025-01-04 13:02,2025-01-04 13:30,2025-01-04 14:35,108,5446,31.52,N
TRP-508866,2025-01-04,LN-122,Return,VEH-2120,DRV-503,KES-CPT,04/01/2025 20:00,04/01/2025 20:00,04/01/2025 21:30,04/01/2025 21:27,108,0,0,Y
TRP-508867,2025-01-04,LN-126,Outbound,VEH-2051,DRV-420,KES-JHB,2025-01-04 12:00,2025-01-04 12:06,2025-01-04 21:00,2025-01-04 22:46,186,861,5.4,N
TRP-508868,2025-01-04,LN-126,Outbound,VEH-2053,DRV-434,KES-JHB,04/01/2025 06:00,04/01/2025 06:14,04/01/2025 15:00,04/01/2025 14:46,188,875,5.84,N
TRP-508869,2025-01-04,LN-127,Outbound,VEH-2041,DRV-436,KES-JHB,2025-01-04 14:00,2025-01-04 14:09,2025-01-04 23:30,2025-01-05 00:08,211,7847,35.51,N
