fuel_txn_id,txn_datetime,vehicle_id,driver_id,litres,price_per_litre,cost_zar,odometer_km,site
FUEL-806535,2024-12-05 15:09,VEH-2113,DRV-487,42.26,21.4,904.36,468451,Highway 1 Stop
FUEL-806536,2024-12-05 12:03,VEH-2111,DRV-504,41.67,21.4,891.74,748599,Highway 1 Stop
FUEL-806537,2024-12-05 16:18,VEH-2115,DRV-485,44.81,21.4,958.93,444717,Highway 1 Stop
FUEL-806538,2024-12-05 16:43,VEH-2120,DRV-493,"32,76",21.4,701.06,142532,Highway 1 Stop
FUEL-806539,2024-12-06 19:37,VEH-2032,DRV-432,239.46,21.4,5124.44,353604,Highway 1 Stop
FUEL-806540,2024-12-07 13:11,VEH-2025,DRV-438,216.39,21.4,4630.75,492307,Engen Ultra
FUEL-806541,2024-12-06 21:41,VEH-2009,DRV-426,285.51,21.4,6109.91,209924,Sasol Truck Stop
FUEL-806542,2024-12-07 04:56,VEH-2012,DRV-410,229.64,21.4,4914.3,755381,Engen Ultra
FUEL-806543,2024-12-06 16:00,VEH-2005,DRV-448,284.36,21.4,6085.3,757529,Engen Ultra
FUEL-806544,2024-12-07 04:24,VEH-2009,DRV-445,276.61,21.4,5919.45,210488,Sasol Truck Stop
FUEL-806545,2024-12-06 12:43,VEH-2026,DRV-434,270.62,21.4,5791.27,783301,N3 Truck Plaza
FUEL-806546,2024-12-06 23:16,VEH-2032,DRV-432,240.87,21.4,5154.62,354177,Sasol Truck Stop
FUEL-806547,2024-12-07 04:46,VEH-2006,DRV-441,"851,89",21.4,18230.45,347319,N3 Truck Plaza
FUEL-806548,2024-12-08 02:54,VEH-2014,DRV-447,537.64,21.4,11505.5,623147,Sasol Truck Stop
FUEL-806549,2024-12-07 03:14,VEH-2014,DRV-441,672.08,21.4,14382.51,624566,Depot Bulk Tank
FUEL-806550,2024-12-08 00:16,VEH-2008,DRV-416,522.89,21.4,11189.85,564417,Sasol Truck Stop
FUEL-806551,2024-12-06 19:58,VEH-2015,DRV-404,446.35,21.4,9551.89,192130,Sasol Truck Stop
FUEL-806552,2024-12-07 22:55,VEH-2018,DRV-406,437.07,21.4,9353.3,679669,Highway 1 Stop
FUEL-806553,2024-12-06 11:33,VEH-2019,DRV-437,184.4,21.4,3946.16,516644,Engen Ultra
FUEL-806554,2024-12-06 19:14,VEH-2001,DRV-429,152.67,21.4,3267.14,369765,Depot Bulk Tank
FUEL-806555,2024-12-06 19:12,VEH-2025,DRV-403,153.76,21.4,3290.46,492694,Engen Ultra
FUEL-806556,2024-12-07 06:35,VEH-2029,DRV-434,150.48,21.4,3220.27,766954,Depot Bulk Tank
FUEL-806557,2024-12-06 10:05,VEH-2032,DRV-434,124.6,21.4,2666.44,354510,Sasol Truck Stop
FUEL-806558,2024-12-07 00:24,VEH-2029,DRV-438,"126,79",21.4,2713.31,767285,Sasol Truck Stop
FUEL-806559,2024-12-06 10:28,VEH-2031,DRV-403,142.48,21.4,3049.07,334233,N3 Truck Plaza
FUEL-806560,2024-12-06 23:17,VEH-2024,DRV-450,99.65,21.4,2132.51,652007,N3 Truck Plaza
FUEL-806561,2024-12-06 14:59,VEH-2032,DRV-401,48.44,21.4,1036.62,354632,Sasol Truck Stop
FUEL-806562,2024-12-06 18:57,VEH-2025,DRV-401,47.89,21.4,1024.85,492814,Sasol Truck Stop
FUEL-806563,2024-12-06 10:55,VEH-2028,DRV-448,47.23,21.4,1010.72,507643,N3 Truck Plaza
FUEL-806564,2024-12-06 23:58,VEH-2028,DRV-428,49.42,21.4,1057.59,507764,Depot Bulk Tank
FUEL-806565,2024-12-06 09:04,VEH-2041,DRV-437,34.86,21.4,746,504824,N3 Truck Plaza
FUEL-806566,2024-12-06 18:55,VEH-2034,DRV-413,33.93,21.4,726.1,224693,Engen Ultra
FUEL-806567,2024-12-06 20:33,VEH-2030,DRV-442,195.55,21.4,4184.77,333329,Highway 1 Stop
FUEL-806568,2024-12-07 06:52,VEH-2025,DRV-450,184.07,21.4,3939.1,493283,Engen Ultra
FUEL-806569,2024-12-06 16:30,VEH-2025,DRV-423,"124,35",21.4,2661.09,493584,Engen Ultra
FUEL-806570,2024-12-07 04:00,VEH-2023,DRV-450,117.72,21.4,2519.21,418338,Highway 1 Stop
FUEL-806571,2024-12-06 08:41,VEH-2022,DRV-413,59.37,21.4,1270.52,738848,Depot Bulk Tank
FUEL-806572,2024-12-06 20:36,VEH-2026,DRV-405,"64,83",21.4,1387.36,783471,N3 Truck Plaza
FUEL-806573,2024-12-06 08:17,VEH-2015,DRV-440,117.62,21.4,2517.07,192395,Engen Ultra
FUEL-806574,2024-12-06 16:48,VEH-2007,DRV-418,101.12,21.4,2163.97,825680,Highway 1 Stop
FUEL-806575,2024-12-06 10:00,VEH-2058,DRV-475,297.98,21.4,6376.77,639564,N3 Truck Plaza
FUEL-806576,2024-12-07 04:04,VEH-2059,DRV-474,276.16,21.4,5909.82,359513,Engen Ultra
FUEL-806577,2024-12-06 17:59,VEH-2063,DRV-459,268.06,21.4,5736.48,157815,Depot Bulk Tank
FUEL-806578,2024-12-07 09:14,VEH-2065,DRV-453,217.04,21.4,4644.66,470975,Engen Ultra
FUEL-806579,2024-12-06 18:47,VEH-2074,DRV-460,229.11,21.4,4902.95,184322,N3 Truck Plaza
FUEL-806580,2024-12-07 05:29,VEH-2068,DRV-462,192.34,21.4,4116.08,526632,Engen Ultra
FUEL-806581,2024-12-06 20:13,VEH-2062,DRV-458,519.63,21.4,11120.08,307393,N3 Truck Plaza
FUEL-806582,2024-12-07 20:56,VEH-2063,DRV-466,461.88,21.4,9884.23,158780,N3 Truck Plaza
FUEL-806583,2024-12-06 14:38,VEH-2079,DRV-460,24.16,21.4,517.02,779646,Sasol Truck Stop
FUEL-806584,2024-12-06 17:08,VEH-2079,DRV-466,22.42,21.4,479.79,779727,Depot Bulk Tank
FUEL-806585,2024-12-06 12:24,VEH-2083,DRV-464,16.96,21.4,362.94,187145,Depot Bulk Tank
FUEL-806586,2024-12-06 17:18,VEH-2083,DRV-465,16.59,21.4,355.03,187224,Engen Ultra
FUEL-806587,2024-12-06 17:31,VEH-2069,DRV-457,"36,81",21.4,787.73,403415,N3 Truck Plaza
FUEL-806588,2024-12-06 17:53,VEH-2068,DRV-474,33.9,21.4,725.46,526712,Sasol Truck Stop
FUEL-806589,2024-12-06 16:55,VEH-2081,DRV-479,"42,7",21.4,913.78,401518,Highway 1 Stop
FUEL-806590,2024-12-06 13:06,VEH-2083,DRV-470,36.44,21.4,779.82,187404,Engen Ultra
FUEL-806591,2024-12-06 20:38,VEH-2058,DRV-475,311.81,21.4,6672.73,640191,Engen Ultra
FUEL-806592,2024-12-07 08:40,VEH-2061,DRV-464,249.29,21.4,5334.81,156769,Highway 1 Stop
FUEL-806593,2024-12-07 04:00,VEH-2096,DRV-500,719.45,21.4,15396.23,572933,Depot Bulk Tank
FUEL-806594,2024-12-07 22:33,VEH-2091,DRV-507,662.52,21.4,14177.93,505797,Engen Ultra
FUEL-806595,2024-12-07 08:32,VEH-2098,DRV-505,661.63,21.4,14158.88,641257,Highway 1 Stop
FUEL-806596,2024-12-08 01:50,VEH-2100,DRV-512,488.47,21.4,10453.26,709584,N3 Truck Plaza
FUEL-806597,2024-12-06 21:12,VEH-2093,DRV-488,"327,37",21.4,7005.72,803790,Highway 1 Stop
FUEL-806598,2024-12-07 11:33,VEH-2098,DRV-508,280.32,21.4,5998.85,642019,Highway 1 Stop
FUEL-806599,2024-12-06 16:05,VEH-2109,DRV-509,154.74,21.4,3311.44,207209,Engen Ultra
FUEL-806600,2024-12-07 09:44,VEH-2103,DRV-503,122.52,21.4,2621.93,350494,N3 Truck Plaza
FUEL-806601,2024-12-06 13:10,VEH-2109,DRV-508,45.15,21.4,966.21,207322,Highway 1 Stop
FUEL-806602,2024-12-06 16:07,VEH-2105,DRV-497,31.66,21.4,677.52,156213,Highway 1 Stop
FUEL-806603,2024-12-06 04:29,VEH-2116,DRV-488,24.84,21.4,531.58,184412,Sasol Truck Stop
FUEL-806604,2024-12-06 19:40,VEH-2120,DRV-510,19.49,21.4,417.09,142639,Sasol Truck Stop
FUEL-806605,2024-12-06 14:43,VEH-2108,DRV-491,26.83,21.4,574.16,307645,Highway 1 Stop
FUEL-806606,2024-12-06 23:23,VEH-2102,DRV-493,18.22,21.4,389.91,519480,Engen Ultra
FUEL-806607,2024-12-06 06:15,VEH-2112,DRV-506,"17,56",21.4,375.78,154501,N3 Truck Plaza
FUEL-806608,2024-12-06 15:22,VEH-2113,DRV-499,16.17,21.4,346.04,468510,Highway 1 Stop
FUEL-806609,2024-12-06 10:26,VEH-2102,DRV-491,22.96,21.4,491.34,519541,N3 Truck Plaza
FUEL-806610,2024-12-06 15:59,VEH-2102,DRV-511,17.29,21.4,370.01,519603,Highway 1 Stop
FUEL-806611,2024-12-07 01:28,VEH-2100,DRV-497,436.89,21.4,9349.45,710578,N3 Truck Plaza
FUEL-806612,2024-12-07 12:54,VEH-2096,DRV-511,453.96,21.4,9714.74,573941,Sasol Truck Stop
FUEL-806613,2024-12-06 18:22,VEH-2049,DRV-431,38.47,21.4,823.26,576912,Highway 1 Stop
FUEL-806614,2024-12-06 17:04,VEH-2040,DRV-443,49.84,21.4,1066.58,193635,Sasol Truck Stop
FUEL-806615,2024-12-06 14:17,VEH-2037,DRV-449,50.78,21.4,1086.69,185619,N3 Truck Plaza
FUEL-806616,2024-12-06 16:31,VEH-2046,DRV-411,34.3,21.4,734.02,126398,Depot Bulk Tank
FUEL-806617,2024-12-06 11:14,VEH-2050,DRV-440,19.94,21.4,426.72,487074,Sasol Truck Stop
FUEL-806618,2024-12-06 22:48,VEH-2045,DRV-429,41.31,21.4,884.03,411669,Sasol Truck Stop
FUEL-806619,2024-12-06 13:21,VEH-2054,DRV-426,20.15,21.4,431.21,283999,Highway 1 Stop
FUEL-806620,2024-12-06 19:43,VEH-2040,DRV-439,"58,3",21.4,1247.62,193846,Sasol Truck Stop
FUEL-806621,2024-12-06 16:19,VEH-2044,DRV-421,"50,9",21.4,1089.26,446233,Sasol Truck Stop
FUEL-806622,2024-12-06 19:18,VEH-2036,DRV-410,64.85,21.4,1387.79,631727,Depot Bulk Tank
FUEL-806623,2024-12-06 19:30,VEH-2034,DRV-412,58.01,21.4,1241.41,224904,N3 Truck Plaza
FUEL-806624,2024-12-06 19:40,VEH-2082,DRV-463,34.26,21.4,733.16,464237,Engen Ultra
FUEL-806625,2024-12-06 15:32,VEH-2089,DRV-454,18.64,21.4,398.9,719146,Engen Ultra
FUEL-806626,2024-12-06 14:54,VEH-2083,DRV-470,35.28,21.4,754.99,187566,Engen Ultra
FUEL-806627,2024-12-06 22:12,VEH-2076,DRV-458,49.62,21.4,1061.87,688829,Sasol Truck Stop
FUEL-806628,2024-12-06 23:06,VEH-2080,DRV-473,47.06,21.4,1007.08,306478,Engen Ultra
FUEL-806629,2024-12-06 19:05,VEH-2112,DRV-496,49.44,21.4,1058.02,154653,N3 Truck Plaza
FUEL-806630,2024-12-06 14:14,VEH-2118,DRV-507,31.53,21.4,674.74,553125,N3 Truck Plaza
FUEL-806631,2024-12-06 17:44,VEH-2124,DRV-504,17.87,21.4,382.42,393492,Engen Ultra
FUEL-806632,2024-12-06 11:21,VEH-2115,DRV-512,43.78,21.4,936.89,444865,Engen Ultra
FUEL-806633,2024-12-06 17:21,VEH-2111,DRV-492,38.8,21.4,830.32,748751,Sasol Truck Stop
FUEL-806634,2024-12-06 17:51,VEH-2112,DRV-489,46.05,21.4,985.47,154805,Engen Ultra
FUEL-806635,2024-12-06 20:35,VEH-2118,DRV-483,31.81,21.4,680.73,553278,Highway 1 Stop
FUEL-806636,2024-12-07 08:28,VEH-2021,DRV-442,200.4,21.4,4288.56,224763,Engen Ultra
FUEL-806637,2024-12-07 21:55,VEH-2025,DRV-402,"243",21.4,5200.2,494159,Engen Ultra
FUEL-806638,2024-12-07 16:44,VEH-2009,DRV-423,281.69,21.4,6028.17,211067,Depot Bulk Tank
FUEL-806639,2024-12-08 00:21,VEH-2019,DRV-431,272.61,21.4,5833.85,517195,Depot Bulk Tank
FUEL-806640,2024-12-07 23:29,VEH-2019,DRV-425,645.48,21.4,13813.27,518554,Highway 1 Stop
FUEL-806641,2024-12-08 19:41,VEH-2003,DRV-405,561.43,21.4,12014.6,444692,N3 Truck Plaza
FUEL-806642,2024-12-07 22:06,VEH-2031,DRV-435,367.14,21.4,7856.8,335250,Depot Bulk Tank
FUEL-806643,2024-12-08 11:10,VEH-2026,DRV-442,395.93,21.4,8472.9,784554,Engen Ultra
FUEL-806644,2024-12-07 06:40,VEH-2011,DRV-413,149.99,21.4,3209.79,421778,Depot Bulk Tank
FUEL-806645,2024-12-07 19:33,VEH-2012,DRV-401,"131,01",21.4,2803.61,755708,Depot Bulk Tank
FUEL-806646,2024-12-07 16:15,VEH-2021,DRV-418,130.89,21.4,2801.05,225128,Sasol Truck Stop
FUEL-806647,2024-12-08 02:19,VEH-2029,DRV-446,142.27,21.4,3044.58,767655,Depot Bulk Tank
FUEL-806648,2024-12-07 08:41,VEH-2047,DRV-430,24.85,21.4,531.79,619060,Engen Ultra
FUEL-806649,2024-12-07 14:45,VEH-2047,DRV-441,26.64,21.4,570.1,619185,Depot Bulk Tank
FUEL-806650,2024-12-07 11:37,VEH-2009,DRV-448,145.61,21.4,3116.05,211378,Engen Ultra
FUEL-806651,2024-12-07 21:53,VEH-2020,DRV-427,115.42,21.4,2469.99,408907,N3 Truck Plaza
FUEL-806652,2024-12-07 06:30,VEH-2034,DRV-432,47.94,21.4,1025.92,225071,Depot Bulk Tank
FUEL-806653,2024-12-07 16:48,VEH-2041,DRV-434,36.97,21.4,791.16,504991,Highway 1 Stop
FUEL-806654,2024-12-07 14:57,VEH-2058,DRV-477,288.3,21.4,6169.62,640763,N3 Truck Plaza
FUEL-806655,2024-12-07 23:11,VEH-2057,DRV-468,"282,47",21.4,6044.86,762764,Depot Bulk Tank
FUEL-806656,2024-12-07 02:14,VEH-2068,DRV-473,31.62,21.4,676.67,526790,Depot Bulk Tank
FUEL-806657,2024-12-07 15:15,VEH-2070,DRV-477,28.47,21.4,609.26,605295,Depot Bulk Tank
FUEL-806658,2024-12-07 08:22,VEH-2082,DRV-464,34.31,21.4,734.23,464408,Sasol Truck Stop
FUEL-806659,2024-12-07 19:02,VEH-2084,DRV-459,39.11,21.4,836.95,314128,Highway 1 Stop
FUEL-806660,2024-12-07 10:55,VEH-2063,DRV-470,328.73,21.4,7034.82,159403,Sasol Truck Stop
FUEL-806661,2024-12-08 03:54,VEH-2059,DRV-463,324.25,21.4,6938.95,360152,Sasol Truck Stop
FUEL-806662,2024-12-07 21:28,VEH-2094,DRV-510,840.31,21.4,17982.63,453429,Highway 1 Stop
FUEL-806663,2024-12-08 19:55,VEH-2095,DRV-500,659.12,21.4,14105.17,631740,N3 Truck Plaza
FUEL-806664,2024-12-07 21:09,VEH-2095,DRV-487,373.47,21.4,7992.26,632479,Highway 1 Stop
FUEL-806665,2024-12-08 08:19,VEH-2099,DRV-502,368.3,21.4,7881.62,442187,Highway 1 Stop
FUEL-806666,2024-12-07 13:58,VEH-2107,DRV-502,160.82,21.4,3441.55,461406,N3 Truck Plaza
FUEL-806667,2024-12-08 05:08,VEH-2103,DRV-500,152.98,21.4,3273.77,350925,Engen Ultra
FUEL-806668,2024-12-07 01:32,VEH-2110,DRV-511,35.32,21.4,755.85,638808,Depot Bulk Tank
FUEL-806669,2024-12-07 16:43,VEH-2112,DRV-496,33.64,21.4,719.9,154919,N3 Truck Plaza
FUEL-806670,2024-12-07 08:52,VEH-2108,DRV-491,25.83,21.4,552.76,307706,N3 Truck Plaza
FUEL-806671,2024-12-07 14:16,VEH-2106,DRV-492,18.3,21.4,391.62,517096,Sasol Truck Stop
FUEL-806672,2024-12-08 01:55,VEH-2100,DRV-490,456.83,21.4,9776.16,711591,Sasol Truck Stop
FUEL-806673,2024-12-08 09:46,VEH-2098,DRV-505,476.25,21.4,10191.75,643014,Depot Bulk Tank
FUEL-806674,2024-12-07 17:15,VEH-2038,DRV-438,53.14,21.4,1137.2,166181,Sasol Truck Stop
FUEL-806675,2024-12-07 10:50,VEH-2053,DRV-448,18.83,21.4,402.96,656529,Depot Bulk Tank
FUEL-806676,2024-12-07 10:47,VEH-2033,DRV-421,"52,43",21.4,1122,584484,Engen Ultra
FUEL-806677,2024-12-07 12:56,VEH-2053,DRV-409,21.54,21.4,460.96,656742,Sasol Truck Stop
FUEL-806678,2024-12-07 17:54,VEH-2080,DRV-469,46.02,21.4,984.83,306640,Engen Ultra
FUEL-806679,2024-12-07 15:13,VEH-2081,DRV-481,"39,35",21.4,842.09,401681,Sasol Truck Stop
FUEL-806680,2024-12-07 17:58,VEH-2124,DRV-492,18.55,21.4,396.97,393644,Depot Bulk Tank
FUEL-806681,2024-12-07 15:23,VEH-2122,DRV-491,15.72,21.4,336.41,526283,N3 Truck Plaza
FUEL-806682,2024-12-09 11:50,VEH-2002,DRV-432,262.55,21.39,5615.94,815939,Sasol Truck Stop
FUEL-806683,2024-12-10 03:09,VEH-2018,DRV-426,301.19,21.39,6442.45,680231,Depot Bulk Tank
FUEL-806684,2024-12-09 16:29,VEH-2026,DRV-434,272.24,21.39,5823.21,785126,Depot Bulk Tank
FUEL-806685,2024-12-10 01:08,VEH-2032,DRV-429,234.82,21.39,5022.8,355187,Engen Ultra
FUEL-806686,2024-12-09 19:53,VEH-2027,DRV-441,227.71,21.39,4870.72,313300,Depot Bulk Tank
FUEL-806687,2024-12-10 07:14,VEH-2021,DRV-418,"195,81",21.39,4188.38,225692,Highway 1 Stop
FUEL-806688,2024-12-09 23:10,VEH-2001,DRV-426,683.17,21.39,14613.01,371188,Sasol Truck Stop
FUEL-806689,2024-12-11 04:02,VEH-2015,DRV-416,485.16,21.39,10377.57,193799,N3 Truck Plaza
FUEL-806690,2024-12-09 23:38,VEH-2011,DRV-402,703.74,21.39,15053,423183,N3 Truck Plaza
FUEL-806691,2024-12-10 21:21,VEH-2019,DRV-432,540.77,21.39,11567.07,519954,Highway 1 Stop
FUEL-806692,2024-12-09 16:21,VEH-2003,DRV-428,555.02,21.39,11871.88,445748,Sasol Truck Stop
FUEL-806693,2024-12-10 10:46,VEH-2013,DRV-415,414.9,21.39,8874.71,791784,N3 Truck Plaza
FUEL-806694,2024-12-09 15:06,VEH-2028,DRV-444,465.89,21.39,9965.39,508826,Sasol Truck Stop
FUEL-806695,2024-12-10 16:09,VEH-2032,DRV-418,357.94,21.39,7656.34,356272,N3 Truck Plaza
FUEL-806696,2024-12-09 15:12,VEH-2021,DRV-437,142.57,21.39,3049.57,226097,Sasol Truck Stop
FUEL-806697,2024-12-09 23:55,VEH-2023,DRV-405,125.69,21.39,2688.51,418727,N3 Truck Plaza
FUEL-806698,2024-12-09 16:12,VEH-2032,DRV-419,164.33,21.39,3515.02,356666,N3 Truck Plaza
FUEL-806699,2024-12-09 23:58,VEH-2030,DRV-420,149.26,21.39,3192.67,333727,Depot Bulk Tank
FUEL-806700,2024-12-09 08:05,VEH-2021,DRV-441,116.74,21.39,2497.07,226424,Engen Ultra
FUEL-806701,2024-12-09 16:02,VEH-2031,DRV-418,128.89,21.39,2756.96,335584,Depot Bulk Tank
FUEL-806702,2024-12-09 13:22,VEH-2031,DRV-410,123.67,21.39,2645.3,335913,N3 Truck Plaza
FUEL-806703,2024-12-10 00:43,VEH-2032,DRV-401,138.23,21.39,2956.74,356993,Engen Ultra
FUEL-806704,2024-12-09 13:04,VEH-2031,DRV-450,128.67,21.39,2752.25,336269,N3 Truck Plaza
FUEL-806705,2024-12-09 17:41,VEH-2026,DRV-423,171.42,21.39,3666.67,785480,Depot Bulk Tank
FUEL-806706,2024-12-09 15:56,VEH-2022,DRV-423,140.12,21.39,2997.17,739202,Sasol Truck Stop
FUEL-806707,2024-12-09 21:43,VEH-2021,DRV-422,118.65,21.39,2537.92,226774,N3 Truck Plaza
FUEL-806708,2024-12-09 07:08,VEH-2028,DRV-448,49.6,21.39,1060.94,508947,Depot Bulk Tank
FUEL-806709,2024-12-09 17:52,VEH-2027,DRV-451,46.04,21.39,984.8,313420,Highway 1 Stop
FUEL-806710,2024-12-09 03:28,VEH-2035,DRV-426,33.36,21.39,713.57,685022,Engen Ultra
FUEL-806711,2024-12-09 14:49,VEH-2035,DRV-448,32.6,21.39,697.31,685140,Highway 1 Stop
FUEL-806712,2024-12-09 09:07,VEH-2010,DRV-421,221.14,21.39,4730.18,710345,N3 Truck Plaza
FUEL-806713,2024-12-10 02:52,VEH-2017,DRV-446,247.9,21.39,5302.58,681117,Depot Bulk Tank
FUEL-806714,2024-12-09 06:08,VEH-2026,DRV-446,151.08,21.39,3231.6,785785,Depot Bulk Tank
FUEL-806715,2024-12-09 18:00,VEH-2024,DRV-433,97.64,21.39,2088.52,652302,Depot Bulk Tank
FUEL-806716,2024-12-09 08:41,VEH-2042,DRV-417,38.51,21.39,823.73,548093,Engen Ultra
FUEL-806717,2024-12-09 17:56,VEH-2049,DRV-441,36.07,21.39,771.54,577081,N3 Truck Plaza
FUEL-806718,2024-12-09 15:41,VEH-2016,DRV-433,164.99,21.39,3529.14,210146,Engen Ultra
FUEL-806719,2024-12-09 20:16,VEH-2006,DRV-403,161.12,21.39,3446.36,347579,Highway 1 Stop
FUEL-806720,2024-12-09 12:09,VEH-2074,DRV-475,205.07,21.39,4386.45,184878,Engen Ultra
FUEL-806721,2024-12-10 08:12,VEH-2068,DRV-470,190.88,21.39,4082.92,527363,N3 Truck Plaza
FUEL-806722,2024-12-09 18:18,VEH-2055,DRV-461,247.78,21.39,5300.01,622346,Engen Ultra
FUEL-806723,2024-12-10 04:29,VEH-2063,DRV-461,281.76,21.39,6026.85,159977,Depot Bulk Tank
FUEL-806724,2024-12-09 09:15,VEH-2056,DRV-461,271.3,21.39,5803.11,176564,N3 Truck Plaza
FUEL-806725,2024-12-10 09:11,VEH-2060,DRV-459,278.25,21.39,5951.77,214002,Sasol Truck Stop
FUEL-806726,2024-12-09 15:39,VEH-2074,DRV-467,220.28,21.39,4711.79,185469,Depot Bulk Tank
FUEL-806727,2024-12-10 02:42,VEH-2073,DRV-465,225.19,21.39,4816.81,410436,N3 Truck Plaza
FUEL-806728,2024-12-09 12:54,VEH-2060,DRV-462,477.47,21.39,10213.08,214986,Depot Bulk Tank
FUEL-806729,2024-12-10 08:29,VEH-2062,DRV-476,424.66,21.39,9083.48,308399,Sasol Truck Stop
FUEL-806730,2024-12-09 06:35,VEH-2070,DRV-467,30.08,21.39,643.41,605374,Engen Ultra
FUEL-806731,2024-12-09 14:46,VEH-2070,DRV-462,29.65,21.39,634.21,605454,Sasol Truck Stop
FUEL-806732,2024-12-09 04:15,VEH-2084,DRV-470,18,21.39,385.02,314209,Engen Ultra
FUEL-806733,2024-12-09 16:15,VEH-2084,DRV-481,18.06,21.39,386.3,314289,Depot Bulk Tank
FUEL-806734,2024-12-09 12:55,VEH-2076,DRV-465,48.49,21.39,1037.2,689008,Depot Bulk Tank
FUEL-806735,2024-12-09 11:03,VEH-2077,DRV-462,46.55,21.39,995.7,154656,Highway 1 Stop
FUEL-806736,2024-12-09 07:11,VEH-2070,DRV-478,65.49,21.39,1400.83,605630,N3 Truck Plaza
FUEL-806737,2024-12-09 21:49,VEH-2070,DRV-457,54.49,21.39,1165.54,605803,Highway 1 Stop
FUEL-806738,2024-12-09 17:40,VEH-2066,DRV-456,301.68,21.39,6452.94,785730,Depot Bulk Tank
FUEL-806739,2024-12-10 09:37,VEH-2058,DRV-475,262.21,21.39,5608.67,641409,Engen Ultra
FUEL-806740,2024-12-10 01:31,VEH-2098,DRV-509,611.57,21.39,13081.48,644405,Depot Bulk Tank
FUEL-806741,2024-12-10 18:30,VEH-2095,DRV-490,529.21,21.39,11319.8,633855,N3 Truck Plaza
FUEL-806742,2024-12-09 22:31,VEH-2091,DRV-491,"673,19",21.39,14399.53,507178,Sasol Truck Stop
FUEL-806743,2024-12-11 01:18,VEH-2101,DRV-504,699.13,21.39,14954.39,431065,Depot Bulk Tank
FUEL-806744,2024-12-09 15:36,VEH-2096,DRV-487,419.47,21.39,8972.46,574699,N3 Truck Plaza
FUEL-806745,2024-12-10 06:43,VEH-2096,DRV-483,323.57,21.39,6921.16,575456,Depot Bulk Tank
FUEL-806746,2024-12-09 08:39,VEH-2101,DRV-489,211.32,21.39,4520.13,431504,Highway 1 Stop
FUEL-806747,2024-12-09 17:00,VEH-2090,DRV-508,206.27,21.39,4412.12,488108,Highway 1 Stop
FUEL-806748,2024-12-09 12:32,VEH-2104,DRV-503,56.33,21.39,1204.9,563517,Engen Ultra
FUEL-806749,2024-12-09 15:30,VEH-2106,DRV-489,42.18,21.39,902.23,517202,Highway 1 Stop
FUEL-806750,2024-12-09 14:52,VEH-2116,DRV-490,24.59,21.39,525.98,184524,Highway 1 Stop
FUEL-806751,2024-12-09 18:05,VEH-2118,DRV-500,22.92,21.39,490.26,553387,Highway 1 Stop
FUEL-806752,2024-12-09 11:10,VEH-2103,DRV-501,20.22,21.39,432.51,350986,Engen Ultra
FUEL-806753,2024-12-09 13:55,VEH-2103,DRV-510,21.24,21.39,454.32,351046,Engen Ultra
FUEL-806754,2024-12-09 09:52,VEH-2120,DRV-495,12.99,21.39,277.86,142700,Depot Bulk Tank
FUEL-806755,2024-12-09 11:02,VEH-2118,DRV-489,9.8,21.39,209.62,553448,Highway 1 Stop
FUEL-806756,2024-12-09 12:20,VEH-2100,DRV-485,364.28,21.39,7791.95,712377,Depot Bulk Tank
FUEL-806757,2024-12-10 11:40,VEH-2097,DRV-490,288.92,21.39,6180,219933,N3 Truck Plaza
FUEL-806758,2024-12-09 13:51,VEH-2039,DRV-447,53.93,21.39,1153.56,533493,Engen Ultra
FUEL-806759,2024-12-09 16:22,VEH-2035,DRV-406,51.96,21.39,1111.42,685325,Sasol Truck Stop
FUEL-806760,2024-12-09 12:14,VEH-2035,DRV-427,"49,76",21.39,1064.37,685510,Sasol Truck Stop
FUEL-806761,2024-12-09 18:33,VEH-2042,DRV-411,42.14,21.39,901.37,548275,Depot Bulk Tank
FUEL-806762,2024-12-09 15:09,VEH-2052,DRV-438,20.05,21.39,428.87,234297,Highway 1 Stop
FUEL-806763,2024-12-09 18:08,VEH-2053,DRV-431,18.38,21.39,393.15,656925,Highway 1 Stop
FUEL-806764,2024-12-09 13:23,VEH-2052,DRV-420,19.38,21.39,414.54,234476,Depot Bulk Tank
FUEL-806765,2024-12-09 10:19,VEH-2036,DRV-402,64.96,21.39,1389.49,631936,N3 Truck Plaza
FUEL-806766,2024-12-09 14:45,VEH-2045,DRV-406,52.88,21.39,1131.1,411887,Engen Ultra
FUEL-806767,2024-12-09 13:49,VEH-2042,DRV-410,48.28,21.39,1032.71,548488,Engen Ultra
FUEL-806768,2024-12-09 15:01,VEH-2076,DRV-475,45.15,21.39,965.76,689169,Depot Bulk Tank
FUEL-806769,2024-12-09 16:29,VEH-2077,DRV-466,41.97,21.39,897.74,154817,Sasol Truck Stop
FUEL-806770,2024-12-09 16:30,VEH-2075,DRV-476,47.73,21.39,1020.94,365080,N3 Truck Plaza
FUEL-806771,2024-12-09 17:05,VEH-2079,DRV-480,48.68,21.39,1041.27,779891,Highway 1 Stop
FUEL-806772,2024-12-09 11:32,VEH-2075,DRV-462,44.87,21.39,959.77,365245,Sasol Truck Stop
FUEL-806773,2024-12-09 18:51,VEH-2114,DRV-509,41.83,21.39,894.74,421697,Engen Ultra
FUEL-806774,2024-12-09 17:26,VEH-2113,DRV-491,43.43,21.39,928.97,468659,Sasol Truck Stop
FUEL-806775,2024-12-09 16:21,VEH-2118,DRV-505,30.69,21.39,656.46,553597,N3 Truck Plaza
