trip_id,driver_hours,driver_cost_zar,toll_cost_zar,fixed_cost_zar
TRP-503111,18.27,2648.43,569.21,6210.11
TRP-503112,9.15,1326.94,169.67,2196.32
TRP-503113,8.77,1271.31,169.98,2104.24
TRP-503114,5.2,754.31,100.4,1248.52
TRP-503115,5.51,799.6,87.93,1323.48
TRP-503116,1.47,212.67,39.44,840
TRP-503117,1.53,221.66,40.53,840
TRP-503118,0.95,137.83,24.59,840
TRP-503119,0.84,121.21,23.28,840
TRP-503120,0.86,124.4,25.26,385
TRP-503121,0.96,138.65,26.65,385
TRP-503122,10.13,1469.28,135.53,3445.2
TRP-503123,7.98,1157.48,137.35,2714.09
TRP-503124,13.5,1957.93,333.81,3240.71
TRP-503125,10.67,1546.77,305.52,2560.16
TRP-503126,10.05,1457.72,43.3,1507.99
TRP-503127,8.45,1224.73,43.39,1266.96
TRP-503128,9.49,1375.92,38.9,616.79
TRP-503129,9.32,1351.42,40.29,1025.21
TRP-503130,9.26,1343.33,39.36,1389.66
TRP-503131,9.63,1396.77,37.76,1059.62
TRP-503132,9.45,1369.98,40.82,1039.3
TRP-503133,10.61,1539.17,49.66,1167.65
TRP-503134,9.8,1421.44,55.76,1078.33
TRP-503135,9.02,1307.27,53.88,991.72
TRP-503136,8.27,1199.13,32.5,1240.48
TRP-503137,8.81,1276.75,34.59,968.57
TRP-503138,8.48,1229.58,33.91,1271.98
TRP-503139,9.41,1364.74,34.46,1411.8
TRP-503140,8.32,1205.98,29.91,914.88
TRP-503141,7.53,1091.84,30.85,1129.49
TRP-503142,7.94,1151.94,28.94,1191.66
TRP-503143,8.8,1276.6,30.41,572.27
TRP-503144,7.17,1038.99,377.73,1719.71
TRP-503145,7.97,1155.81,381.71,1913.06
TRP-503146,16.9,2450.56,486.46,4056.1
TRP-503147,16.64,2412.86,534.46,3993.7
TRP-503148,13.69,1984.69,276.77,4653.75
TRP-503149,14.39,2086.26,274.59,4891.93
TRP-503150,5.46,791.15,180.84,1855.12
TRP-503151,4.53,657.1,184.09,1540.79
TRP-503152,3.72,539.58,143.91,1265.21
TRP-503153,4.13,599.35,150.62,1405.38
TRP-503154,4.76,689.72,159.84,1141.61
TRP-503155,4.96,718.69,170.61,1189.56
TRP-503156,11.99,1737.85,237.7,4074.96
TRP-503157,10.03,1454.83,251.6,3411.32
TRP-503158,6.21,900.85,361.62,1491.07
TRP-503159,8.08,1172.01,373.36,1939.89
TRP-503160,13.71,1988.49,314.48,4662.66
TRP-503161,11.92,1728.27,295.72,4052.51
TRP-503162,2.11,306.18,97.59,840
TRP-503163,2.49,361.3,90.8,840
TRP-503164,15.73,2280.41,523.24,5347.16
TRP-503165,17.34,2513.69,516.61,5894.17
TRP-503166,0.95,137.4,25.03,840
TRP-503167,0.91,131.38,23.4,840
TRP-503168,8.93,1295.16,137.07,3036.92
TRP-503169,8.68,1259.16,146.94,2952.5
TRP-503170,8.65,1254.71,40.95,562.45
TRP-503171,9.12,1322.63,41.29,1368.24
TRP-503172,9.55,1384.03,55.9,1431.75
TRP-503173,10.29,1491.71,53.79,668.7
TRP-503174,7.94,1151.96,37.23,873.9
TRP-503175,8.28,1200.3,35.94,538.07
TRP-503176,8.2,1188.41,29.26,532.74
TRP-503177,8.54,1238.48,29.93,939.53
TRP-503178,7.23,1048.84,377.61,2459.35
TRP-503179,7.63,1105.7,380.48,2592.68
TRP-503180,7.44,1078.4,397.6,2528.65
TRP-503181,7.32,1061.17,354.9,2488.25
TRP-503182,7.29,1056.87,370.06,1749.3
TRP-503183,7.61,1104.06,366.23,1827.41
TRP-503184,6.7,972.1,367.64,2279.4
TRP-503185,7.82,1134.3,379.58,2659.73
TRP-503186,16.01,2321.67,557.04,5443.92
TRP-503187,17.9,2595.83,525.31,6086.78
TRP-503188,17.65,2558.89,531.34,4235.4
TRP-503189,16.61,2408.69,537.75,3986.8
TRP-503190,12.63,1832.05,298.68,4295.85
TRP-503191,12.83,1860.63,288.25,4362.86
TRP-503192,11.88,1722.72,304.39,2851.41
TRP-503193,12.44,1804.12,290.14,2986.13
TRP-503194,4.88,707.93,184.82,1171.75
TRP-503195,4.61,668.1,183.36,1105.82
TRP-503196,5,725.09,181.6,1200.15
TRP-503197,5.03,729.57,182.92,1207.57
TRP-503198,4.02,583.59,139.33,965.94
TRP-503199,4.01,581.96,144.82,963.24
TRP-503200,3.84,557.43,138.46,922.64
TRP-503201,3.72,539.12,148.03,892.33
TRP-503202,4.51,653.82,168.43,1533.09
TRP-503203,4.62,670.3,171.18,1571.73
TRP-503204,2.01,291.81,62.58,840
TRP-503205,1.51,219.1,57.28,840
TRP-503206,1.8,261.41,61.1,840
TRP-503207,1.82,264.3,55.96,840
TRP-503208,5.3,768.08,145.08,1271.3
TRP-503209,5.59,811.01,142.16,1342.36
TRP-503210,11.34,1643.74,250.56,2720.67
TRP-503211,11.95,1733.34,258.77,2868.98
TRP-503212,2.34,339.72,72.39,840
TRP-503213,2.49,360.82,73.79,840
TRP-503214,3.15,457.24,114.06,840
TRP-503215,3.12,452.91,113.66,840
TRP-503216,8.46,1226.12,376.17,2875.05
TRP-503217,6.88,998.14,381.52,2340.46
TRP-503218,6.6,957.64,344.62,1585.05
TRP-503219,7.62,1104.41,354.66,1827.99
TRP-503220,7,1015.5,390,1680.83
TRP-503221,7.64,1108.3,386.81,1834.42
TRP-503222,18.83,2729.81,568.27,4518.31
TRP-503223,18.26,2647.17,592.37,4381.53
TRP-503224,11.7,1696.66,297.96,2808.26
TRP-503225,13.1,1899.62,304.87,3144.2
TRP-503226,1.25,181.17,42.89,525
TRP-503227,1.24,180,46.63,525
TRP-503228,1.38,200.62,45.58,840
TRP-503229,1.13,164.15,48.63,840
TRP-503230,2.3,333.9,92.12,840
TRP-503231,2.34,339.45,96.12,840
TRP-503232,17.43,2526.91,512.27,5925.17
TRP-503233,17.05,2472.44,529.21,5797.45
TRP-503234,15.81,2291.88,516.66,5374.06
TRP-503235,17.43,2527.28,522.78,5926.04
TRP-503236,9.59,1390.44,186.68,3260.34
TRP-503237,10.17,1474.84,181.81,3458.24
TRP-503238,5.36,777.29,96.89,1286.55
TRP-503239,5.43,787.98,93.47,1304.24
TRP-503240,1.21,175.47,42.38,840
TRP-503241,1.56,225.94,38.59,840
TRP-503242,1.7,245.92,41.61,525
TRP-503243,1.48,215.07,40.92,525
TRP-503244,0.93,134.82,24.7,840
TRP-503245,0.98,142.79,25.53,840
TRP-503246,0.92,134,24.74,385
TRP-503247,0.9,130.9,24.25,385
TRP-503248,10.45,1515.82,149.55,3554.34
TRP-503249,10.23,1483.7,151.81,3479.02
TRP-503250,12.15,1761.2,301,2915.09
TRP-503251,10.56,1531.08,280.63,2534.21
TRP-503252,9.53,1381.32,40.27,619.21
TRP-503253,8.84,1281.97,44.97,574.68
TRP-503254,9.44,1369.34,35.57,613.84
TRP-503255,7.81,1132.8,40.61,1171.86
TRP-503256,7.86,1139.43,42.12,510.78
TRP-503257,9.54,1383.39,41.01,1431.1
TRP-503258,9.39,1361.43,56.72,1408.38
TRP-503259,8.49,1231.55,55.66,1274.01
TRP-503260,10.6,1536.57,57.79,688.81
TRP-503261,8.32,1206.67,34.58,1248.28
TRP-503262,8.76,1270.15,34.53,1313.95
TRP-503263,8.68,1258.38,35.45,564.1
TRP-503264,8.41,1220.11,35.75,1262.18
TRP-503265,8.29,1202.02,29.11,1243.47
TRP-503266,8.06,1168.76,28.72,1209.06
TRP-503267,8.41,1220.03,29.68,1262.1
TRP-503268,7.56,1096.55,30.74,1134.36
TRP-503269,7.52,1090.24,398.5,2556.41
TRP-503270,7.61,1103.32,402.25,2587.09
TRP-503271,8.19,1187.36,400.18,1965.28
TRP-503272,6.71,973.65,375.06,1611.56
TRP-503273,6.12,887.66,385.3,2081.41
TRP-503274,7.21,1045.71,376.27,2452.02
TRP-503275,7.59,1100.31,396.64,2580.05
TRP-503276,6.76,979.8,392.85,2297.47
TRP-503277,16.23,2353.25,552.85,5517.95
TRP-503278,14.9,2161.17,554.7,5067.57
TRP-503279,17.07,2474.62,531.08,4095.92
TRP-503280,16.37,2373.32,516.79,3928.25
TRP-503281,12.69,1839.61,300.77,4313.56
TRP-503282,12.08,1751.71,274.29,4107.47
TRP-503283,4.56,660.87,190.09,1093.85
TRP-503284,4.96,718.85,176.57,1189.82
TRP-503285,5.25,761.38,173.64,1260.22
TRP-503286,4.92,713.76,183.5,1181.39
TRP-503287,4.16,603.83,145.77,1415.88
TRP-503288,3.85,558.09,139.66,1308.63
TRP-503289,3.65,529.9,146.48,877.08
TRP-503290,3.87,561.3,149.94,929.05
TRP-503291,4.63,670.82,167.94,1110.32
TRP-503292,4.75,689.06,169.78,1140.52
TRP-503293,4.08,591.73,153.26,1387.51
TRP-503294,4.18,606.15,164.59,1421.32
TRP-503295,1.65,239.61,57.75,840
TRP-503296,1.8,260.53,58.1,840
TRP-503297,1.72,248.69,61.59,840
TRP-503298,1.63,236.94,57.53,840
TRP-503299,1.82,263.43,62.54,840
TRP-503300,1.93,280.5,59.94,840
TRP-503301,10.91,1581.41,242.02,3708.14
TRP-503302,13.35,1936.19,255.48,4540.04
TRP-503303,4.03,583.79,185.37,966.27
TRP-503304,4.1,593.96,185.9,983.11
TRP-503305,2.34,338.59,68.74,385
TRP-503306,2.25,326.74,69.85,385
TRP-503307,2.35,340.06,70.97,385
TRP-503308,2.55,369.07,65.35,385
TRP-503309,3.01,436.06,118.48,1190
TRP-503310,3.34,484.14,120.73,1190
TRP-503311,7.88,1142.95,378.94,1891.78
TRP-503312,6.98,1012.31,370.55,1675.55
TRP-503313,7.48,1084.92,400.4,1795.73
TRP-503314,6.27,909.17,395.46,1504.84
TRP-503315,19.29,2797.54,621.75,6559.75
TRP-503316,19.72,2860,635.17,6706.2
TRP-503317,1.09,158.11,43.25,840
TRP-503318,1.29,187.35,46.57,840
TRP-503319,1.27,183.79,45.94,385
TRP-503320,1.17,170.34,43.62,385
TRP-503321,2.27,328.5,87.76,385
TRP-503322,2.49,360.44,94.6,385
TRP-503323,2.38,344.64,90.25,840
TRP-503324,2.67,386.89,94.86,840
TRP-503325,7.49,1086.56,263.97,1798.44
TRP-503326,8,1160.59,255.94,1920.98
TRP-503327,17.37,2518.69,485.89,4168.87
TRP-503328,15.42,2236.07,528.88,3701.08
TRP-503329,18.35,2660.51,564.12,6238.43
TRP-503330,17.17,2489.89,530.23,5838.37
TRP-503331,9.17,1329.57,184.59,2200.66
TRP-503332,9.1,1319.19,180.02,2183.48
TRP-503333,4.23,612.93,95.21,1437.22
TRP-503334,4.94,716.77,89.88,1680.71
TRP-503335,1.66,241.32,40.52,840
TRP-503336,1.3,189.14,38.67,840
TRP-503337,0.9,130.58,22.21,385
TRP-503338,0.89,128.48,25.46,385
TRP-503339,0.77,111.96,25.26,525
TRP-503340,0.88,127.46,26.75,525
TRP-503341,12.01,1741.37,306.93,4083.21
TRP-503342,13,1885.43,301.19,4421.01
TRP-503343,8.64,1252.28,39.32,1295.46
TRP-503344,8.55,1239.56,41.39,940.36
TRP-503345,9.59,1390.61,39.69,1054.94
TRP-503346,9.14,1326.02,43.48,1005.94
TRP-503347,8.56,1241.71,40.14,1284.52
TRP-503348,8.32,1207.04,41.53,915.68
TRP-503349,9.64,1398.44,39.6,1060.88
TRP-503350,10.04,1455.34,54.59,1104.05
TRP-503351,9.43,1367.52,57.9,1414.67
TRP-503352,10.06,1458.78,61.02,1106.66
TRP-503353,9.14,1325.34,36.2,1371.04
TRP-503354,8.33,1207.34,33.66,1248.97
TRP-503355,8.45,1224.7,35.22,1266.93
TRP-503356,8.65,1254.84,34.86,562.51
TRP-503357,7.94,1151.56,30.7,1191.27
TRP-503358,7.43,1077.86,29.08,1115.03
TRP-503359,8.12,1177.8,28.44,1218.42
TRP-503360,7.13,1034.28,32.49,784.62
TRP-503361,8.3,1204.15,29.88,539.79
TRP-503362,7.07,1025.56,400.51,1697.47
TRP-503363,8.51,1233.4,385.34,2041.49
TRP-503364,8.43,1222.18,385.83,2865.79
TRP-503365,7.66,1110.43,376.28,2603.78
TRP-503366,7.62,1105.25,373.15,1829.38
TRP-503367,7.89,1144.76,379.85,1894.78
TRP-503368,18.55,2690.41,530.74,4453.09
TRP-503369,17.51,2538.87,524.59,4202.26
TRP-503370,17.04,2470.83,499.37,5793.67
TRP-503371,16.55,2400.26,537.75,5628.19
TRP-503372,12.21,1769.79,292.32,4149.85
TRP-503373,13.38,1940.73,281.08,4550.67
TRP-503374,4.98,721.63,177.7,1194.43
TRP-503375,4.85,703.71,170.52,1164.76
TRP-503376,5.07,735.74,181.08,1217.78
TRP-503377,5.38,780.44,159.99,1291.77
TRP-503378,4.86,704.58,144.3,1652.11
TRP-503379,4.66,675.62,144.74,1584.22
TRP-503380,4.66,676.4,169.66,1119.56
TRP-503381,4.06,589.39,159.84,975.55
TRP-503382,1.79,260.04,56.89,840
TRP-503383,1.76,255.02,56.82,840
TRP-503384,5.43,787.9,154.54,1847.48
TRP-503385,5.99,869.04,151.78,2037.74
TRP-503386,4.44,643.48,191.92,1065.07
TRP-503387,4.02,582.28,200.32,963.77
TRP-503388,2.44,354.47,67,840
TRP-503389,2.17,315.21,68.16,840
TRP-503390,3.6,521.7,119.98,1223.29
TRP-503391,3.27,474.33,120.82,1190
TRP-503392,6.78,983.46,363.32,1627.79
TRP-503393,7.12,1032.74,384.51,1709.37
TRP-503394,8.37,1214.12,364.53,2846.91
TRP-503395,8.06,1169.09,380.53,2741.3
TRP-503396,7.53,1092.14,400.33,2560.88
TRP-503397,8,1160.09,386.62,2720.21
TRP-503398,19.7,2856.04,600.71,6696.93
TRP-503399,19.83,2875,603.8,6741.38
TRP-503400,11.37,1648.55,290.77,2728.63
TRP-503401,13.02,1887.39,309.85,3123.96
TRP-503402,1.12,163.1,42.86,525
TRP-503403,1.26,182.7,44.3,525
TRP-503404,1.25,180.56,43.49,840
TRP-503405,1.2,173.41,46.19,840
TRP-503406,2.38,344.51,98.9,840
TRP-503407,2.47,357.79,94.9,840
TRP-503408,7.86,1139.14,266.42,2671.1
TRP-503409,8.66,1256.01,257.02,2945.13
TRP-503410,15.93,2310.01,494.35,5416.59
TRP-503411,15.53,2252.18,504,5280.98
TRP-503412,17.95,2603.19,560.24,6104.04
TRP-503413,18.13,2629.29,538.84,6165.23
TRP-503414,8.26,1197.19,176.84,1981.56
TRP-503415,8.69,1260.64,173.88,2086.57
TRP-503416,4.72,684.9,94.48,1605.97
TRP-503417,4.87,706.04,91.84,1655.55
TRP-503418,5.09,738.36,93.86,1222.11
TRP-503419,5.02,727.27,91.57,1203.75
TRP-503420,1.44,208.49,38.47,840
TRP-503421,1.33,192.77,40.99,840
TRP-503422,1.44,208.23,41.45,385
TRP-503423,1.48,213.91,40.16,385
TRP-503424,0.86,124.05,24.8,385
TRP-503425,0.87,126.06,26.06,385
TRP-503426,0.95,137.33,25.62,840
TRP-503427,0.93,134.64,26.18,840
TRP-503428,9.86,1430.09,137.2,2367.05
TRP-503429,8.74,1267.66,140.52,2098.19
TRP-503430,9.04,1310.89,40.1,1356.09
TRP-503431,9.75,1413.41,40.05,633.6
TRP-503432,8.8,1276.33,37.13,1320.34
TRP-503433,9.11,1321.51,39.63,592.4
TRP-503434,8.81,1276.76,40.64,968.58
TRP-503435,7.93,1150.24,41.24,872.6
TRP-503436,10.13,1469.17,41.75,1114.55
TRP-503437,9.8,1421.08,55.03,637.04
TRP-503438,8.5,1232.06,56.21,934.67
TRP-503439,10.38,1504.41,56.5,674.39
TRP-503440,7.4,1073.37,37.9,481.17
TRP-503441,8.34,1209.43,35.38,1251.13
TRP-503442,7.86,1139.74,36.43,1179.04
TRP-503443,8.39,1216.05,33.74,545.13
TRP-503444,9.11,1320.37,30.46,1365.9
TRP-503445,6.92,1003.92,29.08,1038.54
TRP-503446,6.95,1007.78,29.51,1042.53
TRP-503447,7.54,1093.28,30.56,829.39
TRP-503448,7.67,1111.91,28.59,1150.25
TRP-503449,7.03,1019.53,363.37,1687.5
TRP-503450,7.88,1142.08,383.37,1890.35
TRP-503451,7.61,1102.89,382.88,1825.48
TRP-503452,7.44,1078.46,392.75,1785.03
TRP-503453,7.17,1039.53,385.15,1720.59
TRP-503454,8.03,1164,374.06,1926.61
TRP-503455,14.16,2052.81,529.08,4813.48
TRP-503456,17.34,2514.22,524.03,5895.42
TRP-503457,18.1,2624.07,521.62,6152.99
TRP-503458,17.39,2522.18,541.96,5914.07
TRP-503459,11.89,1724.19,292.42,4042.92
TRP-503460,11.12,1611.77,269.33,3779.33
TRP-503461,4.67,677.59,191.38,1121.52
TRP-503462,4.44,643.52,170.43,1065.14
TRP-503463,4.58,664.5,181.47,1099.86
TRP-503464,4.23,612.69,186.84,1014.1
TRP-503465,4.18,605.74,148.02,1420.36
TRP-503466,3.93,569.39,146.39,1335.11
TRP-503467,4.05,587.14,165.99,1376.73
TRP-503468,4.42,640.4,156.65,1501.63
TRP-503469,4.59,666.24,170.08,1102.74
TRP-503470,4.22,612.37,166.18,1013.57
TRP-503471,1.85,268.16,59.19,525
TRP-503472,2.04,295.18,56.48,525
TRP-503473,1.93,279.56,62.07,840
TRP-503474,1.93,279.76,56.54,840
TRP-503475,5.87,851.18,144.38,1408.85
TRP-503476,5.07,735.81,143.24,1217.89
TRP-503477,3.63,525.71,185.68,870.14
TRP-503478,4.35,630.23,198.49,1043.14
TRP-503479,2.16,312.75,63.18,525
TRP-503480,2.04,295.61,70.2,525
TRP-503481,3.18,461.53,122.38,1190
TRP-503482,3.52,510.09,125.08,1196.08
TRP-503483,6.88,997.91,380.48,2339.94
TRP-503484,7.68,1114.1,376.74,2612.38
TRP-503485,7.03,1019.3,390.83,1687.12
TRP-503486,6.7,972.11,397.84,1609.01
TRP-503487,7.54,1093.3,384.33,2563.59
TRP-503488,6.61,958.89,369.11,2248.43
TRP-503489,19.66,2850.52,596.71,4718.09
TRP-503490,19.79,2868.88,579.85,4748.49
TRP-503491,10.88,1578.25,307.84,2612.28
TRP-503492,13.38,1940.58,285.38,3211.99
TRP-503493,1.25,180.82,45.9,525
TRP-503494,1.29,186.6,41.19,525
TRP-503495,1.23,178.88,45.71,840
TRP-503496,1.06,153.9,44.64,840
TRP-503497,2.39,346.49,92.13,840
TRP-503498,2.32,336.26,94.05,840
TRP-503499,17.05,2472.34,523.3,5797.2
TRP-503500,16.4,2378.06,590.31,5576.13
TRP-503501,16.16,2343.1,502.22,5494.17
TRP-503502,18.45,2675.42,520.97,6273.4
TRP-503503,17.12,2482.37,486.03,5820.72
TRP-503504,17.89,2594.18,490.64,6082.91
TRP-503505,9.22,1336.82,191.54,3134.61
TRP-503506,9.51,1379.5,180.46,3234.69
TRP-503507,4.8,695.91,96.77,1151.86
TRP-503508,4.76,690.72,92.76,1143.26
TRP-503509,1.45,210.41,42.22,385
TRP-503510,1.6,232.01,41.73,385
TRP-503511,1.48,213.89,40.94,385
TRP-503512,1.5,216.86,38.75,385
TRP-503513,0.91,132.33,24.02,385
TRP-503514,0.98,142.39,24.9,385
TRP-503515,0.8,115.78,24.06,840
TRP-503516,0.94,135.86,25.34,840
TRP-503517,9.29,1347.06,39.48,1021.91
TRP-503518,8.77,1271.93,41.7,1315.79
TRP-503519,9.18,1331.04,37.39,1376.94
TRP-503520,8.4,1217.82,38.79,1259.82
TRP-503521,9.07,1314.5,37.83,1359.83
TRP-503522,8.41,1218.92,39.09,1260.95
TRP-503523,8.69,1260.45,38.92,956.2
TRP-503524,8.45,1224.77,57.06,929.13
TRP-503525,9.05,1311.63,57.4,1356.86
TRP-503526,9.59,1389.88,54.61,1437.8
TRP-503527,8.75,1269.39,34.75,1313.16
TRP-503528,9.38,1360.76,37.71,1407.69
TRP-503529,8.9,1291.14,36.06,1335.66
TRP-503530,7.76,1125.21,36.47,504.41
TRP-503531,8.9,1291.15,32.55,979.49
TRP-503532,7.85,1138.7,30.2,1177.97
TRP-503533,9.22,1336.94,29.98,1014.23
TRP-503534,8.82,1278.94,30.25,1323.04
TRP-503535,6.58,954.04,383.59,1579.1
TRP-503536,7.4,1073.56,394.93,1776.93
TRP-503537,7.95,1152.96,383.67,1908.34
TRP-503538,7.49,1086.36,396.85,1798.11
TRP-503539,7.57,1097.68,412.12,2573.88
TRP-503540,7.43,1077.87,380.19,2527.42
TRP-503541,16.34,2369.64,500.59,3922.17
TRP-503542,16.23,2353.82,524.14,3895.97
TRP-503543,16.4,2378.61,540.92,5577.42
TRP-503544,18.54,2688.04,504.09,6303
TRP-503545,14.45,2095.27,301.12,3468.02
TRP-503546,12.72,1844.18,295.76,3052.43
TRP-503547,5.08,736.14,171.39,1726.13
TRP-503548,5.2,754.14,187.97,1768.33
TRP-503549,4.6,667.23,177.51,1564.54
TRP-503550,4.79,695.18,180.64,1630.08
TRP-503551,4.17,605.23,138.86,1419.17
TRP-503552,4.08,592.12,144.25,1388.43
TRP-503553,3.9,565.46,143.48,1325.9
TRP-503554,4.3,623.33,137.61,1461.61
TRP-503555,3.93,570.22,174.12,943.81
TRP-503556,4.68,677.99,165.59,1122.2
TRP-503557,1.93,280.13,63.45,525
TRP-503558,1.76,255.19,58.88,525
TRP-503559,1.78,258.54,60.18,385
TRP-503560,1.69,244.34,60.85,385
TRP-503561,5.78,837.57,153.71,1963.96
TRP-503562,5.24,759.22,152.56,1780.23
TRP-503563,4.28,620.43,200.17,1454.8
TRP-503564,4.13,599.33,203.08,1405.34
TRP-503565,2.31,334.72,70.69,525
TRP-503566,1.89,273.79,64.78,525
TRP-503567,3.34,484.36,123.58,1190
TRP-503568,3.66,530.61,112.78,1244.2
TRP-503569,7.38,1070.03,375.29,1771.09
TRP-503570,7.37,1068.82,393.8,1769.08
TRP-503571,7.58,1098.74,358.79,1818.6
TRP-503572,8.17,1184.87,366.49,1961.17
TRP-503573,7.64,1108.13,364.53,2598.37
TRP-503574,8.06,1168.64,385.37,2740.26
TRP-503575,19.66,2850.69,622.78,6684.38
TRP-503576,18.41,2669.35,582.28,6259.18
TRP-503577,11.53,1671.57,303.42,3919.53
TRP-503578,12.76,1850.29,311.14,4338.61
TRP-503579,1.11,161.61,46.11,525
TRP-503580,1.23,178.35,44.52,525
TRP-503581,1.16,167.91,43.93,840
TRP-503582,1.1,159.88,43.2,840
TRP-503583,2.38,345.68,93.21,840
TRP-503584,2.86,414.56,91.11,840
TRP-503585,6.58,954.76,260.19,2238.75
TRP-503586,6.99,1012.84,259.49,2374.93
TRP-503587,17.76,2575.25,490.69,6038.52
TRP-503588,16.79,2434.25,447.77,5707.89
TRP-503589,14.14,2050.01,531.92,3393.13
TRP-503590,17.13,2484.27,511.73,4111.89
TRP-503591,8.62,1250.51,177.67,2932.23
TRP-503592,10.01,1451.24,176.89,3402.91
TRP-503593,4.65,673.8,93.11,1115.25
TRP-503594,5.14,745.78,85.9,1234.4
TRP-503595,1.53,222.48,41.26,385
TRP-503596,1.69,245.6,37.78,385
TRP-503597,0.98,141.38,26.43,385
TRP-503598,0.86,125.38,27.13,385
TRP-503599,0.92,133.17,23.96,525
TRP-503600,0.93,134.72,26.18,525
TRP-503601,12.14,1760.6,289.23,2914.09
TRP-503602,11.16,1617.88,310.65,2677.86
TRP-503603,9.29,1347.61,39.38,1022.33
TRP-503604,8.91,1292.02,36.28,1336.57
TRP-503605,9.22,1336.89,39.83,1382.99
TRP-503606,8.5,1232.03,41.65,1274.51
TRP-503607,8.53,1237.17,41.81,554.59
TRP-503608,9.24,1340.25,40.9,1016.74
TRP-503609,9.04,1311.4,53.58,1356.62
TRP-503610,9.22,1336.99,56.26,1383.09
TRP-503611,10.15,1471.71,59.66,1116.47
TRP-503612,8.8,1275.44,33.97,1319.42
TRP-503613,8.65,1253.74,32.39,562.02
TRP-503614,9.6,1392.41,35.33,1440.43
TRP-503615,9.37,1358.49,35.65,1030.58
TRP-503616,8.45,1225.12,36.82,549.19
TRP-503617,7.98,1156.65,30.63,1196.53
TRP-503618,8.3,1203.99,27.62,1245.51
TRP-503619,7.91,1147.57,29.25,870.57
TRP-503620,7.35,1065.65,31.18,477.7
TRP-503621,7.43,1076.96,27.28,817
TRP-503622,7.74,1122.86,366.28,2632.91
TRP-503623,7.04,1021.04,393.12,2394.17
TRP-503624,17.22,2497.19,524.69,5855.49
TRP-503625,15.55,2254.08,530.5,5285.42
TRP-503626,12.65,1834.22,307.18,3035.96
TRP-503627,13.13,1903.79,298.91,3151.11
TRP-503628,4.38,634.38,187.59,1050.01
TRP-503629,4.7,681.23,182.28,1127.56
TRP-503630,4.99,723.7,163.68,1197.85
TRP-503631,4.62,670.19,158.54,1109.29
TRP-503632,12.92,1873.45,259.23,3100.88
TRP-503633,12.62,1829.69,240.3,3028.45
TRP-503634,3.47,503.73,210.86,1190
TRP-503635,4,579.43,178.78,1358.65
TRP-503636,2.39,347.24,64.5,840
TRP-503637,2.32,337.01,73.33,840
TRP-503638,6.8,985.87,372.46,2311.68
TRP-503639,8.06,1168.87,347.31,2740.8
TRP-503640,1.17,169.69,48.05,385
TRP-503641,1.24,179.67,45.06,385
TRP-503642,2.42,350.22,89.13,525
TRP-503643,2.23,323.29,92.98,525
TRP-503644,17.09,2478.54,502.05,5811.74
TRP-503645,18.35,2660.4,544.55,6238.18
TRP-503646,9.05,1312.22,174.33,3076.92
TRP-503647,8.95,1298.16,184.95,3043.96
TRP-503648,1.67,242.25,37.52,385
TRP-503649,1.43,207.82,42.19,385
TRP-503650,0.95,138.26,24.47,385
TRP-503651,0.99,142.94,24.1,385
TRP-503652,8.7,1261.44,41.63,565.47
TRP-503653,9.3,1348.43,39.13,1022.95
TRP-503654,9.64,1397.14,51.24,1445.32
TRP-503655,8.75,1268.15,33.54,1311.88
TRP-503656,7.65,1108.72,37.09,497.01
TRP-503657,7.5,1087.45,30.36,1124.95
TRP-503658,8.3,1203.43,30.68,1244.93
TRP-503659,7.13,1034.15,378.65,2424.9
TRP-503660,8.42,1220.72,367.68,2862.38
TRP-503661,7.77,1126.3,387.2,2640.98
TRP-503662,7.97,1155.41,394.01,2709.25
TRP-503663,7.31,1059.58,369.22,1753.79
TRP-503664,7.1,1029.65,401.38,1704.25
TRP-503665,16.42,2381.59,503.2,5584.42
TRP-503666,15.32,2220.99,537.08,5207.85
TRP-503667,15.61,2264.07,519.57,5308.85
TRP-503668,18.63,2701.45,508.6,6334.42
TRP-503669,12.58,1823.43,302.42,4275.63
TRP-503670,14.24,2064.26,298.91,4840.34
TRP-503671,5.08,736.06,180.36,1218.3
TRP-503672,5.06,733.41,175.4,1213.92
TRP-503673,4.88,708.29,179.19,1660.82
TRP-503674,5.51,799.37,177.15,1874.39
TRP-503675,3.97,575.16,136.56,1348.64
TRP-503676,4.47,647.71,148.16,1518.76
TRP-503677,4.33,627.72,163.7,1471.91
TRP-503678,4.07,590.14,155.39,1383.78
TRP-503679,1.97,285.21,65.85,385
TRP-503680,1.64,238.49,64.24,385
TRP-503681,1.49,216.2,59.09,840
TRP-503682,1.97,285.9,57.22,840
TRP-503683,6.19,898.04,158.37,2105.76
TRP-503684,5.04,731.06,135.84,1714.21
TRP-503685,4.14,600.77,195.53,994.38
TRP-503686,3.36,487.63,202.46,840
TRP-503687,2.52,365.09,66.7,385
TRP-503688,2.14,310.96,73.42,385
TRP-503689,2.42,350.44,121.88,840
TRP-503690,3.49,506.09,130.16,840
TRP-503691,7.39,1071.34,392.2,1773.26
TRP-503692,7.36,1067.13,378.27,1766.29
TRP-503693,6.61,957.76,359.31,2245.77
TRP-503694,6.96,1009.29,379.41,2366.61
TRP-503695,8.04,1165.6,368.45,2733.13
TRP-503696,7.33,1062.55,393.27,2491.51
TRP-503697,18.42,2670.95,568.97,6262.92
TRP-503698,19.39,2810.86,561.92,6590.99
