order_id,order_date,customer_id,warehouse_code,rep_id,order_status,payment_terms_days
SO-713974,2025-03-04,CUS-5273,WH-01,REP-105,Delivered,60
SO-713975,2025-03-04,CUS-5020,WH-01,REP-101,Delivered,30
SO-713976,2025-03-04,CUS-5023,WH-01,REP-110,Delivered,60
SO-713977,2025-03-04,CUS-5277,WH-01,REP-101,Delivered,30
SO-713978,04/03/2025,CUS-5042,WH-01,REP-104,Delivered,30
SO-713979,2025-03-04,CUS-5137,WH-01,REP-101,Delivered,45
SO-713980,2025-03-04,CUS-5094,WH-01,REP-105,Delivered,30
SO-713981,04/03/2025,CUS-5351,WH-01,REP-105,Delivered,30
SO-713982,04/03/2025,CUS-5005,WH-01,REP-101,Delivered,14
SO-713983,2025-03-04,CUS-5151,WH-01,REP-110,Delivered,30
SO-713984,04/03/2025,CUS-5062,WH-01,REP-112,Delivered,30
SO-713985,2025-03-04,CUS-5330,WH-01,REP-111,Delivered,14
SO-713986,2025-03-04,CUS-5422,WH-01,REP-112,Delivered,30
SO-713987,04/03/2025,CUS-5079,WH-01,REP-104,Delivered,30
SO-713988,2025-03-04,CUS-5140,WH-01,REP-112,Delivered,30
SO-713989,05/03/2025,CUS-5125,WH-01,REP-112,Delivered,30
SO-713990,2025-03-05,CUS-5398,WH-01,REP-107,Delivered,30
SO-713991,2025-03-05,CUS-5260,WH-01,REP-112,Delivered,30
SO-713992,2025-03-05,CUS-5048,WH-01,REP-112,Delivered,30
SO-713993,05/03/2025,CUS-5054,WH-01,REP-112,Delivered,14
SO-713994,05/03/2025,CUS-5136,WH-02,REP-108,Delivered,30
SO-713995,05/03/2025,CUS-5476,WH-01,REP-106,Delivered,30
SO-713996,2025-03-05,CUS-5012,WH-01,REP-110,Delivered,30
SO-713997,05/03/2025,CUS-5190,WH-01,REP-111,Delivered,30
SO-713998,2025-03-05,CUS-5466,WH-01,REP-110,Delivered,14
SO-713999,2025-03-05,CUS-5095,WH-01,REP-106,Delivered,30
SO-714000,2025-03-05,CUS-5043,WH-01,REP-107,Delivered,30
SO-714001,2025-03-05,CUS-5044,WH-01,REP-111,Delivered,14
SO-714002,2025-03-05,CUS-5048,WH-01,REP-112,Delivered,30
SO-714003,05/03/2025,CUS-5369,WH-01,REP-106,Returned,60
SO-714004,2025-03-05,CUS-5148,WH-01,REP-112,Delivered,45
SO-714005,05/03/2025,CUS-5034,WH-01,REP-111,Delivered,30
SO-714006,05/03/2025,CUS-5036,WH-01,REP-112,Delivered,30
SO-714007,2025-03-05,CUS-5444,WH-01,REP-106,Delivered,30
SO-714008,2025-03-05,CUS-5042,WH-01,REP-104,Delivered,30
SO-714009,05/03/2025,CUS-5415,WH-01,REP-106,Delivered,45
SO-714010,2025-03-05,CUS-5019,WH-03,REP-103,Delivered,30
SO-714011,05/03/2025,CUS-5131,WH-02,REP-108,Delivered,30
SO-714012,2025-03-05,CUS-5002,WH-03,REP-109,Delivered,30
SO-714013,2025-03-05,CUS-5034,WH-01,REP-111,Delivered,30
SO-714014,2025-03-05,CUS-5045,WH-01,REP-110,Delivered,30
SO-714015,05/03/2025,CUS-5033,WH-02,REP-102,Delivered,30
SO-714016,05/03/2025,CUS-5388,WH-01,REP-101,Delivered,60
SO-714017,05/03/2025,CUS-5395,WH-03,REP-109,Delivered,30
SO-714018,2025-03-05,CUS-5250,WH-02,REP-102,Delivered,30
SO-714019,2025-03-05,CUS-5048,WH-01,REP-112,Returned,30
SO-714020,2025-03-05,CUS-5022,WH-03,REP-103,Delivered,30
SO-714021,2025-03-05,CUS-5435,WH-01,REP-106,Delivered,45
SO-714022,2025-03-05,CUS-5352,WH-01,REP-107,Delivered,14
SO-714023,2025-03-05,CUS-5364,WH-01,REP-110,Delivered,45
SO-714024,2025-03-05,CUS-5052,WH-01,REP-112,Delivered,60
SO-714025,2025-03-05,CUS-5419,WH-01,REP-105,Delivered,45
SO-714026,2025-03-05,CUS-5218,WH-02,REP-108,Delivered,30
SO-714027,2025-03-05,CUS-5012,WH-01,REP-110,Delivered,30
SO-714028,2025-03-05,CUS-5077,WH-01,REP-107,Delivered,30
SO-714029,2025-03-05,CUS-5011,WH-01,REP-112,Delivered,60
SO-714030,05/03/2025,CUS-5014,WH-01,REP-110,Delivered,45
SO-714031,2025-03-05,CUS-5025,WH-02,REP-108,Delivered,45
SO-714032,2025-03-05,CUS-5428,WH-01,REP-110,Delivered,30
SO-714033,2025-03-05,CUS-5220,WH-02,REP-102,Delivered,30
SO-714034,2025-03-05,CUS-5316,WH-01,REP-111,Delivered,30
SO-714035,05/03/2025,CUS-5008,WH-01,REP-105,Delivered,30
SO-714036,2025-03-05,CUS-5041,WH-03,REP-103,Delivered,30
SO-714037,2025-03-05,CUS-5041,WH-03,REP-103,Delivered,30
SO-714038,2025-03-05,CUS-5472,WH-01,REP-104,Delivered,30
SO-714039,05/03/2025,CUS-5405,WH-01,REP-101,Delivered,60
SO-714040,2025-03-05,CUS-5054,WH-01,REP-112,Delivered,14
SO-714041,2025-03-05,CUS-5036,WH-01,REP-112,Delivered,30
SO-714042,05/03/2025,CUS-5051,WH-01,REP-106,Delivered,14
SO-714043,05/03/2025,CUS-5011,WH-01,REP-112,Delivered,60
SO-714044,2025-03-05,CUS-5446,WH-03,REP-103,Delivered,60
SO-714045,05/03/2025,CUS-5163,WH-01,REP-107,Delivered,14
SO-714046,2025-03-05,CUS-5053,WH-01,REP-112,Delivered,30
SO-714047,05/03/2025,CUS-5011,WH-01,REP-112,Delivered,60
SO-714048,2025-03-05,CUS-5270,WH-01,REP-112,Delivered,30
SO-714049,2025-03-05,CUS-5240,WH-03,REP-103,Delivered,30
SO-714050,05/03/2025,CUS-5051,WH-01,REP-106,Delivered,14
SO-714051,05/03/2025,CUS-5041,WH-03,REP-103,Delivered,30
SO-714052,05/03/2025,CUS-5055,WH-01,REP-105,Delivered,14
SO-714053,2025-03-05,CUS-5034,WH-01,REP-111,Delivered,30
SO-714054,05/03/2025,CUS-5008,WH-01,REP-105,Delivered,30
SO-714055,2025-03-05,CUS-5277,WH-01,REP-101,Delivered,30
SO-714056,05/03/2025,CUS-5043,WH-01,REP-107,Delivered,30
SO-714057,2025-03-05,CUS-5003,WH-01,REP-106,Delivered,30
SO-714058,2025-03-05,CUS-5009,WH-01,REP-107,Delivered,30
SO-714059,2025-03-05,CUS-5460,WH-01,REP-107,Delivered,30
SO-714060,2025-03-05,CUS-5411,WH-01,REP-101,Delivered,30
SO-714061,2025-03-05,CUS-5049,WH-01,REP-106,Delivered,45
SO-714062,05/03/2025,CUS-5028,WH-01,REP-106,Delivered,30
SO-714063,2025-03-05,CUS-5021,WH-03,REP-103,Delivered,14
SO-714064,05/03/2025,CUS-5130,WH-01,REP-110,Delivered,45
SO-714065,2025-03-05,CUS-5015,WH-02,REP-108,Delivered,60
SO-714066,2025-03-05,CUS-5048,WH-01,REP-112,Delivered,30
SO-714067,2025-03-05,CUS-5434,WH-03,REP-103,Delivered,30
SO-714068,2025-03-05,CUS-5080,WH-01,REP-112,Delivered,45
SO-714069,05/03/2025,CUS-5120,WH-01,REP-105,Delivered,14
SO-714070,2025-03-05,CUS-5056,WH-01,REP-104,Delivered,30
SO-714071,2025-03-06,CUS-5181,WH-01,REP-101,Delivered,60
SO-714072,06/03/2025,CUS-5022,WH-03,REP-103,Delivered,30
SO-714073,06/03/2025,CUS-5021,WH-03,REP-103,Delivered,14
SO-714074,2025-03-06,CUS-5481,WH-01,REP-110,Delivered,60
SO-714075,2025-03-06,CUS-5041,WH-03,REP-103,Delivered,30
SO-714076,06/03/2025,CUS-5081,WH-01,REP-101,Delivered,45
SO-714077,06/03/2025,CUS-5037,WH-02,REP-102,Delivered,45
SO-714078,2025-03-06,CUS-5051,WH-01,REP-106,Delivered,14
SO-714079,2025-03-06,CUS-5015,WH-02,REP-108,Delivered,60
SO-714080,2025-03-06,CUS-5077,WH-01,REP-107,Delivered,30
SO-714081,2025-03-06,CUS-5095,WH-01,REP-106,Delivered,30
SO-714082,2025-03-06,CUS-5014,WH-01,REP-110,Delivered,45
SO-714083,2025-03-06,CUS-5366,WH-02,REP-102,Delivered,30
SO-714084,2025-03-06,CUS-5052,WH-01,REP-112,Delivered,60
SO-714085,2025-03-06,CUS-5032,WH-01,REP-110,Delivered,14
SO-714086,2025-03-06,CUS-5012,WH-01,REP-110,Delivered,30
SO-714087,2025-03-06,CUS-5408,WH-03,REP-109,Delivered,30
SO-714088,2025-03-06,CUS-5337,WH-01,REP-104,Delivered,30
SO-714089,2025-03-06,CUS-5030,WH-03,REP-103,Delivered,30
SO-714090,2025-03-06,CUS-5295,WH-01,REP-110,Cancelled,30
SO-714091,2025-03-06,CUS-5024,WH-01,REP-111,Delivered,45
SO-714092,2025-03-06,CUS-5054,WH-01,REP-112,Delivered,14
SO-714093,2025-03-06,CUS-5031,WH-02,REP-108,Delivered,30
SO-714094,2025-03-06,CUS-5232,WH-01,REP-101,Delivered,60
SO-714095,2025-03-06,CUS-5052,WH-01,REP-112,Delivered,60
SO-714096,2025-03-06,CUS-5292,WH-02,REP-108,Delivered,30
SO-714097,2025-03-06,CUS-5311,WH-01,REP-112,Delivered,60
SO-714098,06/03/2025,CUS-5388,WH-01,REP-101,Delivered,60
SO-714099,06/03/2025,CUS-5054,WH-01,REP-112,Cancelled,14
SO-714100,2025-03-06,CUS-5039,WH-01,REP-110,Delivered,60
SO-714101,2025-03-06,CUS-5106,WH-01,REP-110,Delivered,14
SO-714102,2025-03-06,CUS-5313,WH-01,REP-101,Delivered,30
SO-714103,06/03/2025,CUS-5053,WH-01,REP-112,Delivered,30
SO-714104,2025-03-06,CUS-5293,WH-02,REP-102,Delivered,60
SO-714105,2025-03-06,CUS-5151,WH-01,REP-110,Delivered,30
SO-714106,2025-03-06,CUS-5298,WH-01,REP-107,Delivered,30
SO-714107,2025-03-06,CUS-5367,WH-02,REP-102,Delivered,30
SO-714108,2025-03-06,CUS-5051,WH-01,REP-106,Delivered,14
SO-714109,2025-03-06,CUS-5252,WH-01,REP-110,Delivered,30
SO-714110,2025-03-06,CUS-5048,WH-01,REP-112,Delivered,30
SO-714111,2025-03-06,CUS-5036,WH-01,REP-112,Delivered,30
SO-714112,2025-03-06,CUS-5070,WH-01,REP-105,Cancelled,30
SO-714113,2025-03-06,CUS-5057,WH-01,REP-111,Delivered,60
SO-714114,2025-03-06,CUS-5339,WH-01,REP-105,Delivered,30
SO-714115,2025-03-06,CUS-5374,WH-01,REP-110,Delivered,45
SO-714116,2025-03-06,CUS-5305,WH-03,REP-109,Delivered,30
SO-714117,06/03/2025,CUS-5048,WH-01,REP-112,Delivered,30
SO-714118,06/03/2025,CUS-5037,WH-02,REP-102,Delivered,45
SO-714119,06/03/2025,CUS-5003,WH-01,REP-106,Delivered,30
SO-714120,2025-03-06,CUS-5037,WH-02,REP-102,Delivered,45
SO-714121,06/03/2025,CUS-5208,WH-01,REP-107,Delivered,30
SO-714122,2025-03-06,CUS-5049,WH-01,REP-106,Delivered,45
SO-714123,2025-03-06,CUS-5026,WH-01,REP-106,Delivered,14
SO-714124,2025-03-06,CUS-5296,WH-01,REP-105,Delivered,45
SO-714125,06/03/2025,CUS-5053,WH-01,REP-112,Delivered,30
SO-714126,06/03/2025,CUS-5398,WH-01,REP-107,Delivered,30
SO-714127,2025-03-06,CUS-5191,WH-01,REP-112,Cancelled,14
SO-714128,06/03/2025,CUS-5043,WH-01,REP-107,Delivered,30
SO-714129,2025-03-06,CUS-5175,WH-02,REP-108,Delivered,60
SO-714130,2025-03-06,CUS-5005,WH-01,REP-101,Delivered,14
SO-714131,2025-03-06,CUS-5030,WH-03,REP-103,Delivered,30
SO-714132,2025-03-06,CUS-5053,WH-01,REP-112,Delivered,30
SO-714133,2025-03-06,CUS-5366,WH-02,REP-102,Delivered,30
SO-714134,2025-03-06,CUS-5018,WH-01,REP-105,Delivered,30
SO-714135,2025-03-06,CUS-5044,WH-01,REP-111,Delivered,14
SO-714136,2025-03-06,CUS-5421,WH-02,REP-102,Delivered,14
SO-714137,06/03/2025,CUS-5052,WH-01,REP-112,Delivered,60
SO-714138,06/03/2025,CUS-5127,WH-03,REP-103,Delivered,30
SO-714139,06/03/2025,CUS-5358,WH-02,REP-102,Delivered,30
SO-714140,06/03/2025,CUS-5278,WH-01,REP-111,Delivered,30
SO-714141,2025-03-06,CUS-5039,WH-01,REP-110,Delivered,60
SO-714142,2025-03-06,CUS-5055,WH-01,REP-105,Delivered,14
SO-714143,06/03/2025,CUS-5292,WH-02,REP-108,Delivered,30
SO-714144,2025-03-06,CUS-5047,WH-02,REP-102,Delivered,30
SO-714145,2025-03-06,CUS-5054,WH-01,REP-112,Delivered,14
SO-714146,2025-03-06,CUS-5109,WH-01,REP-101,Delivered,30
SO-714147,2025-03-06,CUS-5033,WH-02,REP-102,Delivered,30
SO-714148,2025-03-06,CUS-5001,WH-01,REP-104,Delivered,60
SO-714149,2025-03-06,CUS-5450,WH-01,REP-104,Delivered,45
SO-714150,2025-03-06,CUS-5093,WH-01,REP-106,Delivered,30
SO-714151,06/03/2025,CUS-5326,WH-01,REP-106,Delivered,30
SO-714152,2025-03-06,CUS-5043,WH-01,REP-107,Delivered,30
SO-714153,2025-03-07,CUS-5042,WH-01,REP-104,Delivered,30
SO-714154,2025-03-07,CUS-5082,WH-01,REP-106,Delivered,14
SO-714155,2025-03-07,CUS-5277,WH-01,REP-101,Delivered,30
SO-714156,2025-03-07,CUS-5078,WH-01,REP-104,Delivered,45
SO-714157,2025-03-07,CUS-5046,WH-01,REP-106,Delivered,45
SO-714158,2025-03-07,CUS-5051,WH-01,REP-106,Delivered,14
SO-714159,2025-03-07,CUS-5472,WH-01,REP-104,Delivered,30
SO-714160,2025-03-07,CUS-5124,WH-03,REP-109,Delivered,60
SO-714161,2025-03-07,CUS-5001,WH-01,REP-104,Delivered,60
SO-714162,2025-03-07,CUS-5020,WH-01,REP-101,Delivered,30
SO-714163,2025-03-07,CUS-5132,WH-01,REP-105,Delivered,45
SO-714164,2025-03-07,CUS-5304,WH-01,REP-111,Delivered,30
SO-714165,2025-03-07,CUS-5478,WH-01,REP-107,Delivered,30
SO-714166,2025-03-07,CUS-5046,WH-01,REP-106,Delivered,45
SO-714167,07/03/2025,CUS-5182,WH-03,REP-103,Delivered,30
SO-714168,2025-03-07,CUS-5080,WH-01,REP-112,Cancelled,45
SO-714169,2025-03-07,CUS-5257,WH-01,REP-110,Delivered,45
SO-714170,2025-03-07,CUS-5461,WH-01,REP-112,Delivered,14
SO-714171,2025-03-07,CUS-5006,WH-01,REP-106,Delivered,30
SO-714172,2025-03-07,CUS-5475,WH-02,REP-102,Delivered,30
SO-714173,07/03/2025,CUS-5164,WH-01,REP-110,Cancelled,45
SO-714174,2025-03-07,CUS-5417,WH-01,REP-106,Delivered,45
SO-714175,2025-03-07,CUS-5008,WH-01,REP-105,Delivered,30
SO-714176,2025-03-07,CUS-5443,WH-01,REP-104,Delivered,30
SO-714177,07/03/2025,CUS-5005,WH-01,REP-101,Delivered,14
SO-714178,2025-03-07,CUS-5055,WH-01,REP-105,Delivered,14
SO-714179,2025-03-07,CUS-5108,WH-03,REP-109,Delivered,60
SO-714180,2025-03-07,CUS-5054,WH-01,REP-112,Delivered,14
SO-714181,07/03/2025,CUS-5367,WH-02,REP-102,Delivered,30
SO-714182,2025-03-07,CUS-5004,WH-02,REP-102,Delivered,30
SO-714183,2025-03-07,CUS-5246,WH-01,REP-105,Delivered,30
SO-714184,2025-03-07,CUS-5047,WH-02,REP-102,Delivered,30
SO-714185,07/03/2025,CUS-5388,WH-01,REP-101,Delivered,60
SO-714186,2025-03-07,CUS-5277,WH-01,REP-101,Delivered,30
SO-714187,2025-03-07,CUS-5006,WH-01,REP-106,Delivered,30
SO-714188,07/03/2025,CUS-5462,WH-01,REP-105,Delivered,60
SO-714189,2025-03-07,CUS-5020,WH-01,REP-101,Delivered,30
SO-714190,2025-03-07,CUS-5050,WH-03,REP-109,Delivered,45
SO-714191,2025-03-07,CUS-5049,WH-01,REP-106,Delivered,45
SO-714192,2025-03-07,CUS-5051,WH-01,REP-106,Delivered,14
SO-714193,07/03/2025,CUS-5268,WH-03,REP-109,Delivered,45
SO-714194,07/03/2025,CUS-5091,WH-03,REP-109,Delivered,14
SO-714195,07/03/2025,CUS-5481,WH-01,REP-110,Delivered,60
SO-714196,07/03/2025,CUS-5250,WH-02,REP-102,Delivered,30
SO-714197,07/03/2025,CUS-5178,WH-01,REP-112,Delivered,45
SO-714198,07/03/2025,CUS-5134,WH-01,REP-111,Delivered,14
SO-714199,2025-03-07,CUS-5055,WH-01,REP-105,Delivered,14
SO-714200,07/03/2025,CUS-5034,WH-01,REP-111,Returned,30
SO-714201,07/03/2025,CUS-5177,WH-01,REP-105,Delivered,30
SO-714202,2025-03-07,CUS-5002,WH-03,REP-109,Delivered,30
SO-714203,2025-03-07,CUS-5009,WH-01,REP-107,Delivered,30
SO-714204,2025-03-07,CUS-5037,WH-02,REP-102,Delivered,45
SO-714205,2025-03-07,CUS-5177,WH-01,REP-105,Delivered,30
SO-714206,07/03/2025,CUS-5044,WH-01,REP-111,Delivered,14
SO-714207,2025-03-07,CUS-5037,WH-02,REP-102,Delivered,45
SO-714208,07/03/2025,CUS-5056,WH-01,REP-104,Delivered,30
SO-714209,07/03/2025,CUS-5456,WH-01,REP-105,Delivered,30
SO-714210,2025-03-07,CUS-5015,WH-02,REP-108,Delivered,60
SO-714211,2025-03-07,CUS-5041,WH-03,REP-103,Delivered,30
SO-714212,2025-03-07,CUS-5024,WH-01,REP-111,Delivered,45
SO-714213,2025-03-07,CUS-5030,WH-03,REP-103,Delivered,30
SO-714214,2025-03-07,CUS-5010,WH-01,REP-107,Delivered,30
SO-714215,07/03/2025,CUS-5020,WH-01,REP-101,Delivered,30
SO-714216,07/03/2025,CUS-5163,WH-01,REP-107,Delivered,14
SO-714217,07/03/2025,CUS-5031,WH-02,REP-108,Returned,30
SO-714218,2025-03-07,CUS-5411,WH-01,REP-101,Delivered,30
SO-714219,2025-03-07,CUS-5041,WH-03,REP-103,Delivered,30
SO-714220,2025-03-07,CUS-5001,WH-01,REP-104,Delivered,60
SO-714221,2025-03-07,CUS-5326,WH-01,REP-106,Delivered,30
SO-714222,2025-03-07,CUS-5033,WH-02,REP-102,Delivered,30
SO-714223,07/03/2025,CUS-5034,WH-01,REP-111,Delivered,30
SO-714224,2025-03-07,CUS-5090,WH-01,REP-105,Delivered,14
SO-714225,07/03/2025,CUS-5047,WH-02,REP-102,Delivered,30
SO-714226,2025-03-07,CUS-5423,WH-02,REP-102,Delivered,14
SO-714227,07/03/2025,CUS-5337,WH-01,REP-104,Delivered,30
SO-714228,2025-03-07,CUS-5478,WH-01,REP-107,Delivered,30
SO-714229,2025-03-07,CUS-5398,WH-01,REP-107,Delivered,30
SO-714230,2025-03-07,CUS-5065,WH-01,REP-112,Delivered,45
SO-714231,07/03/2025,CUS-5051,WH-01,REP-106,Delivered,14
SO-714232,07/03/2025,CUS-5049,WH-01,REP-106,Returned,45
SO-714233,2025-03-07,CUS-5024,WH-01,REP-111,Delivered,45
SO-714234,07/03/2025,CUS-5107,WH-01,REP-105,Delivered,30
SO-714235,2025-03-07,CUS-5477,WH-03,REP-103,Delivered,30
SO-714236,2025-03-07,CUS-5444,WH-01,REP-106,Delivered,30
SO-714237,2025-03-07,CUS-5386,WH-03,REP-103,Delivered,60
SO-714238,2025-03-07,CUS-5352,WH-01,REP-107,Delivered,14
SO-714239,2025-03-07,CUS-5165,WH-03,REP-103,Delivered,30
SO-714240,2025-03-08,CUS-5037,WH-02,REP-102,Delivered,45
SO-714241,08/03/2025,CUS-5051,WH-01,REP-106,Delivered,14
SO-714242,08/03/2025,CUS-5032,WH-01,REP-110,Delivered,14
SO-714243,08/03/2025,CUS-5400,WH-01,REP-110,Delivered,30
SO-714244,2025-03-08,CUS-5025,WH-02,REP-108,Delivered,45
SO-714245,2025-03-08,CUS-5446,WH-03,REP-103,Delivered,60
SO-714246,2025-03-08,CUS-5165,WH-03,REP-103,Delivered,30
SO-714247,2025-03-08,CUS-5136,WH-02,REP-108,Delivered,30
SO-714248,08/03/2025,CUS-5413,WH-01,REP-111,Delivered,30
SO-714249,2025-03-08,CUS-5269,WH-01,REP-107,Delivered,30
SO-714250,08/03/2025,CUS-5462,WH-01,REP-105,Delivered,60
SO-714251,08/03/2025,CUS-5211,WH-02,REP-102,Delivered,30
SO-714252,08/03/2025,CUS-5009,WH-01,REP-107,Delivered,30
SO-714253,08/03/2025,CUS-5046,WH-01,REP-106,Delivered,45
SO-714254,2025-03-08,CUS-5047,WH-02,REP-102,Delivered,30
SO-714255,2025-03-08,CUS-5359,WH-03,REP-109,Delivered,30
SO-714256,2025-03-08,CUS-5045,WH-01,REP-110,Delivered,30
SO-714257,2025-03-08,CUS-5016,WH-01,REP-104,Delivered,30
SO-714258,2025-03-08,CUS-5041,WH-03,REP-103,Delivered,30
SO-714259,2025-03-08,CUS-5031,WH-02,REP-108,Delivered,30
SO-714260,2025-03-08,CUS-5053,WH-01,REP-112,Delivered,30
SO-714261,2025-03-08,CUS-5472,WH-01,REP-104,Delivered,30
SO-714262,08/03/2025,CUS-5034,WH-01,REP-111,Delivered,30
SO-714263,2025-03-08,CUS-5044,WH-01,REP-111,Delivered,14
SO-714264,2025-03-08,CUS-5205,WH-01,REP-112,Delivered,30
SO-714265,2025-03-08,CUS-5290,WH-01,REP-104,Delivered,30
SO-714266,2025-03-08,CUS-5143,WH-02,REP-108,Delivered,14
SO-714267,08/03/2025,CUS-5322,WH-01,REP-104,Delivered,45
SO-714268,2025-03-08,CUS-5050,WH-03,REP-109,Delivered,45
SO-714269,2025-03-08,CUS-5044,WH-01,REP-111,Delivered,14
SO-714270,2025-03-08,CUS-5308,WH-02,REP-108,Delivered,30
SO-714271,08/03/2025,CUS-5022,WH-03,REP-103,Delivered,30
SO-714272,2025-03-08,CUS-5371,WH-02,REP-102,Delivered,45
SO-714273,2025-03-08,CUS-5442,WH-01,REP-101,Delivered,30
SO-714274,08/03/2025,CUS-5305,WH-03,REP-109,Delivered,30
SO-714275,2025-03-10,CUS-5269,WH-01,REP-107,Delivered,30
SO-714276,2025-03-10,CUS-5017,WH-02,REP-102,Delivered,30
SO-714277,2025-03-10,CUS-5147,WH-01,REP-107,Delivered,45
SO-714278,10/03/2025,CUS-5480,WH-01,REP-112,Cancelled,30
SO-714279,2025-03-10,CUS-5038,WH-01,REP-110,Delivered,45
SO-714280,2025-03-10,CUS-5025,WH-02,REP-108,Delivered,45
SO-714281,2025-03-10,CUS-5294,WH-01,REP-111,Delivered,14
SO-714282,2025-03-10,CUS-5034,WH-01,REP-111,Delivered,30
SO-714283,2025-03-10,CUS-5249,WH-01,REP-110,Delivered,14
SO-714284,10/03/2025,CUS-5108,WH-03,REP-109,Delivered,60
SO-714285,2025-03-10,CUS-5270,WH-01,REP-112,Delivered,30
SO-714286,10/03/2025,CUS-5053,WH-01,REP-112,Delivered,30
SO-714287,2025-03-10,CUS-5027,WH-01,REP-107,Delivered,30
SO-714288,2025-03-10,CUS-5163,WH-01,REP-107,Delivered,14
SO-714289,10/03/2025,CUS-5463,WH-01,REP-112,Delivered,60
SO-714290,2025-03-10,CUS-5183,WH-01,REP-104,Delivered,30
SO-714291,2025-03-10,CUS-5342,WH-01,REP-110,Delivered,60
SO-714292,2025-03-10,CUS-5008,WH-01,REP-105,Delivered,30
SO-714293,2025-03-10,CUS-5012,WH-01,REP-110,Delivered,30
SO-714294,2025-03-10,CUS-5010,WH-01,REP-107,Delivered,30
SO-714295,10/03/2025,CUS-5003,WH-01,REP-106,Delivered,30
SO-714296,10/03/2025,CUS-5140,WH-01,REP-112,Delivered,30
SO-714297,2025-03-10,CUS-5053,WH-01,REP-112,Delivered,30
SO-714298,2025-03-10,CUS-5028,WH-01,REP-106,Delivered,30
SO-714299,2025-03-10,CUS-5114,WH-02,REP-108,Delivered,60
SO-714300,10/03/2025,CUS-5039,WH-01,REP-110,Delivered,60
SO-714301,2025-03-10,CUS-5210,WH-01,REP-101,Delivered,30
SO-714302,2025-03-10,CUS-5030,WH-03,REP-103,Delivered,30
SO-714303,2025-03-10,CUS-5030,WH-03,REP-103,Delivered,30
SO-714304,2025-03-10,CUS-5105,WH-03,REP-109,Delivered,30
SO-714305,2025-03-10,CUS-5457,WH-02,REP-102,Delivered,30
SO-714306,2025-03-10,CUS-5215,WH-01,REP-101,Delivered,30
SO-714307,2025-03-10,CUS-5311,WH-01,REP-112,Delivered,60
SO-714308,2025-03-10,CUS-5041,WH-03,REP-103,Delivered,30
SO-714309,10/03/2025,CUS-5004,WH-02,REP-102,Cancelled,30
SO-714310,2025-03-10,CUS-5408,WH-03,REP-109,Delivered,30
SO-714311,2025-03-10,CUS-5005,WH-01,REP-101,Delivered,14
SO-714312,2025-03-10,CUS-5469,WH-03,REP-109,Delivered,30
SO-714313,10/03/2025,CUS-5462,WH-01,REP-105,Delivered,60
SO-714314,2025-03-10,CUS-5418,WH-02,REP-102,Delivered,30
SO-714315,2025-03-10,CUS-5262,WH-01,REP-110,Delivered,30
SO-714316,2025-03-10,CUS-5043,WH-01,REP-107,Delivered,30
SO-714317,10/03/2025,CUS-5358,WH-02,REP-102,Delivered,30
SO-714318,10/03/2025,CUS-5435,WH-01,REP-106,Delivered,45
SO-714319,10/03/2025,CUS-5103,WH-02,REP-102,Delivered,45
SO-714320,10/03/2025,CUS-5400,WH-01,REP-110,Delivered,30
SO-714321,10/03/2025,CUS-5280,WH-02,REP-108,Delivered,30
SO-714322,2025-03-10,CUS-5005,WH-01,REP-101,Cancelled,14
SO-714323,2025-03-10,CUS-5460,WH-01,REP-107,Delivered,30
SO-714324,2025-03-10,CUS-5035,WH-01,REP-107,Delivered,45
SO-714325,2025-03-10,CUS-5002,WH-03,REP-109,Delivered,30
SO-714326,2025-03-10,CUS-5473,WH-01,REP-104,Delivered,30
SO-714327,10/03/2025,CUS-5016,WH-01,REP-104,Delivered,30
SO-714328,2025-03-10,CUS-5011,WH-01,REP-112,Cancelled,60
SO-714329,10/03/2025,CUS-5146,WH-01,REP-106,Delivered,30
SO-714330,2025-03-10,CUS-5053,WH-01,REP-112,Delivered,30
SO-714331,2025-03-10,CUS-5041,WH-03,REP-103,Delivered,30
SO-714332,10/03/2025,CUS-5041,WH-03,REP-103,Delivered,30
SO-714333,10/03/2025,CUS-5048,WH-01,REP-112,Delivered,30
SO-714334,2025-03-10,CUS-5043,WH-01,REP-107,Delivered,30
SO-714335,2025-03-10,CUS-5013,WH-01,REP-110,Delivered,45
SO-714336,2025-03-10,CUS-5258,WH-01,REP-110,Delivered,60
SO-714337,2025-03-10,CUS-5423,WH-02,REP-102,Cancelled,14
SO-714338,2025-03-10,CUS-5195,WH-01,REP-110,Delivered,30
SO-714339,2025-03-10,CUS-5011,WH-01,REP-112,Delivered,60
SO-714340,10/03/2025,CUS-5224,WH-03,REP-103,Delivered,30
SO-714341,2025-03-10,CUS-5451,WH-01,REP-104,Delivered,30
SO-714342,10/03/2025,CUS-5021,WH-03,REP-103,Delivered,14
SO-714343,2025-03-10,CUS-5330,WH-01,REP-111,Delivered,14
SO-714344,2025-03-10,CUS-5343,WH-01,REP-107,Delivered,60
SO-714345,2025-03-10,CUS-5397,WH-01,REP-106,Delivered,30
SO-714346,2025-03-10,CUS-5031,WH-02,REP-108,Delivered,30
SO-714347,10/03/2025,CUS-5042,WH-01,REP-104,Delivered,30
SO-714348,2025-03-10,CUS-5111,WH-01,REP-110,Delivered,30
SO-714349,2025-03-10,CUS-5439,WH-01,REP-101,Delivered,45
SO-714350,2025-03-10,CUS-5296,WH-01,REP-105,Delivered,45
