order_line_id,order_id,sku,quantity,unit_price,discount_pct,line_revenue,promo_id
SOL-971702,SO-714422,MP-1109,5,96.27,5.8,453.43,
SOL-971703,SO-714422,MP-1115,11,354.08,6.6,3637.98,
SOL-971704,SO-714422,MP-1129,11,268.03,6.51,2756.4,
SOL-971705,SO-714423,MP-1107,33,106.44,9.34,3184.41,
SOL-971706,SO-714423,MP-1066,21,175.15,9.52,3327.81,
SOL-971707,SO-714423,MP-1038,18,205.04,11.33,3272.73,
SOL-971708,SO-714423,MP-1014,11,551.74,9.92,5467.21,
SOL-971709,SO-714424,MP-1035,18,110.43,4.81,1892.13,
SOL-971710,SO-714424,MP-1031,9,421.6,4.51,3623.25,
SOL-971711,SO-714424,MP-1020,13,226.84,6.13,2768.11,
SOL-971712,SO-714425,MP-1026,19,250.63,1.69,4681.37,
SOL-971713,SO-714425,MP-1036,13,317.26,2.25,4031.59,
SOL-971714,SO-714426,MP-1018,36,309.08,14.11,9556.37,
SOL-971715,SO-714426,MP-1064,15,250.09,15.05,3186.65,
SOL-971716,SO-714426,MP-1079,24,377.37,12.27,7945.22,
SOL-971717,SO-714426,MP-1051,28,422.26,13.6,10214.88,
SOL-971718,SO-714427,MP-1034,8,103.91,8.55,760.2,
SOL-971719,SO-714427,MP-1035,7,110.84,8.29,711.52,
SOL-971720,SO-714427,MP-1101,11,112.41,9.22,1122.49,
SOL-971721,SO-714427,MP-1018,7,312.41,9.16,1986.52,
SOL-971722,SO-714427,MP-1079,10,383.68,8.22,3521.39,
SOL-971723,SO-714427,MP-1036,9,316.53,7.8,2626.49,
SOL-971724,SO-714428,MP-1013,23,311.84,2.63,6983.43,
SOL-971725,SO-714428,MP-1020,32,226.07,1.5,7125.45,
SOL-971726,SO-714428,MP-1086,13,255.47,1.82,3260.62,
SOL-971727,SO-714428,MP-1018,13,310.07,3.42,3892.92,
SOL-971728,SO-714429,MP-1017,-2,402.96,7.21,-560.85,
SOL-971729,SO-714429,MP-1011,-3,251.55,8.06,-624.45,
SOL-971730,SO-714429,MP-1051,-4,430.15,6.75,"-1,564.43",
SOL-971731,SO-714429,MP-1013,-3,303.72,8.03,-754.17,
SOL-971732,SO-714429,MP-1114,-2,368.94,7.43,-717.2,
SOL-971733,SO-714429,MP-1108,-4,95.09,6.82,-345.55,
SOL-971734,SO-714430,MP-1032,17,288.72,5.41,4642.72,
SOL-971735,SO-714430,MP-1048,12,258.78,3.78,2988.07,
SOL-971736,SO-714430,MP-1114,6,364.04,5.77,2058.21,
SOL-971737,SO-714430,MP-1023,11,252.03,3.89,2664.48,
SOL-971738,SO-714430,MP-1042,9,97.46,2.26,857.31,
SOL-971739,SO-714431,MP-1012,12,164.35,14.05,1695.18,
SOL-971740,SO-714431,MP-1057,13,252.06,12.87,2855.21,
SOL-971741,SO-714431,MP-1047,12,367.74,13.77,3805.11,
SOL-971742,SO-714431,MP-1054,28,325.05,12.98,7919.62,
SOL-971743,SO-714431,MP-1004,24,114.88,13.55,2383.64,
SOL-971744,SO-714431,MP-1009,21,163,14.13,2939.18,
SOL-971745,SO-714432,MP-1109,15,95.36,13.76,1233.65,
SOL-971746,SO-714432,MP-1010,15,160.87,12.28,2116.8,
SOL-971747,SO-714432,MP-1043,23,95.42,10.89,1955.62,
SOL-971748,SO-714432,MP-1008,9,222.18,12.6,1747.59,
SOL-971749,SO-714432,MP-1015,42,285.71,11.86,"10,576.13",
SOL-971750,SO-714433,MP-1018,15,309.53,12.35,4069.78,
SOL-971751,SO-714433,MP-1013,31,319.59,14.26,8494.89,
SOL-971752,SO-714433,MP-1083,14,272.66,13.1,3317.2,
SOL-971753,SO-714433,MP-1059,22,216.7,12.9,4152.48,
SOL-971754,SO-714433,MP-1038,14,206.67,13.02,2516.75,
SOL-971755,SO-714434,MP-1006,16,239.02,1.99,3748.28,
SOL-971756,SO-714434,MP-1129,12,275.46,2.44,3224.83,
SOL-971757,SO-714434,MP-1052,15,578.07,2.92,8417.61,
SOL-971758,SO-714435,MP-1047,39,379.92,9.93,13344.93,
SOL-971759,SO-714435,MP-1123,23,302.85,8.26,6390.4,
SOL-971760,SO-714435,MP-1078,14,353.3,10.52,4425.82,
SOL-971761,SO-714435,MP-1117,106,356.13,9.7,"34,088.37",
SOL-971762,SO-714435,MP-1035,69,107.47,9.77,6690.89,
SOL-971763,SO-714436,MP-1034,19,105.44,15.89,1684.97,
SOL-971764,SO-714436,MP-1037,31,226.22,14.12,6022.52,
SOL-971765,SO-714436,MP-1105,11,238.77,14.58,2243.41,
SOL-971766,SO-714436,MP-1002,15,214.36,13.64,2776.94,
SOL-971767,SO-714437,MP-1067,11,156.99,3.44,1667.5,
SOL-971768,SO-714437,MP-1061,13,261.45,2.4,3317.14,
SOL-971769,SO-714437,MP-1036,13,322.22,2.45,4086.32,
SOL-971770,SO-714438,MP-1040,10,232.72,11.71,2054.7,
SOL-971771,SO-714438,MP-1125,13,570.91,10.63,6632.91,
SOL-971772,SO-714438,MP-1116,16,377.45,10.14,5426.61,
SOL-971773,SO-714438,MP-1012,14,163.75,12.81,1998.89,
SOL-971774,SO-714439,MP-1110,21,308.05,4.71,"6,164.23",
SOL-971775,SO-714439,MP-1116,5,384.76,4.95,1828.49,
SOL-971776,SO-714439,MP-1038,11,207.95,4.75,2178.82,
SOL-971777,SO-714439,MP-1008,13,222.76,5.88,2725.7,
SOL-971778,SO-714439,MP-1047,9,374.47,5.46,3186.33,
SOL-971779,SO-714439,MP-1067,14,155.5,5.25,2062.62,
SOL-971780,SO-714440,MP-1052,13,583.29,1.57,7463.76,
SOL-971781,SO-714440,MP-1016,11,258.37,4.56,"2,712.57",
SOL-971782,SO-714440,MP-1084,16,246.17,2.67,"3,833.50",
SOL-971783,SO-714441,MP-1041,8,286.46,3.16,2219.2,
SOL-971784,SO-714441,MP-1013,13,307.63,3.95,3841.32,
SOL-971785,SO-714441,MP-1090,10,232.07,2.76,2256.71,
SOL-971786,SO-714441,MP-1089,8,223.67,3.77,1721.97,
SOL-971787,SO-714442,MP-1105,20,242.32,4.88,4609.86,
SOL-971788,SO-714442,MP-1093,11,398.59,5.03,4164.09,
SOL-971789,SO-714442,MP-1038,5,210.56,3.68,1014.07,
SOL-971790,SO-714443,MP-1002,-10,216.31,12.94,-1864.45,
SOL-971791,SO-714443,MP-1006,-9,234.6,13.46,-1827.26,
SOL-971792,SO-714443,MP-1050,-11,290,12.21,-2902.29,
SOL-971793,SO-714443,MP-1010,-4,158.84,12.37,-501.1,
SOL-971794,SO-714444,MP-1047,12,373.29,3.05,4342.83,
SOL-971795,SO-714444,MP-1037,10,225.97,3.67,2176.79,
SOL-971796,SO-714444,MP-1063,5,204.42,4.41,977,
SOL-971797,SO-714444,MP-1082,9,262.38,3.9,2269.27,
SOL-971798,SO-714445,MP-1103,6,199.59,4.89,1139.02,
SOL-971799,SO-714445,MP-1063,7,204.8,3.2,1387.74,
SOL-971800,SO-714445,MP-1016,4,255.87,6.28,959.25,
SOL-971801,SO-714445,MP-1025,7,228.42,5.23,1515.27,
SOL-971802,SO-714445,MP-1047,3,366.61,5.55,1038.83,
SOL-971803,SO-714445,MP-1116,8,374.83,5.82,2824.03,
SOL-971804,SO-714446,MP-1129,4,278.48,3.64,1073.36,
SOL-971805,SO-714446,MP-1008,7,217.49,3.42,1470.29,
SOL-971806,SO-714446,MP-1047,20,372.54,3.84,7164.71,
SOL-971807,SO-714446,MP-1077,14,254.73,4.78,3395.81,
SOL-971808,SO-714447,MP-1035,11,108.14,4.49,1136.15,
SOL-971809,SO-714447,MP-1028,8,376.01,4.78,2864.39,
SOL-971810,SO-714447,MP-1045,7,259.31,4.86,1726.99,
SOL-971811,SO-714448,MP-1102,11,191.21,0.14,2100.42,
SOL-971812,SO-714448,MP-1056,10,299.96,0.37,2988.5,
SOL-971813,SO-714448,MP-1012,8,161.74,0.65,"1,285.54",
SOL-971814,SO-714448,MP-1052,8,570.08,0.61,4532.99,
SOL-971815,SO-714448,MP-1075,21,562.11,0.77,11713.33,
SOL-971816,SO-714449,MP-1034,7,104.59,7.33,678.45,
SOL-971817,SO-714449,MP-1023,12,248.77,7.16,2771.57,
SOL-971818,SO-714449,MP-1035,12,108.71,8.58,1192.54,
SOL-971819,SO-714449,MP-1060,18,220.9,8.06,3655.87,
SOL-971820,SO-714449,MP-1020,9,224.79,7.39,1873.66,
SOL-971821,SO-714449,MP-1093,24,391.79,9.59,8500.81,
SOL-971822,SO-714449,MP-1040,9,233.1,8.67,1916.09,
SOL-971823,SO-714449,MP-1026,13,256.54,7.45,3086.6,
SOL-971824,SO-714450,MP-1026,21,248.33,11.85,4596.79,
SOL-971825,SO-714450,MP-1002,35,213,12.67,6510.59,
SOL-971826,SO-714450,MP-1006,25,236.86,13.88,5099.32,
SOL-971827,SO-714450,MP-1034,10,105.69,13.37,915.57,
SOL-971828,SO-714450,MP-1121,21,304.33,13.1,5553.87,
SOL-971829,SO-714450,MP-1012,34,162.46,13.4,4783.49,
SOL-971830,SO-714451,MP-1022,14,178.63,5.22,2370.26,
SOL-971831,SO-714451,MP-1043,29,97.2,5.3,2669.32,
SOL-971832,SO-714451,MP-1040,14,233.55,4.89,3109.71,
SOL-971833,SO-714451,MP-1005,13,237.11,5.27,2919.97,
SOL-971834,SO-714451,MP-1063,37,203.31,4.65,7172.86,
SOL-971835,SO-714452,MP-1008,20,225.55,4.71,4298.52,
SOL-971836,SO-714452,MP-1051,9,415.15,4.23,3578.35,
SOL-971837,SO-714452,MP-1077,8,253.14,3.96,1945,
SOL-971838,SO-714453,MP-1110,19,313.57,5.18,5649.35,
SOL-971839,SO-714453,MP-1031,22,411.65,4.72,8628.82,
SOL-971840,SO-714453,MP-1046,9,303.13,4.2,2613.61,
SOL-971841,SO-714453,MP-1102,27,192.04,6.54,4845.85,
SOL-971842,SO-714453,MP-1037,22,227.41,2.86,4860.18,
SOL-971843,SO-714454,MP-1029,17,342.16,0.91,5763.59,
SOL-971844,SO-714454,MP-1098,13,99.56,2.37,1263.64,
SOL-971845,SO-714454,MP-1012,17,162.72,1.98,2711.6,
SOL-971846,SO-714455,MP-1114,15,359.88,9.32,4895.32,
SOL-971847,SO-714455,MP-1036,17,317.87,8.26,4957.49,
SOL-971848,SO-714455,MP-1131,32,278.87,9.12,8109.92,
SOL-971849,SO-714455,MP-1125,15,572.3,8.01,7896.53,
SOL-971850,SO-714455,MP-1059,22,213.43,7.77,"4,330.77",
SOL-971851,SO-714455,MP-1009,22,158.7,8.42,"3,197.56",
SOL-971852,SO-714455,MP-1065,26,251.33,9.41,5919.99,
SOL-971853,SO-714456,MP-1024,16,257.13,3.02,3989.63,
SOL-971854,SO-714456,MP-1036,9,315.45,2.36,2771.96,
SOL-971855,SO-714456,MP-1099,14,103.65,2.63,1412.97,
SOL-971856,SO-714456,MP-1074,16,570.61,2.53,8898.99,
SOL-971857,SO-714456,MP-1032,12,292.82,3.04,3407.13,
SOL-971858,SO-714456,MP-1030,12,311.83,2.94,3632.07,
SOL-971859,SO-714457,MP-1032,27,297.87,4.48,"7,682.23",
SOL-971860,SO-714457,MP-1019,14,247.59,4.68,"3,304.12",
SOL-971861,SO-714457,MP-1106,21,103.05,4.32,2070.58,
SOL-971862,SO-714458,MP-1081,12,218.39,14.58,2238.49,
SOL-971863,SO-714458,MP-1115,10,360.15,14.51,3078.89,
SOL-971864,SO-714458,MP-1039,16,245.49,13.74,3388.15,
SOL-971865,SO-714458,MP-1016,9,255.63,14.02,1978.02,
SOL-971866,SO-714458,MP-1102,18,190.43,13.22,2974.52,
SOL-971867,SO-714458,MP-1058,9,291.08,14.57,2238.12,
SOL-971868,SO-714458,MP-1038,12,206.39,13.92,2131.85,
SOL-971869,SO-714459,MP-1101,30,112.87,7.78,3122.66,
SOL-971870,SO-714459,MP-1017,19,406.79,10.2,6940.95,
SOL-971871,SO-714459,MP-1035,24,110.05,10.27,2370.02,
SOL-971872,SO-714459,MP-1079,38,382.72,9.04,"13,228.73",
SOL-971873,SO-714460,MP-1008,12,221.49,12.4,2328.36,
SOL-971874,SO-714460,MP-1006,13,239.95,12.77,2721.01,
SOL-971875,SO-714460,MP-1050,17,289.93,13.16,4280.03,
SOL-971876,SO-714460,MP-1016,11,252.32,12.51,2428.32,
SOL-971877,SO-714460,MP-1038,16,206.72,13.75,2852.6,
SOL-971878,SO-714460,MP-1054,11,323.15,14.12,3052.89,
SOL-971879,SO-714461,MP-1115,8,348.69,4.51,2663.84,
SOL-971880,SO-714461,MP-1077,3,255.79,4.83,730.31,
SOL-971881,SO-714461,MP-1064,11,249.11,5.92,2578.12,
SOL-971882,SO-714461,MP-1037,16,222,2.27,3471.54,
SOL-971883,SO-714462,MP-1010,41,159.75,9.63,"5,919.31",
SOL-971884,SO-714462,MP-1036,39,313.04,9.55,11043.18,
SOL-971885,SO-714462,MP-1100,67,105.78,9.63,6404.54,
SOL-971886,SO-714462,MP-1057,49,264.31,9.49,"11,722.50",
SOL-971887,SO-714462,MP-1001,39,146.45,9.42,5173.36,
SOL-971888,SO-714463,MP-1012,9,161.77,3.34,1407.37,
SOL-971889,SO-714463,MP-1008,9,213.2,2.4,1872.67,
SOL-971890,SO-714463,MP-1053,11,588.39,3.62,6237.9,
SOL-971891,SO-714464,MP-1022,5,177.2,2.38,864.87,
SOL-971892,SO-714464,MP-1034,11,107.35,0.73,"1,172.26",
SOL-971893,SO-714464,MP-1012,8,161.08,1.04,1275.22,
SOL-971894,SO-714464,MP-1105,16,237.93,1.24,3759.56,
SOL-971895,SO-714465,MP-1041,15,279.75,5.16,"3,979.71",
SOL-971896,SO-714465,MP-1023,9,245.52,3.32,2136.38,
SOL-971897,SO-714465,MP-1047,9,372.86,5.63,3166.97,
SOL-971898,SO-714465,MP-1130,10,258.6,2.76,2514.62,
SOL-971899,SO-714466,MP-1117,13,356.14,1.35,4567.12,
SOL-971900,SO-714466,MP-1012,19,163.57,3.28,3005.83,
SOL-971901,SO-714466,MP-1008,12,220.42,1.35,2609.37,
SOL-971902,SO-714466,MP-1007,6,200.29,2.06,1177.01,
SOL-971903,SO-714466,MP-1035,12,108.18,1.32,"1,280.97",
SOL-971904,SO-714467,MP-1045,5,258.96,10.34,1160.93,
SOL-971905,SO-714467,MP-1080,19,213.06,10.25,3633.35,
SOL-971906,SO-714467,MP-1020,15,226.37,10.21,3048.85,
SOL-971907,SO-714467,MP-1131,11,275.5,7.77,2795.06,
SOL-971908,SO-714468,MP-1034,16,104.92,1.81,1648.38,
SOL-971909,SO-714468,MP-1101,16,111.11,1.95,1743.08,
SOL-971910,SO-714468,MP-1038,16,209.42,2.72,3259.75,
SOL-971911,SO-714468,MP-1128,23,303.47,1.92,6845.94,
SOL-971912,SO-714468,MP-1098,28,102.46,1.75,2818.66,
SOL-971913,SO-714469,MP-1059,15,212.4,10.55,2849.82,
SOL-971914,SO-714469,MP-1026,24,254.03,10.63,5448.82,
SOL-971915,SO-714469,MP-1016,34,257.17,11.66,7724.29,
SOL-971916,SO-714469,MP-1014,13,556.01,11.22,"6,417.47",
SOL-971917,SO-714469,MP-1040,34,233.58,10.92,7074.39,
SOL-971918,SO-714469,MP-1006,39,238.15,12.44,8132.21,
SOL-971919,SO-714469,MP-1116,24,378.08,11.76,8006.54,
SOL-971920,SO-714469,MP-1103,17,195.44,10.74,2965.79,
SOL-971921,SO-714470,MP-1034,16,108.19,1.42,1706.42,
SOL-971922,SO-714470,MP-1014,8,550.65,2.11,4312.39,
SOL-971923,SO-714470,MP-1038,12,211.61,0.81,"2,518.73",
SOL-971924,SO-714470,MP-1119,13,332.22,2.7,4202.12,
SOL-971925,SO-714471,MP-1056,20,300.2,13.41,5198.99,
SOL-971926,SO-714471,MP-1042,23,99.6,10.88,2041.57,
SOL-971927,SO-714471,MP-1067,27,160.27,10.11,3889.88,
SOL-971928,SO-714471,MP-1106,19,102.34,9.92,1751.53,
SOL-971929,SO-714471,MP-1026,14,254.05,9.98,3201.82,
SOL-971930,SO-714472,MP-1074,24,585.63,8.86,12809.94,
SOL-971931,SO-714472,MP-1015,57,286.33,9.3,"14,803.56",
SOL-971932,SO-714472,MP-1016,33,256.21,10.28,7585.66,
SOL-971933,SO-714472,MP-1012,20,161.41,9.72,2914.36,
SOL-971934,SO-714473,MP-1022,9,181.76,5.14,1551.83,
SOL-971935,SO-714473,MP-1069,8,156.66,4.36,1198.67,
SOL-971936,SO-714473,MP-1103,10,196.48,5.73,1852.26,
SOL-971937,SO-714473,MP-1037,11,227.3,4.51,2387.61,
SOL-971938,SO-714473,MP-1046,11,299.66,4.56,3145.99,
SOL-971939,SO-714473,MP-1010,6,159.2,3.53,921.53,
SOL-971940,SO-714474,MP-1020,7,219.85,2.18,"1,505.43",
SOL-971941,SO-714474,MP-1103,13,195.13,3.58,2445.87,
SOL-971942,SO-714474,MP-1128,12,302.5,3.06,3519,
SOL-971943,SO-714474,MP-1038,8,205.34,2.28,1605.19,
SOL-971944,SO-714474,MP-1037,14,228.22,2.57,"3,113.05",
SOL-971945,SO-714475,MP-1082,-7,259.67,9.31,-1624.94,
SOL-971946,SO-714475,MP-1033,-8,393.56,8.52,-2700.19,
SOL-971947,SO-714475,MP-1039,-5,245.24,10.53,-1119.03,
SOL-971948,SO-714475,MP-1008,-5,222.94,10.37,-1019.12,
SOL-971949,SO-714476,MP-1126,15,618.17,4.5,8855.2,
SOL-971950,SO-714476,MP-1016,32,256.54,4.75,7819.19,
SOL-971951,SO-714476,MP-1114,38,357.95,4.04,13052.54,
SOL-971952,SO-714476,MP-1051,12,422.82,4.46,4847.55,
SOL-971953,SO-714477,MP-1035,25,108.03,4.39,2582.19,
SOL-971954,SO-714477,MP-1018,15,307.39,4.19,"4,417.52",
SOL-971955,SO-714477,MP-1049,11,323.41,5.43,3364.19,
SOL-971956,SO-714477,MP-1011,9,257.65,3.82,2230.3,
SOL-971957,SO-714477,MP-1037,9,225.72,4.46,1940.89,
SOL-971958,SO-714478,MP-1114,8,365.82,3.17,2833.75,
SOL-971959,SO-714478,MP-1116,11,375.29,5.21,3913.31,
SOL-971960,SO-714478,MP-1017,11,415.24,4.57,4358.93,
SOL-971961,SO-714478,MP-1075,9,565.39,3.87,4891.56,
SOL-971962,SO-714478,MP-1110,9,308.13,2.39,2706.91,
SOL-971963,SO-714478,MP-1043,7,96.64,5.71,637.84,
SOL-971964,SO-714479,MP-1038,12,206.09,4.89,2352.05,
SOL-971965,SO-714479,MP-1015,24,286.28,3.72,"6,615.00",
SOL-971966,SO-714479,MP-1037,18,231.87,3.34,4034.44,
SOL-971967,SO-714480,MP-1124,18,601.74,10.08,9739.36,
SOL-971968,SO-714480,MP-1116,12,373.09,12.08,3936.42,
SOL-971969,SO-714480,MP-1012,20,164.34,11.57,"2,906.46",
SOL-971970,SO-714480,MP-1006,38,239.78,10.99,8110.04,
SOL-971971,SO-714480,MP-1011,29,258.63,10.3,6727.65,
SOL-971972,SO-714481,MP-1006,17,237.61,14.11,"3,469.52",
SOL-971973,SO-714481,MP-1005,32,235.35,13.13,6542.21,
SOL-971974,SO-714481,MP-1090,20,230.53,11.63,4074.33,
SOL-971975,SO-714481,MP-1014,16,565.13,12.2,7939.27,
SOL-971976,SO-714482,MP-1024,16,249.53,8.92,3636.23,
SOL-971977,SO-714482,MP-1052,9,572.87,8.73,4705.54,
SOL-971978,SO-714482,MP-1034,11,105.55,7.83,1070.2,
SOL-971979,SO-714482,MP-1036,10,321.25,7.5,2971.41,
SOL-971980,SO-714483,MP-1046,9,302.89,9.1,2477.94,
SOL-971981,SO-714483,MP-1047,19,368.89,9.47,6345.33,
SOL-971982,SO-714483,MP-1008,8,220.51,8.99,1605.52,
SOL-971983,SO-714483,MP-1051,29,425.23,11.14,10957.83,
SOL-971984,SO-714483,MP-1034,19,104.16,8.34,1814.04,
SOL-971985,SO-714483,MP-1059,35,208.14,8.98,"6,630.97",
SOL-971986,SO-714483,MP-1030,24,315.35,9.47,6851.92,
SOL-971987,SO-714484,MP-1098,17,99.25,2.5,"1,645.00",
SOL-971988,SO-714484,MP-1040,19,232.39,2.36,4311.28,
SOL-971989,SO-714484,MP-1016,21,256.22,2.19,5262.66,
SOL-971990,SO-714484,MP-1074,12,573.29,1.18,6798,
SOL-971991,SO-714484,MP-1087,24,225.78,2.58,5278.93,
SOL-971992,SO-714484,MP-1089,15,230.13,3.21,3341.09,
SOL-971993,SO-714485,MP-1045,6,259.01,6.91,1446.71,
SOL-971994,SO-714485,MP-1047,11,372.52,7.31,3798.09,
SOL-971995,SO-714485,MP-1122,10,281.88,7.83,"2,598.04",
SOL-971996,SO-714485,MP-1048,7,257.29,5.8,1696.58,
SOL-971997,SO-714485,MP-1051,9,415.51,6.48,3497.44,
SOL-971998,SO-714485,MP-1030,5,313.45,8.59,"1,432.64",
SOL-971999,SO-714486,MP-1008,6,223.76,5.68,1266.28,
SOL-972000,SO-714486,MP-1045,9,262.86,5.65,2232.18,
SOL-972001,SO-714486,MP-1063,7,206.83,4.68,1380.04,
SOL-972002,SO-714486,MP-1036,5,329.48,4.68,1570.32,
SOL-972003,SO-714486,MP-1016,9,258.5,4.98,"2,210.57",
SOL-972004,SO-714487,MP-1042,25,98.01,8.57,2240.24,
SOL-972005,SO-714487,MP-1027,12,230.65,8.57,"2,530.72",
SOL-972006,SO-714487,MP-1006,16,236.94,8.14,3482.27,
SOL-972007,SO-714487,MP-1002,15,215.48,8.06,"2,971.66",
SOL-972008,SO-714487,MP-1057,9,254.17,9.96,2059.65,
SOL-972009,SO-714487,MP-1012,9,158.72,9.17,1297.45,
SOL-972010,SO-714487,MP-1105,8,238.44,8.8,1739.6,
SOL-972011,SO-714487,MP-1119,18,337.68,10.29,5453,
SOL-972012,SO-714488,MP-1011,14,258.65,4.79,3447.79,
SOL-972013,SO-714488,MP-1057,14,251.16,2.81,3417.53,
SOL-972014,SO-714489,MP-1008,16,223.02,3.6,3440,
SOL-972015,SO-714489,MP-1080,21,210.55,4.47,4224.1,
SOL-972016,SO-714489,MP-1023,6,246.57,5.37,1399.99,
SOL-972017,SO-714489,MP-1020,11,227.59,6.49,2341.09,
SOL-972018,SO-714490,MP-1023,10,247.88,4.56,2365.76,
SOL-972019,SO-714490,MP-1018,8,307.84,5.51,2327.13,
SOL-972020,SO-714490,MP-1045,8,260.13,5.33,1970.1,
SOL-972021,SO-714490,MP-1060,12,222.92,4.43,2556.44,
SOL-972022,SO-714490,MP-1041,11,284.04,6.56,2919.48,
SOL-972023,SO-714491,MP-1018,25,303.94,11.6,6716.97,
SOL-972024,SO-714491,MP-1014,21,555.48,10.8,10404.72,
SOL-972025,SO-714491,MP-1123,18,300.6,10.29,4853.93,
SOL-972026,SO-714491,MP-1111,40,262.45,10.71,9373.4,
SOL-972027,SO-714491,MP-1056,33,299,11.36,8746.11,
SOL-972028,SO-714491,MP-1015,33,284.61,11.2,8340.08,
SOL-972029,SO-714491,MP-1038,17,204.89,10.79,3107.25,
SOL-972030,SO-714491,MP-1131,15,271.77,11.31,3615.42,
SOL-972031,SO-714492,MP-1042,16,100.03,9.04,1455.79,
SOL-972032,SO-714492,MP-1008,44,219.76,11.89,8519.99,
SOL-972033,SO-714492,MP-1007,30,195.31,10.45,5246.72,
SOL-972034,SO-714492,MP-1013,58,304.52,9.91,"15,911.49",
SOL-972035,SO-714492,MP-1046,14,301,9.98,3793.62,
SOL-972036,SO-714492,MP-1073,11,317.44,10.97,3108.67,
SOL-972037,SO-714493,MP-1109,45,95.57,12.22,3775.26,
SOL-972038,SO-714493,MP-1107,32,107.3,11.83,3027.43,
SOL-972039,SO-714493,MP-1036,23,318.51,12.94,6377.78,
SOL-972040,SO-714493,MP-1048,31,261.99,11.67,7174.21,
SOL-972041,SO-714494,MP-1020,4,219.54,1.86,861.84,
SOL-972042,SO-714494,MP-1031,8,414.86,1.66,3263.86,
SOL-972043,SO-714494,MP-1038,11,207.03,1.1,2252.26,
SOL-972044,SO-714494,MP-1075,6,558.38,1.03,"3,315.63",
SOL-972045,SO-714495,MP-1088,21,222.66,8.26,4289.77,
SOL-972046,SO-714495,MP-1032,15,293.34,6.24,"4,125.74",
SOL-972047,SO-714495,MP-1051,12,429.49,4.92,"4,900.46",
SOL-972048,SO-714495,MP-1023,10,245.96,7.88,2265.82,
SOL-972049,SO-714496,MP-1064,8,247.34,2.61,1927.09,
SOL-972050,SO-714496,MP-1046,9,297.63,2.1,2622.54,
SOL-972051,SO-714496,MP-1033,13,391.74,1.76,5003.1,
SOL-972052,SO-714496,MP-1020,11,219.6,2.82,"2,347.55",
SOL-972053,SO-714497,MP-1022,12,177.95,2.09,"2,090.79",
SOL-972054,SO-714497,MP-1012,11,160.05,2.31,1719.86,
SOL-972055,SO-714497,MP-1074,6,572.94,3.38,3321.54,
SOL-972056,SO-714498,MP-1025,30,233.86,15.95,"5,896.57",
SOL-972057,SO-714498,MP-1023,25,248.98,13.24,5400.43,
SOL-972058,SO-714498,MP-1001,34,147.06,13.82,4309.06,
SOL-972059,SO-714498,MP-1070,10,156.74,14.84,1334.76,
SOL-972060,SO-714498,MP-1039,19,244.03,16.12,3889.01,
SOL-972061,SO-714499,MP-1021,13,282.72,4.59,3506.57,
SOL-972062,SO-714499,MP-1101,15,111.61,4.49,1598.92,
SOL-972063,SO-714499,MP-1037,13,223.23,4.38,2775.01,
SOL-972064,SO-714499,MP-1065,12,241.35,3.02,2808.63,
SOL-972065,SO-714499,MP-1011,12,256.29,5.35,2910.92,
SOL-972066,SO-714499,MP-1121,20,297.69,2.75,5790.31,
SOL-972067,SO-714500,MP-1006,8,234.75,2.57,1829.73,
SOL-972068,SO-714500,MP-1122,11,282.05,3.81,2984.47,
SOL-972069,SO-714500,MP-1047,17,365.01,3.44,5991.45,
SOL-972070,SO-714501,MP-1091,9,396.1,5.17,3380.58,
SOL-972071,SO-714501,MP-1012,8,162.9,4.46,1245.05,
SOL-972072,SO-714501,MP-1094,13,380.16,3.12,4788.13,
SOL-972073,SO-714501,MP-1101,6,114.08,3.78,658.58,
SOL-972074,SO-714502,MP-1035,8,109.38,2.69,851.53,
SOL-972075,SO-714502,MP-1048,8,261.01,3.99,2004.79,
SOL-972076,SO-714502,MP-1102,6,185.46,4.56,1061.97,
SOL-972077,SO-714502,MP-1020,14,223.2,3.35,3019.97,
SOL-972078,SO-714503,MP-1025,18,233.06,4.97,3986.53,
SOL-972079,SO-714503,MP-1009,20,163.45,3.65,3149.58,
SOL-972080,SO-714503,MP-1052,12,571.26,3.11,"6,641.84",
SOL-972081,SO-714503,MP-1048,17,257.32,2.21,4277.9,
SOL-972082,SO-714504,MP-1102,15,190.42,3.32,2761.58,
SOL-972083,SO-714504,MP-1010,25,163.08,3.15,3948.42,
SOL-972084,SO-714504,MP-1005,26,230.71,2.85,5827.23,
SOL-972085,SO-714505,MP-1035,11,110.74,3.37,1177.13,
SOL-972086,SO-714505,MP-1009,9,161.15,6.48,1356.33,
SOL-972087,SO-714505,MP-1047,16,373.42,6.32,5596.91,
SOL-972088,SO-714506,MP-1064,6,247.54,0,1485.24,
SOL-972089,SO-714506,MP-1108,8,96.37,2.39,752.54,
SOL-972090,SO-714506,MP-1020,4,223.84,2.41,873.77,
SOL-972091,SO-714506,MP-1017,4,414.57,3.34,"1,602.93",
SOL-972092,SO-714507,MP-1091,19,404.46,5.04,7297.18,
SOL-972093,SO-714507,MP-1017,22,409.86,5.56,8515.77,
SOL-972094,SO-714507,MP-1083,12,270.39,4.99,3082.84,
SOL-972095,SO-714508,MP-1011,20,256.75,1.74,5045.6,
SOL-972096,SO-714508,MP-1003,18,154.43,1.1,2749.07,
SOL-972097,SO-714509,MP-1012,20,163.76,8.64,2992.13,
SOL-972098,SO-714509,MP-1049,16,327.24,11.96,4609.59,
