snapshot_date,warehouse_code,sku,units_on_hand,units_in_transit
2025-03-03,WH-01,MP-1022,680,79
2025-03-03,WH-02,MP-1022,148,0
2025-03-03,WH-03,MP-1022,145,55
2025-03-03,WH-01,MP-1023,125,205
2025-03-03,WH-02,MP-1023,228,36
2025-03-03,WH-03,MP-1023,34,73
2025-03-03,WH-01,MP-1024,53,22
2025-03-03,WH-02,MP-1024,228,8
2025-03-03,WH-03,MP-1024,16,1
2025-03-03,WH-01,MP-1025,110,69
2025-03-03,WH-02,MP-1025,228,21
2025-03-03,WH-03,MP-1025,30,36
2025-03-03,WH-01,MP-1026,59,105
2025-03-03,WH-02,MP-1026,228,19
2025-03-03,WH-03,MP-1026,16,9
2025-03-03,WH-01,MP-1027,274,137
2025-03-03,WH-02,MP-1027,102,37
2025-03-03,WH-03,MP-1027,98,35
2025-03-03,WH-01,MP-1028,367,64
2025-03-03,WH-02,MP-1028,83,4
2025-03-03,WH-03,MP-1028,85,28
2025-03-03,WH-01,MP-1029,879,139
2025-03-03,WH-02,MP-1029,163,43
2025-03-03,WH-03,MP-1029,214,13
2025-03-03,WH-01,MP-1030,492,5
2025-03-03,WH-02,MP-1030,148,41
2025-03-03,WH-03,MP-1030,78,17
2025-03-03,WH-01,MP-1031,320,165
2025-03-03,WH-02,MP-1031,72,1
2025-03-03,WH-03,MP-1031,87,5
2025-03-03,WH-01,MP-1032,810,177
2025-03-03,WH-02,MP-1032,110,9
2025-03-03,WH-03,MP-1032,136,24
2025-03-03,WH-01,MP-1033,447,37
2025-03-03,WH-02,MP-1033,149,10
2025-03-03,WH-03,MP-1033,119,6
2025-03-03,WH-01,MP-1034,806,124
2025-03-03,WH-02,MP-1034,164,11
2025-03-03,WH-03,MP-1034,303,91
2025-03-03,WH-01,MP-1035,913,180
2025-03-03,WH-02,MP-1035,273,63
2025-03-03,WH-03,MP-1035,265,101
2025-03-03,WH-01,MP-1036,1535,146
2025-03-03,WH-02,MP-1036,353,55
2025-03-03,WH-03,MP-1036,453,38
2025-03-03,WH-01,MP-1037,1908,767
2025-03-03,WH-02,MP-1037,570,7
2025-03-03,WH-03,MP-1037,554,138
2025-03-03,WH-01,MP-1038,1714,577
2025-03-03,WH-02,MP-1038,387,121
2025-03-03,WH-03,MP-1038,520,6
2025-03-03,WH-01,MP-1039,573,186
2025-03-03,WH-02,MP-1039,92,45
2025-03-03,WH-03,MP-1039,197,22
2025-03-03,WH-01,MP-1040,740,41
2025-03-03,WH-02,MP-1040,313,81
2025-03-03,WH-03,MP-1040,323,15
2025-03-03,WH-01,MP-1041,318,116
2025-03-03,WH-02,MP-1041,60,11
2025-03-03,WH-03,MP-1041,105,33
2025-03-03,WH-01,MP-1042,639,147
2025-03-03,WH-02,MP-1042,202,18
2025-03-03,WH-03,MP-1042,165,0
2025-03-03,WH-01,MP-1043,1182,38
2025-03-03,WH-02,MP-1043,301,11
2025-03-03,WH-03,MP-1043,240,100
2025-03-03,WH-01,MP-1044,436,134
2025-03-03,WH-02,MP-1044,114,20
2025-03-03,WH-03,MP-1044,152,58
2025-03-03,WH-01,MP-1045,671,185
2025-03-03,WH-02,MP-1045,116,41
2025-03-03,WH-03,MP-1045,88,23
2025-03-03,WH-01,MP-1046,815,245
2025-03-03,WH-02,MP-1046,181,51
2025-03-03,WH-03,MP-1046,233,9
2025-03-03,WH-01,MP-1047,2077,24
2025-03-03,WH-02,MP-1047,373,1
2025-03-03,WH-03,MP-1047,564,34
2025-03-03,WH-01,MP-1048,937,85
2025-03-03,WH-02,MP-1048,152,42
2025-03-03,WH-03,MP-1048,237,56
2025-03-03,WH-01,MP-1049,391,130
2025-03-03,WH-02,MP-1049,93,11
2025-03-03,WH-03,MP-1049,122,1
2025-03-03,WH-01,MP-1050,504,10
2025-03-03,WH-02,MP-1050,135,52
2025-03-03,WH-03,MP-1050,194,4
2025-03-03,WH-01,MP-1051,1740,520
2025-03-03,WH-02,MP-1051,315,129
2025-03-03,WH-03,MP-1051,389,30
2025-03-03,WH-01,MP-1052,579,254
2025-03-03,WH-02,MP-1052,262,33
2025-03-03,WH-03,MP-1052,157,71
2025-03-03,WH-01,MP-1053,302,87
2025-03-03,WH-02,MP-1053,118,4
2025-03-03,WH-03,MP-1053,73,7
2025-03-03,WH-01,MP-1054,374,18
2025-03-03,WH-02,MP-1054,118,12
2025-03-03,WH-03,MP-1054,78,19
2025-03-03,WH-01,MP-1055,490,178
2025-03-03,WH-02,MP-1055,189,41
2025-03-03,WH-03,MP-1055,159,47
2025-03-03,WH-01,MP-1056,835,137
2025-03-03,WH-02,MP-1056,277,13
2025-03-03,WH-03,MP-1056,286,97
2025-03-03,WH-01,MP-1057,712,78
2025-03-03,WH-02,MP-1057,124,24
2025-03-03,WH-03,MP-1057,132,33
2025-03-03,WH-01,MP-1058,248,88
2025-03-03,WH-02,MP-1058,81,17
2025-03-03,WH-03,MP-1058,91,27
2025-03-03,WH-01,MP-1059,292,0
2025-03-03,WH-02,MP-1059,101,20
2025-03-03,WH-03,MP-1059,132,44
2025-03-03,WH-01,MP-1060,150,0
2025-03-03,WH-02,MP-1060,33,5
2025-03-03,WH-03,MP-1060,26,12
2025-03-03,WH-01,MP-1061,171,11
2025-03-03,WH-02,MP-1061,50,18
2025-03-03,WH-03,MP-1061,54,10
2025-03-03,WH-01,MP-1062,274,67
2025-03-03,WH-02,MP-1062,52,7
2025-03-03,WH-03,MP-1062,55,3
2025-03-03,WH-01,MP-1063,538,82
2025-03-03,WH-02,MP-1063,94,36
2025-03-03,WH-03,MP-1063,132,35
2025-03-03,WH-01,MP-1064,587,173
2025-03-03,WH-02,MP-1064,116,12
2025-03-03,WH-03,MP-1064,128,18
2025-03-03,WH-01,MP-1065,309,10
2025-03-03,WH-02,MP-1065,113,7
2025-03-03,WH-03,MP-1065,114,33
2025-03-03,WH-01,MP-1066,349,26
2025-03-03,WH-02,MP-1066,72,7
2025-03-03,WH-03,MP-1066,105,35
2025-03-03,WH-01,MP-1067,317,78
2025-03-03,WH-02,MP-1067,98,22
2025-03-03,WH-03,MP-1067,79,37
2025-03-03,WH-01,MP-1068,183,11
2025-03-03,WH-02,MP-1068,44,2
2025-03-03,WH-03,MP-1068,50,10
2025-03-03,WH-01,MP-1069,130,15
2025-03-03,WH-02,MP-1069,43,9
2025-03-03,WH-03,MP-1069,37,7
2025-03-03,WH-01,MP-1070,248,34
2025-03-03,WH-02,MP-1070,71,15
2025-03-03,WH-03,MP-1070,74,3
2025-03-03,WH-01,MP-1071,195,51
2025-03-03,WH-02,MP-1071,33,7
2025-03-03,WH-03,MP-1071,38,9
2025-03-03,WH-01,MP-1072,346,44
2025-03-03,WH-02,MP-1072,63,14
2025-03-03,WH-03,MP-1072,89,22
2025-03-03,WH-01,MP-1073,304,81
2025-03-03,WH-02,MP-1073,51,7
2025-03-03,WH-03,MP-1073,77,23
2025-03-03,WH-01,MP-1074,173,105
2025-03-03,WH-02,MP-1074,72,23
2025-03-03,WH-03,MP-1074,85,1
2025-03-03,WH-01,MP-1075,547,38
2025-03-03,WH-02,MP-1075,105,22
2025-03-03,WH-03,MP-1075,107,5
2025-03-03,WH-01,MP-1076,510,126
2025-03-03,WH-02,MP-1076,148,18
2025-03-03,WH-03,MP-1076,134,32
2025-03-03,WH-01,MP-1077,754,175
2025-03-03,WH-02,MP-1077,193,46
2025-03-03,WH-03,MP-1077,134,32
2025-03-03,WH-01,MP-1078,443,103
2025-03-03,WH-02,MP-1078,89,38
2025-03-03,WH-03,MP-1078,95,2
2025-03-03,WH-01,MP-1079,696,162
2025-03-03,WH-02,MP-1079,99,19
2025-03-03,WH-03,MP-1079,144,34
2025-03-03,WH-01,MP-1080,741,239
2025-03-03,WH-02,MP-1080,214,26
2025-03-03,WH-03,MP-1080,180,26
2025-03-03,WH-01,MP-1081,878,102
2025-03-03,WH-02,MP-1081,95,41
2025-03-03,WH-03,MP-1081,125,17
2025-03-03,WH-01,MP-1082,198,41
2025-03-03,WH-02,MP-1082,46,1
2025-03-03,WH-03,MP-1082,59,18
2025-03-03,WH-01,MP-1083,236,45
2025-03-03,WH-02,MP-1083,43,5
2025-03-03,WH-03,MP-1083,42,14
2025-03-03,WH-01,MP-1084,36,74
2025-03-03,WH-02,MP-1084,228,2
2025-03-03,WH-03,MP-1084,9,12
2025-03-03,WH-01,MP-1085,60,54
2025-03-03,WH-02,MP-1085,228,27
2025-03-03,WH-03,MP-1085,16,30
2025-03-03,WH-01,MP-1086,17,25
2025-03-03,WH-02,MP-1086,228,7
2025-03-03,WH-03,MP-1086,5,4
2025-03-03,WH-01,MP-1087,15,0
2025-03-03,WH-02,MP-1087,228,5
2025-03-03,WH-03,MP-1087,3,5
2025-03-03,WH-01,MP-1088,100,7
2025-03-03,WH-02,MP-1088,43,1
2025-03-03,WH-03,MP-1088,31,3
2025-03-03,WH-01,MP-1089,132,3
2025-03-03,WH-02,MP-1089,38,4
2025-03-03,WH-03,MP-1089,35,9
2025-03-03,WH-01,MP-1090,250,34
2025-03-03,WH-02,MP-1090,88,21
2025-03-03,WH-03,MP-1090,59,10
2025-03-03,WH-01,MP-1091,118,7
2025-03-03,WH-02,MP-1091,27,7
2025-03-03,WH-03,MP-1091,24,4
2025-03-03,WH-01,MP-1092,86,23
2025-03-03,WH-02,MP-1092,22,10
2025-03-03,WH-03,MP-1092,22,9
2025-03-03,WH-01,MP-1093,108,16
2025-03-03,WH-02,MP-1093,16,9
2025-03-03,WH-03,MP-1093,27,7
2025-03-03,WH-01,MP-1094,165,50
2025-03-03,WH-02,MP-1094,43,7
2025-03-03,WH-03,MP-1094,33,17
2025-03-03,WH-01,MP-1095,99,18
2025-03-03,WH-02,MP-1095,22,2
2025-03-03,WH-03,MP-1095,38,10
2025-03-03,WH-01,MP-1096,224,26
2025-03-03,WH-02,MP-1096,36,9
2025-03-03,WH-03,MP-1096,37,12
2025-03-03,WH-01,MP-1097,304,89
2025-03-03,WH-02,MP-1097,70,29
2025-03-03,WH-03,MP-1097,82,8
2025-03-03,WH-01,MP-1098,732,155
2025-03-03,WH-02,MP-1098,121,32
2025-03-03,WH-03,MP-1098,201,20
2025-03-03,WH-01,MP-1099,653,173
2025-03-03,WH-02,MP-1099,93,21
2025-03-03,WH-03,MP-1099,163,36
2025-03-03,WH-01,MP-1100,270,95
2025-03-03,WH-02,MP-1100,60,24
2025-03-03,WH-03,MP-1100,81,6
2025-03-03,WH-01,MP-1101,657,137
2025-03-03,WH-02,MP-1101,107,31
2025-03-03,WH-03,MP-1101,191,56
2025-03-03,WH-01,MP-1102,429,52
2025-03-03,WH-02,MP-1102,111,8
2025-03-03,WH-03,MP-1102,155,46
2025-03-03,WH-01,MP-1103,863,52
2025-03-03,WH-02,MP-1103,187,46
2025-03-03,WH-03,MP-1103,254,40
2025-03-03,WH-01,MP-1104,194,45
2025-03-03,WH-02,MP-1104,22,6
2025-03-03,WH-03,MP-1104,18,1
2025-03-03,WH-01,MP-1105,211,32
2025-03-03,WH-02,MP-1105,58,22
2025-03-03,WH-03,MP-1105,71,21
2025-03-03,WH-01,MP-1106,385,47
2025-03-03,WH-02,MP-1106,85,12
2025-03-03,WH-03,MP-1106,67,23
2025-03-03,WH-01,MP-1107,185,2
2025-03-03,WH-02,MP-1107,76,24
2025-03-03,WH-03,MP-1107,49,5
2025-03-03,WH-01,MP-1108,587,29
2025-03-03,WH-02,MP-1108,95,36
2025-03-03,WH-03,MP-1108,108,28
2025-03-03,WH-01,MP-1109,327,185
2025-03-03,WH-02,MP-1109,133,29
2025-03-03,WH-03,MP-1109,147,41
2025-03-03,WH-01,MP-1110,341,147
2025-03-03,WH-02,MP-1110,86,34
2025-03-03,WH-03,MP-1110,152,46
2025-03-03,WH-01,MP-1111,189,104
2025-03-03,WH-02,MP-1111,64,10
2025-03-03,WH-03,MP-1111,101,2
2025-03-03,WH-01,MP-1112,202,15
2025-03-03,WH-02,MP-1112,56,21
2025-03-03,WH-03,MP-1112,52,26
2025-03-03,WH-01,MP-1113,192,42
2025-03-03,WH-02,MP-1113,57,6
2025-03-03,WH-03,MP-1113,50,19
2025-03-03,WH-01,MP-1114,816,161
2025-03-03,WH-02,MP-1114,149,18
2025-03-03,WH-03,MP-1114,197,42
2025-03-03,WH-01,MP-1115,674,40
2025-03-03,WH-02,MP-1115,117,64
2025-03-03,WH-03,MP-1115,179,38
2025-03-03,WH-01,MP-1116,1450,47
2025-03-03,WH-02,MP-1116,394,36
2025-03-03,WH-03,MP-1116,399,33
2025-03-03,WH-01,MP-1117,479,50
2025-03-03,WH-02,MP-1117,92,10
2025-03-03,WH-03,MP-1117,124,34
2025-03-03,WH-01,MP-1118,289,49
2025-03-03,WH-02,MP-1118,69,20
2025-03-03,WH-03,MP-1118,62,5
2025-03-03,WH-01,MP-1119,182,77
2025-03-03,WH-02,MP-1119,54,14
2025-03-03,WH-03,MP-1119,50,11
2025-03-03,WH-01,MP-1120,111,44
2025-03-03,WH-02,MP-1120,53,4
2025-03-03,WH-03,MP-1120,48,14
2025-03-03,WH-01,MP-1121,331,72
2025-03-03,WH-02,MP-1121,97,7
2025-03-03,WH-03,MP-1121,64,28
2025-03-03,WH-01,MP-1122,218,17
2025-03-03,WH-02,MP-1122,50,19
2025-03-03,WH-03,MP-1122,94,29
2025-03-03,WH-01,MP-1123,101,29
2025-03-03,WH-02,MP-1123,32,13
2025-03-03,WH-03,MP-1123,27,1
2025-03-03,WH-01,MP-1124,205,33
2025-03-03,WH-02,MP-1124,57,8
2025-03-03,WH-03,MP-1124,64,13
2025-03-03,WH-01,MP-1125,386,138
2025-03-03,WH-02,MP-1125,118,20
2025-03-03,WH-03,MP-1125,75,5
2025-03-03,WH-01,MP-1126,94,43
2025-03-03,WH-02,MP-1126,45,4
2025-03-03,WH-03,MP-1126,30,3
2025-03-03,WH-01,MP-1127,234,61
2025-03-03,WH-02,MP-1127,47,9
2025-03-03,WH-03,MP-1127,49,9
2025-03-03,WH-01,MP-1128,351,44
2025-03-03,WH-02,MP-1128,70,25
2025-03-03,WH-03,MP-1128,114,36
2025-03-03,WH-01,MP-1129,466,175
2025-03-03,WH-02,MP-1129,98,33
2025-03-03,WH-03,MP-1129,169,14
2025-03-03,WH-01,MP-1130,177,111
2025-03-03,WH-02,MP-1130,53,11
2025-03-03,WH-03,MP-1130,86,13
2025-03-03,WH-01,MP-1131,210,27
2025-03-03,WH-02,MP-1131,46,18
2025-03-03,WH-03,MP-1131,86,16
2025-03-06,WH-01,MP-1001,1473,214
2025-03-06,WH-02,MP-1001,142,4
2025-03-06,WH-03,MP-1001,511,158
2025-03-06,WH-01,MP-1002,1214,57
2025-03-06,WH-02,MP-1002,190,56
2025-03-06,WH-03,MP-1002,476,11
2025-03-06,WH-01,MP-1003,365,198
2025-03-06,WH-02,MP-1003,81,21
2025-03-06,WH-03,MP-1003,143,31
2025-03-06,WH-01,MP-1004,543,249
2025-03-06,WH-02,MP-1004,109,11
2025-03-06,WH-03,MP-1004,180,76
2025-03-06,WH-01,MP-1005,376,161
2025-03-06,WH-02,MP-1005,125,18
2025-03-06,WH-03,MP-1005,142,59
2025-03-06,WH-01,MP-1006,945,261
2025-03-06,WH-02,MP-1006,249,23
2025-03-06,WH-03,MP-1006,240,23
2025-03-06,WH-01,MP-1007,463,48
2025-03-06,WH-02,MP-1007,103,20
2025-03-06,WH-03,MP-1007,168,9
2025-03-06,WH-01,MP-1008,1869,320
2025-03-06,WH-02,MP-1008,330,128
2025-03-06,WH-03,MP-1008,584,192
2025-03-06,WH-01,MP-1009,768,227
2025-03-06,WH-02,MP-1009,136,38
2025-03-06,WH-03,MP-1009,147,37
2025-03-06,WH-01,MP-1010,615,88
2025-03-06,WH-02,MP-1010,162,44
2025-03-06,WH-03,MP-1010,92,13
2025-03-06,WH-01,MP-1011,991,267
2025-03-06,WH-02,MP-1011,161,64
2025-03-06,WH-03,MP-1011,165,5
2025-03-06,WH-01,MP-1012,2689,322
2025-03-06,WH-02,MP-1012,440,84
2025-03-06,WH-03,MP-1012,450,65
2025-03-06,WH-01,MP-1013,527,22
2025-03-06,WH-02,MP-1013,114,12
2025-03-06,WH-03,MP-1013,141,46
2025-03-06,WH-01,MP-1014,1260,419
2025-03-06,WH-02,MP-1014,318,45
2025-03-06,WH-03,MP-1014,329,46
2025-03-06,WH-01,MP-1015,1095,224
2025-03-06,WH-02,MP-1015,159,78
2025-03-06,WH-03,MP-1015,196,86
2025-03-06,WH-01,MP-1016,1684,382
2025-03-06,WH-02,MP-1016,229,14
2025-03-06,WH-03,MP-1016,352,147
2025-03-06,WH-01,MP-1017,1182,380
2025-03-06,WH-02,MP-1017,188,74
2025-03-06,WH-03,MP-1017,196,69
2025-03-06,WH-01,MP-1018,1544,66
2025-03-06,WH-02,MP-1018,411,28
2025-03-06,WH-03,MP-1018,422,127
2025-03-06,WH-01,MP-1019,714,199
2025-03-06,WH-02,MP-1019,116,20
2025-03-06,WH-03,MP-1019,155,29
2025-03-06,WH-01,MP-1020,2055,22
2025-03-06,WH-02,MP-1020,491,55
2025-03-06,WH-03,MP-1020,452,118
2025-03-06,WH-01,MP-1021,389,33
2025-03-06,WH-02,MP-1021,109,22
2025-03-06,WH-03,MP-1021,75,8
2025-03-06,WH-01,MP-1022,657,67
2025-03-06,WH-02,MP-1022,116,15
2025-03-06,WH-03,MP-1022,131,23
2025-03-06,WH-01,MP-1023,125,193
2025-03-06,WH-02,MP-1023,228,44
2025-03-06,WH-03,MP-1023,34,31
2025-03-06,WH-01,MP-1024,53,17
2025-03-06,WH-02,MP-1024,228,15
2025-03-06,WH-03,MP-1024,16,32
2025-03-06,WH-01,MP-1025,110,67
2025-03-06,WH-02,MP-1025,228,27
2025-03-06,WH-03,MP-1025,30,60
2025-03-06,WH-01,MP-1026,59,36
2025-03-06,WH-02,MP-1026,228,20
2025-03-06,WH-03,MP-1026,16,16
2025-03-06,WH-01,MP-1027,415,12
2025-03-06,WH-02,MP-1027,88,14
2025-03-06,WH-03,MP-1027,91,13
2025-03-06,WH-01,MP-1028,351,28
2025-03-06,WH-02,MP-1028,81,19
2025-03-06,WH-03,MP-1028,81,30
2025-03-06,WH-01,MP-1029,792,41
2025-03-06,WH-02,MP-1029,162,49
2025-03-06,WH-03,MP-1029,176,43
2025-03-06,WH-01,MP-1030,641,85
2025-03-06,WH-02,MP-1030,146,23
2025-03-06,WH-03,MP-1030,105,41
2025-03-06,WH-01,MP-1031,333,49
2025-03-06,WH-02,MP-1031,108,21
2025-03-06,WH-03,MP-1031,158,3
2025-03-06,WH-01,MP-1032,587,274
2025-03-06,WH-02,MP-1032,153,47
2025-03-06,WH-03,MP-1032,154,27
2025-03-06,WH-01,MP-1033,397,145
2025-03-06,WH-02,MP-1033,94,1
2025-03-06,WH-03,MP-1033,108,4
2025-03-06,WH-01,MP-1034,0,129
2025-03-06,WH-02,MP-1034,346,30
2025-03-06,WH-03,MP-1034,233,52
2025-03-06,WH-01,MP-1035,865,126
2025-03-06,WH-02,MP-1035,264,57
2025-03-06,WH-03,MP-1035,270,21
2025-03-06,WH-01,MP-1036,1361,310
2025-03-06,WH-02,MP-1036,375,5
2025-03-06,WH-03,MP-1036,482,63
2025-03-06,WH-01,MP-1037,2502,735
2025-03-06,WH-02,MP-1037,604,84
2025-03-06,WH-03,MP-1037,510,30
2025-03-06,WH-01,MP-1038,1611,301
2025-03-06,WH-02,MP-1038,248,44
2025-03-06,WH-03,MP-1038,517,83
2025-03-06,WH-01,MP-1039,708,134
2025-03-06,WH-02,MP-1039,85,3
2025-03-06,WH-03,MP-1039,147,9
2025-03-06,WH-01,MP-1040,646,28
2025-03-06,WH-02,MP-1040,287,71
2025-03-06,WH-03,MP-1040,323,63
2025-03-06,WH-01,MP-1041,377,52
2025-03-06,WH-02,MP-1041,111,4
2025-03-06,WH-03,MP-1041,72,15
2025-03-06,WH-01,MP-1042,0,143
2025-03-06,WH-02,MP-1042,163,27
2025-03-06,WH-03,MP-1042,190,29
2025-03-06,WH-01,MP-1043,972,334
2025-03-06,WH-02,MP-1043,333,20
2025-03-06,WH-03,MP-1043,310,90
2025-03-06,WH-01,MP-1044,543,132
2025-03-06,WH-02,MP-1044,160,16
2025-03-06,WH-03,MP-1044,205,58
2025-03-06,WH-01,MP-1045,577,135
2025-03-06,WH-02,MP-1045,149,24
2025-03-06,WH-03,MP-1045,145,31
2025-03-06,WH-01,MP-1046,658,68
2025-03-06,WH-02,MP-1046,194,63
2025-03-06,WH-03,MP-1046,143,18
2025-03-06,WH-01,MP-1047,1629,264
2025-03-06,WH-02,MP-1047,529,10
2025-03-06,WH-03,MP-1047,674,74
2025-03-06,WH-01,MP-1048,917,147
2025-03-06,WH-02,MP-1048,185,62
2025-03-06,WH-03,MP-1048,312,44
2025-03-06,WH-01,MP-1049,415,90
2025-03-06,WH-02,MP-1049,60,11
2025-03-06,WH-03,MP-1049,82,23
2025-03-06,WH-01,MP-1050,738,164
2025-03-06,WH-02,MP-1050,110,39
2025-03-06,WH-03,MP-1050,99,22
2025-03-06,WH-01,MP-1051,1498,148
2025-03-06,WH-02,MP-1051,387,105
2025-03-06,WH-03,MP-1051,236,52
2025-03-06,WH-01,MP-1052,891,260
2025-03-06,WH-02,MP-1052,134,36
2025-03-06,WH-03,MP-1052,279,46
2025-03-06,WH-01,MP-1053,402,30
2025-03-06,WH-02,MP-1053,106,48
2025-03-06,WH-03,MP-1053,115,24
2025-03-06,WH-01,MP-1054,381,83
2025-03-06,WH-02,MP-1054,67,31
2025-03-06,WH-03,MP-1054,97,3
2025-03-06,WH-01,MP-1055,631,152
2025-03-06,WH-02,MP-1055,188,43
2025-03-06,WH-03,MP-1055,168,10
2025-03-06,WH-01,MP-1056,0,37
2025-03-06,WH-02,MP-1056,260,49
2025-03-06,WH-03,MP-1056,185,11
2025-03-06,WH-01,MP-1057,610,31
2025-03-06,WH-02,MP-1057,96,39
2025-03-06,WH-03,MP-1057,196,40
2025-03-06,WH-01,MP-1058,340,121
2025-03-06,WH-02,MP-1058,41,15
2025-03-06,WH-03,MP-1058,91,6
2025-03-06,WH-01,MP-1059,323,14
2025-03-06,WH-02,MP-1059,73,44
2025-03-06,WH-03,MP-1059,131,10
2025-03-06,WH-01,MP-1060,124,8
2025-03-06,WH-02,MP-1060,35,0
2025-03-06,WH-03,MP-1060,45,12
2025-03-06,WH-01,MP-1061,349,36
2025-03-06,WH-02,MP-1061,37,6
2025-03-06,WH-03,MP-1061,47,3
2025-03-06,WH-01,MP-1062,217,37
2025-03-06,WH-02,MP-1062,75,13
2025-03-06,WH-03,MP-1062,77,26
2025-03-06,WH-01,MP-1063,370,71
2025-03-06,WH-02,MP-1063,99,1
2025-03-06,WH-03,MP-1063,124,34
2025-03-06,WH-01,MP-1064,319,97
2025-03-06,WH-02,MP-1064,114,25
2025-03-06,WH-03,MP-1064,99,2
2025-03-06,WH-01,MP-1065,396,139
2025-03-06,WH-02,MP-1065,101,39
2025-03-06,WH-03,MP-1065,113,13
2025-03-06,WH-01,MP-1066,444,75
2025-03-06,WH-02,MP-1066,86,25
2025-03-06,WH-03,MP-1066,123,8
2025-03-06,WH-01,MP-1067,363,44
2025-03-06,WH-02,MP-1067,63,1
2025-03-06,WH-03,MP-1067,119,6
2025-03-06,WH-01,MP-1068,156,38
2025-03-06,WH-02,MP-1068,23,12
2025-03-06,WH-03,MP-1068,44,3
2025-03-06,WH-01,MP-1069,135,13
2025-03-06,WH-02,MP-1069,41,2
2025-03-06,WH-03,MP-1069,43,11
2025-03-06,WH-01,MP-1070,194,22
2025-03-06,WH-02,MP-1070,45,19
2025-03-06,WH-03,MP-1070,42,2
2025-03-06,WH-01,MP-1071,110,55
2025-03-06,WH-02,MP-1071,23,11
2025-03-06,WH-03,MP-1071,55,4
2025-03-06,WH-01,MP-1072,264,42
2025-03-06,WH-02,MP-1072,59,10
2025-03-06,WH-03,MP-1072,47,0
2025-03-06,WH-01,MP-1073,362,66
2025-03-06,WH-02,MP-1073,57,1
2025-03-06,WH-03,MP-1073,73,5
2025-03-06,WH-01,MP-1074,218,83
2025-03-06,WH-02,MP-1074,79,10
2025-03-06,WH-03,MP-1074,86,19
2025-03-06,WH-01,MP-1075,429,94
2025-03-06,WH-02,MP-1075,94,33
2025-03-06,WH-03,MP-1075,130,32
2025-03-06,WH-01,MP-1076,561,96
2025-03-06,WH-02,MP-1076,185,51
2025-03-06,WH-03,MP-1076,123,16
2025-03-06,WH-01,MP-1077,510,138
2025-03-06,WH-02,MP-1077,122,4
2025-03-06,WH-03,MP-1077,207,47
2025-03-06,WH-01,MP-1078,390,112
2025-03-06,WH-02,MP-1078,76,31
2025-03-06,WH-03,MP-1078,132,4
2025-03-06,WH-01,MP-1079,403,13
2025-03-06,WH-02,MP-1079,124,9
2025-03-06,WH-03,MP-1079,170,20
2025-03-06,WH-01,MP-1080,989,9
2025-03-06,WH-02,MP-1080,128,8
2025-03-06,WH-03,MP-1080,247,7
2025-03-06,WH-01,MP-1081,707,24
2025-03-06,WH-02,MP-1081,169,6
2025-03-06,WH-03,MP-1081,122,24
2025-03-06,WH-01,MP-1082,209,44
2025-03-06,WH-02,MP-1082,71,1
2025-03-06,WH-03,MP-1082,44,20
2025-03-06,WH-01,MP-1083,204,46
2025-03-06,WH-02,MP-1083,29,3
2025-03-06,WH-03,MP-1083,63,16
2025-03-06,WH-01,MP-1084,36,2
2025-03-06,WH-02,MP-1084,228,14
2025-03-06,WH-03,MP-1084,9,7
2025-03-06,WH-01,MP-1085,60,66
2025-03-06,WH-02,MP-1085,228,13
2025-03-06,WH-03,MP-1085,16,2
2025-03-06,WH-01,MP-1086,17,34
2025-03-06,WH-02,MP-1086,228,2
2025-03-06,WH-03,MP-1086,5,4
2025-03-06,WH-01,MP-1087,15,27
2025-03-06,WH-02,MP-1087,228,8
2025-03-06,WH-03,MP-1087,3,1
2025-03-06,WH-01,MP-1088,120,32
2025-03-06,WH-02,MP-1088,40,9
2025-03-06,WH-03,MP-1088,38,12
2025-03-06,WH-01,MP-1089,238,36
2025-03-06,WH-02,MP-1089,43,3
2025-03-06,WH-03,MP-1089,54,7
2025-03-06,WH-01,MP-1090,239,56
2025-03-06,WH-02,MP-1090,65,11
2025-03-06,WH-03,MP-1090,43,16
2025-03-06,WH-01,MP-1091,86,22
2025-03-06,WH-02,MP-1091,21,10
2025-03-06,WH-03,MP-1091,27,4
2025-03-06,WH-01,MP-1092,130,32
2025-03-06,WH-02,MP-1092,30,6
2025-03-06,WH-03,MP-1092,22,4
2025-03-06,WH-01,MP-1093,113,11
2025-03-06,WH-02,MP-1093,29,1
2025-03-06,WH-03,MP-1093,33,8
2025-03-06,WH-01,MP-1094,216,3
2025-03-06,WH-02,MP-1094,56,16
2025-03-06,WH-03,MP-1094,46,6
2025-03-06,WH-01,MP-1095,112,33
2025-03-06,WH-02,MP-1095,39,10
2025-03-06,WH-03,MP-1095,46,10
2025-03-06,WH-01,MP-1096,204,28
2025-03-06,WH-02,MP-1096,31,8
2025-03-06,WH-03,MP-1096,68,22
2025-03-06,WH-01,MP-1097,305,28
2025-03-06,WH-02,MP-1097,99,13
2025-03-06,WH-03,MP-1097,39,23
2025-03-06,WH-01,MP-1098,620,195
2025-03-06,WH-02,MP-1098,180,34
2025-03-06,WH-03,MP-1098,158,28
2025-03-06,WH-01,MP-1099,540,101
2025-03-06,WH-02,MP-1099,118,32
2025-03-06,WH-03,MP-1099,183,37
2025-03-06,WH-01,MP-1100,311,115
2025-03-06,WH-02,MP-1100,74,20
2025-03-06,WH-03,MP-1100,91,12
2025-03-06,WH-01,MP-1101,547,29
2025-03-06,WH-02,MP-1101,138,20
2025-03-06,WH-03,MP-1101,126,36
