order_id,freight_cost,handling_cost,rebate_amount
SO-707860,1773.78,95.4,2628.37
SO-707861,1254.54,128.7,1293.31
SO-707862,1177.61,95.4,906.74
SO-707863,419.76,78.75,0
SO-707864,636.43,95.4,0
SO-707865,1049.98,95.4,0
SO-707866,543.59,78.75,0
SO-707867,1576.17,95.4,531.93
SO-707868,1014.91,112.05,0
SO-707869,1740.66,145.35,0
SO-707870,1510.71,128.7,0
SO-707871,527.65,95.4,0
SO-707872,344.89,62.1,0
SO-707873,1857.65,112.05,"1,007.47"
SO-707874,697.59,95.4,0
SO-707875,2731.07,145.35,"1,547.20"
SO-707876,957.14,128.7,0
SO-707877,1611.48,162,"1,556.98"
SO-707878,1271.71,162,0
SO-707879,1879.79,128.7,1471.88
SO-707880,2578.1,128.7,2943.14
SO-707881,664.4,95.4,0
SO-707882,399.94,95.4,0
SO-707883,2206.01,95.4,0
SO-707884,1763.82,112.05,0
SO-707885,4105.02,145.35,1691.03
SO-707886,1621.35,95.4,0
SO-707887,841.67,128.7,622.29
SO-707888,581.71,112.05,1194.54
SO-707889,356.33,95.4,0
SO-707890,735.14,78.75,0
SO-707891,413.77,78.75,0
SO-707892,1455.92,112.05,1804.85
SO-707893,1183.68,128.7,0
SO-707894,1880.99,95.4,1573.97
SO-707895,927.95,128.7,0
SO-707896,401.99,95.4,0
SO-707897,956.79,112.05,0
SO-707898,430.91,78.75,588.71
SO-707899,363.15,95.4,0
SO-707900,669.96,112.05,0
SO-707901,2206.2,128.7,1120.73
SO-707902,1198.93,78.75,0
SO-707903,2039.87,112.05,1460.96
SO-707904,798.35,128.7,0
SO-707905,2746.84,162,1078.19
SO-707906,476.47,95.4,0
SO-707907,573.76,128.7,0
SO-707908,990.54,128.7,0
SO-707909,1276.4,145.35,2276.73
SO-707910,279.89,95.4,0
SO-707911,642.64,95.4,0
SO-707912,600.9,78.75,0
SO-707913,721.5,112.05,0
SO-707914,547.85,112.05,0
SO-707915,1071.68,128.7,0
SO-707916,854.01,128.7,0
SO-707917,1405.29,162,975.67
SO-707918,444.08,78.75,0
SO-707919,1196.6,112.05,767.73
SO-707920,429.4,95.4,0
SO-707921,404.86,78.75,0
SO-707922,954.68,112.05,0
SO-707923,588.55,95.4,289.22
SO-707924,2499.33,128.7,0
SO-707925,759.06,95.4,0
SO-707926,798.77,78.75,0
SO-707927,707.09,95.4,0
SO-707928,1219.66,128.7,883.12
SO-707929,1257.12,128.7,0
SO-707930,1023.64,128.7,0
SO-707931,716.94,78.75,0
SO-707932,2080.77,128.7,869.95
SO-707933,701.2,95.4,698.93
SO-707934,1373.58,128.7,1585.37
SO-707935,948.07,128.7,1401.16
SO-707936,1619.49,145.35,2309.79
SO-707937,606.81,112.05,0
SO-707938,492.33,95.4,962.21
SO-707939,640.43,128.7,569.46
SO-707940,994.21,112.05,836.25
SO-707941,631.74,95.4,0
SO-707942,416.17,62.1,0
SO-707943,2413.83,95.4,2371.64
SO-707944,403.1,78.75,0
SO-707945,593.3,78.75,0
SO-707946,648.59,78.75,0
SO-707947,816.24,128.7,0
SO-707948,1024.49,112.05,0
SO-707949,544.07,95.4,0
SO-707950,2584.91,145.35,2606.17
SO-707951,484.11,95.4,0
SO-707952,1030.74,95.4,0
SO-707953,1736.54,145.35,1517.16
SO-707954,526.02,145.35,0
SO-707955,201.21,78.75,0
SO-707956,577.67,112.05,0
SO-707957,574.89,78.75,0
SO-707958,381.79,78.75,0
SO-707959,891.65,112.05,0
SO-707960,822.73,78.75,0
SO-707961,742.61,95.4,0
SO-707962,822.83,95.4,0
SO-707963,1840.59,145.35,1931.57
SO-707964,689.41,112.05,1178.5
SO-707965,897.4,162,0
SO-707966,1040.27,162,1449.57
SO-707967,1073.53,128.7,0
SO-707968,1425.84,128.7,1377.73
SO-707969,1522.38,145.35,0
SO-707970,1463.5,112.05,1994.49
SO-707971,450.57,95.4,0
SO-707972,375.96,112.05,301.07
SO-707973,769.11,95.4,757.71
SO-707974,535.4,78.75,0
SO-707975,1287.38,128.7,788.58
SO-707976,549.16,78.75,0
SO-707977,1052.11,95.4,485.07
SO-707978,1104.53,128.7,0
SO-707979,641.44,112.05,0
SO-707980,2000.5,145.35,1249.15
SO-707981,970.68,128.7,0
SO-707982,412.36,95.4,0
SO-707983,1181.88,112.05,471.92
SO-707984,1572.55,162,1120
SO-707985,446.8,112.05,0
SO-707986,1913.45,128.7,0
SO-707987,1145.84,112.05,0
SO-707988,728.49,95.4,0
SO-707989,1183.1,112.05,0
SO-707990,422.02,78.75,0
SO-707991,1309.2,145.35,1438.56
SO-707992,604.48,112.05,0
SO-707993,301.87,78.75,0
SO-707994,1347.46,162,1624.32
SO-707995,1998.42,95.4,1105.44
SO-707996,1296.39,145.35,1223.91
SO-707997,361.63,112.05,0
SO-707998,1131.06,78.75,0
SO-707999,1885.27,128.7,1548.24
SO-708000,1172.55,145.35,575.71
SO-708001,4316.28,145.35,2889.63
SO-708002,2088.1,145.35,1868.82
SO-708003,1557.21,128.7,1071.42
SO-708004,396.38,78.75,0
SO-708005,3353.88,112.05,2382.87
SO-708006,3006.59,112.05,2718.43
SO-708007,987.93,128.7,0
SO-708008,1137.89,112.05,0
SO-708009,837.23,128.7,0
SO-708010,411.21,112.05,435.95
SO-708011,1843.57,145.35,0
SO-708012,667.67,78.75,0
SO-708013,1272.67,128.7,0
SO-708014,343.69,78.75,0
SO-708015,1263.08,128.7,0
SO-708016,363.68,95.4,0
SO-708017,1821.7,145.35,1913.43
SO-708018,790.68,128.7,0
SO-708019,1660.26,95.4,1330
SO-708020,380.34,78.75,0
SO-708021,3958.71,128.7,3275.05
SO-708022,1153.38,112.05,0
SO-708023,460.23,95.4,0
SO-708024,1877.18,112.05,927.01
SO-708025,1697,162,867.79
SO-708026,3462.94,112.05,3180.75
SO-708027,668.62,112.05,0
SO-708028,1157.69,112.05,0
SO-708029,868.67,112.05,428.57
SO-708030,626.16,128.7,0
SO-708031,2382.31,95.4,1620.36
SO-708032,402.28,78.75,0
SO-708033,894.37,162,0
SO-708034,1593.15,162,1034.79
SO-708035,901.94,112.05,0
SO-708036,1110.28,145.35,1340.28
SO-708037,800.82,128.7,0
SO-708038,1257.05,128.7,1131.77
SO-708039,488.6,62.1,0
SO-708040,975.01,95.4,0
SO-708041,1284.31,128.7,0
SO-708042,1323.03,128.7,0
SO-708043,1004.09,95.4,948.1
SO-708044,840.98,112.05,0
SO-708045,1274.58,112.05,0
SO-708046,2145.07,162,678.72
SO-708047,152.51,78.75,0
SO-708048,399.62,95.4,762.38
SO-708049,980.52,95.4,901
SO-708050,2273.61,145.35,839.38
SO-708051,888.95,95.4,295.82
SO-708052,523.12,112.05,0
SO-708053,1243.91,112.05,0
SO-708054,772.77,112.05,0
SO-708055,375.34,78.75,0
SO-708056,946.67,95.4,0
SO-708057,433.09,112.05,0
SO-708058,2004.06,128.7,575.29
SO-708059,883.86,95.4,0
SO-708060,624.5,78.75,0
SO-708061,1273.06,112.05,0
SO-708062,526.76,78.75,0
SO-708063,747.48,95.4,497.02
SO-708064,1291.06,95.4,2123.4
SO-708065,1217.58,128.7,2855.82
SO-708066,308.52,78.75,0
SO-708067,629.23,95.4,0
SO-708068,1212.93,95.4,0
SO-708069,2649.5,145.35,2499.12
SO-708070,1946.32,145.35,1475.12
SO-708071,1786.9,128.7,0
SO-708072,1007.28,112.05,0
SO-708073,1223.77,128.7,0
SO-708074,442.25,78.75,0
SO-708075,694,95.4,0
SO-708076,1072.87,128.7,0
SO-708077,646.03,95.4,0
SO-708078,762.88,95.4,0
SO-708079,994.35,128.7,0
SO-708080,700.79,112.05,0
SO-708081,748.54,128.7,0
SO-708082,1183.53,162,874.98
SO-708083,2581.31,145.35,1225.51
SO-708084,1204.64,95.4,651.13
SO-708085,922.79,95.4,783.26
SO-708086,552.56,78.75,0
SO-708087,565.98,112.05,0
SO-708088,1171.29,162,0
SO-708089,3926.1,145.35,2980.55
SO-708090,299.47,62.1,0
SO-708091,1647.05,95.4,1389
SO-708092,1718.08,112.05,0
SO-708093,739.11,112.05,0
SO-708094,783.71,78.75,0
SO-708095,387.22,95.4,0
SO-708096,497.8,128.7,0
SO-708097,655.31,162,0
SO-708098,1318.81,112.05,"1,035.03"
SO-708099,2340.15,128.7,2310.72
SO-708100,2604.21,128.7,0
SO-708101,2528.79,112.05,985.7
SO-708102,1757.57,128.7,0
SO-708103,446.82,128.7,0
SO-708104,599.19,112.05,0
SO-708105,677.01,128.7,0
SO-708106,762.54,112.05,1022.57
SO-708107,668.55,112.05,0
SO-708108,1002.88,112.05,0
SO-708109,824.35,112.05,0
SO-708110,2664.7,145.35,1732.24
SO-708111,524.51,128.7,0
SO-708112,1850.96,128.7,1674.22
SO-708113,292.49,95.4,0
SO-708114,493.27,62.1,0
SO-708115,980.99,95.4,0
SO-708116,1205.84,128.7,0
SO-708117,827.32,95.4,0
SO-708118,654.25,95.4,0
SO-708119,1231.18,112.05,0
SO-708120,912.16,128.7,0
SO-708121,292.58,62.1,0
SO-708122,2097.43,145.35,1115.66
SO-708123,1566.84,112.05,1598.06
SO-708124,1539.68,112.05,1247.09
SO-708125,811.03,112.05,0
SO-708126,645.24,78.75,0
SO-708127,483.82,78.75,0
SO-708128,871.24,162,0
SO-708129,3184.08,128.7,1868.94
SO-708130,649.76,95.4,0
SO-708131,1179.48,112.05,950.5
SO-708132,1217.82,162,526.7
SO-708133,1616.24,128.7,"2,046.78"
SO-708134,716.67,95.4,620.88
SO-708135,885.5,162,581.41
SO-708136,1105.38,128.7,0
SO-708137,251.73,62.1,0
SO-708138,2420.6,128.7,2288.17
SO-708139,1315.66,128.7,0
SO-708140,788.37,128.7,0
SO-708141,737.62,95.4,0
SO-708142,3278.16,128.7,2260.33
SO-708143,3010.04,112.05,"2,170.96"
SO-708144,1157.08,128.7,0
SO-708145,1113.48,112.05,0
SO-708146,1881.24,162,1583.52
SO-708147,540.54,62.1,0
SO-708148,510.96,78.75,0
SO-708149,5020.74,145.35,"6,106.13"
SO-708150,887.31,112.05,0
SO-708151,589.38,128.7,0
SO-708152,1191.51,112.05,0
SO-708153,2202.5,112.05,617.07
SO-708154,1346.6,112.05,1783.76
SO-708155,842.63,128.7,0
SO-708156,571.59,95.4,0
SO-708157,672.03,112.05,0
SO-708158,1029.7,95.4,0
SO-708159,420.82,95.4,0
SO-708160,374.75,95.4,0
SO-708161,1434.84,128.7,887.26
SO-708162,494.2,95.4,0
SO-708163,886.94,95.4,0
SO-708164,2033.16,128.7,820.65
SO-708165,369.88,95.4,0
SO-708166,2153.86,112.05,1360.71
SO-708167,1723.9,95.4,1042.05
SO-708168,1182.54,95.4,831.8
SO-708169,360.91,95.4,0
SO-708170,1237.1,145.35,2416.54
SO-708171,1207.84,78.75,0
SO-708172,996.89,112.05,0
SO-708173,870.15,95.4,986.5
SO-708174,473.12,62.1,0
SO-708175,539.07,78.75,0
SO-708176,180.03,95.4,0
SO-708177,563.61,95.4,0
SO-708178,2528.92,145.35,2116.84
SO-708179,2001.93,145.35,1399.42
SO-708180,984.23,145.35,472.92
SO-708181,847.04,128.7,0
SO-708182,1682.82,112.05,"1,784.04"
SO-708183,891.82,78.75,0
SO-708184,748.19,95.4,516.83
SO-708185,1547.46,112.05,0
SO-708186,282.4,95.4,0
SO-708187,1857.69,112.05,1611.65
SO-708188,813.89,112.05,0
SO-708189,731.86,112.05,0
SO-708190,1266.46,112.05,767.08
SO-708191,989.38,78.75,0
SO-708192,985.9,128.7,0
SO-708193,1083.36,112.05,0
SO-708194,1034.85,162,1182.65
SO-708195,3783.71,95.4,2041.26
SO-708196,1667.52,128.7,0
SO-708197,1040.24,112.05,1068.73
SO-708198,1125.23,112.05,0
SO-708199,934.07,95.4,0
SO-708200,1321.01,112.05,0
SO-708201,724.13,112.05,0
SO-708202,974.1,128.7,0
SO-708203,3606.71,145.35,2995.5
SO-708204,646.4,112.05,0
SO-708205,3240.28,145.35,"3,073.36"
SO-708206,1537.32,128.7,"1,670.37"
SO-708207,916.86,112.05,519.23
SO-708208,718.16,112.05,0
SO-708209,2422.26,95.4,1949.28
SO-708210,613.81,112.05,0
SO-708211,1350.52,112.05,773.31
SO-708212,791.23,78.75,0
SO-708213,1723.53,162,882.26
SO-708214,1128.88,112.05,949.93
SO-708215,960.68,128.7,0
SO-708216,1627.73,128.7,0
SO-708217,2227.52,145.35,0
SO-708218,571.17,95.4,0
SO-708219,1056.11,145.35,0
SO-708220,1131.95,128.7,1297.32
SO-708221,529,95.4,0
SO-708222,501.2,78.75,0
SO-708223,1969.39,128.7,0
SO-708224,459.9,112.05,0
SO-708225,2660.97,112.05,2159.39
SO-708226,866.92,128.7,0
SO-708227,919.43,145.35,0
SO-708228,252.51,78.75,0
SO-708229,1169.1,112.05,1212.82
SO-708230,1015.33,145.35,632.57
SO-708231,378.96,112.05,0
SO-708232,2909.65,145.35,1876.31
SO-708233,593.68,78.75,0
SO-708234,950.04,112.05,0
SO-708235,3007.7,128.7,3913.5
SO-708236,444.26,95.4,0
SO-708237,1115.84,128.7,1529.44
SO-708238,438.49,95.4,0
SO-708239,668.67,95.4,1145.56
SO-708240,2656.79,95.4,4035.05
SO-708241,1229.62,112.05,383.85
SO-708242,953.44,128.7,0
SO-708243,697.27,95.4,0
SO-708244,412.29,62.1,0
SO-708245,1103.84,112.05,785.95
SO-708246,775.36,128.7,0
SO-708247,1475.75,128.7,1002.08
SO-708248,1061.51,112.05,1393.16
SO-708249,135.05,78.75,0
SO-708250,399.33,95.4,0
SO-708251,1209.65,145.35,1173.77
SO-708252,1135.54,112.05,961.26
SO-708253,1236.39,78.75,0
SO-708254,668.59,128.7,0
SO-708255,834.89,95.4,0
SO-708256,304.31,62.1,0
SO-708257,2223.26,112.05,966.59
SO-708258,925.99,95.4,0
SO-708259,569.17,78.75,0
SO-708260,376.67,112.05,0
SO-708261,685.15,95.4,1601.8
SO-708262,355.87,112.05,0
SO-708263,542.66,95.4,0
SO-708264,1713.4,112.05,0
SO-708265,1040.06,95.4,585.93
SO-708266,656.57,95.4,0
SO-708267,1004.96,128.7,0
SO-708268,773.17,95.4,"1,046.30"
SO-708269,1522.13,95.4,689.24
SO-708270,314.92,78.75,0
SO-708271,382.61,95.4,0
SO-708272,1400.4,128.7,2305.56
SO-708273,623.05,95.4,429.83
SO-708274,740.93,128.7,914.22
SO-708275,774.17,95.4,0
SO-708276,1026.47,95.4,0
SO-708277,2887.85,128.7,2698.77
SO-708278,1106.96,128.7,1616.47
SO-708279,374.58,78.75,0
SO-708280,422.42,95.4,0
SO-708281,516.45,62.1,0
SO-708282,423.67,62.1,0
SO-708283,473.86,78.75,0
SO-708284,989.68,112.05,0
SO-708285,1004.06,112.05,849.72
SO-708286,1463.47,145.35,2243.99
SO-708287,425.18,62.1,0
SO-708288,418.79,95.4,325.71
SO-708289,430.89,112.05,0
SO-708290,1342.3,128.7,0
SO-708291,637.11,95.4,0
SO-708292,906.35,128.7,810.11
SO-708293,2151.42,145.35,3049.54
SO-708294,622.41,95.4,0
SO-708295,709.76,112.05,0
SO-708296,515.73,78.75,0
SO-708297,702.15,128.7,1119.95
SO-708298,1270.49,112.05,1090.93
SO-708299,288.4,62.1,0
SO-708300,573.59,95.4,0
SO-708301,433.58,95.4,0
SO-708302,1112,95.4,0
SO-708303,1002.64,162,0
SO-708304,1246.84,112.05,0
SO-708305,429.84,95.4,"1,158.71"
SO-708306,1910.17,162,1427.22
SO-708307,1830.95,128.7,780.79
SO-708308,579.95,112.05,0
SO-708309,839.34,128.7,594.82
SO-708310,3897.36,128.7,2421.38
SO-708311,1240.96,95.4,0
SO-708312,3453.66,162,1255.29
SO-708313,765.76,95.4,0
SO-708314,2796.84,145.35,4784.53
SO-708315,912.3,95.4,1022.15
SO-708316,902.73,112.05,0
SO-708317,2279.73,162,1783.94
SO-708318,2798.27,112.05,2925.88
SO-708319,667.23,128.7,0
SO-708320,170.79,62.1,0
SO-708321,825.28,112.05,786.42
SO-708322,733.3,95.4,0
SO-708323,807.12,95.4,0
SO-708324,941.12,78.75,0
SO-708325,1330.44,128.7,0
SO-708326,768.39,95.4,0
SO-708327,430.74,112.05,0
SO-708328,499.32,112.05,0
SO-708329,4092.17,145.35,2391.86
SO-708330,1046.65,128.7,463.75
SO-708331,786.58,95.4,486.46
SO-708332,873.62,128.7,0
SO-708333,3118.86,162,"3,242.69"
SO-708334,932.67,112.05,743.8
SO-708335,1235.56,112.05,0
SO-708336,3492.28,145.35,1975.37
SO-708337,620.52,78.75,0
SO-708338,745.78,128.7,0
SO-708339,1203.94,112.05,0
SO-708340,663.33,78.75,0
SO-708341,237.65,78.75,0
SO-708342,361.31,78.75,0
SO-708343,241.48,78.75,0
SO-708344,1799.46,112.05,2013.56
SO-708345,859.51,128.7,0
SO-708346,2869.55,162,1519.58
SO-708347,381.88,78.75,0
SO-708348,557.72,95.4,0
SO-708349,372.25,62.1,0
SO-708350,867.98,112.05,0
SO-708351,777.28,162,0
SO-708352,3996.3,145.35,1938.42
SO-708353,1031.4,95.4,1953.8
SO-708354,1714.2,128.7,554.56
SO-708355,582.42,78.75,0
SO-708356,932.61,112.05,0
SO-708357,910.44,112.05,0
SO-708358,2077.82,128.7,3069.73
SO-708359,770.84,95.4,0
SO-708360,703.24,78.75,0
SO-708361,839.93,145.35,0
SO-708362,948.69,95.4,358.85
SO-708363,1412.36,112.05,0
SO-708364,1140.11,95.4,310.2
SO-708365,360.88,95.4,0
SO-708366,845.08,112.05,0
SO-708367,849.97,112.05,0
SO-708368,2133.05,95.4,1933.41
SO-708369,2469.7,145.35,3907.3
SO-708370,723.03,78.75,0
SO-708371,437.42,95.4,0
SO-708372,2831.52,145.35,0
SO-708373,724.89,112.05,0
SO-708374,838.75,112.05,0
SO-708375,345.91,112.05,0
SO-708376,885.63,95.4,0
SO-708377,1556.44,128.7,1053.41
SO-708378,747.68,128.7,749.6
SO-708379,775.09,95.4,0
SO-708380,682.28,112.05,0
SO-708381,1298.09,95.4,1010.89
SO-708382,1854.16,95.4,1493.11
SO-708383,198.86,62.1,0
SO-708384,699.52,112.05,690.17
SO-708385,865,78.75,0
SO-708386,668.69,95.4,341.61
SO-708387,3243.41,145.35,0
SO-708388,694.46,95.4,0
SO-708389,1143.99,128.7,0
SO-708390,1325.89,145.35,0
SO-708391,747.58,128.7,0
SO-708392,382.53,78.75,0
SO-708393,554.06,112.05,865.8
SO-708394,517.64,95.4,0
SO-708395,1115.96,162,0
SO-708396,1716.46,145.35,2225.9
SO-708397,932.26,95.4,0
SO-708398,1309.09,128.7,0
SO-708399,265.86,62.1,0
SO-708400,727.24,95.4,0
SO-708401,1258.96,112.05,0
SO-708402,693.09,145.35,642.6
SO-708403,457.75,78.75,0
SO-708404,572.41,95.4,0
SO-708405,1328.66,128.7,1321.74
SO-708406,541.95,95.4,0
SO-708407,1504.74,128.7,0
SO-708408,3588.05,145.35,2499.57
SO-708409,3248.11,112.05,2132.36
SO-708410,594.3,128.7,0
SO-708411,647.32,112.05,0
SO-708412,645.74,62.1,0
SO-708413,861.63,128.7,0
SO-708414,518.28,112.05,0
SO-708415,687.69,128.7,1189.01
SO-708416,1630.24,162,0
SO-708417,1060.11,95.4,0
SO-708418,1515.1,78.75,0
SO-708419,316.96,78.75,0
SO-708420,1179.3,112.05,1412.63
SO-708421,298.94,112.05,0
SO-708422,235.21,62.1,0
SO-708423,1652.14,145.35,1732.74
SO-708424,1324.43,128.7,1975.17
SO-708425,1479.55,112.05,913.99
SO-708426,970.74,95.4,0
SO-708427,843.65,95.4,0
SO-708428,629.34,112.05,0
SO-708429,473.21,62.1,0
SO-708430,396.18,95.4,744.62
SO-708431,385.36,78.75,0
SO-708432,1130.72,112.05,0
SO-708433,760.6,95.4,553.24
SO-708434,1333.26,145.35,1420.36
SO-708435,1899.87,112.05,902.54
SO-708436,557.7,78.75,0
SO-708437,708.5,95.4,631.88
SO-708438,587.72,112.05,0
SO-708439,754.2,128.7,0
SO-708440,1720.13,112.05,0
SO-708441,1471.73,112.05,0
SO-708442,548,95.4,0
SO-708443,1375.74,112.05,0
SO-708444,645.12,112.05,1053.98
SO-708445,937.78,145.35,555.7
SO-708446,2227.4,128.7,1360.9
SO-708447,735.5,128.7,0
SO-708448,981.11,128.7,0
SO-708449,757.97,95.4,0
SO-708450,1348.44,128.7,0
SO-708451,2292.4,162,1423.14
SO-708452,351.71,78.75,0
SO-708453,1773.25,162,678.31
SO-708454,2556.62,128.7,2825.94
SO-708455,203.86,62.1,0
SO-708456,1365.73,112.05,0
SO-708457,1296.97,95.4,703.56
SO-708458,3929.05,112.05,2232.04
SO-708459,750.89,145.35,680.6
SO-708460,559.75,62.1,0
SO-708461,3691.33,145.35,1822.31
SO-708462,1550.07,112.05,1202.54
SO-708463,1002.83,95.4,646.95
SO-708464,1830.2,145.35,1519.41
SO-708465,608.63,112.05,0
SO-708466,953.85,112.05,0
SO-708467,923.34,128.7,811.5
SO-708468,1441.48,128.7,0
SO-708469,808.12,128.7,0
SO-708470,344.49,78.75,0
SO-708471,774.84,128.7,0
SO-708472,807.81,112.05,862.79
SO-708473,1481.43,145.35,4041
SO-708474,931.52,95.4,0
SO-708475,624.75,145.35,0
SO-708476,397.43,95.4,0
SO-708477,1873.75,162,"1,769.29"
SO-708478,896.27,95.4,430.47
SO-708479,916.21,128.7,0
SO-708480,900.57,128.7,0
SO-708481,1082.98,145.35,1149.03
SO-708482,437.48,95.4,0
SO-708483,1590.94,128.7,0
SO-708484,886.88,112.05,1345.45
SO-708485,755.11,95.4,358.48
SO-708486,2538.6,112.05,1691.19
SO-708487,642.42,95.4,0
SO-708488,289.57,78.75,0
SO-708489,659.93,112.05,0
SO-708490,766.18,128.7,0
SO-708491,2516.28,128.7,1671.23
SO-708492,1117.54,78.75,0
SO-708493,521.85,78.75,0
SO-708494,1309.89,128.7,414.68
SO-708495,1023.27,95.4,"1,596.43"
SO-708496,980.22,128.7,0
SO-708497,1682.3,112.05,2048.92
SO-708498,679.25,112.05,0
SO-708499,1315.37,128.7,1554.23
SO-708500,994.97,112.05,0
SO-708501,760.07,112.05,1060.25
SO-708502,676.89,112.05,0
SO-708503,1540.93,145.35,1022.49
SO-708504,477.04,95.4,627.08
SO-708505,819.67,128.7,0
SO-708506,508.12,145.35,0
SO-708507,2058.93,128.7,0
SO-708508,351.47,95.4,0
SO-708509,1152.68,112.05,0
SO-708510,985.81,112.05,2567.31
SO-708511,1423.32,95.4,1204.25
SO-708512,1194.02,128.7,0
SO-708513,792.73,128.7,0
SO-708514,2077.39,145.35,0
SO-708515,1572.36,162,1145.43
SO-708516,626.09,112.05,285.85
SO-708517,2511.2,128.7,"1,693.87"
SO-708518,1094.5,95.4,0
SO-708519,185.9,78.75,0
SO-708520,592.12,62.1,0
SO-708521,1487.01,128.7,0
SO-708522,1488.67,145.35,1818.01
SO-708523,725.06,145.35,915.68
SO-708524,850.05,128.7,779.55
SO-708525,1638.18,112.05,0
SO-708526,721.94,78.75,0
SO-708527,547.84,78.75,0
SO-708528,3034.39,145.35,"2,557.50"
SO-708529,875.65,78.75,0
SO-708530,1365.24,112.05,0
SO-708531,339.4,78.75,0
SO-708532,555.95,78.75,0
SO-708533,1048.8,95.4,0
SO-708534,431.08,95.4,0
SO-708535,963.04,128.7,0
SO-708536,2116.48,145.35,0
SO-708537,2238.11,145.35,1340.33
SO-708538,471,78.75,0
SO-708539,927.54,95.4,716.29
SO-708540,1182.46,112.05,0
SO-708541,642.39,95.4,0
SO-708542,460.21,95.4,0
SO-708543,669.18,95.4,251.02
SO-708544,1492.98,162,0
SO-708545,925.93,112.05,0
SO-708546,2028.83,128.7,598.86
SO-708547,1793.29,112.05,0
SO-708548,1494.53,128.7,0
SO-708549,871.85,128.7,0
SO-708550,1834.59,95.4,0
SO-708551,362.69,62.1,0
SO-708552,278.91,78.75,0
SO-708553,496.98,128.7,0
SO-708554,1597.64,95.4,1030.07
SO-708555,4779.44,145.35,3842.4
SO-708556,1658.02,145.35,1862.57
SO-708557,274.48,62.1,0
SO-708558,1103.39,112.05,1150.69
SO-708559,357.85,95.4,0
SO-708560,1719.39,112.05,0
SO-708561,689.26,95.4,0
SO-708562,464.24,95.4,0
SO-708563,368.12,95.4,0
SO-708564,855.18,128.7,0
SO-708565,1981.17,95.4,1085.23
SO-708566,783.27,95.4,0
SO-708567,1666.28,128.7,1416.48
SO-708568,1366.74,145.35,1801.05
SO-708569,438.41,62.1,0
SO-708570,695.92,112.05,0
SO-708571,1938.34,162,1736.76
SO-708572,902.1,95.4,533.27
SO-708573,856.52,112.05,0
SO-708574,1495.36,128.7,768.63
SO-708575,1495.52,128.7,2249.44
SO-708576,738.59,112.05,0
SO-708577,2917.31,145.35,1880.13
SO-708578,760.55,112.05,0
SO-708579,3831.14,112.05,2215.64
SO-708580,807.26,112.05,0
SO-708581,764.24,112.05,794.71
SO-708582,2292.56,145.35,2714.7
SO-708583,615.55,95.4,520.35
SO-708584,408.34,78.75,0
SO-708585,614.6,95.4,0
SO-708586,444.04,112.05,0
SO-708587,761.64,95.4,301.27
SO-708588,1058.14,145.35,533.96
SO-708589,798.94,78.75,0
SO-708590,414.96,112.05,0
SO-708591,1102.63,145.35,2247.85
SO-708592,1702.87,145.35,862.6
SO-708593,2245.34,145.35,880.07
SO-708594,2549.39,112.05,2624.95
SO-708595,1681.13,145.35,1645.27
SO-708596,756.62,145.35,0
SO-708597,1574.33,145.35,983.06
SO-708598,2511.24,95.4,1435.33
SO-708599,1092.91,112.05,0
SO-708600,438.16,78.75,0
SO-708601,1721.57,112.05,1303.99
SO-708602,962.24,95.4,0
SO-708603,1348.68,95.4,637.89
SO-708604,999.28,162,640.97
SO-708605,4146.4,145.35,"2,929.04"
SO-708606,533.38,112.05,0
SO-708607,814.29,112.05,0
SO-708608,1284.94,145.35,579.86
SO-708609,349.83,78.75,0
SO-708610,1133.31,112.05,0
SO-708611,881.08,95.4,0
SO-708612,545.53,112.05,0
SO-708613,1035.46,162,880.65
SO-708614,642.16,78.75,0
SO-708615,977.28,128.7,0
SO-708616,615.82,95.4,0
SO-708617,640.43,95.4,0
SO-708618,1407.65,112.05,0
SO-708619,2536.84,128.7,2291.09
SO-708620,1979.33,162,783.95
SO-708621,534.02,95.4,0
SO-708622,916.06,112.05,0
SO-708623,1572.26,145.35,1806.51
SO-708624,441.93,78.75,0
SO-708625,687.05,95.4,679.81
SO-708626,1535.35,145.35,2169.57
SO-708627,598.68,112.05,0
SO-708628,914.52,95.4,0
SO-708629,468.47,95.4,0
SO-708630,532.24,112.05,0
SO-708631,464.05,95.4,509.29
SO-708632,785.47,112.05,0
SO-708633,761.75,95.4,0
SO-708634,769.5,95.4,0
SO-708635,798.92,112.05,0
SO-708636,694.49,78.75,0
SO-708637,318.49,95.4,0
SO-708638,1302.9,112.05,0
SO-708639,1147.49,95.4,0
SO-708640,493.5,78.75,0
SO-708641,1707.81,128.7,0
SO-708642,1732.66,95.4,2007.06
SO-708643,1125.01,112.05,0
SO-708644,1694.9,128.7,0
SO-708645,4089.2,112.05,2440.75
SO-708646,722.39,95.4,0
SO-708647,665.55,78.75,0
SO-708648,441.13,95.4,0
SO-708649,677.58,145.35,0
SO-708650,2553.22,145.35,2198.11
SO-708651,373.97,78.75,0
SO-708652,1230.72,112.05,0
SO-708653,567.47,95.4,697.02
SO-708654,868.89,128.7,0
SO-708655,317.7,78.75,0
SO-708656,533.22,95.4,0
SO-708657,1163.76,128.7,0
SO-708658,523.51,112.05,0
SO-708659,1023.61,112.05,0
SO-708660,3316.29,145.35,3367.58
SO-708661,679.12,78.75,0
SO-708662,396.42,95.4,0
SO-708663,1130.93,128.7,0
SO-708664,1265.73,78.75,0
